╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -7.453925e-03 | 2.486085e-06 | -7.456411e-03 |  0.9996 |     0.0008 |   99.9% |  2.00e-05
      2 | -7.455631e-03 | 8.564970e-07 | -7.456488e-03 |  0.9997 |     0.0009 |   99.9% |  4.00e-05
      3 | -7.455914e-03 | 7.336705e-07 | -7.456648e-03 |  0.9998 |     0.0011 |   99.8% |  6.00e-05
      4 | -7.452842e-03 | 4.061859e-06 | -7.456904e-03 |  1.0000 |     0.0015 |   99.8% |  8.00e-05
      5 | -7.452589e-03 | 4.642269e-06 | -7.457231e-03 |  1.0000 |     0.0021 |   99.7% |  1.00e-04
     25 | -7.464411e-03 | 4.471449e-06 | -7.468882e-03 |  0.9995 |     0.0303 |   95.7% |  5.00e-04
     50 | -7.478064e-03 | 2.232833e-05 | -7.500392e-03 |  0.9984 |     0.1151 |   83.5% |  1.00e-03
     75 | -7.488381e-03 | 3.482594e-05 | -7.523207e-03 |  0.9982 |     0.1989 |   71.5% |  1.00e-03
    100 | -7.510886e-03 | 3.733295e-05 | -7.548219e-03 |  0.9978 |     0.2921 |   58.2% |  9.99e-04
    125 | -7.527120e-03 | 4.556453e-05 | -7.572684e-03 |  0.9978 |     0.3647 |   47.8% |  9.98e-04
    150 | -7.534388e-03 | 5.534689e-05 | -7.589735e-03 |  0.9976 |     0.4161 |   40.5% |  9.97e-04
    175 | -7.539661e-03 | 6.887340e-05 | -7.608534e-03 |  0.9976 |     0.4869 |   30.3% |  9.96e-04
    200 | -7.538980e-03 | 7.393833e-05 | -7.612919e-03 |  0.9977 |     0.5039 |   27.9% |  9.94e-04
    225 | -7.546367e-03 | 7.917073e-05 | -7.625537e-03 |  0.9975 |     0.5483 |   21.6% |  9.92e-04
    250 | -7.546036e-03 | 8.281563e-05 | -7.628852e-03 |  0.9976 |     0.5610 |   19.7% |  9.89e-04
    275 | -7.538072e-03 | 9.226601e-05 | -7.630338e-03 |  0.9979 |     0.5694 |   18.5% |  9.86e-04
    300 | -7.549295e-03 | 8.938365e-05 | -7.638679e-03 |  0.9976 |     0.5972 |   14.6% |  9.83e-04
    325 | -7.550223e-03 | 8.678325e-05 | -7.637007e-03 |  0.9978 |     0.5923 |   15.3% |  9.80e-04
    350 | -7.549183e-03 | 9.555709e-05 | -7.644740e-03 |  0.9976 |     0.6183 |   11.5% |  9.76e-04
    375 | -7.552741e-03 | 9.161911e-05 | -7.644360e-03 |  0.9976 |     0.6155 |   11.9% |  9.72e-04
    400 | -7.553555e-03 | 9.376126e-05 | -7.647316e-03 |  0.9977 |     0.6287 |   10.1% |  9.67e-04
    425 | -7.552654e-03 | 8.915163e-05 | -7.641805e-03 |  0.9979 |     0.6069 |   13.2% |  9.62e-04
    450 | -7.553378e-03 | 9.408987e-05 | -7.647467e-03 |  0.9977 |     0.6288 |   10.0% |  9.57e-04
    475 | -7.552817e-03 | 9.536075e-05 | -7.648178e-03 |  0.9977 |     0.6323 |    9.5% |  9.52e-04
    500 | -7.552450e-03 | 9.540582e-05 | -7.647855e-03 |  0.9977 |     0.6293 |   10.0% |  9.46e-04
    525 | -7.550825e-03 | 9.162816e-05 | -7.642454e-03 |  0.9979 |     0.6130 |   12.3% |  9.40e-04
    550 | -7.553722e-03 | 9.415165e-05 | -7.647873e-03 |  0.9977 |     0.6308 |    9.8% |  9.34e-04
    575 | -7.553662e-03 | 9.299951e-05 | -7.646661e-03 |  0.9978 |     0.6263 |   10.4% |  9.27e-04
    600 | -7.550219e-03 | 9.917581e-05 | -7.649395e-03 |  0.9976 |     0.6352 |    9.1% |  9.20e-04
    625 | -7.552210e-03 | 9.646520e-05 | -7.648675e-03 |  0.9977 |     0.6320 |    9.6% |  9.13e-04
    650 | -7.553419e-03 | 9.662940e-05 | -7.650048e-03 |  0.9977 |     0.6383 |    8.7% |  9.05e-04
    675 | -7.549353e-03 | 8.872985e-05 | -7.638083e-03 |  0.9979 |     0.5959 |   14.7% |  8.98e-04
    700 | -7.553509e-03 | 9.450002e-05 | -7.648009e-03 |  0.9976 |     0.6310 |    9.7% |  8.90e-04
    725 | -7.553883e-03 | 9.688429e-05 | -7.650767e-03 |  0.9977 |     0.6407 |    8.3% |  8.81e-04
    750 | -7.553651e-03 | 9.732442e-05 | -7.650976e-03 |  0.9976 |     0.6416 |    8.2% |  8.73e-04
    775 | -7.551284e-03 | 9.253576e-05 | -7.643820e-03 |  0.9976 |     0.6167 |   11.8% |  8.64e-04
    800 | -7.554193e-03 | 9.519789e-05 | -7.649391e-03 |  0.9977 |     0.6360 |    9.0% |  8.55e-04
    825 | -7.553115e-03 | 9.794737e-05 | -7.651063e-03 |  0.9976 |     0.6415 |    8.2% |  8.46e-04
    850 | -7.553728e-03 | 9.530276e-05 | -7.649031e-03 |  0.9976 |     0.6337 |    9.3% |  8.36e-04
    875 | -7.553532e-03 | 9.693240e-05 | -7.650465e-03 |  0.9977 |     0.6398 |    8.5% |  8.26e-04
    900 | -7.552627e-03 | 9.750134e-05 | -7.650129e-03 |  0.9976 |     0.6371 |    8.9% |  8.17e-04
    925 | -7.551467e-03 | 9.778547e-05 | -7.649252e-03 |  0.9976 |     0.6351 |    9.1% |  8.06e-04
    950 | -7.553947e-03 | 9.639343e-05 | -7.650340e-03 |  0.9976 |     0.6395 |    8.5% |  7.96e-04
    975 | -7.553691e-03 | 9.585041e-05 | -7.649541e-03 |  0.9977 |     0.6363 |    9.0% |  7.85e-04
   1000 | -7.553197e-03 | 9.485614e-05 | -7.648054e-03 |  0.9977 |     0.6322 |    9.6% |  7.75e-04
   1025 | -7.552192e-03 | 9.828851e-05 | -7.650480e-03 |  0.9976 |     0.6392 |    8.6% |  7.64e-04
   1050 | -7.550983e-03 | 9.884762e-05 | -7.649831e-03 |  0.9975 |     0.6370 |    8.9% |  7.52e-04
   1075 | -7.554061e-03 | 9.659838e-05 | -7.650659e-03 |  0.9976 |     0.6405 |    8.4% |  7.41e-04
   1100 | -7.553699e-03 | 9.687996e-05 | -7.650579e-03 |  0.9976 |     0.6402 |    8.4% |  7.30e-04
   1125 | -7.553515e-03 | 9.722097e-05 | -7.650735e-03 |  0.9976 |     0.6397 |    8.5% |  7.18e-04
   1150 | -7.553402e-03 | 9.797416e-05 | -7.651377e-03 |  0.9976 |     0.6422 |    8.1% |  7.06e-04
   1175 | -7.553708e-03 | 9.640552e-05 | -7.650114e-03 |  0.9975 |     0.6373 |    8.8% |  6.94e-04
   1200 | -7.554459e-03 | 9.701069e-05 | -7.651470e-03 |  0.9976 |     0.6429 |    8.0% |  6.82e-04
   1225 | -7.554617e-03 | 9.662717e-05 | -7.651244e-03 |  0.9976 |     0.6419 |    8.2% |  6.70e-04
   1250 | -7.554014e-03 | 9.576519e-05 | -7.649779e-03 |  0.9976 |     0.6373 |    8.8% |  6.58e-04
   1275 | -7.553575e-03 | 9.793398e-05 | -7.651509e-03 |  0.9975 |     0.6429 |    8.0% |  6.46e-04
   1300 | -7.554539e-03 | 9.687282e-05 | -7.651412e-03 |  0.9976 |     0.6428 |    8.0% |  6.33e-04
   1325 | -7.554409e-03 | 9.672274e-05 | -7.651132e-03 |  0.9976 |     0.6415 |    8.2% |  6.21e-04
   1350 | -7.554161e-03 | 9.730108e-05 | -7.651462e-03 |  0.9976 |     0.6431 |    8.0% |  6.08e-04
   1375 | -7.554341e-03 | 9.709899e-05 | -7.651440e-03 |  0.9976 |     0.6426 |    8.1% |  5.95e-04
   1400 | -7.554026e-03 | 9.788770e-05 | -7.651913e-03 |  0.9976 |     0.6443 |    7.8% |  5.82e-04
   1425 | -7.552999e-03 | 9.606078e-05 | -7.649060e-03 |  0.9976 |     0.6353 |    9.1% |  5.70e-04
   1450 | -7.554763e-03 | 9.668982e-05 | -7.651452e-03 |  0.9976 |     0.6428 |    8.0% |  5.57e-04
   1475 | -7.554111e-03 | 9.786078e-05 | -7.651972e-03 |  0.9975 |     0.6446 |    7.8% |  5.44e-04
   1500 | -7.554309e-03 | 9.776832e-05 | -7.652078e-03 |  0.9976 |     0.6450 |    7.7% |  5.31e-04
   1525 | -7.554399e-03 | 9.774353e-05 | -7.652143e-03 |  0.9975 |     0.6452 |    7.7% |  5.18e-04
   1550 | -7.553462e-03 | 9.865186e-05 | -7.652114e-03 |  0.9975 |     0.6450 |    7.7% |  5.05e-04
   1575 | -7.554683e-03 | 9.687060e-05 | -7.651553e-03 |  0.9976 |     0.6426 |    8.1% |  4.92e-04
   1600 | -7.554097e-03 | 9.811999e-05 | -7.652217e-03 |  0.9975 |     0.6453 |    7.7% |  4.79e-04
   1625 | -7.553968e-03 | 9.824719e-05 | -7.652215e-03 |  0.9975 |     0.6454 |    7.7% |  4.66e-04
   1650 | -7.554325e-03 | 9.793777e-05 | -7.652263e-03 |  0.9975 |     0.6456 |    7.6% |  4.53e-04
   1675 | -7.554446e-03 | 9.784500e-05 | -7.652291e-03 |  0.9975 |     0.6457 |    7.6% |  4.40e-04
   1700 | -7.554576e-03 | 9.774199e-05 | -7.652318e-03 |  0.9975 |     0.6458 |    7.6% |  4.28e-04
   1725 | -7.554086e-03 | 9.825375e-05 | -7.652340e-03 |  0.9975 |     0.6459 |    7.6% |  4.15e-04
   1750 | -7.554182e-03 | 9.817797e-05 | -7.652360e-03 |  0.9975 |     0.6460 |    7.6% |  4.02e-04
   1775 | -7.554272e-03 | 9.810867e-05 | -7.652381e-03 |  0.9975 |     0.6460 |    7.6% |  3.89e-04
   1800 | -7.554157e-03 | 9.823965e-05 | -7.652397e-03 |  0.9975 |     0.6461 |    7.6% |  3.77e-04
   1825 | -7.554335e-03 | 9.808141e-05 | -7.652416e-03 |  0.9975 |     0.6462 |    7.6% |  3.64e-04
   1850 | -7.554141e-03 | 9.829315e-05 | -7.652435e-03 |  0.9975 |     0.6462 |    7.5% |  3.52e-04
   1875 | -7.554492e-03 | 9.795796e-05 | -7.652449e-03 |  0.9975 |     0.6463 |    7.5% |  3.40e-04
   1900 | -7.554262e-03 | 9.820270e-05 | -7.652465e-03 |  0.9975 |     0.6463 |    7.5% |  3.28e-04
   1925 | -7.554365e-03 | 9.811619e-05 | -7.652481e-03 |  0.9975 |     0.6464 |    7.5% |  3.16e-04
   1950 | -7.554197e-03 | 9.829914e-05 | -7.652496e-03 |  0.9975 |     0.6464 |    7.5% |  3.04e-04
   1975 | -7.554292e-03 | 9.821916e-05 | -7.652511e-03 |  0.9975 |     0.6465 |    7.5% |  2.92e-04
   2000 | -7.554401e-03 | 9.812309e-05 | -7.652524e-03 |  0.9975 |     0.6465 |    7.5% |  2.80e-04
   2025 | -7.554631e-03 | 9.790810e-05 | -7.652539e-03 |  0.9975 |     0.6466 |    7.5% |  2.69e-04
   2050 | -7.554359e-03 | 9.819422e-05 | -7.652553e-03 |  0.9975 |     0.6466 |    7.5% |  2.57e-04
   2075 | -7.554500e-03 | 9.806281e-05 | -7.652563e-03 |  0.9975 |     0.6467 |    7.5% |  2.46e-04
   2100 | -7.554507e-03 | 9.806873e-05 | -7.652576e-03 |  0.9975 |     0.6467 |    7.5% |  2.35e-04
   2125 | -7.554582e-03 | 9.800558e-05 | -7.652587e-03 |  0.9975 |     0.6467 |    7.5% |  2.25e-04
   2150 | -7.554497e-03 | 9.810254e-05 | -7.652599e-03 |  0.9975 |     0.6468 |    7.5% |  2.14e-04
   2175 | -7.554342e-03 | 9.826770e-05 | -7.652610e-03 |  0.9975 |     0.6468 |    7.5% |  2.04e-04
   2200 | -7.554325e-03 | 9.829659e-05 | -7.652622e-03 |  0.9975 |     0.6469 |    7.5% |  1.93e-04
   2225 | -7.554245e-03 | 9.838508e-05 | -7.652630e-03 |  0.9975 |     0.6469 |    7.4% |  1.84e-04
   2250 | -7.554390e-03 | 9.825206e-05 | -7.652642e-03 |  0.9975 |     0.6469 |    7.4% |  1.74e-04
   2275 | -7.554316e-03 | 9.833396e-05 | -7.652651e-03 |  0.9975 |     0.6470 |    7.4% |  1.64e-04
