╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
   2300 | -7.554428e-03 | 9.823123e-05 | -7.652659e-03 |  0.9975 |     0.6470 |    7.4% |  1.55e-04
   2325 | -7.554316e-03 | 9.835236e-05 | -7.652668e-03 |  0.9975 |     0.6470 |    7.4% |  1.46e-04
   2350 | -7.554216e-03 | 9.845999e-05 | -7.652676e-03 |  0.9975 |     0.6471 |    7.4% |  1.37e-04
   2375 | -7.554185e-03 | 9.849948e-05 | -7.652684e-03 |  0.9975 |     0.6471 |    7.4% |  1.29e-04
   2400 | -7.554544e-03 | 9.814669e-05 | -7.652691e-03 |  0.9975 |     0.6471 |    7.4% |  1.20e-04
   2425 | -7.554580e-03 | 9.811702e-05 | -7.652697e-03 |  0.9975 |     0.6471 |    7.4% |  1.12e-04
   2450 | -7.554593e-03 | 9.811288e-05 | -7.652706e-03 |  0.9975 |     0.6472 |    7.4% |  1.05e-04
   2475 | -7.554689e-03 | 9.802058e-05 | -7.652710e-03 |  0.9975 |     0.6472 |    7.4% |  9.71e-05
   2500 | -7.554447e-03 | 9.826961e-05 | -7.652717e-03 |  0.9975 |     0.6472 |    7.4% |  8.99e-05
   2525 | -7.554322e-03 | 9.839993e-05 | -7.652722e-03 |  0.9975 |     0.6472 |    7.4% |  8.29e-05
   2550 | -7.554439e-03 | 9.828720e-05 | -7.652726e-03 |  0.9975 |     0.6472 |    7.4% |  7.63e-05
   2575 | -7.554401e-03 | 9.833173e-05 | -7.652733e-03 |  0.9975 |     0.6473 |    7.4% |  7.00e-05
   2600 | -7.554314e-03 | 9.842373e-05 | -7.652737e-03 |  0.9975 |     0.6473 |    7.4% |  6.40e-05
   2625 | -7.554456e-03 | 9.828462e-05 | -7.652741e-03 |  0.9975 |     0.6473 |    7.4% |  5.82e-05
   2650 | -7.554135e-03 | 9.861049e-05 | -7.652746e-03 |  0.9975 |     0.6473 |    7.4% |  5.28e-05
   2675 | -7.554395e-03 | 9.835426e-05 | -7.652749e-03 |  0.9975 |     0.6473 |    7.4% |  4.77e-05
   2700 | -7.554014e-03 | 9.873720e-05 | -7.652752e-03 |  0.9975 |     0.6473 |    7.4% |  4.29e-05
   2725 | -7.553976e-03 | 9.878082e-05 | -7.652756e-03 |  0.9975 |     0.6473 |    7.4% |  3.84e-05
   2750 | -7.554593e-03 | 9.816555e-05 | -7.652759e-03 |  0.9975 |     0.6473 |    7.4% |  3.42e-05
   2775 | -7.554309e-03 | 9.845258e-05 | -7.652761e-03 |  0.9975 |     0.6474 |    7.4% |  3.04e-05
   2800 | -7.554381e-03 | 9.838228e-05 | -7.652763e-03 |  0.9975 |     0.6474 |    7.4% |  2.69e-05
   2825 | -7.554332e-03 | 9.843349e-05 | -7.652765e-03 |  0.9975 |     0.6474 |    7.4% |  2.37e-05
   2850 | -7.554355e-03 | 9.841176e-05 | -7.652767e-03 |  0.9975 |     0.6474 |    7.4% |  2.08e-05
   2875 | -7.554157e-03 | 9.861161e-05 | -7.652769e-03 |  0.9975 |     0.6474 |    7.4% |  1.83e-05
   2900 | -7.554197e-03 | 9.857386e-05 | -7.652771e-03 |  0.9975 |     0.6474 |    7.4% |  1.61e-05
   2925 | -7.554326e-03 | 9.844576e-05 | -7.652772e-03 |  0.9975 |     0.6474 |    7.4% |  1.42e-05
   2950 | -7.553957e-03 | 9.881564e-05 | -7.652773e-03 |  0.9975 |     0.6474 |    7.4% |  1.27e-05
   2975 | -7.554398e-03 | 9.837543e-05 | -7.652774e-03 |  0.9975 |     0.6474 |    7.4% |  1.15e-05
   3000 | -7.554360e-03 | 9.841585e-05 | -7.652775e-03 |  0.9975 |     0.6474 |    7.4% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 7.38% (epoch 3000) | Best loss: -7.554965e-03 (epoch 1579)
  Tip displacement: 0.6474 mm (expected: 0.6990 mm)
  Relative error: 7.38%
  J range: [0.997529, 1.002440]
  Training time: 139.5s (2.3min)
  ======================================================================

