╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -7.455005e-03 | 9.214298e-07 | -7.455926e-03 |  1.0000 |     0.0007 |   99.9% |  2.00e-05
      2 | -7.455160e-03 | 8.878873e-07 | -7.456048e-03 |  1.0000 |     0.0009 |   99.9% |  4.00e-05
      3 | -7.455123e-03 | 1.173067e-06 | -7.456296e-03 |  1.0000 |     0.0012 |   99.8% |  6.00e-05
      4 | -7.454436e-03 | 2.235008e-06 | -7.456671e-03 |  0.9999 |     0.0017 |   99.8% |  8.00e-05
      5 | -7.454419e-03 | 2.735585e-06 | -7.457155e-03 |  0.9998 |     0.0023 |   99.7% |  1.00e-04
     25 | -7.462566e-03 | 4.692858e-06 | -7.467259e-03 |  0.9996 |     0.0260 |   96.3% |  5.00e-04
     50 | -7.477748e-03 | 2.266069e-05 | -7.500409e-03 |  0.9979 |     0.1156 |   83.5% |  1.00e-03
     75 | -7.498746e-03 | 2.735850e-05 | -7.526104e-03 |  0.9981 |     0.2104 |   69.9% |  1.00e-03
    100 | -7.507680e-03 | 3.796758e-05 | -7.545647e-03 |  0.9986 |     0.2844 |   59.3% |  9.99e-04
    125 | -7.515545e-03 | 5.090983e-05 | -7.566454e-03 |  0.9979 |     0.3473 |   50.3% |  9.98e-04
    150 | -7.535362e-03 | 6.176142e-05 | -7.597123e-03 |  0.9977 |     0.4496 |   35.7% |  9.97e-04
    175 | -7.532478e-03 | 6.074059e-05 | -7.593218e-03 |  0.9976 |     0.4441 |   36.5% |  9.96e-04
    200 | -7.540637e-03 | 7.769171e-05 | -7.618329e-03 |  0.9975 |     0.5193 |   25.7% |  9.94e-04
    225 | -7.545700e-03 | 8.088395e-05 | -7.626584e-03 |  0.9974 |     0.5529 |   20.9% |  9.92e-04
    250 | -7.535147e-03 | 8.340758e-05 | -7.618555e-03 |  0.9976 |     0.5313 |   24.0% |  9.89e-04
    275 | -7.546877e-03 | 8.768820e-05 | -7.634565e-03 |  0.9976 |     0.5817 |   16.8% |  9.86e-04
    300 | -7.549516e-03 | 8.974846e-05 | -7.639265e-03 |  0.9976 |     0.5998 |   14.2% |  9.83e-04
    325 | -7.545796e-03 | 8.587608e-05 | -7.631672e-03 |  0.9980 |     0.5743 |   17.8% |  9.80e-04
    350 | -7.550853e-03 | 9.025732e-05 | -7.641111e-03 |  0.9978 |     0.6061 |   13.3% |  9.76e-04
    375 | -7.551517e-03 | 9.308067e-05 | -7.644597e-03 |  0.9977 |     0.6202 |   11.3% |  9.72e-04
    400 | -7.549099e-03 | 8.522788e-05 | -7.634327e-03 |  0.9975 |     0.5843 |   16.4% |  9.67e-04
    425 | -7.552184e-03 | 9.207110e-05 | -7.644255e-03 |  0.9978 |     0.6186 |   11.5% |  9.62e-04
    450 | -7.552848e-03 | 9.375968e-05 | -7.646607e-03 |  0.9978 |     0.6276 |   10.2% |  9.57e-04
    475 | -7.551104e-03 | 9.181695e-05 | -7.642921e-03 |  0.9977 |     0.6143 |   12.1% |  9.52e-04
    500 | -7.551650e-03 | 9.515137e-05 | -7.646801e-03 |  0.9977 |     0.6272 |   10.3% |  9.46e-04
    525 | -7.544805e-03 | 9.955098e-05 | -7.644356e-03 |  0.9980 |     0.6211 |   11.1% |  9.40e-04
    550 | -7.552984e-03 | 9.403305e-05 | -7.647017e-03 |  0.9979 |     0.6284 |   10.1% |  9.34e-04
    575 | -7.553255e-03 | 9.496567e-05 | -7.648220e-03 |  0.9978 |     0.6328 |    9.5% |  9.27e-04
    600 | -7.550797e-03 | 8.857436e-05 | -7.639372e-03 |  0.9980 |     0.6017 |   13.9% |  9.20e-04
    625 | -7.552406e-03 | 9.501934e-05 | -7.647425e-03 |  0.9977 |     0.6289 |   10.0% |  9.13e-04
    650 | -7.553301e-03 | 9.551867e-05 | -7.648820e-03 |  0.9977 |     0.6346 |    9.2% |  9.05e-04
    675 | -7.553093e-03 | 9.630404e-05 | -7.649397e-03 |  0.9977 |     0.6368 |    8.9% |  8.98e-04
    700 | -7.550939e-03 | 9.155726e-05 | -7.642496e-03 |  0.9975 |     0.6129 |   12.3% |  8.90e-04
    725 | -7.552638e-03 | 9.551191e-05 | -7.648150e-03 |  0.9978 |     0.6320 |    9.6% |  8.81e-04
    750 | -7.554021e-03 | 9.534610e-05 | -7.649367e-03 |  0.9977 |     0.6368 |    8.9% |  8.73e-04
    775 | -7.552064e-03 | 9.391154e-05 | -7.645975e-03 |  0.9978 |     0.6262 |   10.4% |  8.64e-04
    800 | -7.552196e-03 | 9.675074e-05 | -7.648947e-03 |  0.9977 |     0.6348 |    9.2% |  8.55e-04
    825 | -7.552414e-03 | 9.372243e-05 | -7.646136e-03 |  0.9977 |     0.6253 |   10.5% |  8.46e-04
    850 | -7.552182e-03 | 9.734620e-05 | -7.649528e-03 |  0.9977 |     0.6365 |    8.9% |  8.36e-04
    875 | -7.551764e-03 | 9.724361e-05 | -7.649007e-03 |  0.9978 |     0.6362 |    9.0% |  8.26e-04
    900 | -7.553581e-03 | 9.515668e-05 | -7.648737e-03 |  0.9978 |     0.6340 |    9.3% |  8.17e-04
    925 | -7.553446e-03 | 9.648659e-05 | -7.649932e-03 |  0.9978 |     0.6389 |    8.6% |  8.06e-04
    950 | -7.540795e-03 | 1.074721e-04 | -7.648267e-03 |  0.9976 |     0.6311 |    9.7% |  7.96e-04
    975 | -7.552585e-03 | 9.651703e-05 | -7.649102e-03 |  0.9978 |     0.6346 |    9.2% |  7.85e-04
   1000 | -7.553373e-03 | 9.678208e-05 | -7.650155e-03 |  0.9977 |     0.6394 |    8.5% |  7.75e-04
   1025 | -7.553061e-03 | 9.758519e-05 | -7.650646e-03 |  0.9977 |     0.6412 |    8.3% |  7.64e-04
   1050 | -7.553290e-03 | 9.757202e-05 | -7.650862e-03 |  0.9977 |     0.6421 |    8.1% |  7.52e-04
   1075 | -7.549939e-03 | 9.280720e-05 | -7.642746e-03 |  0.9980 |     0.6161 |   11.9% |  7.41e-04
   1100 | -7.553579e-03 | 9.601173e-05 | -7.649591e-03 |  0.9978 |     0.6368 |    8.9% |  7.30e-04
   1125 | -7.553114e-03 | 9.749336e-05 | -7.650607e-03 |  0.9978 |     0.6411 |    8.3% |  7.18e-04
   1150 | -7.553521e-03 | 9.748289e-05 | -7.651004e-03 |  0.9977 |     0.6426 |    8.1% |  7.06e-04
   1175 | -7.553480e-03 | 9.772013e-05 | -7.651200e-03 |  0.9977 |     0.6432 |    8.0% |  6.94e-04
   1200 | -7.553834e-03 | 9.704122e-05 | -7.650875e-03 |  0.9978 |     0.6425 |    8.1% |  6.82e-04
   1225 | -7.553588e-03 | 9.568196e-05 | -7.649269e-03 |  0.9978 |     0.6358 |    9.0% |  6.70e-04
   1250 | -7.553614e-03 | 9.729448e-05 | -7.650908e-03 |  0.9977 |     0.6421 |    8.1% |  6.58e-04
   1275 | -7.553257e-03 | 9.813312e-05 | -7.651390e-03 |  0.9977 |     0.6438 |    7.9% |  6.46e-04
   1300 | -7.553200e-03 | 9.831901e-05 | -7.651519e-03 |  0.9977 |     0.6443 |    7.8% |  6.33e-04
   1325 | -7.551346e-03 | 9.797429e-05 | -7.649320e-03 |  0.9978 |     0.6376 |    8.8% |  6.21e-04
   1350 | -7.553718e-03 | 9.713491e-05 | -7.650853e-03 |  0.9978 |     0.6419 |    8.2% |  6.08e-04
   1375 | -7.553619e-03 | 9.792089e-05 | -7.651540e-03 |  0.9977 |     0.6444 |    7.8% |  5.95e-04
   1400 | -7.553700e-03 | 9.797159e-05 | -7.651671e-03 |  0.9977 |     0.6449 |    7.7% |  5.82e-04
   1425 | -7.553667e-03 | 9.811781e-05 | -7.651785e-03 |  0.9977 |     0.6453 |    7.7% |  5.70e-04
   1450 | -7.551795e-03 | 9.983459e-05 | -7.651630e-03 |  0.9977 |     0.6442 |    7.8% |  5.57e-04
   1475 | -7.553923e-03 | 9.734642e-05 | -7.651269e-03 |  0.9977 |     0.6433 |    8.0% |  5.44e-04
   1500 | -7.553596e-03 | 9.820399e-05 | -7.651799e-03 |  0.9977 |     0.6453 |    7.7% |  5.31e-04
   1525 | -7.553470e-03 | 9.847978e-05 | -7.651950e-03 |  0.9977 |     0.6458 |    7.6% |  5.18e-04
   1550 | -7.553708e-03 | 9.833156e-05 | -7.652040e-03 |  0.9977 |     0.6461 |    7.6% |  5.05e-04
   1575 | -7.553810e-03 | 9.828230e-05 | -7.652093e-03 |  0.9977 |     0.6463 |    7.5% |  4.92e-04
   1600 | -7.553518e-03 | 9.862635e-05 | -7.652144e-03 |  0.9977 |     0.6465 |    7.5% |  4.79e-04
   1625 | -7.553818e-03 | 9.836568e-05 | -7.652184e-03 |  0.9977 |     0.6467 |    7.5% |  4.66e-04
   1650 | -7.553514e-03 | 9.871749e-05 | -7.652231e-03 |  0.9977 |     0.6467 |    7.5% |  4.53e-04
   1675 | -7.553328e-03 | 9.878963e-05 | -7.652118e-03 |  0.9977 |     0.6462 |    7.5% |  4.40e-04
   1700 | -7.553876e-03 | 9.840105e-05 | -7.652277e-03 |  0.9977 |     0.6470 |    7.4% |  4.28e-04
   1725 | -7.553570e-03 | 9.876242e-05 | -7.652332e-03 |  0.9977 |     0.6472 |    7.4% |  4.15e-04
   1750 | -7.553755e-03 | 9.862614e-05 | -7.652381e-03 |  0.9977 |     0.6473 |    7.4% |  4.02e-04
   1775 | -7.553735e-03 | 9.868290e-05 | -7.652418e-03 |  0.9977 |     0.6475 |    7.4% |  3.89e-04
   1800 | -7.553855e-03 | 9.859671e-05 | -7.652452e-03 |  0.9977 |     0.6476 |    7.3% |  3.77e-04
