╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
    800 | -7.553591e-03 | 9.354453e-05 | -7.647135e-03 |  0.9978 |     0.6285 |   10.1% |  8.55e-04
    825 | -7.551712e-03 | 9.730785e-05 | -7.649020e-03 |  0.9976 |     0.6342 |    9.3% |  8.46e-04
    850 | -7.553536e-03 | 9.572561e-05 | -7.649262e-03 |  0.9978 |     0.6361 |    9.0% |  8.36e-04
    875 | -7.553395e-03 | 9.456689e-05 | -7.647962e-03 |  0.9977 |     0.6310 |    9.7% |  8.26e-04
    900 | -7.551981e-03 | 9.670421e-05 | -7.648685e-03 |  0.9976 |     0.6333 |    9.4% |  8.17e-04
    925 | -7.553650e-03 | 9.609262e-05 | -7.649742e-03 |  0.9977 |     0.6375 |    8.8% |  8.06e-04
    950 | -7.553688e-03 | 9.602784e-05 | -7.649716e-03 |  0.9977 |     0.6373 |    8.8% |  7.96e-04
    975 | -7.553413e-03 | 9.542068e-05 | -7.648833e-03 |  0.9976 |     0.6333 |    9.4% |  7.85e-04
   1000 | -7.552790e-03 | 9.770943e-05 | -7.650499e-03 |  0.9976 |     0.6396 |    8.5% |  7.75e-04
   1025 | -7.552833e-03 | 9.614030e-05 | -7.648974e-03 |  0.9976 |     0.6342 |    9.3% |  7.64e-04
   1050 | -7.553471e-03 | 9.692048e-05 | -7.650391e-03 |  0.9977 |     0.6397 |    8.5% |  7.52e-04
   1075 | -7.553789e-03 | 9.643671e-05 | -7.650225e-03 |  0.9977 |     0.6389 |    8.6% |  7.41e-04
   1100 | -7.553604e-03 | 9.654569e-05 | -7.650149e-03 |  0.9977 |     0.6387 |    8.6% |  7.30e-04
   1125 | -7.553755e-03 | 9.684748e-05 | -7.650602e-03 |  0.9977 |     0.6404 |    8.4% |  7.18e-04
   1150 | -7.553027e-03 | 9.666041e-05 | -7.649688e-03 |  0.9977 |     0.6360 |    9.0% |  7.06e-04
   1175 | -7.552774e-03 | 9.811428e-05 | -7.650888e-03 |  0.9976 |     0.6413 |    8.2% |  6.94e-04
   1200 | -7.553519e-03 | 9.510865e-05 | -7.648627e-03 |  0.9977 |     0.6340 |    9.3% |  6.82e-04
   1225 | -7.552852e-03 | 9.760415e-05 | -7.650456e-03 |  0.9976 |     0.6397 |    8.5% |  6.70e-04
   1250 | -7.552510e-03 | 9.823829e-05 | -7.650748e-03 |  0.9976 |     0.6408 |    8.3% |  6.58e-04
   1275 | -7.553006e-03 | 9.818181e-05 | -7.651188e-03 |  0.9976 |     0.6424 |    8.1% |  6.46e-04
   1300 | -7.552332e-03 | 9.665749e-05 | -7.648990e-03 |  0.9976 |     0.6344 |    9.2% |  6.33e-04
   1325 | -7.553353e-03 | 9.734024e-05 | -7.650693e-03 |  0.9976 |     0.6408 |    8.3% |  6.21e-04
   1350 | -7.553644e-03 | 9.773803e-05 | -7.651382e-03 |  0.9976 |     0.6431 |    8.0% |  6.08e-04
   1375 | -7.553934e-03 | 9.749466e-05 | -7.651428e-03 |  0.9976 |     0.6434 |    7.9% |  5.95e-04
   1400 | -7.551010e-03 | 9.985209e-05 | -7.650862e-03 |  0.9976 |     0.6411 |    8.3% |  5.82e-04
   1425 | -7.553362e-03 | 9.765624e-05 | -7.651018e-03 |  0.9976 |     0.6416 |    8.2% |  5.70e-04
   1450 | -7.553693e-03 | 9.767055e-05 | -7.651364e-03 |  0.9976 |     0.6431 |    8.0% |  5.57e-04
   1475 | -7.553476e-03 | 9.806753e-05 | -7.651543e-03 |  0.9976 |     0.6438 |    7.9% |  5.44e-04
   1500 | -7.553475e-03 | 9.811902e-05 | -7.651594e-03 |  0.9976 |     0.6440 |    7.9% |  5.31e-04
   1525 | -7.551862e-03 | 9.909329e-05 | -7.650956e-03 |  0.9976 |     0.6415 |    8.2% |  5.18e-04
   1550 | -7.553886e-03 | 9.752116e-05 | -7.651407e-03 |  0.9976 |     0.6433 |    8.0% |  5.05e-04
   1575 | -7.553282e-03 | 9.834788e-05 | -7.651630e-03 |  0.9976 |     0.6440 |    7.9% |  4.92e-04
   1600 | -7.553722e-03 | 9.798996e-05 | -7.651712e-03 |  0.9976 |     0.6444 |    7.8% |  4.79e-04
   1625 | -7.553654e-03 | 9.810199e-05 | -7.651756e-03 |  0.9976 |     0.6445 |    7.8% |  4.66e-04
   1650 | -7.553716e-03 | 9.806311e-05 | -7.651779e-03 |  0.9976 |     0.6446 |    7.8% |  4.53e-04
   1675 | -7.553577e-03 | 9.824451e-05 | -7.651822e-03 |  0.9976 |     0.6447 |    7.8% |  4.40e-04
   1700 | -7.554243e-03 | 9.708345e-05 | -7.651327e-03 |  0.9976 |     0.6432 |    8.0% |  4.28e-04
   1725 | -7.553727e-03 | 9.808665e-05 | -7.651813e-03 |  0.9976 |     0.6447 |    7.8% |  4.15e-04
   1750 | -7.553438e-03 | 9.842313e-05 | -7.651861e-03 |  0.9976 |     0.6449 |    7.7% |  4.02e-04
   1775 | -7.553552e-03 | 9.834444e-05 | -7.651897e-03 |  0.9976 |     0.6450 |    7.7% |  3.89e-04
   1800 | -7.553555e-03 | 9.836760e-05 | -7.651922e-03 |  0.9976 |     0.6451 |    7.7% |  3.77e-04
   1825 | -7.553842e-03 | 9.810271e-05 | -7.651945e-03 |  0.9976 |     0.6452 |    7.7% |  3.64e-04
   1850 | -7.553698e-03 | 9.826850e-05 | -7.651967e-03 |  0.9976 |     0.6453 |    7.7% |  3.52e-04
   1875 | -7.553561e-03 | 9.842556e-05 | -7.651987e-03 |  0.9976 |     0.6453 |    7.7% |  3.40e-04
   1900 | -7.553522e-03 | 9.848455e-05 | -7.652007e-03 |  0.9976 |     0.6454 |    7.7% |  3.28e-04
   1925 | -7.553721e-03 | 9.830375e-05 | -7.652025e-03 |  0.9976 |     0.6455 |    7.7% |  3.16e-04
   1950 | -7.553776e-03 | 9.826744e-05 | -7.652044e-03 |  0.9976 |     0.6455 |    7.6% |  3.04e-04
   1975 | -7.553694e-03 | 9.836665e-05 | -7.652061e-03 |  0.9976 |     0.6456 |    7.6% |  2.92e-04
   2000 | -7.553989e-03 | 9.808985e-05 | -7.652079e-03 |  0.9976 |     0.6456 |    7.6% |  2.80e-04
   2025 | -7.553817e-03 | 9.827749e-05 | -7.652095e-03 |  0.9976 |     0.6457 |    7.6% |  2.69e-04
   2050 | -7.553434e-03 | 9.867881e-05 | -7.652113e-03 |  0.9976 |     0.6458 |    7.6% |  2.57e-04
   2075 | -7.553627e-03 | 9.849938e-05 | -7.652126e-03 |  0.9976 |     0.6458 |    7.6% |  2.46e-04
   2100 | -7.553319e-03 | 9.882370e-05 | -7.652142e-03 |  0.9976 |     0.6459 |    7.6% |  2.35e-04
   2125 | -7.553519e-03 | 9.863699e-05 | -7.652156e-03 |  0.9976 |     0.6459 |    7.6% |  2.25e-04
   2150 | -7.553587e-03 | 9.858348e-05 | -7.652170e-03 |  0.9976 |     0.6459 |    7.6% |  2.14e-04
   2175 | -7.553793e-03 | 9.839243e-05 | -7.652185e-03 |  0.9976 |     0.6460 |    7.6% |  2.04e-04
   2200 | -7.553783e-03 | 9.841370e-05 | -7.652197e-03 |  0.9976 |     0.6460 |    7.6% |  1.93e-04
   2225 | -7.553734e-03 | 9.847436e-05 | -7.652208e-03 |  0.9976 |     0.6461 |    7.6% |  1.84e-04
   2250 | -7.553682e-03 | 9.853976e-05 | -7.652222e-03 |  0.9976 |     0.6461 |    7.6% |  1.74e-04
   2275 | -7.553432e-03 | 9.880093e-05 | -7.652232e-03 |  0.9976 |     0.6462 |    7.6% |  1.64e-04
   2300 | -7.553320e-03 | 9.892393e-05 | -7.652245e-03 |  0.9976 |     0.6462 |    7.5% |  1.55e-04
   2325 | -7.553442e-03 | 9.881225e-05 | -7.652255e-03 |  0.9976 |     0.6462 |    7.5% |  1.46e-04
   2350 | -7.553431e-03 | 9.883269e-05 | -7.652264e-03 |  0.9976 |     0.6463 |    7.5% |  1.37e-04
   2375 | -7.553530e-03 | 9.874355e-05 | -7.652273e-03 |  0.9976 |     0.6463 |    7.5% |  1.29e-04
   2400 | -7.553420e-03 | 9.886194e-05 | -7.652282e-03 |  0.9976 |     0.6463 |    7.5% |  1.20e-04
   2425 | -7.553683e-03 | 9.860736e-05 | -7.652290e-03 |  0.9976 |     0.6464 |    7.5% |  1.12e-04
   2450 | -7.553777e-03 | 9.852236e-05 | -7.652299e-03 |  0.9976 |     0.6464 |    7.5% |  1.05e-04
   2475 | -7.553749e-03 | 9.855817e-05 | -7.652307e-03 |  0.9976 |     0.6464 |    7.5% |  9.71e-05
   2500 | -7.553618e-03 | 9.869476e-05 | -7.652313e-03 |  0.9976 |     0.6464 |    7.5% |  8.99e-05
   2525 | -7.553830e-03 | 9.849156e-05 | -7.652321e-03 |  0.9976 |     0.6465 |    7.5% |  8.29e-05
   2550 | -7.553778e-03 | 9.854894e-05 | -7.652326e-03 |  0.9976 |     0.6465 |    7.5% |  7.63e-05
   2575 | -7.553431e-03 | 9.889993e-05 | -7.652331e-03 |  0.9976 |     0.6465 |    7.5% |  7.00e-05
   2600 | -7.553652e-03 | 9.868738e-05 | -7.652340e-03 |  0.9976 |     0.6465 |    7.5% |  6.40e-05
   2625 | -7.553731e-03 | 9.861158e-05 | -7.652342e-03 |  0.9976 |     0.6465 |    7.5% |  5.82e-05
   2650 | -7.553859e-03 | 9.848820e-05 | -7.652347e-03 |  0.9976 |     0.6465 |    7.5% |  5.28e-05
   2675 | -7.553514e-03 | 9.883745e-05 | -7.652352e-03 |  0.9976 |     0.6466 |    7.5% |  4.77e-05
   2700 | -7.553657e-03 | 9.869719e-05 | -7.652354e-03 |  0.9976 |     0.6466 |    7.5% |  4.29e-05
   2725 | -7.553546e-03 | 9.881437e-05 | -7.652360e-03 |  0.9976 |     0.6466 |    7.5% |  3.84e-05
   2750 | -7.553529e-03 | 9.883424e-05 | -7.652364e-03 |  0.9976 |     0.6466 |    7.5% |  3.42e-05
   2775 | -7.554081e-03 | 9.828460e-05 | -7.652366e-03 |  0.9976 |     0.6466 |    7.5% |  3.04e-05
   2800 | -7.553753e-03 | 9.861593e-05 | -7.652368e-03 |  0.9976 |     0.6466 |    7.5% |  2.69e-05
   2825 | -7.553858e-03 | 9.851242e-05 | -7.652370e-03 |  0.9976 |     0.6466 |    7.5% |  2.37e-05
   2850 | -7.553859e-03 | 9.851402e-05 | -7.652373e-03 |  0.9976 |     0.6466 |    7.5% |  2.08e-05
   2875 | -7.553808e-03 | 9.856691e-05 | -7.652375e-03 |  0.9976 |     0.6466 |    7.5% |  1.83e-05
   2900 | -7.553970e-03 | 9.840680e-05 | -7.652377e-03 |  0.9976 |     0.6466 |    7.5% |  1.61e-05
   2925 | -7.553915e-03 | 9.846513e-05 | -7.652380e-03 |  0.9976 |     0.6467 |    7.5% |  1.42e-05
   2950 | -7.553796e-03 | 9.858482e-05 | -7.652381e-03 |  0.9976 |     0.6467 |    7.5% |  1.27e-05
   2975 | -7.553750e-03 | 9.863219e-05 | -7.652382e-03 |  0.9976 |     0.6467 |    7.5% |  1.15e-05
   3000 | -7.553687e-03 | 9.869656e-05 | -7.652383e-03 |  0.9976 |     0.6467 |    7.5% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 7.48% (epoch 3000) | Best loss: -7.554274e-03 (epoch 906)
  Tip displacement: 0.6467 mm (expected: 0.6990 mm)
  Relative error: 7.48%
  J range: [0.997582, 1.002437]
  Training time: 135.1s (2.3min)
  ======================================================================

