╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -7.454166e-03 | 2.913946e-06 | -7.457080e-03 |  0.9999 |     0.0020 |   99.7% |  2.00e-05
      2 | -7.454353e-03 | 2.803511e-06 | -7.457157e-03 |  0.9999 |     0.0022 |   99.7% |  4.00e-05
      3 | -7.452577e-03 | 4.704189e-06 | -7.457281e-03 |  0.9999 |     0.0024 |   99.7% |  6.00e-05
      4 | -7.453213e-03 | 4.201963e-06 | -7.457416e-03 |  1.0000 |     0.0026 |   99.6% |  8.00e-05
      5 | -7.453360e-03 | 4.159960e-06 | -7.457519e-03 |  0.9999 |     0.0029 |   99.6% |  1.00e-04
     25 | -7.461478e-03 | 1.137959e-05 | -7.472857e-03 |  0.9994 |     0.0402 |   94.2% |  5.00e-04
     50 | -7.477069e-03 | 2.655436e-05 | -7.503623e-03 |  0.9988 |     0.1255 |   82.1% |  1.00e-03
     75 | -7.496289e-03 | 2.684245e-05 | -7.523132e-03 |  0.9978 |     0.2023 |   71.1% |  1.00e-03
    100 | -7.503658e-03 | 3.343810e-05 | -7.537096e-03 |  0.9983 |     0.2546 |   63.6% |  9.99e-04
    125 | -7.528349e-03 | 5.268654e-05 | -7.581036e-03 |  0.9978 |     0.3927 |   43.8% |  9.98e-04
    150 | -7.493542e-03 | 3.403789e-05 | -7.527580e-03 |  0.9986 |     0.2183 |   68.8% |  9.97e-04
    175 | -7.532088e-03 | 5.890612e-05 | -7.590994e-03 |  0.9977 |     0.4131 |   40.9% |  9.96e-04
    200 | -7.538409e-03 | 6.708743e-05 | -7.605497e-03 |  0.9978 |     0.4745 |   32.1% |  9.94e-04
    225 | -7.542670e-03 | 7.765795e-05 | -7.620328e-03 |  0.9977 |     0.5284 |   24.4% |  9.92e-04
    250 | -7.511284e-03 | 8.483729e-05 | -7.596121e-03 |  0.9980 |     0.4638 |   33.6% |  9.89e-04
    275 | -7.544108e-03 | 7.676701e-05 | -7.620875e-03 |  0.9980 |     0.5336 |   23.7% |  9.86e-04
    300 | -7.545850e-03 | 8.327834e-05 | -7.629128e-03 |  0.9977 |     0.5595 |   19.9% |  9.83e-04
    325 | -7.547672e-03 | 8.727588e-05 | -7.634948e-03 |  0.9977 |     0.5837 |   16.5% |  9.80e-04
    350 | -7.529615e-03 | 8.864437e-05 | -7.618260e-03 |  0.9974 |     0.5330 |   23.7% |  9.76e-04
    375 | -7.548078e-03 | 8.797558e-05 | -7.636053e-03 |  0.9978 |     0.5862 |   16.1% |  9.72e-04
    400 | -7.550793e-03 | 9.089659e-05 | -7.641690e-03 |  0.9977 |     0.6073 |   13.1% |  9.67e-04
    425 | -7.547072e-03 | 9.674677e-05 | -7.643819e-03 |  0.9977 |     0.6166 |   11.8% |  9.62e-04
    450 | -7.549508e-03 | 9.220192e-05 | -7.641710e-03 |  0.9976 |     0.6038 |   13.6% |  9.57e-04
    475 | -7.552051e-03 | 9.435109e-05 | -7.646401e-03 |  0.9976 |     0.6243 |   10.7% |  9.52e-04
    500 | -7.543417e-03 | 1.028224e-04 | -7.646239e-03 |  0.9980 |     0.6260 |   10.4% |  9.46e-04
    525 | -7.552684e-03 | 9.424063e-05 | -7.646924e-03 |  0.9978 |     0.6262 |   10.4% |  9.40e-04
    550 | -7.552337e-03 | 9.732679e-05 | -7.649664e-03 |  0.9978 |     0.6370 |    8.9% |  9.34e-04
    575 | -7.550741e-03 | 9.294643e-05 | -7.643688e-03 |  0.9979 |     0.6139 |   12.2% |  9.27e-04
    600 | -7.552041e-03 | 9.701381e-05 | -7.649055e-03 |  0.9978 |     0.6347 |    9.2% |  9.20e-04
    625 | -7.553164e-03 | 9.718731e-05 | -7.650351e-03 |  0.9978 |     0.6398 |    8.5% |  9.13e-04
    650 | -7.553685e-03 | 9.466523e-05 | -7.648350e-03 |  0.9977 |     0.6303 |    9.8% |  9.05e-04
    675 | -7.553603e-03 | 9.663083e-05 | -7.650233e-03 |  0.9977 |     0.6391 |    8.6% |  8.98e-04
    700 | -7.553807e-03 | 9.500147e-05 | -7.648809e-03 |  0.9978 |     0.6335 |    9.4% |  8.90e-04
    725 | -7.550943e-03 | 9.959789e-05 | -7.650541e-03 |  0.9977 |     0.6395 |    8.5% |  8.81e-04
    750 | -7.553139e-03 | 9.625451e-05 | -7.649394e-03 |  0.9978 |     0.6349 |    9.2% |  8.73e-04
    775 | -7.547726e-03 | 1.006841e-04 | -7.648410e-03 |  0.9976 |     0.6327 |    9.5% |  8.64e-04
    800 | -7.552234e-03 | 9.787832e-05 | -7.650112e-03 |  0.9977 |     0.6386 |    8.6% |  8.55e-04
    825 | -7.551082e-03 | 9.946384e-05 | -7.650546e-03 |  0.9977 |     0.6395 |    8.5% |  8.46e-04
    850 | -7.553718e-03 | 9.669352e-05 | -7.650411e-03 |  0.9978 |     0.6394 |    8.5% |  8.36e-04
    875 | -7.553517e-03 | 9.593010e-05 | -7.649447e-03 |  0.9978 |     0.6357 |    9.1% |  8.26e-04
    900 | -7.551800e-03 | 9.811082e-05 | -7.649911e-03 |  0.9977 |     0.6375 |    8.8% |  8.17e-04
    925 | -7.551928e-03 | 9.658886e-05 | -7.648516e-03 |  0.9977 |     0.6334 |    9.4% |  8.06e-04
    950 | -7.552813e-03 | 9.778029e-05 | -7.650593e-03 |  0.9978 |     0.6401 |    8.4% |  7.96e-04
    975 | -7.552833e-03 | 9.788475e-05 | -7.650718e-03 |  0.9977 |     0.6404 |    8.4% |  7.85e-04
   1000 | -7.551731e-03 | 9.898578e-05 | -7.650716e-03 |  0.9977 |     0.6401 |    8.4% |  7.75e-04
   1025 | -7.549378e-03 | 9.962020e-05 | -7.648998e-03 |  0.9976 |     0.6351 |    9.1% |  7.64e-04
   1050 | -7.553222e-03 | 9.744165e-05 | -7.650663e-03 |  0.9977 |     0.6406 |    8.4% |  7.52e-04
   1075 | -7.554099e-03 | 9.686263e-05 | -7.650962e-03 |  0.9977 |     0.6415 |    8.2% |  7.41e-04
   1100 | -7.552824e-03 | 9.368054e-05 | -7.646505e-03 |  0.9978 |     0.6267 |   10.3% |  7.30e-04
   1125 | -7.554227e-03 | 9.686378e-05 | -7.651090e-03 |  0.9977 |     0.6417 |    8.2% |  7.18e-04
   1150 | -7.554168e-03 | 9.743831e-05 | -7.651607e-03 |  0.9977 |     0.6440 |    7.9% |  7.06e-04
   1175 | -7.553974e-03 | 9.305020e-05 | -7.647024e-03 |  0.9977 |     0.6287 |   10.0% |  6.94e-04
   1200 | -7.554169e-03 | 9.693042e-05 | -7.651099e-03 |  0.9977 |     0.6418 |    8.2% |  6.82e-04
   1225 | -7.553937e-03 | 9.781001e-05 | -7.651747e-03 |  0.9977 |     0.6445 |    7.8% |  6.70e-04
   1250 | -7.552570e-03 | 9.656084e-05 | -7.649131e-03 |  0.9976 |     0.6357 |    9.0% |  6.58e-04
   1275 | -7.553536e-03 | 9.783865e-05 | -7.651375e-03 |  0.9976 |     0.6428 |    8.0% |  6.46e-04
   1300 | -7.554309e-03 | 9.722105e-05 | -7.651530e-03 |  0.9977 |     0.6436 |    7.9% |  6.33e-04
   1325 | -7.550068e-03 | 1.004772e-04 | -7.650545e-03 |  0.9976 |     0.6404 |    8.4% |  6.21e-04
   1350 | -7.552907e-03 | 9.824841e-05 | -7.651156e-03 |  0.9976 |     0.6424 |    8.1% |  6.08e-04
   1375 | -7.553925e-03 | 9.799258e-05 | -7.651918e-03 |  0.9976 |     0.6452 |    7.7% |  5.95e-04
   1400 | -7.553808e-03 | 9.825826e-05 | -7.652067e-03 |  0.9976 |     0.6456 |    7.6% |  5.82e-04
   1425 | -7.553026e-03 | 9.591236e-05 | -7.648938e-03 |  0.9977 |     0.6351 |    9.1% |  5.70e-04
   1450 | -7.553655e-03 | 9.771321e-05 | -7.651369e-03 |  0.9976 |     0.6430 |    8.0% |  5.57e-04
   1475 | -7.553852e-03 | 9.809789e-05 | -7.651950e-03 |  0.9976 |     0.6452 |    7.7% |  5.44e-04
