╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -7.450461e-03 | 4.774618e-06 | -7.455235e-03 |  1.0000 |    -0.0006 |   99.9% |  2.00e-05
      2 | -7.450225e-03 | 5.153928e-06 | -7.455379e-03 |  1.0000 |    -0.0004 |   99.9% |  4.00e-05
      3 | -7.452019e-03 | 3.647074e-06 | -7.455667e-03 |  0.9999 |    -0.0000 |  100.0% |  6.00e-05
      4 | -7.454340e-03 | 1.755635e-06 | -7.456095e-03 |  0.9999 |     0.0005 |   99.9% |  8.00e-05
      5 | -7.455994e-03 | 6.511214e-07 | -7.456645e-03 |  0.9998 |     0.0012 |   99.8% |  1.00e-04
     25 | -7.465587e-03 | 5.740283e-08 | -7.465644e-03 |  0.9997 |     0.0232 |   96.7% |  5.00e-04
     50 | -7.479692e-03 | 2.628244e-05 | -7.505974e-03 |  0.9985 |     0.1314 |   81.2% |  1.00e-03
     75 | -7.502255e-03 | 2.585510e-05 | -7.528110e-03 |  0.9983 |     0.2186 |   68.7% |  1.00e-03
    100 | -7.483243e-03 | 7.882086e-05 | -7.562064e-03 |  0.9985 |     0.3405 |   51.3% |  9.99e-04
    125 | -7.530853e-03 | 4.558318e-05 | -7.576436e-03 |  0.9981 |     0.3805 |   45.6% |  9.98e-04
    150 | -7.538518e-03 | 7.025230e-05 | -7.608771e-03 |  0.9974 |     0.4807 |   31.2% |  9.97e-04
    175 | -7.541984e-03 | 6.606593e-05 | -7.608050e-03 |  0.9977 |     0.4916 |   29.7% |  9.96e-04
    200 | -7.544532e-03 | 8.217481e-05 | -7.626707e-03 |  0.9974 |     0.5491 |   21.4% |  9.94e-04
    225 | -7.547097e-03 | 8.048025e-05 | -7.627578e-03 |  0.9977 |     0.5588 |   20.1% |  9.92e-04
    250 | -7.539705e-03 | 9.673592e-05 | -7.636441e-03 |  0.9976 |     0.5883 |   15.8% |  9.89e-04
    275 | -7.548427e-03 | 8.976909e-05 | -7.638196e-03 |  0.9976 |     0.5938 |   15.0% |  9.86e-04
    300 | -7.545989e-03 | 9.381616e-05 | -7.639806e-03 |  0.9978 |     0.6036 |   13.6% |  9.83e-04
    325 | -7.551766e-03 | 9.018139e-05 | -7.641948e-03 |  0.9978 |     0.6105 |   12.7% |  9.80e-04
    350 | -7.551005e-03 | 9.034786e-05 | -7.641353e-03 |  0.9977 |     0.6075 |   13.1% |  9.76e-04
    375 | -7.544956e-03 | 9.744175e-05 | -7.642398e-03 |  0.9980 |     0.6133 |   12.3% |  9.72e-04
    400 | -7.551643e-03 | 9.320863e-05 | -7.644852e-03 |  0.9978 |     0.6195 |   11.4% |  9.67e-04
    425 | -7.547843e-03 | 9.407122e-05 | -7.641914e-03 |  0.9976 |     0.6093 |   12.8% |  9.62e-04
    450 | -7.549722e-03 | 9.646905e-05 | -7.646191e-03 |  0.9977 |     0.6239 |   10.7% |  9.57e-04
    475 | -7.551760e-03 | 9.437960e-05 | -7.646140e-03 |  0.9978 |     0.6254 |   10.5% |  9.52e-04
    500 | -7.552005e-03 | 9.479397e-05 | -7.646799e-03 |  0.9977 |     0.6260 |   10.4% |  9.46e-04
    525 | -7.553660e-03 | 9.175305e-05 | -7.645413e-03 |  0.9978 |     0.6218 |   11.0% |  9.40e-04
    550 | -7.552279e-03 | 9.476886e-05 | -7.647048e-03 |  0.9979 |     0.6283 |   10.1% |  9.34e-04
    575 | -7.552019e-03 | 9.506655e-05 | -7.647086e-03 |  0.9977 |     0.6269 |   10.3% |  9.27e-04
    600 | -7.551800e-03 | 9.347695e-05 | -7.645277e-03 |  0.9979 |     0.6227 |   10.9% |  9.20e-04
    625 | -7.551560e-03 | 9.722840e-05 | -7.648788e-03 |  0.9977 |     0.6329 |    9.5% |  9.13e-04
    650 | -7.551624e-03 | 9.577962e-05 | -7.647404e-03 |  0.9977 |     0.6268 |   10.3% |  9.05e-04
    675 | -7.552526e-03 | 9.626981e-05 | -7.648796e-03 |  0.9978 |     0.6337 |    9.3% |  8.98e-04
    700 | -7.552036e-03 | 9.254161e-05 | -7.644578e-03 |  0.9980 |     0.6205 |   11.2% |  8.90e-04
    725 | -7.553838e-03 | 9.470278e-05 | -7.648541e-03 |  0.9978 |     0.6335 |    9.4% |  8.81e-04
    750 | -7.548519e-03 | 9.811517e-05 | -7.646635e-03 |  0.9979 |     0.6290 |   10.0% |  8.73e-04
    775 | -7.553418e-03 | 9.546770e-05 | -7.648885e-03 |  0.9978 |     0.6346 |    9.2% |  8.64e-04
    800 | -7.551985e-03 | 9.562508e-05 | -7.647610e-03 |  0.9979 |     0.6313 |    9.7% |  8.55e-04
    825 | -7.551851e-03 | 9.773258e-05 | -7.649583e-03 |  0.9977 |     0.6361 |    9.0% |  8.46e-04
