╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -7.453348e-03 | 4.099606e-06 | -7.457448e-03 |  0.9996 |     0.0025 |   99.6% |  2.00e-05
      2 | -7.454279e-03 | 3.077677e-06 | -7.457357e-03 |  0.9997 |     0.0024 |   99.7% |  4.00e-05
      3 | -7.455084e-03 | 2.099321e-06 | -7.457184e-03 |  0.9998 |     0.0022 |   99.7% |  6.00e-05
      4 | -7.453406e-03 | 3.591705e-06 | -7.456998e-03 |  0.9999 |     0.0020 |   99.7% |  8.00e-05
      5 | -7.455469e-03 | 1.454870e-06 | -7.456924e-03 |  1.0000 |     0.0020 |   99.7% |  1.00e-04
     25 | -7.459633e-03 | 2.939015e-06 | -7.462571e-03 |  0.9997 |     0.0156 |   97.8% |  5.00e-04
     50 | -7.476551e-03 | 2.146305e-05 | -7.498014e-03 |  0.9985 |     0.1049 |   85.0% |  1.00e-03
     75 | -7.494107e-03 | 3.573137e-05 | -7.529838e-03 |  0.9980 |     0.2215 |   68.3% |  1.00e-03
    100 | -7.481316e-03 | 7.549244e-05 | -7.556809e-03 |  0.9982 |     0.3138 |   55.1% |  9.99e-04
    125 | -7.530564e-03 | 4.953267e-05 | -7.580096e-03 |  0.9979 |     0.3929 |   43.8% |  9.98e-04
    150 | -7.529395e-03 | 4.864162e-05 | -7.578037e-03 |  0.9980 |     0.3781 |   45.9% |  9.97e-04
    175 | -7.541257e-03 | 6.786952e-05 | -7.609127e-03 |  0.9977 |     0.4855 |   30.5% |  9.96e-04
    200 | -7.544999e-03 | 7.907524e-05 | -7.624074e-03 |  0.9976 |     0.5441 |   22.2% |  9.94e-04
    225 | -7.542967e-03 | 8.059575e-05 | -7.623563e-03 |  0.9977 |     0.5408 |   22.6% |  9.92e-04
    250 | -7.548031e-03 | 8.794662e-05 | -7.635978e-03 |  0.9977 |     0.5853 |   16.3% |  9.89e-04
    275 | -7.542904e-03 | 9.028915e-05 | -7.633193e-03 |  0.9979 |     0.5800 |   17.0% |  9.86e-04
    300 | -7.549691e-03 | 9.098562e-05 | -7.640677e-03 |  0.9978 |     0.6056 |   13.4% |  9.83e-04
    325 | -7.551711e-03 | 8.613727e-05 | -7.637848e-03 |  0.9978 |     0.5943 |   15.0% |  9.80e-04
    350 | -7.551917e-03 | 9.335511e-05 | -7.645273e-03 |  0.9978 |     0.6215 |   11.1% |  9.76e-04
    375 | -7.541608e-03 | 1.005281e-04 | -7.642136e-03 |  0.9979 |     0.6115 |   12.5% |  9.72e-04
    400 | -7.551000e-03 | 9.477939e-05 | -7.645780e-03 |  0.9977 |     0.6233 |   10.8% |  9.67e-04
    425 | -7.553098e-03 | 8.674785e-05 | -7.639846e-03 |  0.9978 |     0.6037 |   13.6% |  9.62e-04
    450 | -7.552688e-03 | 9.487322e-05 | -7.647561e-03 |  0.9978 |     0.6292 |   10.0% |  9.57e-04
    475 | -7.553195e-03 | 9.291046e-05 | -7.646105e-03 |  0.9978 |     0.6242 |   10.7% |  9.52e-04
    500 | -7.542089e-03 | 8.809671e-05 | -7.630185e-03 |  0.9978 |     0.5715 |   18.2% |  9.46e-04
    525 | -7.553099e-03 | 9.294311e-05 | -7.646042e-03 |  0.9977 |     0.6223 |   11.0% |  9.40e-04
    550 | -7.553276e-03 | 9.494186e-05 | -7.648217e-03 |  0.9977 |     0.6309 |    9.7% |  9.34e-04
    575 | -7.553101e-03 | 9.640084e-05 | -7.649502e-03 |  0.9977 |     0.6365 |    8.9% |  9.27e-04
    600 | -7.553336e-03 | 9.634443e-05 | -7.649680e-03 |  0.9977 |     0.6372 |    8.8% |  9.20e-04
    625 | -7.551991e-03 | 9.370130e-05 | -7.645693e-03 |  0.9977 |     0.6202 |   11.3% |  9.13e-04
    650 | -7.554067e-03 | 9.499164e-05 | -7.649058e-03 |  0.9977 |     0.6346 |    9.2% |  9.05e-04
    675 | -7.553074e-03 | 9.701734e-05 | -7.650091e-03 |  0.9977 |     0.6384 |    8.7% |  8.98e-04
    700 | -7.554070e-03 | 9.308972e-05 | -7.647160e-03 |  0.9977 |     0.6274 |   10.2% |  8.90e-04
    725 | -7.552902e-03 | 9.710995e-05 | -7.650012e-03 |  0.9977 |     0.6379 |    8.7% |  8.81e-04
    750 | -7.553449e-03 | 9.600916e-05 | -7.649458e-03 |  0.9977 |     0.6361 |    9.0% |  8.73e-04
    775 | -7.553096e-03 | 9.613132e-05 | -7.649227e-03 |  0.9977 |     0.6344 |    9.2% |  8.64e-04
    800 | -7.554173e-03 | 9.607226e-05 | -7.650245e-03 |  0.9977 |     0.6388 |    8.6% |  8.55e-04
    825 | -7.553558e-03 | 9.414207e-05 | -7.647700e-03 |  0.9977 |     0.6282 |   10.1% |  8.46e-04
    850 | -7.554340e-03 | 9.593031e-05 | -7.650270e-03 |  0.9977 |     0.6388 |    8.6% |  8.36e-04
    875 | -7.553496e-03 | 9.753211e-05 | -7.651028e-03 |  0.9977 |     0.6415 |    8.2% |  8.26e-04
    900 | -7.554153e-03 | 9.063234e-05 | -7.644785e-03 |  0.9977 |     0.6195 |   11.4% |  8.17e-04
    925 | -7.553574e-03 | 9.703035e-05 | -7.650604e-03 |  0.9977 |     0.6398 |    8.5% |  8.06e-04
    950 | -7.553783e-03 | 9.754816e-05 | -7.651331e-03 |  0.9977 |     0.6423 |    8.1% |  7.96e-04
    975 | -7.554148e-03 | 9.706033e-05 | -7.651208e-03 |  0.9977 |     0.6423 |    8.1% |  7.85e-04
   1000 | -7.553170e-03 | 9.666347e-05 | -7.649833e-03 |  0.9977 |     0.6360 |    9.0% |  7.75e-04
   1025 | -7.553700e-03 | 9.754622e-05 | -7.651246e-03 |  0.9977 |     0.6420 |    8.1% |  7.64e-04
   1050 | -7.553564e-03 | 9.803885e-05 | -7.651603e-03 |  0.9977 |     0.6434 |    8.0% |  7.52e-04
   1075 | -7.553399e-03 | 9.550501e-05 | -7.648904e-03 |  0.9977 |     0.6333 |    9.4% |  7.41e-04
   1100 | -7.554416e-03 | 9.675266e-05 | -7.651169e-03 |  0.9977 |     0.6419 |    8.2% |  7.30e-04
