╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
   1425 | -7.553785e-03 | 9.820403e-05 | -7.651989e-03 |  0.9977 |     0.6455 |    7.7% |  5.70e-04
   1450 | -7.553638e-03 | 9.847282e-05 | -7.652111e-03 |  0.9977 |     0.6460 |    7.6% |  5.57e-04
   1475 | -7.553746e-03 | 9.841091e-05 | -7.652157e-03 |  0.9977 |     0.6461 |    7.6% |  5.44e-04
   1500 | -7.553609e-03 | 9.863207e-05 | -7.652241e-03 |  0.9977 |     0.6464 |    7.5% |  5.31e-04
   1525 | -7.553312e-03 | 9.512164e-05 | -7.648434e-03 |  0.9977 |     0.6334 |    9.4% |  5.18e-04
   1550 | -7.553554e-03 | 9.840116e-05 | -7.651955e-03 |  0.9977 |     0.6451 |    7.7% |  5.05e-04
   1575 | -7.553795e-03 | 9.848404e-05 | -7.652279e-03 |  0.9977 |     0.6464 |    7.5% |  4.92e-04
   1600 | -7.553487e-03 | 9.883122e-05 | -7.652318e-03 |  0.9977 |     0.6467 |    7.5% |  4.79e-04
   1625 | -7.553640e-03 | 9.872919e-05 | -7.652369e-03 |  0.9977 |     0.6469 |    7.4% |  4.66e-04
   1650 | -7.553614e-03 | 9.880964e-05 | -7.652424e-03 |  0.9977 |     0.6471 |    7.4% |  4.53e-04
   1675 | -7.553907e-03 | 9.855244e-05 | -7.652460e-03 |  0.9977 |     0.6472 |    7.4% |  4.40e-04
   1700 | -7.553753e-03 | 9.874033e-05 | -7.652493e-03 |  0.9977 |     0.6473 |    7.4% |  4.28e-04
   1725 | -7.553830e-03 | 9.869471e-05 | -7.652524e-03 |  0.9977 |     0.6474 |    7.4% |  4.15e-04
   1750 | -7.553913e-03 | 9.863832e-05 | -7.652551e-03 |  0.9977 |     0.6475 |    7.4% |  4.02e-04
   1775 | -7.554079e-03 | 9.849864e-05 | -7.652578e-03 |  0.9977 |     0.6476 |    7.3% |  3.89e-04
   1800 | -7.553934e-03 | 9.866955e-05 | -7.652603e-03 |  0.9977 |     0.6477 |    7.3% |  3.77e-04
   1825 | -7.553644e-03 | 9.898315e-05 | -7.652627e-03 |  0.9976 |     0.6478 |    7.3% |  3.64e-04
   1850 | -7.553860e-03 | 9.878766e-05 | -7.652648e-03 |  0.9976 |     0.6478 |    7.3% |  3.52e-04
   1875 | -7.553963e-03 | 9.870574e-05 | -7.652669e-03 |  0.9976 |     0.6479 |    7.3% |  3.40e-04
   1900 | -7.553917e-03 | 9.877229e-05 | -7.652690e-03 |  0.9976 |     0.6480 |    7.3% |  3.28e-04
   1925 | -7.553755e-03 | 9.895671e-05 | -7.652712e-03 |  0.9976 |     0.6480 |    7.3% |  3.16e-04
   1950 | -7.553739e-03 | 9.898972e-05 | -7.652729e-03 |  0.9976 |     0.6481 |    7.3% |  3.04e-04
   1975 | -7.553997e-03 | 9.875005e-05 | -7.652747e-03 |  0.9976 |     0.6481 |    7.3% |  2.92e-04
   2000 | -7.553956e-03 | 9.880895e-05 | -7.652765e-03 |  0.9976 |     0.6482 |    7.3% |  2.80e-04
   2025 | -7.553562e-03 | 9.922063e-05 | -7.652783e-03 |  0.9976 |     0.6482 |    7.3% |  2.69e-04
   2050 | -7.553736e-03 | 9.906231e-05 | -7.652799e-03 |  0.9976 |     0.6483 |    7.2% |  2.57e-04
   2075 | -7.553734e-03 | 9.908077e-05 | -7.652815e-03 |  0.9976 |     0.6483 |    7.2% |  2.46e-04
   2100 | -7.553854e-03 | 9.897519e-05 | -7.652829e-03 |  0.9976 |     0.6484 |    7.2% |  2.35e-04
   2125 | -7.553774e-03 | 9.906787e-05 | -7.652842e-03 |  0.9976 |     0.6484 |    7.2% |  2.25e-04
   2150 | -7.553858e-03 | 9.899798e-05 | -7.652856e-03 |  0.9976 |     0.6485 |    7.2% |  2.14e-04
   2175 | -7.554045e-03 | 9.882369e-05 | -7.652869e-03 |  0.9976 |     0.6485 |    7.2% |  2.04e-04
   2200 | -7.554181e-03 | 9.870078e-05 | -7.652882e-03 |  0.9976 |     0.6485 |    7.2% |  1.93e-04
   2225 | -7.554031e-03 | 9.886285e-05 | -7.652894e-03 |  0.9976 |     0.6486 |    7.2% |  1.84e-04
   2250 | -7.554122e-03 | 9.878219e-05 | -7.652904e-03 |  0.9976 |     0.6486 |    7.2% |  1.74e-04
   2275 | -7.554279e-03 | 9.863676e-05 | -7.652916e-03 |  0.9976 |     0.6486 |    7.2% |  1.64e-04
   2300 | -7.554057e-03 | 9.886974e-05 | -7.652926e-03 |  0.9976 |     0.6486 |    7.2% |  1.55e-04
   2325 | -7.554079e-03 | 9.885628e-05 | -7.652935e-03 |  0.9976 |     0.6487 |    7.2% |  1.46e-04
   2350 | -7.554095e-03 | 9.885017e-05 | -7.652945e-03 |  0.9976 |     0.6487 |    7.2% |  1.37e-04
   2375 | -7.554057e-03 | 9.889655e-05 | -7.652953e-03 |  0.9976 |     0.6487 |    7.2% |  1.29e-04
   2400 | -7.554171e-03 | 9.879002e-05 | -7.652961e-03 |  0.9976 |     0.6487 |    7.2% |  1.20e-04
   2425 | -7.554152e-03 | 9.881771e-05 | -7.652970e-03 |  0.9976 |     0.6488 |    7.2% |  1.12e-04
   2450 | -7.554051e-03 | 9.892428e-05 | -7.652976e-03 |  0.9976 |     0.6488 |    7.2% |  1.05e-04
   2475 | -7.554039e-03 | 9.894362e-05 | -7.652983e-03 |  0.9976 |     0.6488 |    7.2% |  9.71e-05
   2500 | -7.554153e-03 | 9.883611e-05 | -7.652989e-03 |  0.9976 |     0.6488 |    7.2% |  8.99e-05
   2525 | -7.554253e-03 | 9.874222e-05 | -7.652995e-03 |  0.9976 |     0.6488 |    7.2% |  8.29e-05
   2550 | -7.553929e-03 | 9.907059e-05 | -7.653000e-03 |  0.9976 |     0.6488 |    7.2% |  7.63e-05
   2575 | -7.553921e-03 | 9.908545e-05 | -7.653006e-03 |  0.9976 |     0.6489 |    7.2% |  7.00e-05
   2600 | -7.553884e-03 | 9.912701e-05 | -7.653011e-03 |  0.9976 |     0.6489 |    7.2% |  6.40e-05
   2625 | -7.553921e-03 | 9.909391e-05 | -7.653015e-03 |  0.9976 |     0.6489 |    7.2% |  5.82e-05
   2650 | -7.553957e-03 | 9.906190e-05 | -7.653019e-03 |  0.9976 |     0.6489 |    7.2% |  5.28e-05
   2675 | -7.553801e-03 | 9.922079e-05 | -7.653022e-03 |  0.9976 |     0.6489 |    7.2% |  4.77e-05
   2700 | -7.553887e-03 | 9.913942e-05 | -7.653026e-03 |  0.9976 |     0.6489 |    7.2% |  4.29e-05
   2725 | -7.553692e-03 | 9.933795e-05 | -7.653030e-03 |  0.9976 |     0.6489 |    7.2% |  3.84e-05
   2750 | -7.553871e-03 | 9.916099e-05 | -7.653032e-03 |  0.9976 |     0.6489 |    7.2% |  3.42e-05
   2775 | -7.553868e-03 | 9.916717e-05 | -7.653035e-03 |  0.9976 |     0.6489 |    7.2% |  3.04e-05
   2800 | -7.554045e-03 | 9.899160e-05 | -7.653037e-03 |  0.9976 |     0.6489 |    7.2% |  2.69e-05
   2825 | -7.553925e-03 | 9.911436e-05 | -7.653039e-03 |  0.9976 |     0.6489 |    7.2% |  2.37e-05
   2850 | -7.553774e-03 | 9.926694e-05 | -7.653041e-03 |  0.9976 |     0.6489 |    7.2% |  2.08e-05
   2875 | -7.553852e-03 | 9.919041e-05 | -7.653043e-03 |  0.9976 |     0.6490 |    7.2% |  1.83e-05
   2900 | -7.554092e-03 | 9.895198e-05 | -7.653044e-03 |  0.9976 |     0.6490 |    7.2% |  1.61e-05
   2925 | -7.554276e-03 | 9.876960e-05 | -7.653045e-03 |  0.9976 |     0.6490 |    7.2% |  1.42e-05
   2950 | -7.553967e-03 | 9.908036e-05 | -7.653047e-03 |  0.9976 |     0.6490 |    7.2% |  1.27e-05
   2975 | -7.554060e-03 | 9.898769e-05 | -7.653047e-03 |  0.9976 |     0.6490 |    7.2% |  1.15e-05
   3000 | -7.554024e-03 | 9.902524e-05 | -7.653049e-03 |  0.9976 |     0.6490 |    7.2% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 7.15% (epoch 3000) | Best loss: -7.554500e-03 (epoch 930)
  Tip displacement: 0.6490 mm (expected: 0.6990 mm)
  Relative error: 7.15%
  J range: [0.997616, 1.002368]
  Training time: 126.8s (2.1min)
  ======================================================================

