╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
    275 | -7.548725e-03 | 8.681358e-05 | -7.635539e-03 |  0.9978 |     0.5852 |   16.3% |  9.86e-04
    300 | -7.533512e-03 | 1.060181e-04 | -7.639530e-03 |  0.9976 |     0.6010 |   14.0% |  9.83e-04
    325 | -7.550660e-03 | 9.075651e-05 | -7.641416e-03 |  0.9978 |     0.6065 |   13.2% |  9.80e-04
    350 | -7.550888e-03 | 9.401760e-05 | -7.644906e-03 |  0.9977 |     0.6211 |   11.1% |  9.76e-04
    375 | -7.548880e-03 | 9.159039e-05 | -7.640471e-03 |  0.9977 |     0.6017 |   13.9% |  9.72e-04
    400 | -7.551244e-03 | 9.462493e-05 | -7.645868e-03 |  0.9977 |     0.6234 |   10.8% |  9.67e-04
    425 | -7.546804e-03 | 9.994759e-05 | -7.646752e-03 |  0.9977 |     0.6272 |   10.3% |  9.62e-04
    450 | -7.552254e-03 | 9.349409e-05 | -7.645749e-03 |  0.9978 |     0.6228 |   10.9% |  9.57e-04
    475 | -7.552658e-03 | 9.533821e-05 | -7.647996e-03 |  0.9977 |     0.6319 |    9.6% |  9.52e-04
    500 | -7.548802e-03 | 8.206937e-05 | -7.630872e-03 |  0.9980 |     0.5737 |   17.9% |  9.46e-04
    525 | -7.551928e-03 | 9.419594e-05 | -7.646124e-03 |  0.9977 |     0.6245 |   10.7% |  9.40e-04
    550 | -7.552550e-03 | 9.626900e-05 | -7.648819e-03 |  0.9977 |     0.6344 |    9.2% |  9.34e-04
    575 | -7.552757e-03 | 9.635702e-05 | -7.649114e-03 |  0.9977 |     0.6360 |    9.0% |  9.27e-04
    600 | -7.551937e-03 | 9.138275e-05 | -7.643320e-03 |  0.9978 |     0.6132 |   12.3% |  9.20e-04
    625 | -7.552590e-03 | 9.578931e-05 | -7.648379e-03 |  0.9977 |     0.6318 |    9.6% |  9.13e-04
    650 | -7.553455e-03 | 9.600330e-05 | -7.649459e-03 |  0.9977 |     0.6365 |    8.9% |  9.05e-04
    675 | -7.548254e-03 | 9.303413e-05 | -7.641288e-03 |  0.9976 |     0.6085 |   12.9% |  8.98e-04
    700 | -7.553471e-03 | 9.418600e-05 | -7.647657e-03 |  0.9977 |     0.6306 |    9.8% |  8.90e-04
    725 | -7.552725e-03 | 9.685606e-05 | -7.649581e-03 |  0.9977 |     0.6370 |    8.9% |  8.81e-04
    750 | -7.552925e-03 | 9.401068e-05 | -7.646935e-03 |  0.9977 |     0.6258 |   10.5% |  8.73e-04
    775 | -7.553640e-03 | 9.592072e-05 | -7.649560e-03 |  0.9977 |     0.6367 |    8.9% |  8.64e-04
    800 | -7.553249e-03 | 9.366679e-05 | -7.646916e-03 |  0.9977 |     0.6279 |   10.2% |  8.55e-04
    825 | -7.552216e-03 | 9.545344e-05 | -7.647669e-03 |  0.9978 |     0.6300 |    9.9% |  8.46e-04
    850 | -7.551393e-03 | 9.764765e-05 | -7.649041e-03 |  0.9977 |     0.6348 |    9.2% |  8.36e-04
    875 | -7.553750e-03 | 9.372026e-05 | -7.647471e-03 |  0.9977 |     0.6298 |    9.9% |  8.26e-04
    900 | -7.552574e-03 | 9.514214e-05 | -7.647716e-03 |  0.9978 |     0.6303 |    9.8% |  8.17e-04
    925 | -7.551136e-03 | 9.830551e-05 | -7.649441e-03 |  0.9977 |     0.6362 |    9.0% |  8.06e-04
    950 | -7.553748e-03 | 9.478984e-05 | -7.648538e-03 |  0.9977 |     0.6334 |    9.4% |  7.96e-04
    975 | -7.553278e-03 | 9.495656e-05 | -7.648234e-03 |  0.9978 |     0.6320 |    9.6% |  7.85e-04
   1000 | -7.551373e-03 | 9.844179e-05 | -7.649815e-03 |  0.9977 |     0.6375 |    8.8% |  7.75e-04
   1025 | -7.553967e-03 | 9.488621e-05 | -7.648854e-03 |  0.9977 |     0.6345 |    9.2% |  7.64e-04
   1050 | -7.552898e-03 | 9.613749e-05 | -7.649035e-03 |  0.9978 |     0.6347 |    9.2% |  7.52e-04
   1075 | -7.552449e-03 | 9.769815e-05 | -7.650147e-03 |  0.9977 |     0.6388 |    8.6% |  7.41e-04
   1100 | -7.552482e-03 | 9.652757e-05 | -7.649009e-03 |  0.9977 |     0.6348 |    9.2% |  7.30e-04
   1125 | -7.553716e-03 | 9.664535e-05 | -7.650361e-03 |  0.9977 |     0.6395 |    8.5% |  7.18e-04
   1150 | -7.553485e-03 | 9.619290e-05 | -7.649678e-03 |  0.9977 |     0.6371 |    8.9% |  7.06e-04
   1175 | -7.553558e-03 | 9.547925e-05 | -7.649038e-03 |  0.9977 |     0.6354 |    9.1% |  6.94e-04
   1200 | -7.553206e-03 | 9.737560e-05 | -7.650581e-03 |  0.9977 |     0.6404 |    8.4% |  6.82e-04
   1225 | -7.552438e-03 | 9.713331e-05 | -7.649572e-03 |  0.9977 |     0.6366 |    8.9% |  6.70e-04
   1250 | -7.554284e-03 | 9.691494e-05 | -7.651199e-03 |  0.9977 |     0.6424 |    8.1% |  6.58e-04
   1275 | -7.553957e-03 | 9.671031e-05 | -7.650668e-03 |  0.9977 |     0.6404 |    8.4% |  6.46e-04
   1300 | -7.554078e-03 | 9.727078e-05 | -7.651349e-03 |  0.9977 |     0.6428 |    8.0% |  6.33e-04
   1325 | -7.553790e-03 | 9.688747e-05 | -7.650677e-03 |  0.9977 |     0.6400 |    8.4% |  6.21e-04
   1350 | -7.553279e-03 | 9.836455e-05 | -7.651644e-03 |  0.9977 |     0.6441 |    7.9% |  6.08e-04
   1375 | -7.553015e-03 | 9.828378e-05 | -7.651299e-03 |  0.9977 |     0.6426 |    8.1% |  5.95e-04
   1400 | -7.553518e-03 | 9.824497e-05 | -7.651763e-03 |  0.9977 |     0.6444 |    7.8% |  5.82e-04
   1425 | -7.552805e-03 | 9.799498e-05 | -7.650800e-03 |  0.9976 |     0.6409 |    8.3% |  5.70e-04
   1450 | -7.554100e-03 | 9.770114e-05 | -7.651802e-03 |  0.9976 |     0.6446 |    7.8% |  5.57e-04
   1475 | -7.553789e-03 | 9.802822e-05 | -7.651817e-03 |  0.9977 |     0.6447 |    7.8% |  5.44e-04
   1500 | -7.554003e-03 | 9.638647e-05 | -7.650389e-03 |  0.9977 |     0.6399 |    8.5% |  5.31e-04
   1525 | -7.553619e-03 | 9.798298e-05 | -7.651602e-03 |  0.9977 |     0.6440 |    7.9% |  5.18e-04
   1550 | -7.553543e-03 | 9.839695e-05 | -7.651940e-03 |  0.9976 |     0.6452 |    7.7% |  5.05e-04
   1575 | -7.554468e-03 | 9.760042e-05 | -7.652069e-03 |  0.9976 |     0.6456 |    7.6% |  4.92e-04
   1600 | -7.554159e-03 | 9.711309e-05 | -7.651272e-03 |  0.9976 |     0.6427 |    8.0% |  4.79e-04
   1625 | -7.553951e-03 | 9.804781e-05 | -7.651999e-03 |  0.9976 |     0.6453 |    7.7% |  4.66e-04
   1650 | -7.553859e-03 | 9.832092e-05 | -7.652180e-03 |  0.9976 |     0.6460 |    7.6% |  4.53e-04
   1675 | -7.553994e-03 | 9.826590e-05 | -7.652259e-03 |  0.9976 |     0.6462 |    7.5% |  4.40e-04
   1700 | -7.553844e-03 | 9.845337e-05 | -7.652298e-03 |  0.9976 |     0.6464 |    7.5% |  4.28e-04
   1725 | -7.553977e-03 | 9.835673e-05 | -7.652334e-03 |  0.9976 |     0.6465 |    7.5% |  4.15e-04
   1750 | -7.554070e-03 | 9.829550e-05 | -7.652366e-03 |  0.9976 |     0.6466 |    7.5% |  4.02e-04
   1775 | -7.553681e-03 | 9.871552e-05 | -7.652397e-03 |  0.9976 |     0.6467 |    7.5% |  3.89e-04
   1800 | -7.554033e-03 | 9.839186e-05 | -7.652425e-03 |  0.9976 |     0.6468 |    7.5% |  3.77e-04
   1825 | -7.554171e-03 | 9.828182e-05 | -7.652453e-03 |  0.9976 |     0.6469 |    7.5% |  3.64e-04
   1850 | -7.553884e-03 | 9.859767e-05 | -7.652482e-03 |  0.9976 |     0.6470 |    7.4% |  3.52e-04
   1875 | -7.553939e-03 | 9.856757e-05 | -7.652506e-03 |  0.9976 |     0.6470 |    7.4% |  3.40e-04
   1900 | -7.554133e-03 | 9.839892e-05 | -7.652532e-03 |  0.9976 |     0.6471 |    7.4% |  3.28e-04
   1925 | -7.553992e-03 | 9.856400e-05 | -7.652557e-03 |  0.9976 |     0.6472 |    7.4% |  3.16e-04
   1950 | -7.553964e-03 | 9.861479e-05 | -7.652579e-03 |  0.9976 |     0.6473 |    7.4% |  3.04e-04
   1975 | -7.554166e-03 | 9.843535e-05 | -7.652601e-03 |  0.9976 |     0.6474 |    7.4% |  2.92e-04
   2000 | -7.554017e-03 | 9.860618e-05 | -7.652623e-03 |  0.9976 |     0.6474 |    7.4% |  2.80e-04
   2025 | -7.553876e-03 | 9.876592e-05 | -7.652642e-03 |  0.9976 |     0.6475 |    7.4% |  2.69e-04
   2050 | -7.553899e-03 | 9.876258e-05 | -7.652662e-03 |  0.9976 |     0.6476 |    7.4% |  2.57e-04
   2075 | -7.553825e-03 | 9.885648e-05 | -7.652681e-03 |  0.9976 |     0.6476 |    7.3% |  2.46e-04
   2100 | -7.553981e-03 | 9.871623e-05 | -7.652697e-03 |  0.9976 |     0.6477 |    7.3% |  2.35e-04
   2125 | -7.553823e-03 | 9.889153e-05 | -7.652715e-03 |  0.9976 |     0.6477 |    7.3% |  2.25e-04
   2150 | -7.553791e-03 | 9.893945e-05 | -7.652730e-03 |  0.9976 |     0.6478 |    7.3% |  2.14e-04
   2175 | -7.553774e-03 | 9.897011e-05 | -7.652745e-03 |  0.9976 |     0.6478 |    7.3% |  2.04e-04
   2200 | -7.553852e-03 | 9.890813e-05 | -7.652760e-03 |  0.9976 |     0.6479 |    7.3% |  1.93e-04
   2225 | -7.553723e-03 | 9.904879e-05 | -7.652772e-03 |  0.9976 |     0.6479 |    7.3% |  1.84e-04
   2250 | -7.553820e-03 | 9.896533e-05 | -7.652786e-03 |  0.9976 |     0.6479 |    7.3% |  1.74e-04
   2275 | -7.553787e-03 | 9.901130e-05 | -7.652798e-03 |  0.9976 |     0.6480 |    7.3% |  1.64e-04
   2300 | -7.553877e-03 | 9.893170e-05 | -7.652809e-03 |  0.9976 |     0.6480 |    7.3% |  1.55e-04
   2325 | -7.553928e-03 | 9.889294e-05 | -7.652821e-03 |  0.9976 |     0.6481 |    7.3% |  1.46e-04
   2350 | -7.553846e-03 | 9.898505e-05 | -7.652831e-03 |  0.9976 |     0.6481 |    7.3% |  1.37e-04
   2375 | -7.553827e-03 | 9.901210e-05 | -7.652839e-03 |  0.9976 |     0.6481 |    7.3% |  1.29e-04
   2400 | -7.553965e-03 | 9.888393e-05 | -7.652849e-03 |  0.9976 |     0.6481 |    7.3% |  1.20e-04
   2425 | -7.553909e-03 | 9.894916e-05 | -7.652858e-03 |  0.9976 |     0.6482 |    7.3% |  1.12e-04
   2450 | -7.554073e-03 | 9.879220e-05 | -7.652866e-03 |  0.9976 |     0.6482 |    7.3% |  1.05e-04
   2475 | -7.554061e-03 | 9.881325e-05 | -7.652874e-03 |  0.9976 |     0.6482 |    7.3% |  9.71e-05
   2500 | -7.554295e-03 | 9.858524e-05 | -7.652880e-03 |  0.9976 |     0.6482 |    7.3% |  8.99e-05
   2525 | -7.553750e-03 | 9.913719e-05 | -7.652887e-03 |  0.9976 |     0.6483 |    7.3% |  8.29e-05
   2550 | -7.554281e-03 | 9.861219e-05 | -7.652893e-03 |  0.9976 |     0.6483 |    7.2% |  7.63e-05
   2575 | -7.554145e-03 | 9.875397e-05 | -7.652899e-03 |  0.9976 |     0.6483 |    7.2% |  7.00e-05
   2600 | -7.554011e-03 | 9.889275e-05 | -7.652904e-03 |  0.9976 |     0.6483 |    7.2% |  6.40e-05
   2625 | -7.553897e-03 | 9.901125e-05 | -7.652909e-03 |  0.9976 |     0.6483 |    7.2% |  5.82e-05
   2650 | -7.553990e-03 | 9.892298e-05 | -7.652913e-03 |  0.9976 |     0.6484 |    7.2% |  5.28e-05
   2675 | -7.553984e-03 | 9.893178e-05 | -7.652916e-03 |  0.9976 |     0.6484 |    7.2% |  4.77e-05
   2700 | -7.554071e-03 | 9.884880e-05 | -7.652920e-03 |  0.9976 |     0.6484 |    7.2% |  4.29e-05
   2725 | -7.554221e-03 | 9.870310e-05 | -7.652923e-03 |  0.9976 |     0.6484 |    7.2% |  3.84e-05
   2750 | -7.554038e-03 | 9.888992e-05 | -7.652928e-03 |  0.9976 |     0.6484 |    7.2% |  3.42e-05
   2775 | -7.553827e-03 | 9.910307e-05 | -7.652930e-03 |  0.9976 |     0.6484 |    7.2% |  3.04e-05
   2800 | -7.553930e-03 | 9.900179e-05 | -7.652932e-03 |  0.9976 |     0.6484 |    7.2% |  2.69e-05
   2825 | -7.553872e-03 | 9.906218e-05 | -7.652934e-03 |  0.9976 |     0.6484 |    7.2% |  2.37e-05
   2850 | -7.554095e-03 | 9.884131e-05 | -7.652936e-03 |  0.9976 |     0.6484 |    7.2% |  2.08e-05
   2875 | -7.553943e-03 | 9.899381e-05 | -7.652937e-03 |  0.9976 |     0.6484 |    7.2% |  1.83e-05
   2900 | -7.553864e-03 | 9.907519e-05 | -7.652939e-03 |  0.9976 |     0.6484 |    7.2% |  1.61e-05
   2925 | -7.553979e-03 | 9.896089e-05 | -7.652940e-03 |  0.9976 |     0.6484 |    7.2% |  1.42e-05
   2950 | -7.554176e-03 | 9.876487e-05 | -7.652941e-03 |  0.9976 |     0.6484 |    7.2% |  1.27e-05
   2975 | -7.554013e-03 | 9.892941e-05 | -7.652942e-03 |  0.9976 |     0.6484 |    7.2% |  1.15e-05
   3000 | -7.553992e-03 | 9.895132e-05 | -7.652943e-03 |  0.9976 |     0.6484 |    7.2% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 7.23% (epoch 3000) | Best loss: -7.554514e-03 (epoch 1518)
  Tip displacement: 0.6484 mm (expected: 0.6990 mm)
  Relative error: 7.23%
  J range: [0.997590, 1.002402]
  Training time: 138.2s (2.3min)
  ======================================================================

