╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
    675 | -7.550372e-03 | 9.862492e-05 | -7.648997e-03 |  0.9976 |     0.6338 |    9.3% |  8.98e-04
    700 | -7.552768e-03 | 9.629445e-05 | -7.649062e-03 |  0.9976 |     0.6336 |    9.4% |  8.90e-04
    725 | -7.553347e-03 | 9.397507e-05 | -7.647322e-03 |  0.9977 |     0.6282 |   10.1% |  8.81e-04
    750 | -7.551524e-03 | 9.621612e-05 | -7.647740e-03 |  0.9976 |     0.6295 |    9.9% |  8.73e-04
    775 | -7.552268e-03 | 9.661088e-05 | -7.648878e-03 |  0.9977 |     0.6330 |    9.4% |  8.64e-04
    800 | -7.551798e-03 | 9.773835e-05 | -7.649536e-03 |  0.9976 |     0.6360 |    9.0% |  8.55e-04
    825 | -7.553517e-03 | 9.498664e-05 | -7.648503e-03 |  0.9976 |     0.6322 |    9.6% |  8.46e-04
    850 | -7.553154e-03 | 9.533133e-05 | -7.648485e-03 |  0.9977 |     0.6318 |    9.6% |  8.36e-04
    875 | -7.551580e-03 | 9.837098e-05 | -7.649951e-03 |  0.9976 |     0.6374 |    8.8% |  8.26e-04
    900 | -7.553514e-03 | 9.601247e-05 | -7.649526e-03 |  0.9975 |     0.6353 |    9.1% |  8.17e-04
    925 | -7.554120e-03 | 9.601095e-05 | -7.650131e-03 |  0.9976 |     0.6377 |    8.8% |  8.06e-04
    950 | -7.553890e-03 | 9.498335e-05 | -7.648873e-03 |  0.9976 |     0.6327 |    9.5% |  7.96e-04
    975 | -7.552629e-03 | 9.830297e-05 | -7.650932e-03 |  0.9976 |     0.6404 |    8.4% |  7.85e-04
   1000 | -7.552558e-03 | 9.798551e-05 | -7.650543e-03 |  0.9976 |     0.6390 |    8.6% |  7.75e-04
   1025 | -7.552000e-03 | 9.860559e-05 | -7.650606e-03 |  0.9976 |     0.6396 |    8.5% |  7.64e-04
   1050 | -7.553430e-03 | 9.686444e-05 | -7.650295e-03 |  0.9975 |     0.6378 |    8.7% |  7.52e-04
   1075 | -7.553243e-03 | 9.690863e-05 | -7.650152e-03 |  0.9976 |     0.6380 |    8.7% |  7.41e-04
   1100 | -7.551228e-03 | 9.741274e-05 | -7.648641e-03 |  0.9976 |     0.6333 |    9.4% |  7.30e-04
   1125 | -7.554125e-03 | 9.651059e-05 | -7.650635e-03 |  0.9977 |     0.6397 |    8.5% |  7.18e-04
   1150 | -7.554065e-03 | 9.699924e-05 | -7.651064e-03 |  0.9976 |     0.6412 |    8.3% |  7.06e-04
   1175 | -7.553584e-03 | 9.579591e-05 | -7.649380e-03 |  0.9976 |     0.6353 |    9.1% |  6.94e-04
   1200 | -7.554390e-03 | 9.637972e-05 | -7.650769e-03 |  0.9976 |     0.6398 |    8.5% |  6.82e-04
   1225 | -7.554007e-03 | 9.697110e-05 | -7.650978e-03 |  0.9976 |     0.6407 |    8.3% |  6.70e-04
   1250 | -7.554469e-03 | 9.697816e-05 | -7.651447e-03 |  0.9976 |     0.6423 |    8.1% |  6.58e-04
   1275 | -7.553935e-03 | 9.667492e-05 | -7.650610e-03 |  0.9976 |     0.6392 |    8.6% |  6.46e-04
   1300 | -7.554092e-03 | 9.744600e-05 | -7.651538e-03 |  0.9976 |     0.6428 |    8.0% |  6.33e-04
   1325 | -7.554614e-03 | 9.679675e-05 | -7.651411e-03 |  0.9976 |     0.6422 |    8.1% |  6.21e-04
   1350 | -7.553551e-03 | 9.781364e-05 | -7.651365e-03 |  0.9976 |     0.6422 |    8.1% |  6.08e-04
   1375 | -7.554485e-03 | 9.717223e-05 | -7.651658e-03 |  0.9976 |     0.6431 |    8.0% |  5.95e-04
   1400 | -7.554357e-03 | 9.649898e-05 | -7.650856e-03 |  0.9976 |     0.6400 |    8.4% |  5.82e-04
   1425 | -7.553692e-03 | 9.812677e-05 | -7.651818e-03 |  0.9976 |     0.6437 |    7.9% |  5.70e-04
   1450 | -7.554212e-03 | 9.770344e-05 | -7.651916e-03 |  0.9976 |     0.6441 |    7.9% |  5.57e-04
   1475 | -7.554552e-03 | 9.740640e-05 | -7.651958e-03 |  0.9976 |     0.6442 |    7.8% |  5.44e-04
   1500 | -7.553678e-03 | 9.828488e-05 | -7.651963e-03 |  0.9976 |     0.6444 |    7.8% |  5.31e-04
   1525 | -7.553777e-03 | 9.759406e-05 | -7.651371e-03 |  0.9976 |     0.6420 |    8.2% |  5.18e-04
   1550 | -7.554345e-03 | 9.763120e-05 | -7.651976e-03 |  0.9976 |     0.6442 |    7.8% |  5.05e-04
   1575 | -7.553939e-03 | 9.815459e-05 | -7.652094e-03 |  0.9976 |     0.6447 |    7.8% |  4.92e-04
   1600 | -7.554517e-03 | 9.761030e-05 | -7.652127e-03 |  0.9976 |     0.6449 |    7.7% |  4.79e-04
   1625 | -7.554337e-03 | 9.782246e-05 | -7.652160e-03 |  0.9976 |     0.6450 |    7.7% |  4.66e-04
   1650 | -7.553862e-03 | 9.832690e-05 | -7.652189e-03 |  0.9976 |     0.6451 |    7.7% |  4.53e-04
   1675 | -7.554100e-03 | 9.811869e-05 | -7.652218e-03 |  0.9976 |     0.6452 |    7.7% |  4.40e-04
   1700 | -7.554251e-03 | 9.799565e-05 | -7.652247e-03 |  0.9976 |     0.6453 |    7.7% |  4.28e-04
   1725 | -7.554202e-03 | 9.806915e-05 | -7.652271e-03 |  0.9976 |     0.6454 |    7.7% |  4.15e-04
   1750 | -7.554077e-03 | 9.822213e-05 | -7.652299e-03 |  0.9976 |     0.6455 |    7.7% |  4.02e-04
   1775 | -7.554367e-03 | 9.795562e-05 | -7.652323e-03 |  0.9976 |     0.6456 |    7.6% |  3.89e-04
   1800 | -7.554007e-03 | 9.834124e-05 | -7.652348e-03 |  0.9976 |     0.6456 |    7.6% |  3.77e-04
   1825 | -7.554132e-03 | 9.824012e-05 | -7.652373e-03 |  0.9976 |     0.6457 |    7.6% |  3.64e-04
   1850 | -7.554036e-03 | 9.835952e-05 | -7.652395e-03 |  0.9976 |     0.6458 |    7.6% |  3.52e-04
   1875 | -7.554166e-03 | 9.825134e-05 | -7.652417e-03 |  0.9976 |     0.6459 |    7.6% |  3.40e-04
   1900 | -7.554181e-03 | 9.825693e-05 | -7.652438e-03 |  0.9976 |     0.6460 |    7.6% |  3.28e-04
   1925 | -7.554094e-03 | 9.836536e-05 | -7.652460e-03 |  0.9976 |     0.6460 |    7.6% |  3.16e-04
   1950 | -7.554114e-03 | 9.836631e-05 | -7.652481e-03 |  0.9976 |     0.6461 |    7.6% |  3.04e-04
   1975 | -7.554200e-03 | 9.829922e-05 | -7.652499e-03 |  0.9976 |     0.6462 |    7.6% |  2.92e-04
   2000 | -7.553939e-03 | 9.858128e-05 | -7.652520e-03 |  0.9976 |     0.6463 |    7.5% |  2.80e-04
   2025 | -7.554063e-03 | 9.847394e-05 | -7.652537e-03 |  0.9976 |     0.6463 |    7.5% |  2.69e-04
   2050 | -7.554234e-03 | 9.832093e-05 | -7.652556e-03 |  0.9976 |     0.6464 |    7.5% |  2.57e-04
   2075 | -7.554096e-03 | 9.847613e-05 | -7.652572e-03 |  0.9976 |     0.6464 |    7.5% |  2.46e-04
   2100 | -7.554173e-03 | 9.841677e-05 | -7.652589e-03 |  0.9976 |     0.6465 |    7.5% |  2.35e-04
   2125 | -7.554230e-03 | 9.837368e-05 | -7.652604e-03 |  0.9976 |     0.6466 |    7.5% |  2.25e-04
   2150 | -7.554235e-03 | 9.838476e-05 | -7.652620e-03 |  0.9976 |     0.6466 |    7.5% |  2.14e-04
   2175 | -7.554233e-03 | 9.840241e-05 | -7.652635e-03 |  0.9976 |     0.6467 |    7.5% |  2.04e-04
   2200 | -7.554140e-03 | 9.850847e-05 | -7.652649e-03 |  0.9976 |     0.6467 |    7.5% |  1.93e-04
   2225 | -7.554276e-03 | 9.838588e-05 | -7.652662e-03 |  0.9976 |     0.6468 |    7.5% |  1.84e-04
   2250 | -7.554213e-03 | 9.846201e-05 | -7.652675e-03 |  0.9976 |     0.6468 |    7.5% |  1.74e-04
   2275 | -7.554159e-03 | 9.852637e-05 | -7.652685e-03 |  0.9976 |     0.6468 |    7.5% |  1.64e-04
   2300 | -7.554120e-03 | 9.857761e-05 | -7.652698e-03 |  0.9976 |     0.6469 |    7.4% |  1.55e-04
   2325 | -7.554041e-03 | 9.866920e-05 | -7.652710e-03 |  0.9976 |     0.6469 |    7.4% |  1.46e-04
   2350 | -7.554328e-03 | 9.839333e-05 | -7.652721e-03 |  0.9976 |     0.6470 |    7.4% |  1.37e-04
   2375 | -7.554187e-03 | 9.854529e-05 | -7.652733e-03 |  0.9976 |     0.6470 |    7.4% |  1.29e-04
   2400 | -7.554260e-03 | 9.847882e-05 | -7.652739e-03 |  0.9976 |     0.6470 |    7.4% |  1.20e-04
   2425 | -7.554288e-03 | 9.846229e-05 | -7.652750e-03 |  0.9976 |     0.6471 |    7.4% |  1.12e-04
   2450 | -7.554206e-03 | 9.855365e-05 | -7.652760e-03 |  0.9976 |     0.6471 |    7.4% |  1.05e-04
   2475 | -7.554344e-03 | 9.842200e-05 | -7.652766e-03 |  0.9976 |     0.6471 |    7.4% |  9.71e-05
   2500 | -7.554138e-03 | 9.863503e-05 | -7.652773e-03 |  0.9976 |     0.6472 |    7.4% |  8.99e-05
   2525 | -7.554445e-03 | 9.833554e-05 | -7.652781e-03 |  0.9976 |     0.6472 |    7.4% |  8.29e-05
   2550 | -7.554133e-03 | 9.865421e-05 | -7.652787e-03 |  0.9976 |     0.6472 |    7.4% |  7.63e-05
   2575 | -7.554175e-03 | 9.861808e-05 | -7.652793e-03 |  0.9976 |     0.6472 |    7.4% |  7.00e-05
   2600 | -7.554304e-03 | 9.849427e-05 | -7.652799e-03 |  0.9976 |     0.6473 |    7.4% |  6.40e-05
   2625 | -7.553938e-03 | 9.886667e-05 | -7.652805e-03 |  0.9976 |     0.6473 |    7.4% |  5.82e-05
   2650 | -7.554137e-03 | 9.867308e-05 | -7.652810e-03 |  0.9976 |     0.6473 |    7.4% |  5.28e-05
   2675 | -7.554173e-03 | 9.864071e-05 | -7.652814e-03 |  0.9976 |     0.6473 |    7.4% |  4.77e-05
   2700 | -7.554182e-03 | 9.863732e-05 | -7.652819e-03 |  0.9976 |     0.6473 |    7.4% |  4.29e-05
   2725 | -7.554529e-03 | 9.829299e-05 | -7.652822e-03 |  0.9976 |     0.6473 |    7.4% |  3.84e-05
   2750 | -7.554317e-03 | 9.850792e-05 | -7.652825e-03 |  0.9976 |     0.6473 |    7.4% |  3.42e-05
   2775 | -7.554476e-03 | 9.835169e-05 | -7.652828e-03 |  0.9976 |     0.6474 |    7.4% |  3.04e-05
   2800 | -7.554452e-03 | 9.837988e-05 | -7.652832e-03 |  0.9976 |     0.6474 |    7.4% |  2.69e-05
   2825 | -7.554323e-03 | 9.851083e-05 | -7.652834e-03 |  0.9976 |     0.6474 |    7.4% |  2.37e-05
   2850 | -7.554382e-03 | 9.845375e-05 | -7.652836e-03 |  0.9976 |     0.6474 |    7.4% |  2.08e-05
   2875 | -7.554471e-03 | 9.836536e-05 | -7.652837e-03 |  0.9976 |     0.6474 |    7.4% |  1.83e-05
   2900 | -7.554391e-03 | 9.844848e-05 | -7.652840e-03 |  0.9976 |     0.6474 |    7.4% |  1.61e-05
   2925 | -7.554269e-03 | 9.857238e-05 | -7.652842e-03 |  0.9976 |     0.6474 |    7.4% |  1.42e-05
   2950 | -7.554105e-03 | 9.873869e-05 | -7.652843e-03 |  0.9976 |     0.6474 |    7.4% |  1.27e-05
   2975 | -7.554228e-03 | 9.861644e-05 | -7.652844e-03 |  0.9976 |     0.6474 |    7.4% |  1.15e-05
   3000 | -7.554451e-03 | 9.839602e-05 | -7.652847e-03 |  0.9976 |     0.6474 |    7.4% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 7.37% (epoch 3000) | Best loss: -7.554803e-03 (epoch 1323)
  Tip displacement: 0.6474 mm (expected: 0.6990 mm)
  Relative error: 7.37%
  J range: [0.997608, 1.002397]
  Training time: 134.4s (2.2min)
  ======================================================================

