╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -7.449338e-03 | 4.610858e-06 | -7.453949e-03 |  1.0000 |    -0.0027 |   99.6% |  2.00e-05
      2 | -7.449933e-03 | 4.197225e-06 | -7.454130e-03 |  1.0000 |    -0.0024 |   99.6% |  4.00e-05
      3 | -7.451223e-03 | 3.268915e-06 | -7.454492e-03 |  0.9999 |    -0.0020 |   99.7% |  6.00e-05
      4 | -7.453783e-03 | 1.247501e-06 | -7.455030e-03 |  0.9998 |    -0.0012 |   99.8% |  8.00e-05
      5 | -7.455384e-03 | 3.475053e-07 | -7.455731e-03 |  0.9998 |    -0.0003 |  100.0% |  1.00e-04
     25 | -7.457333e-03 | 3.897752e-06 | -7.461230e-03 |  0.9997 |     0.0125 |   98.2% |  5.00e-04
     50 | -7.472825e-03 | 1.541567e-05 | -7.488240e-03 |  0.9991 |     0.0821 |   88.3% |  1.00e-03
     75 | -7.467154e-03 | 4.768264e-05 | -7.514837e-03 |  0.9984 |     0.1691 |   75.8% |  1.00e-03
    100 | -7.502188e-03 | 2.960525e-05 | -7.531793e-03 |  0.9979 |     0.2259 |   67.7% |  9.99e-04
    125 | -7.512718e-03 | 4.261998e-05 | -7.555338e-03 |  0.9981 |     0.2987 |   57.3% |  9.98e-04
    150 | -7.527543e-03 | 3.967238e-05 | -7.567215e-03 |  0.9980 |     0.3538 |   49.4% |  9.97e-04
    175 | -7.532691e-03 | 6.583872e-05 | -7.598530e-03 |  0.9976 |     0.4523 |   35.3% |  9.96e-04
    200 | -7.539565e-03 | 6.849242e-05 | -7.608057e-03 |  0.9974 |     0.4864 |   30.4% |  9.94e-04
    225 | -7.542715e-03 | 6.906602e-05 | -7.611781e-03 |  0.9975 |     0.4999 |   28.5% |  9.92e-04
    250 | -7.545582e-03 | 7.890868e-05 | -7.624491e-03 |  0.9973 |     0.5443 |   22.1% |  9.89e-04
    275 | -7.544088e-03 | 7.706122e-05 | -7.621149e-03 |  0.9973 |     0.5348 |   23.5% |  9.86e-04
    300 | -7.548220e-03 | 8.503180e-05 | -7.633251e-03 |  0.9976 |     0.5763 |   17.6% |  9.83e-04
    325 | -7.548449e-03 | 8.528972e-05 | -7.633739e-03 |  0.9976 |     0.5801 |   17.0% |  9.80e-04
    350 | -7.542198e-03 | 8.264357e-05 | -7.624842e-03 |  0.9980 |     0.5499 |   21.3% |  9.76e-04
    375 | -7.550471e-03 | 9.010173e-05 | -7.640572e-03 |  0.9976 |     0.6042 |   13.6% |  9.72e-04
    400 | -7.549404e-03 | 9.439178e-05 | -7.643796e-03 |  0.9976 |     0.6167 |   11.8% |  9.67e-04
    425 | -7.552025e-03 | 8.866155e-05 | -7.640687e-03 |  0.9978 |     0.6043 |   13.5% |  9.62e-04
    450 | -7.548547e-03 | 9.642982e-05 | -7.644976e-03 |  0.9976 |     0.6205 |   11.2% |  9.57e-04
    475 | -7.550337e-03 | 9.362337e-05 | -7.643960e-03 |  0.9979 |     0.6179 |   11.6% |  9.52e-04
    500 | -7.549578e-03 | 9.021402e-05 | -7.639792e-03 |  0.9977 |     0.6028 |   13.8% |  9.46e-04
    525 | -7.549240e-03 | 9.683779e-05 | -7.646078e-03 |  0.9977 |     0.6240 |   10.7% |  9.40e-04
    550 | -7.550905e-03 | 9.476206e-05 | -7.645668e-03 |  0.9978 |     0.6239 |   10.7% |  9.34e-04
    575 | -7.550694e-03 | 9.573805e-05 | -7.646432e-03 |  0.9977 |     0.6255 |   10.5% |  9.27e-04
    600 | -7.551696e-03 | 9.589895e-05 | -7.647594e-03 |  0.9977 |     0.6294 |   10.0% |  9.20e-04
    625 | -7.551562e-03 | 8.824130e-05 | -7.639803e-03 |  0.9982 |     0.5998 |   14.2% |  9.13e-04
    650 | -7.553404e-03 | 9.351892e-05 | -7.646923e-03 |  0.9977 |     0.6280 |   10.1% |  9.05e-04
    675 | -7.552903e-03 | 9.564133e-05 | -7.648544e-03 |  0.9978 |     0.6333 |    9.4% |  8.98e-04
    700 | -7.553216e-03 | 8.943751e-05 | -7.642654e-03 |  0.9978 |     0.6134 |   12.2% |  8.90e-04
    725 | -7.553325e-03 | 9.451803e-05 | -7.647843e-03 |  0.9978 |     0.6306 |    9.8% |  8.81e-04
    750 | -7.550703e-03 | 9.740041e-05 | -7.648104e-03 |  0.9977 |     0.6314 |    9.7% |  8.73e-04
    775 | -7.553228e-03 | 9.412663e-05 | -7.647355e-03 |  0.9978 |     0.6282 |   10.1% |  8.64e-04
    800 | -7.552930e-03 | 9.153950e-05 | -7.644470e-03 |  0.9978 |     0.6193 |   11.4% |  8.55e-04
    825 | -7.552780e-03 | 9.539152e-05 | -7.648172e-03 |  0.9978 |     0.6319 |    9.6% |  8.46e-04
    850 | -7.552710e-03 | 9.474927e-05 | -7.647459e-03 |  0.9978 |     0.6292 |   10.0% |  8.36e-04
    875 | -7.551352e-03 | 9.800711e-05 | -7.649359e-03 |  0.9977 |     0.6359 |    9.0% |  8.26e-04
    900 | -7.553666e-03 | 9.050662e-05 | -7.644172e-03 |  0.9979 |     0.6149 |   12.0% |  8.17e-04
    925 | -7.553629e-03 | 9.474585e-05 | -7.648375e-03 |  0.9977 |     0.6325 |    9.5% |  8.06e-04
    950 | -7.553361e-03 | 9.615649e-05 | -7.649518e-03 |  0.9977 |     0.6368 |    8.9% |  7.96e-04
    975 | -7.553268e-03 | 9.649143e-05 | -7.649760e-03 |  0.9977 |     0.6377 |    8.8% |  7.85e-04
   1000 | -7.551476e-03 | 9.113330e-05 | -7.642609e-03 |  0.9977 |     0.6132 |   12.3% |  7.75e-04
   1025 | -7.552787e-03 | 9.570121e-05 | -7.648489e-03 |  0.9977 |     0.6325 |    9.5% |  7.64e-04
   1050 | -7.552910e-03 | 9.675424e-05 | -7.649664e-03 |  0.9977 |     0.6372 |    8.8% |  7.52e-04
   1075 | -7.553110e-03 | 9.686785e-05 | -7.649978e-03 |  0.9977 |     0.6384 |    8.7% |  7.41e-04
   1100 | -7.551174e-03 | 9.601656e-05 | -7.647190e-03 |  0.9977 |     0.6287 |   10.0% |  7.30e-04
   1125 | -7.553271e-03 | 9.605315e-05 | -7.649324e-03 |  0.9977 |     0.6358 |    9.0% |  7.18e-04
   1150 | -7.553328e-03 | 9.670998e-05 | -7.650038e-03 |  0.9977 |     0.6385 |    8.7% |  7.06e-04
   1175 | -7.551094e-03 | 9.647068e-05 | -7.647565e-03 |  0.9977 |     0.6301 |    9.8% |  6.94e-04
   1200 | -7.552992e-03 | 9.683715e-05 | -7.649829e-03 |  0.9977 |     0.6377 |    8.8% |  6.82e-04
   1225 | -7.552922e-03 | 9.734181e-05 | -7.650264e-03 |  0.9977 |     0.6393 |    8.5% |  6.70e-04
   1250 | -7.552410e-03 | 9.591476e-05 | -7.648325e-03 |  0.9977 |     0.6329 |    9.5% |  6.58e-04
   1275 | -7.553095e-03 | 9.691306e-05 | -7.650008e-03 |  0.9977 |     0.6383 |    8.7% |  6.46e-04
   1300 | -7.553429e-03 | 9.700499e-05 | -7.650434e-03 |  0.9977 |     0.6399 |    8.4% |  6.33e-04
   1325 | -7.553190e-03 | 9.701500e-05 | -7.650205e-03 |  0.9977 |     0.6392 |    8.5% |  6.21e-04
   1350 | -7.553435e-03 | 9.624122e-05 | -7.649676e-03 |  0.9977 |     0.6362 |    9.0% |  6.08e-04
   1375 | -7.553577e-03 | 9.697255e-05 | -7.650550e-03 |  0.9977 |     0.6401 |    8.4% |  5.95e-04
   1400 | -7.553665e-03 | 9.712595e-05 | -7.650791e-03 |  0.9977 |     0.6411 |    8.3% |  5.82e-04
   1425 | -7.553717e-03 | 9.716315e-05 | -7.650880e-03 |  0.9977 |     0.6415 |    8.2% |  5.70e-04
   1450 | -7.553768e-03 | 9.714071e-05 | -7.650909e-03 |  0.9977 |     0.6416 |    8.2% |  5.57e-04
   1475 | -7.554095e-03 | 9.454519e-05 | -7.648640e-03 |  0.9977 |     0.6338 |    9.3% |  5.44e-04
   1500 | -7.553826e-03 | 9.683844e-05 | -7.650664e-03 |  0.9977 |     0.6403 |    8.4% |  5.31e-04
   1525 | -7.553709e-03 | 9.726600e-05 | -7.650975e-03 |  0.9977 |     0.6417 |    8.2% |  5.18e-04
   1550 | -7.553765e-03 | 9.730714e-05 | -7.651072e-03 |  0.9977 |     0.6421 |    8.1% |  5.05e-04
   1575 | -7.553530e-03 | 9.760931e-05 | -7.651139e-03 |  0.9977 |     0.6423 |    8.1% |  4.92e-04
   1600 | -7.553678e-03 | 9.749793e-05 | -7.651175e-03 |  0.9977 |     0.6424 |    8.1% |  4.79e-04
   1625 | -7.553814e-03 | 9.740055e-05 | -7.651214e-03 |  0.9976 |     0.6426 |    8.1% |  4.66e-04
   1650 | -7.553787e-03 | 9.746378e-05 | -7.651250e-03 |  0.9976 |     0.6427 |    8.1% |  4.53e-04
   1675 | -7.553902e-03 | 9.738517e-05 | -7.651287e-03 |  0.9976 |     0.6428 |    8.0% |  4.40e-04
   1700 | -7.553684e-03 | 9.763557e-05 | -7.651320e-03 |  0.9976 |     0.6429 |    8.0% |  4.28e-04
   1725 | -7.553666e-03 | 9.768530e-05 | -7.651352e-03 |  0.9976 |     0.6430 |    8.0% |  4.15e-04
   1750 | -7.554153e-03 | 9.723067e-05 | -7.651383e-03 |  0.9976 |     0.6431 |    8.0% |  4.02e-04
   1775 | -7.553909e-03 | 9.750367e-05 | -7.651413e-03 |  0.9976 |     0.6432 |    8.0% |  3.89e-04
   1800 | -7.553661e-03 | 9.778191e-05 | -7.651443e-03 |  0.9976 |     0.6433 |    8.0% |  3.77e-04
   1825 | -7.553502e-03 | 9.796828e-05 | -7.651471e-03 |  0.9976 |     0.6434 |    8.0% |  3.64e-04
   1850 | -7.553603e-03 | 9.789462e-05 | -7.651498e-03 |  0.9976 |     0.6435 |    7.9% |  3.52e-04
