╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
   1700 | -7.553391e-03 | 9.864451e-05 | -7.652035e-03 |  0.9976 |     0.6451 |    7.7% |  4.28e-04
   1725 | -7.554222e-03 | 9.801873e-05 | -7.652241e-03 |  0.9976 |     0.6462 |    7.5% |  4.15e-04
   1750 | -7.554131e-03 | 9.814194e-05 | -7.652273e-03 |  0.9976 |     0.6463 |    7.5% |  4.02e-04
   1775 | -7.554267e-03 | 9.805022e-05 | -7.652317e-03 |  0.9976 |     0.6465 |    7.5% |  3.89e-04
   1800 | -7.554135e-03 | 9.820269e-05 | -7.652338e-03 |  0.9976 |     0.6466 |    7.5% |  3.77e-04
   1825 | -7.554236e-03 | 9.812925e-05 | -7.652366e-03 |  0.9976 |     0.6467 |    7.5% |  3.64e-04
   1850 | -7.554185e-03 | 9.820348e-05 | -7.652388e-03 |  0.9976 |     0.6467 |    7.5% |  3.52e-04
   1875 | -7.554103e-03 | 9.830833e-05 | -7.652411e-03 |  0.9976 |     0.6468 |    7.5% |  3.40e-04
   1900 | -7.554028e-03 | 9.840514e-05 | -7.652433e-03 |  0.9976 |     0.6469 |    7.4% |  3.28e-04
   1925 | -7.554281e-03 | 9.817311e-05 | -7.652454e-03 |  0.9976 |     0.6470 |    7.4% |  3.16e-04
   1950 | -7.554053e-03 | 9.842200e-05 | -7.652475e-03 |  0.9976 |     0.6470 |    7.4% |  3.04e-04
   1975 | -7.554260e-03 | 9.823255e-05 | -7.652493e-03 |  0.9976 |     0.6471 |    7.4% |  2.92e-04
   2000 | -7.554042e-03 | 9.846924e-05 | -7.652511e-03 |  0.9976 |     0.6472 |    7.4% |  2.80e-04
   2025 | -7.554347e-03 | 9.817989e-05 | -7.652527e-03 |  0.9976 |     0.6472 |    7.4% |  2.69e-04
   2050 | -7.554179e-03 | 9.836533e-05 | -7.652544e-03 |  0.9976 |     0.6473 |    7.4% |  2.57e-04
   2075 | -7.554381e-03 | 9.818046e-05 | -7.652561e-03 |  0.9976 |     0.6473 |    7.4% |  2.46e-04
   2100 | -7.554143e-03 | 9.843435e-05 | -7.652577e-03 |  0.9976 |     0.6474 |    7.4% |  2.35e-04
   2125 | -7.554169e-03 | 9.842419e-05 | -7.652593e-03 |  0.9976 |     0.6475 |    7.4% |  2.25e-04
   2150 | -7.554141e-03 | 9.846510e-05 | -7.652606e-03 |  0.9976 |     0.6475 |    7.4% |  2.14e-04
   2175 | -7.554254e-03 | 9.836450e-05 | -7.652618e-03 |  0.9976 |     0.6475 |    7.4% |  2.04e-04
   2200 | -7.554246e-03 | 9.838452e-05 | -7.652630e-03 |  0.9976 |     0.6476 |    7.4% |  1.93e-04
   2225 | -7.554121e-03 | 9.852184e-05 | -7.652643e-03 |  0.9976 |     0.6476 |    7.3% |  1.84e-04
   2250 | -7.554181e-03 | 9.847408e-05 | -7.652655e-03 |  0.9976 |     0.6477 |    7.3% |  1.74e-04
   2275 | -7.554172e-03 | 9.849246e-05 | -7.652665e-03 |  0.9976 |     0.6477 |    7.3% |  1.64e-04
   2300 | -7.554364e-03 | 9.831192e-05 | -7.652676e-03 |  0.9976 |     0.6477 |    7.3% |  1.55e-04
   2325 | -7.554307e-03 | 9.837861e-05 | -7.652686e-03 |  0.9976 |     0.6478 |    7.3% |  1.46e-04
   2350 | -7.554202e-03 | 9.849121e-05 | -7.652693e-03 |  0.9976 |     0.6478 |    7.3% |  1.37e-04
   2375 | -7.554310e-03 | 9.839276e-05 | -7.652703e-03 |  0.9976 |     0.6478 |    7.3% |  1.29e-04
   2400 | -7.554352e-03 | 9.835828e-05 | -7.652710e-03 |  0.9976 |     0.6479 |    7.3% |  1.20e-04
   2425 | -7.554298e-03 | 9.841989e-05 | -7.652718e-03 |  0.9976 |     0.6479 |    7.3% |  1.12e-04
   2450 | -7.554313e-03 | 9.841425e-05 | -7.652727e-03 |  0.9976 |     0.6479 |    7.3% |  1.05e-04
   2475 | -7.554308e-03 | 9.842590e-05 | -7.652733e-03 |  0.9976 |     0.6479 |    7.3% |  9.71e-05
   2500 | -7.554051e-03 | 9.868771e-05 | -7.652739e-03 |  0.9976 |     0.6480 |    7.3% |  8.99e-05
   2525 | -7.554184e-03 | 9.856137e-05 | -7.652746e-03 |  0.9976 |     0.6480 |    7.3% |  8.29e-05
   2550 | -7.554291e-03 | 9.846094e-05 | -7.652752e-03 |  0.9976 |     0.6480 |    7.3% |  7.63e-05
   2575 | -7.554463e-03 | 9.829339e-05 | -7.652756e-03 |  0.9976 |     0.6480 |    7.3% |  7.00e-05
   2600 | -7.554385e-03 | 9.837597e-05 | -7.652761e-03 |  0.9976 |     0.6480 |    7.3% |  6.40e-05
   2625 | -7.554162e-03 | 9.860346e-05 | -7.652765e-03 |  0.9976 |     0.6480 |    7.3% |  5.82e-05
   2650 | -7.554186e-03 | 9.858352e-05 | -7.652769e-03 |  0.9976 |     0.6481 |    7.3% |  5.28e-05
   2675 | -7.554201e-03 | 9.857264e-05 | -7.652774e-03 |  0.9976 |     0.6481 |    7.3% |  4.77e-05
   2700 | -7.554431e-03 | 9.834590e-05 | -7.652777e-03 |  0.9976 |     0.6481 |    7.3% |  4.29e-05
   2725 | -7.554372e-03 | 9.840771e-05 | -7.652780e-03 |  0.9976 |     0.6481 |    7.3% |  3.84e-05
   2750 | -7.554377e-03 | 9.840459e-05 | -7.652782e-03 |  0.9976 |     0.6481 |    7.3% |  3.42e-05
   2775 | -7.554385e-03 | 9.840068e-05 | -7.652786e-03 |  0.9976 |     0.6481 |    7.3% |  3.04e-05
   2800 | -7.554315e-03 | 9.847245e-05 | -7.652787e-03 |  0.9976 |     0.6481 |    7.3% |  2.69e-05
   2825 | -7.554197e-03 | 9.859223e-05 | -7.652789e-03 |  0.9976 |     0.6481 |    7.3% |  2.37e-05
   2850 | -7.554214e-03 | 9.857677e-05 | -7.652791e-03 |  0.9976 |     0.6481 |    7.3% |  2.08e-05
   2875 | -7.554177e-03 | 9.861636e-05 | -7.652793e-03 |  0.9976 |     0.6481 |    7.3% |  1.83e-05
   2900 | -7.554325e-03 | 9.846886e-05 | -7.652794e-03 |  0.9976 |     0.6481 |    7.3% |  1.61e-05
   2925 | -7.554322e-03 | 9.847461e-05 | -7.652796e-03 |  0.9976 |     0.6481 |    7.3% |  1.42e-05
   2950 | -7.554321e-03 | 9.847636e-05 | -7.652797e-03 |  0.9976 |     0.6481 |    7.3% |  1.27e-05
   2975 | -7.554290e-03 | 9.850763e-05 | -7.652798e-03 |  0.9976 |     0.6481 |    7.3% |  1.15e-05
   3000 | -7.554219e-03 | 9.858020e-05 | -7.652799e-03 |  0.9976 |     0.6482 |    7.3% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 7.27% (epoch 3000) | Best loss: -7.554788e-03 (epoch 1240)
  Tip displacement: 0.6482 mm (expected: 0.6990 mm)
  Relative error: 7.27%
  J range: [0.997572, 1.002415]
  Training time: 132.8s (2.2min)
  ======================================================================

