╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -7.449495e-03 | 5.346024e-06 | -7.454840e-03 |  1.0000 |    -0.0009 |   99.9% |  2.00e-05
      2 | -7.449409e-03 | 5.589572e-06 | -7.454999e-03 |  1.0000 |    -0.0007 |   99.9% |  4.00e-05
      3 | -7.451080e-03 | 4.236990e-06 | -7.455317e-03 |  1.0000 |    -0.0003 |  100.0% |  6.00e-05
      4 | -7.455559e-03 | 2.307971e-07 | -7.455789e-03 |  0.9999 |     0.0003 |  100.0% |  8.00e-05
      5 | -7.455992e-03 | 4.034970e-07 | -7.456396e-03 |  0.9998 |     0.0011 |   99.8% |  1.00e-04
     25 | -7.459442e-03 | 1.807373e-06 | -7.461249e-03 |  0.9998 |     0.0136 |   98.1% |  5.00e-04
     50 | -7.477520e-03 | 1.462607e-05 | -7.492146e-03 |  0.9985 |     0.0934 |   86.6% |  1.00e-03
     75 | -7.493077e-03 | 2.565607e-05 | -7.518733e-03 |  0.9981 |     0.1875 |   73.2% |  1.00e-03
    100 | -7.508733e-03 | 3.652993e-05 | -7.545263e-03 |  0.9978 |     0.2780 |   60.2% |  9.99e-04
    125 | -7.523487e-03 | 5.088269e-05 | -7.574370e-03 |  0.9977 |     0.3689 |   47.2% |  9.98e-04
    150 | -7.522708e-03 | 6.015631e-05 | -7.582865e-03 |  0.9975 |     0.3869 |   44.7% |  9.97e-04
    175 | -7.538861e-03 | 6.304588e-05 | -7.601907e-03 |  0.9977 |     0.4605 |   34.1% |  9.96e-04
    200 | -7.519644e-03 | 8.925670e-05 | -7.608901e-03 |  0.9978 |     0.4929 |   29.5% |  9.94e-04
    225 | -7.543446e-03 | 7.971343e-05 | -7.623159e-03 |  0.9979 |     0.5364 |   23.3% |  9.92e-04
    250 | -7.545077e-03 | 8.286307e-05 | -7.627940e-03 |  0.9977 |     0.5575 |   20.2% |  9.89e-04
    275 | -7.548478e-03 | 7.677608e-05 | -7.625254e-03 |  0.9976 |     0.5482 |   21.6% |  9.86e-04
    300 | -7.550446e-03 | 8.756101e-05 | -7.638007e-03 |  0.9979 |     0.5939 |   15.0% |  9.83e-04
