╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
    325 | -7.548268e-03 | 8.931458e-05 | -7.637583e-03 |  0.9978 |     0.5928 |   15.2% |  9.80e-04
    350 | -7.547348e-03 | 8.834891e-05 | -7.635697e-03 |  0.9979 |     0.5866 |   16.1% |  9.76e-04
    375 | -7.551453e-03 | 9.147063e-05 | -7.642924e-03 |  0.9978 |     0.6126 |   12.4% |  9.72e-04
    400 | -7.549882e-03 | 8.052475e-05 | -7.630407e-03 |  0.9977 |     0.5697 |   18.5% |  9.67e-04
    425 | -7.551870e-03 | 9.129134e-05 | -7.643161e-03 |  0.9978 |     0.6137 |   12.2% |  9.62e-04
    450 | -7.552668e-03 | 9.305438e-05 | -7.645722e-03 |  0.9978 |     0.6226 |   10.9% |  9.57e-04
    475 | -7.551427e-03 | 9.187950e-05 | -7.643307e-03 |  0.9978 |     0.6139 |   12.2% |  9.52e-04
    500 | -7.548646e-03 | 9.672290e-05 | -7.645369e-03 |  0.9977 |     0.6221 |   11.0% |  9.46e-04
    525 | -7.551204e-03 | 9.491244e-05 | -7.646116e-03 |  0.9978 |     0.6238 |   10.8% |  9.40e-04
    550 | -7.550960e-03 | 9.104043e-05 | -7.642001e-03 |  0.9977 |     0.6099 |   12.7% |  9.34e-04
    575 | -7.552911e-03 | 9.394701e-05 | -7.646858e-03 |  0.9978 |     0.6263 |   10.4% |  9.27e-04
    600 | -7.552403e-03 | 8.975308e-05 | -7.642156e-03 |  0.9977 |     0.6092 |   12.8% |  9.20e-04
    625 | -7.552574e-03 | 9.548551e-05 | -7.648060e-03 |  0.9978 |     0.6307 |    9.8% |  9.13e-04
    650 | -7.552737e-03 | 9.594570e-05 | -7.648683e-03 |  0.9977 |     0.6328 |    9.5% |  9.05e-04
    675 | -7.552604e-03 | 9.332008e-05 | -7.645924e-03 |  0.9977 |     0.6219 |   11.0% |  8.98e-04
    700 | -7.552510e-03 | 9.597766e-05 | -7.648488e-03 |  0.9978 |     0.6325 |    9.5% |  8.90e-04
    725 | -7.552461e-03 | 9.628195e-05 | -7.648743e-03 |  0.9978 |     0.6330 |    9.4% |  8.81e-04
    750 | -7.553247e-03 | 9.399875e-05 | -7.647246e-03 |  0.9978 |     0.6272 |   10.3% |  8.73e-04
    775 | -7.552941e-03 | 9.468877e-05 | -7.647630e-03 |  0.9978 |     0.6293 |   10.0% |  8.64e-04
    800 | -7.552208e-03 | 9.562617e-05 | -7.647835e-03 |  0.9977 |     0.6299 |    9.9% |  8.55e-04
    825 | -7.549506e-03 | 9.889083e-05 | -7.648397e-03 |  0.9977 |     0.6323 |    9.5% |  8.46e-04
    850 | -7.553422e-03 | 9.479836e-05 | -7.648220e-03 |  0.9978 |     0.6312 |    9.7% |  8.36e-04
    875 | -7.552387e-03 | 9.515489e-05 | -7.647542e-03 |  0.9977 |     0.6291 |   10.0% |  8.26e-04
    900 | -7.551833e-03 | 9.717571e-05 | -7.649008e-03 |  0.9977 |     0.6342 |    9.3% |  8.17e-04
    925 | -7.551109e-03 | 9.831272e-05 | -7.649422e-03 |  0.9977 |     0.6357 |    9.1% |  8.06e-04
    950 | -7.552615e-03 | 9.567890e-05 | -7.648294e-03 |  0.9977 |     0.6309 |    9.7% |  7.96e-04
    975 | -7.552571e-03 | 9.703542e-05 | -7.649606e-03 |  0.9977 |     0.6363 |    9.0% |  7.85e-04
   1000 | -7.547598e-03 | 1.000153e-04 | -7.647613e-03 |  0.9977 |     0.6301 |    9.9% |  7.75e-04
   1025 | -7.551908e-03 | 9.710201e-05 | -7.649011e-03 |  0.9978 |     0.6341 |    9.3% |  7.64e-04
   1050 | -7.553646e-03 | 9.650048e-05 | -7.650146e-03 |  0.9977 |     0.6384 |    8.7% |  7.52e-04
   1075 | -7.553190e-03 | 9.541097e-05 | -7.648601e-03 |  0.9977 |     0.6328 |    9.5% |  7.41e-04
   1100 | -7.553404e-03 | 9.670292e-05 | -7.650107e-03 |  0.9977 |     0.6379 |    8.7% |  7.30e-04
   1125 | -7.553535e-03 | 9.672204e-05 | -7.650257e-03 |  0.9977 |     0.6385 |    8.6% |  7.18e-04
   1150 | -7.553552e-03 | 9.591630e-05 | -7.649468e-03 |  0.9977 |     0.6358 |    9.0% |  7.06e-04
   1175 | -7.553334e-03 | 9.651808e-05 | -7.649852e-03 |  0.9977 |     0.6373 |    8.8% |  6.94e-04
   1200 | -7.552340e-03 | 9.752782e-05 | -7.649868e-03 |  0.9977 |     0.6374 |    8.8% |  6.82e-04
   1225 | -7.552510e-03 | 9.762545e-05 | -7.650135e-03 |  0.9977 |     0.6380 |    8.7% |  6.70e-04
   1250 | -7.552787e-03 | 9.762627e-05 | -7.650413e-03 |  0.9977 |     0.6394 |    8.5% |  6.58e-04
   1275 | -7.553744e-03 | 9.696871e-05 | -7.650713e-03 |  0.9977 |     0.6402 |    8.4% |  6.46e-04
   1300 | -7.553599e-03 | 9.537423e-05 | -7.648974e-03 |  0.9977 |     0.6341 |    9.3% |  6.33e-04
   1325 | -7.553080e-03 | 9.773493e-05 | -7.650815e-03 |  0.9977 |     0.6404 |    8.4% |  6.21e-04
   1350 | -7.553575e-03 | 9.744165e-05 | -7.651016e-03 |  0.9977 |     0.6414 |    8.2% |  6.08e-04
   1375 | -7.552914e-03 | 9.809317e-05 | -7.651007e-03 |  0.9977 |     0.6414 |    8.2% |  5.95e-04
   1400 | -7.552742e-03 | 9.777179e-05 | -7.650513e-03 |  0.9977 |     0.6396 |    8.5% |  5.82e-04
   1425 | -7.553475e-03 | 9.766840e-05 | -7.651144e-03 |  0.9977 |     0.6418 |    8.2% |  5.70e-04
   1450 | -7.553219e-03 | 9.794625e-05 | -7.651165e-03 |  0.9977 |     0.6420 |    8.2% |  5.57e-04
   1475 | -7.553735e-03 | 9.704057e-05 | -7.650775e-03 |  0.9977 |     0.6407 |    8.3% |  5.44e-04
   1500 | -7.553872e-03 | 9.728556e-05 | -7.651158e-03 |  0.9977 |     0.6419 |    8.2% |  5.31e-04
   1525 | -7.553599e-03 | 9.769091e-05 | -7.651290e-03 |  0.9977 |     0.6424 |    8.1% |  5.18e-04
   1550 | -7.554061e-03 | 9.722609e-05 | -7.651287e-03 |  0.9977 |     0.6424 |    8.1% |  5.05e-04
   1575 | -7.554016e-03 | 9.718808e-05 | -7.651204e-03 |  0.9977 |     0.6421 |    8.1% |  4.92e-04
   1600 | -7.553751e-03 | 9.768201e-05 | -7.651433e-03 |  0.9977 |     0.6429 |    8.0% |  4.79e-04
   1625 | -7.553536e-03 | 9.793203e-05 | -7.651468e-03 |  0.9977 |     0.6430 |    8.0% |  4.66e-04
   1650 | -7.553792e-03 | 9.770424e-05 | -7.651496e-03 |  0.9977 |     0.6431 |    8.0% |  4.53e-04
   1675 | -7.553793e-03 | 9.773445e-05 | -7.651527e-03 |  0.9977 |     0.6433 |    8.0% |  4.40e-04
   1700 | -7.553443e-03 | 9.811234e-05 | -7.651555e-03 |  0.9977 |     0.6434 |    8.0% |  4.28e-04
   1725 | -7.553707e-03 | 9.787531e-05 | -7.651582e-03 |  0.9977 |     0.6435 |    7.9% |  4.15e-04
   1750 | -7.553829e-03 | 9.777914e-05 | -7.651608e-03 |  0.9977 |     0.6435 |    7.9% |  4.02e-04
   1775 | -7.553699e-03 | 9.793472e-05 | -7.651634e-03 |  0.9977 |     0.6436 |    7.9% |  3.89e-04
   1800 | -7.553702e-03 | 9.795499e-05 | -7.651657e-03 |  0.9977 |     0.6437 |    7.9% |  3.77e-04
   1825 | -7.553583e-03 | 9.809619e-05 | -7.651679e-03 |  0.9977 |     0.6438 |    7.9% |  3.64e-04
   1850 | -7.553619e-03 | 9.808509e-05 | -7.651704e-03 |  0.9977 |     0.6439 |    7.9% |  3.52e-04
   1875 | -7.553851e-03 | 9.787320e-05 | -7.651724e-03 |  0.9977 |     0.6440 |    7.9% |  3.40e-04
   1900 | -7.553891e-03 | 9.785387e-05 | -7.651745e-03 |  0.9977 |     0.6440 |    7.9% |  3.28e-04
   1925 | -7.553552e-03 | 9.821245e-05 | -7.651765e-03 |  0.9977 |     0.6441 |    7.8% |  3.16e-04
   1950 | -7.553791e-03 | 9.799314e-05 | -7.651784e-03 |  0.9977 |     0.6442 |    7.8% |  3.04e-04
   1975 | -7.553808e-03 | 9.799497e-05 | -7.651803e-03 |  0.9977 |     0.6442 |    7.8% |  2.92e-04
   2000 | -7.553585e-03 | 9.823748e-05 | -7.651823e-03 |  0.9977 |     0.6443 |    7.8% |  2.80e-04
   2025 | -7.553688e-03 | 9.815022e-05 | -7.651838e-03 |  0.9977 |     0.6444 |    7.8% |  2.69e-04
   2050 | -7.553709e-03 | 9.814756e-05 | -7.651857e-03 |  0.9977 |     0.6444 |    7.8% |  2.57e-04
   2075 | -7.553747e-03 | 9.812636e-05 | -7.651874e-03 |  0.9977 |     0.6445 |    7.8% |  2.46e-04
   2100 | -7.553747e-03 | 9.814127e-05 | -7.651889e-03 |  0.9977 |     0.6446 |    7.8% |  2.35e-04
   2125 | -7.553882e-03 | 9.802097e-05 | -7.651903e-03 |  0.9977 |     0.6446 |    7.8% |  2.25e-04
   2150 | -7.554116e-03 | 9.780297e-05 | -7.651919e-03 |  0.9977 |     0.6447 |    7.8% |  2.14e-04
   2175 | -7.553955e-03 | 9.797652e-05 | -7.651932e-03 |  0.9977 |     0.6447 |    7.8% |  2.04e-04
   2200 | -7.553744e-03 | 9.820090e-05 | -7.651945e-03 |  0.9977 |     0.6448 |    7.8% |  1.93e-04
   2225 | -7.553484e-03 | 9.847404e-05 | -7.651958e-03 |  0.9977 |     0.6448 |    7.7% |  1.84e-04
   2250 | -7.553691e-03 | 9.827882e-05 | -7.651970e-03 |  0.9977 |     0.6448 |    7.7% |  1.74e-04
   2275 | -7.553523e-03 | 9.845843e-05 | -7.651982e-03 |  0.9977 |     0.6449 |    7.7% |  1.64e-04
   2300 | -7.553771e-03 | 9.822267e-05 | -7.651994e-03 |  0.9977 |     0.6449 |    7.7% |  1.55e-04
   2325 | -7.553827e-03 | 9.817515e-05 | -7.652003e-03 |  0.9977 |     0.6450 |    7.7% |  1.46e-04
   2350 | -7.553593e-03 | 9.842089e-05 | -7.652014e-03 |  0.9977 |     0.6450 |    7.7% |  1.37e-04
   2375 | -7.553426e-03 | 9.859928e-05 | -7.652025e-03 |  0.9977 |     0.6450 |    7.7% |  1.29e-04
   2400 | -7.553881e-03 | 9.815035e-05 | -7.652032e-03 |  0.9977 |     0.6451 |    7.7% |  1.20e-04
   2425 | -7.553737e-03 | 9.830439e-05 | -7.652042e-03 |  0.9977 |     0.6451 |    7.7% |  1.12e-04
   2450 | -7.553660e-03 | 9.838926e-05 | -7.652049e-03 |  0.9977 |     0.6451 |    7.7% |  1.05e-04
   2475 | -7.553793e-03 | 9.826390e-05 | -7.652056e-03 |  0.9977 |     0.6451 |    7.7% |  9.71e-05
   2500 | -7.553426e-03 | 9.863684e-05 | -7.652063e-03 |  0.9977 |     0.6452 |    7.7% |  8.99e-05
   2525 | -7.554006e-03 | 9.806623e-05 | -7.652072e-03 |  0.9977 |     0.6452 |    7.7% |  8.29e-05
   2550 | -7.553771e-03 | 9.830615e-05 | -7.652077e-03 |  0.9977 |     0.6452 |    7.7% |  7.63e-05
   2575 | -7.553919e-03 | 9.816450e-05 | -7.652083e-03 |  0.9977 |     0.6452 |    7.7% |  7.00e-05
   2600 | -7.553800e-03 | 9.828940e-05 | -7.652089e-03 |  0.9977 |     0.6453 |    7.7% |  6.40e-05
   2625 | -7.553900e-03 | 9.819300e-05 | -7.652093e-03 |  0.9977 |     0.6453 |    7.7% |  5.82e-05
   2650 | -7.553792e-03 | 9.830656e-05 | -7.652099e-03 |  0.9977 |     0.6453 |    7.7% |  5.28e-05
   2675 | -7.554001e-03 | 9.810191e-05 | -7.652103e-03 |  0.9977 |     0.6453 |    7.7% |  4.77e-05
   2700 | -7.553766e-03 | 9.834090e-05 | -7.652106e-03 |  0.9977 |     0.6453 |    7.7% |  4.29e-05
   2725 | -7.553953e-03 | 9.815732e-05 | -7.652110e-03 |  0.9977 |     0.6453 |    7.7% |  3.84e-05
   2750 | -7.553945e-03 | 9.816815e-05 | -7.652114e-03 |  0.9977 |     0.6453 |    7.7% |  3.42e-05
   2775 | -7.554108e-03 | 9.800750e-05 | -7.652116e-03 |  0.9977 |     0.6454 |    7.7% |  3.04e-05
   2800 | -7.553749e-03 | 9.836983e-05 | -7.652119e-03 |  0.9977 |     0.6454 |    7.7% |  2.69e-05
   2825 | -7.553971e-03 | 9.815001e-05 | -7.652122e-03 |  0.9977 |     0.6454 |    7.7% |  2.37e-05
   2850 | -7.553776e-03 | 9.834728e-05 | -7.652123e-03 |  0.9977 |     0.6454 |    7.7% |  2.08e-05
   2875 | -7.553656e-03 | 9.847044e-05 | -7.652126e-03 |  0.9977 |     0.6454 |    7.7% |  1.83e-05
   2900 | -7.553869e-03 | 9.825914e-05 | -7.652129e-03 |  0.9977 |     0.6454 |    7.7% |  1.61e-05
   2925 | -7.553650e-03 | 9.847933e-05 | -7.652130e-03 |  0.9977 |     0.6454 |    7.7% |  1.42e-05
   2950 | -7.553713e-03 | 9.841803e-05 | -7.652131e-03 |  0.9977 |     0.6454 |    7.7% |  1.27e-05
   2975 | -7.553906e-03 | 9.822771e-05 | -7.652133e-03 |  0.9977 |     0.6454 |    7.7% |  1.15e-05
   3000 | -7.553935e-03 | 9.820018e-05 | -7.652135e-03 |  0.9977 |     0.6454 |    7.7% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 7.66% (epoch 3000) | Best loss: -7.554356e-03 (epoch 1577)
  Tip displacement: 0.6454 mm (expected: 0.6990 mm)
  Relative error: 7.66%
  J range: [0.997664, 1.002325]
  Training time: 117.6s (2.0min)
  ======================================================================

