╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
    425 | -7.551277e-03 | 9.498419e-05 | -7.646261e-03 |  0.9977 |     0.6238 |   10.8% |  9.62e-04
    450 | -7.551907e-03 | 9.572996e-05 | -7.647637e-03 |  0.9978 |     0.6294 |   10.0% |  9.57e-04
    475 | -7.549882e-03 | 9.017502e-05 | -7.640057e-03 |  0.9978 |     0.6026 |   13.8% |  9.52e-04
    500 | -7.551703e-03 | 9.569898e-05 | -7.647402e-03 |  0.9978 |     0.6275 |   10.2% |  9.46e-04
    525 | -7.553251e-03 | 9.556039e-05 | -7.648811e-03 |  0.9978 |     0.6336 |    9.3% |  9.40e-04
    550 | -7.552364e-03 | 8.969572e-05 | -7.642060e-03 |  0.9979 |     0.6101 |   12.7% |  9.34e-04
    575 | -7.552480e-03 | 9.581885e-05 | -7.648299e-03 |  0.9978 |     0.6310 |    9.7% |  9.27e-04
    600 | -7.553083e-03 | 9.590603e-05 | -7.648989e-03 |  0.9978 |     0.6344 |    9.2% |  9.20e-04
    625 | -7.551635e-03 | 9.649146e-05 | -7.648126e-03 |  0.9977 |     0.6301 |    9.8% |  9.13e-04
    650 | -7.552220e-03 | 9.531691e-05 | -7.647538e-03 |  0.9977 |     0.6294 |   10.0% |  9.05e-04
    675 | -7.553245e-03 | 9.600621e-05 | -7.649251e-03 |  0.9978 |     0.6350 |    9.2% |  8.98e-04
    700 | -7.551652e-03 | 9.642691e-05 | -7.648079e-03 |  0.9977 |     0.6297 |    9.9% |  8.90e-04
    725 | -7.553549e-03 | 9.642489e-05 | -7.649974e-03 |  0.9978 |     0.6378 |    8.8% |  8.81e-04
    750 | -7.552232e-03 | 9.670234e-05 | -7.648935e-03 |  0.9978 |     0.6327 |    9.5% |  8.73e-04
    775 | -7.549910e-03 | 9.958276e-05 | -7.649493e-03 |  0.9977 |     0.6358 |    9.0% |  8.64e-04
    800 | -7.553498e-03 | 9.638860e-05 | -7.649886e-03 |  0.9978 |     0.6372 |    8.8% |  8.55e-04
    825 | -7.552028e-03 | 9.862415e-05 | -7.650652e-03 |  0.9977 |     0.6398 |    8.5% |  8.46e-04
    850 | -7.552408e-03 | 9.623275e-05 | -7.648640e-03 |  0.9978 |     0.6307 |    9.8% |  8.36e-04
    875 | -7.553858e-03 | 9.701702e-05 | -7.650875e-03 |  0.9978 |     0.6410 |    8.3% |  8.26e-04
    900 | -7.552164e-03 | 9.828183e-05 | -7.650446e-03 |  0.9978 |     0.6399 |    8.5% |  8.17e-04
    925 | -7.553590e-03 | 9.536886e-05 | -7.648959e-03 |  0.9978 |     0.6335 |    9.4% |  8.06e-04
    950 | -7.553542e-03 | 9.765390e-05 | -7.651195e-03 |  0.9977 |     0.6419 |    8.2% |  7.96e-04
    975 | -7.551709e-03 | 9.961149e-05 | -7.651321e-03 |  0.9977 |     0.6424 |    8.1% |  7.85e-04
   1000 | -7.553783e-03 | 9.637876e-05 | -7.650162e-03 |  0.9978 |     0.6379 |    8.7% |  7.75e-04
   1025 | -7.554166e-03 | 9.707699e-05 | -7.651243e-03 |  0.9977 |     0.6425 |    8.1% |  7.64e-04
   1050 | -7.553843e-03 | 9.387254e-05 | -7.647716e-03 |  0.9978 |     0.6309 |    9.7% |  7.52e-04
   1075 | -7.554155e-03 | 9.657248e-05 | -7.650728e-03 |  0.9977 |     0.6410 |    8.3% |  7.41e-04
   1100 | -7.554158e-03 | 9.744240e-05 | -7.651600e-03 |  0.9977 |     0.6437 |    7.9% |  7.30e-04
   1125 | -7.553373e-03 | 9.601458e-05 | -7.649387e-03 |  0.9977 |     0.6362 |    9.0% |  7.18e-04
   1150 | -7.553765e-03 | 9.759074e-05 | -7.651356e-03 |  0.9977 |     0.6425 |    8.1% |  7.06e-04
   1175 | -7.554197e-03 | 9.716583e-05 | -7.651363e-03 |  0.9977 |     0.6432 |    8.0% |  6.94e-04
   1200 | -7.554152e-03 | 9.688578e-05 | -7.651038e-03 |  0.9977 |     0.6418 |    8.2% |  6.82e-04
   1225 | -7.554320e-03 | 9.737014e-05 | -7.651690e-03 |  0.9977 |     0.6441 |    7.9% |  6.70e-04
   1250 | -7.553828e-03 | 9.672396e-05 | -7.650552e-03 |  0.9977 |     0.6402 |    8.4% |  6.58e-04
   1275 | -7.553405e-03 | 9.850189e-05 | -7.651906e-03 |  0.9977 |     0.6447 |    7.8% |  6.46e-04
   1300 | -7.554068e-03 | 9.783941e-05 | -7.651907e-03 |  0.9977 |     0.6449 |    7.7% |  6.33e-04
   1325 | -7.550700e-03 | 1.005613e-04 | -7.651261e-03 |  0.9976 |     0.6420 |    8.1% |  6.21e-04
   1350 | -7.553221e-03 | 9.842629e-05 | -7.651648e-03 |  0.9977 |     0.6433 |    8.0% |  6.08e-04
   1375 | -7.554467e-03 | 9.753640e-05 | -7.652003e-03 |  0.9977 |     0.6450 |    7.7% |  5.95e-04
   1400 | -7.554005e-03 | 9.811234e-05 | -7.652118e-03 |  0.9977 |     0.6456 |    7.6% |  5.82e-04
   1425 | -7.554200e-03 | 9.794407e-05 | -7.652144e-03 |  0.9977 |     0.6457 |    7.6% |  5.70e-04
   1450 | -7.553981e-03 | 9.818963e-05 | -7.652171e-03 |  0.9977 |     0.6458 |    7.6% |  5.57e-04
   1475 | -7.553466e-03 | 9.884503e-05 | -7.652311e-03 |  0.9976 |     0.6461 |    7.6% |  5.44e-04
   1500 | -7.553873e-03 | 9.749100e-05 | -7.651363e-03 |  0.9977 |     0.6427 |    8.0% |  5.31e-04
   1525 | -7.553601e-03 | 9.870248e-05 | -7.652303e-03 |  0.9976 |     0.6462 |    7.5% |  5.18e-04
   1550 | -7.554176e-03 | 9.810583e-05 | -7.652282e-03 |  0.9976 |     0.6462 |    7.5% |  5.05e-04
   1575 | -7.554280e-03 | 9.810476e-05 | -7.652384e-03 |  0.9976 |     0.6466 |    7.5% |  4.92e-04
   1600 | -7.553902e-03 | 9.850718e-05 | -7.652409e-03 |  0.9976 |     0.6467 |    7.5% |  4.79e-04
   1625 | -7.554541e-03 | 9.790773e-05 | -7.652448e-03 |  0.9976 |     0.6468 |    7.5% |  4.66e-04
   1650 | -7.554222e-03 | 9.825900e-05 | -7.652481e-03 |  0.9976 |     0.6470 |    7.4% |  4.53e-04
   1675 | -7.554023e-03 | 9.849503e-05 | -7.652518e-03 |  0.9976 |     0.6471 |    7.4% |  4.40e-04
   1700 | -7.554031e-03 | 9.851648e-05 | -7.652548e-03 |  0.9976 |     0.6472 |    7.4% |  4.28e-04
   1725 | -7.554328e-03 | 9.825059e-05 | -7.652579e-03 |  0.9976 |     0.6473 |    7.4% |  4.15e-04
   1750 | -7.554251e-03 | 9.835631e-05 | -7.652608e-03 |  0.9976 |     0.6474 |    7.4% |  4.02e-04
   1775 | -7.554046e-03 | 9.858876e-05 | -7.652635e-03 |  0.9976 |     0.6475 |    7.4% |  3.89e-04
   1800 | -7.554303e-03 | 9.835630e-05 | -7.652659e-03 |  0.9976 |     0.6476 |    7.4% |  3.77e-04
   1825 | -7.554200e-03 | 9.848415e-05 | -7.652684e-03 |  0.9976 |     0.6477 |    7.3% |  3.64e-04
   1850 | -7.554063e-03 | 9.864529e-05 | -7.652708e-03 |  0.9976 |     0.6477 |    7.3% |  3.52e-04
   1875 | -7.554129e-03 | 9.860111e-05 | -7.652730e-03 |  0.9976 |     0.6478 |    7.3% |  3.40e-04
   1900 | -7.554241e-03 | 9.851110e-05 | -7.652752e-03 |  0.9976 |     0.6479 |    7.3% |  3.28e-04
   1925 | -7.554389e-03 | 9.838304e-05 | -7.652772e-03 |  0.9976 |     0.6480 |    7.3% |  3.16e-04
   1950 | -7.554449e-03 | 9.834266e-05 | -7.652791e-03 |  0.9976 |     0.6480 |    7.3% |  3.04e-04
   1975 | -7.554078e-03 | 9.873135e-05 | -7.652810e-03 |  0.9976 |     0.6481 |    7.3% |  2.92e-04
   2000 | -7.554204e-03 | 9.862322e-05 | -7.652828e-03 |  0.9976 |     0.6482 |    7.3% |  2.80e-04
   2025 | -7.554139e-03 | 9.870440e-05 | -7.652843e-03 |  0.9976 |     0.6482 |    7.3% |  2.69e-04
   2050 | -7.554139e-03 | 9.872107e-05 | -7.652860e-03 |  0.9976 |     0.6483 |    7.3% |  2.57e-04
   2075 | -7.554072e-03 | 9.880320e-05 | -7.652875e-03 |  0.9976 |     0.6483 |    7.2% |  2.46e-04
   2100 | -7.554010e-03 | 9.888085e-05 | -7.652891e-03 |  0.9976 |     0.6484 |    7.2% |  2.35e-04
   2125 | -7.554246e-03 | 9.865806e-05 | -7.652904e-03 |  0.9976 |     0.6484 |    7.2% |  2.25e-04
   2150 | -7.554282e-03 | 9.863485e-05 | -7.652917e-03 |  0.9976 |     0.6485 |    7.2% |  2.14e-04
   2175 | -7.554199e-03 | 9.873131e-05 | -7.652930e-03 |  0.9976 |     0.6485 |    7.2% |  2.04e-04
   2200 | -7.554213e-03 | 9.873038e-05 | -7.652943e-03 |  0.9976 |     0.6486 |    7.2% |  1.93e-04
   2225 | -7.554158e-03 | 9.879471e-05 | -7.652953e-03 |  0.9976 |     0.6486 |    7.2% |  1.84e-04
   2250 | -7.554083e-03 | 9.888031e-05 | -7.652964e-03 |  0.9976 |     0.6486 |    7.2% |  1.74e-04
   2275 | -7.554316e-03 | 9.866012e-05 | -7.652976e-03 |  0.9976 |     0.6487 |    7.2% |  1.64e-04
   2300 | -7.554275e-03 | 9.870917e-05 | -7.652984e-03 |  0.9976 |     0.6487 |    7.2% |  1.55e-04
   2325 | -7.553946e-03 | 9.904898e-05 | -7.652995e-03 |  0.9976 |     0.6487 |    7.2% |  1.46e-04
   2350 | -7.554434e-03 | 9.856795e-05 | -7.653002e-03 |  0.9976 |     0.6488 |    7.2% |  1.37e-04
   2375 | -7.554355e-03 | 9.865608e-05 | -7.653011e-03 |  0.9976 |     0.6488 |    7.2% |  1.29e-04
   2400 | -7.554707e-03 | 9.831271e-05 | -7.653019e-03 |  0.9976 |     0.6488 |    7.2% |  1.20e-04
   2425 | -7.554520e-03 | 9.850667e-05 | -7.653027e-03 |  0.9976 |     0.6488 |    7.2% |  1.12e-04
   2450 | -7.554435e-03 | 9.859764e-05 | -7.653033e-03 |  0.9976 |     0.6489 |    7.2% |  1.05e-04
   2475 | -7.554421e-03 | 9.861798e-05 | -7.653039e-03 |  0.9976 |     0.6489 |    7.2% |  9.71e-05
   2500 | -7.554414e-03 | 9.863010e-05 | -7.653045e-03 |  0.9976 |     0.6489 |    7.2% |  8.99e-05
   2525 | -7.554443e-03 | 9.860854e-05 | -7.653051e-03 |  0.9976 |     0.6489 |    7.2% |  8.29e-05
   2550 | -7.554331e-03 | 9.872422e-05 | -7.653056e-03 |  0.9976 |     0.6489 |    7.2% |  7.63e-05
   2575 | -7.554183e-03 | 9.887714e-05 | -7.653060e-03 |  0.9976 |     0.6490 |    7.2% |  7.00e-05
   2600 | -7.554238e-03 | 9.882831e-05 | -7.653066e-03 |  0.9976 |     0.6490 |    7.2% |  6.40e-05
   2625 | -7.554017e-03 | 9.905238e-05 | -7.653070e-03 |  0.9976 |     0.6490 |    7.2% |  5.82e-05
   2650 | -7.554283e-03 | 9.878993e-05 | -7.653073e-03 |  0.9976 |     0.6490 |    7.1% |  5.28e-05
   2675 | -7.554217e-03 | 9.885979e-05 | -7.653077e-03 |  0.9976 |     0.6490 |    7.1% |  4.77e-05
   2700 | -7.554260e-03 | 9.882123e-05 | -7.653081e-03 |  0.9976 |     0.6490 |    7.1% |  4.29e-05
   2725 | -7.553971e-03 | 9.911210e-05 | -7.653084e-03 |  0.9976 |     0.6490 |    7.1% |  3.84e-05
   2750 | -7.554211e-03 | 9.887675e-05 | -7.653087e-03 |  0.9976 |     0.6490 |    7.1% |  3.42e-05
   2775 | -7.553991e-03 | 9.909776e-05 | -7.653089e-03 |  0.9976 |     0.6490 |    7.1% |  3.04e-05
   2800 | -7.554194e-03 | 9.889821e-05 | -7.653092e-03 |  0.9976 |     0.6491 |    7.1% |  2.69e-05
   2825 | -7.554062e-03 | 9.903015e-05 | -7.653092e-03 |  0.9976 |     0.6491 |    7.1% |  2.37e-05
   2850 | -7.554148e-03 | 9.894744e-05 | -7.653096e-03 |  0.9976 |     0.6491 |    7.1% |  2.08e-05
   2875 | -7.554155e-03 | 9.894141e-05 | -7.653096e-03 |  0.9976 |     0.6491 |    7.1% |  1.83e-05
   2900 | -7.554124e-03 | 9.897447e-05 | -7.653099e-03 |  0.9976 |     0.6491 |    7.1% |  1.61e-05
   2925 | -7.553968e-03 | 9.913195e-05 | -7.653099e-03 |  0.9976 |     0.6491 |    7.1% |  1.42e-05
   2950 | -7.554215e-03 | 9.888582e-05 | -7.653101e-03 |  0.9976 |     0.6491 |    7.1% |  1.27e-05
   2975 | -7.554259e-03 | 9.884326e-05 | -7.653102e-03 |  0.9976 |     0.6491 |    7.1% |  1.15e-05
   3000 | -7.554157e-03 | 9.894629e-05 | -7.653103e-03 |  0.9976 |     0.6491 |    7.1% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 7.13% (epoch 3000) | Best loss: -7.554750e-03 (epoch 2443)
  Tip displacement: 0.6491 mm (expected: 0.6990 mm)
  Relative error: 7.13%
  J range: [0.997600, 1.002393]
  Training time: 119.5s (2.0min)
  ======================================================================

