╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -7.454433e-03 | 1.575623e-06 | -7.456008e-03 |  1.0000 |     0.0009 |   99.9% |  2.00e-05
      2 | -7.454874e-03 | 1.292325e-06 | -7.456166e-03 |  1.0000 |     0.0011 |   99.8% |  4.00e-05
      3 | -7.454298e-03 | 2.182574e-06 | -7.456481e-03 |  1.0000 |     0.0015 |   99.8% |  6.00e-05
      4 | -7.453775e-03 | 3.166903e-06 | -7.456942e-03 |  0.9999 |     0.0022 |   99.7% |  8.00e-05
      5 | -7.454074e-03 | 3.441032e-06 | -7.457515e-03 |  0.9998 |     0.0030 |   99.6% |  1.00e-04
     25 | -7.464479e-03 | 4.220810e-06 | -7.468699e-03 |  0.9996 |     0.0294 |   95.8% |  5.00e-04
     50 | -7.478707e-03 | 2.214588e-05 | -7.500853e-03 |  0.9980 |     0.1199 |   82.9% |  1.00e-03
     75 | -7.493308e-03 | 2.506881e-05 | -7.518377e-03 |  0.9982 |     0.1833 |   73.8% |  1.00e-03
    100 | -7.513308e-03 | 3.915076e-05 | -7.552458e-03 |  0.9983 |     0.2965 |   57.6% |  9.99e-04
    125 | -7.526116e-03 | 4.932844e-05 | -7.575444e-03 |  0.9982 |     0.3631 |   48.1% |  9.98e-04
    150 | -7.535422e-03 | 6.317381e-05 | -7.598596e-03 |  0.9975 |     0.4478 |   35.9% |  9.97e-04
    175 | -7.521835e-03 | 4.166775e-05 | -7.563503e-03 |  0.9976 |     0.3317 |   52.5% |  9.96e-04
    200 | -7.540513e-03 | 6.738507e-05 | -7.607898e-03 |  0.9980 |     0.4813 |   31.1% |  9.94e-04
    225 | -7.543913e-03 | 7.951092e-05 | -7.623424e-03 |  0.9976 |     0.5366 |   23.2% |  9.92e-04
    250 | -7.546984e-03 | 8.422433e-05 | -7.631208e-03 |  0.9977 |     0.5686 |   18.7% |  9.89e-04
    275 | -7.541524e-03 | 5.689695e-05 | -7.598421e-03 |  0.9978 |     0.4584 |   34.4% |  9.86e-04
    300 | -7.548099e-03 | 8.564613e-05 | -7.633745e-03 |  0.9977 |     0.5724 |   18.1% |  9.83e-04
    325 | -7.551500e-03 | 9.022181e-05 | -7.641722e-03 |  0.9977 |     0.6068 |   13.2% |  9.80e-04
    350 | -7.552508e-03 | 9.337364e-05 | -7.645882e-03 |  0.9977 |     0.6226 |   10.9% |  9.76e-04
    375 | -7.549817e-03 | 8.733971e-05 | -7.637157e-03 |  0.9979 |     0.5938 |   15.0% |  9.72e-04
    400 | -7.553271e-03 | 9.251451e-05 | -7.645786e-03 |  0.9978 |     0.6225 |   10.9% |  9.67e-04
    425 | -7.549964e-03 | 9.293976e-05 | -7.642904e-03 |  0.9979 |     0.6141 |   12.1% |  9.62e-04
    450 | -7.553303e-03 | 9.366732e-05 | -7.646970e-03 |  0.9978 |     0.6270 |   10.3% |  9.57e-04
    475 | -7.551508e-03 | 8.924057e-05 | -7.640749e-03 |  0.9978 |     0.6061 |   13.3% |  9.52e-04
    500 | -7.552512e-03 | 9.492187e-05 | -7.647434e-03 |  0.9977 |     0.6287 |   10.1% |  9.46e-04
    525 | -7.553537e-03 | 9.344488e-05 | -7.646982e-03 |  0.9977 |     0.6273 |   10.2% |  9.40e-04
    550 | -7.549976e-03 | 9.585181e-05 | -7.645828e-03 |  0.9978 |     0.6231 |   10.9% |  9.34e-04
    575 | -7.554054e-03 | 9.497670e-05 | -7.649031e-03 |  0.9977 |     0.6335 |    9.4% |  9.27e-04
    600 | -7.552061e-03 | 9.323755e-05 | -7.645299e-03 |  0.9975 |     0.6200 |   11.3% |  9.20e-04
    625 | -7.553966e-03 | 9.561035e-05 | -7.649576e-03 |  0.9976 |     0.6364 |    9.0% |  9.13e-04
    650 | -7.553465e-03 | 9.308185e-05 | -7.646547e-03 |  0.9977 |     0.6257 |   10.5% |  9.05e-04
    675 | -7.554089e-03 | 9.542413e-05 | -7.649513e-03 |  0.9977 |     0.6363 |    9.0% |  8.98e-04
    700 | -7.552729e-03 | 9.546137e-05 | -7.648190e-03 |  0.9977 |     0.6310 |    9.7% |  8.90e-04
    725 | -7.551494e-03 | 9.791610e-05 | -7.649410e-03 |  0.9977 |     0.6354 |    9.1% |  8.81e-04
    750 | -7.553043e-03 | 9.600569e-05 | -7.649049e-03 |  0.9977 |     0.6345 |    9.2% |  8.73e-04
    775 | -7.553000e-03 | 9.588593e-05 | -7.648886e-03 |  0.9977 |     0.6343 |    9.3% |  8.64e-04
    800 | -7.553939e-03 | 9.557215e-05 | -7.649512e-03 |  0.9976 |     0.6360 |    9.0% |  8.55e-04
    825 | -7.553970e-03 | 9.410660e-05 | -7.648077e-03 |  0.9977 |     0.6313 |    9.7% |  8.46e-04
    850 | -7.553210e-03 | 9.507198e-05 | -7.648283e-03 |  0.9977 |     0.6313 |    9.7% |  8.36e-04
    875 | -7.553981e-03 | 9.461885e-05 | -7.648600e-03 |  0.9977 |     0.6325 |    9.5% |  8.26e-04
    900 | -7.552409e-03 | 9.754940e-05 | -7.649958e-03 |  0.9975 |     0.6373 |    8.8% |  8.17e-04
    925 | -7.550776e-03 | 9.968735e-05 | -7.650463e-03 |  0.9976 |     0.6396 |    8.5% |  8.06e-04
    950 | -7.553777e-03 | 9.550415e-05 | -7.649281e-03 |  0.9975 |     0.6346 |    9.2% |  7.96e-04
    975 | -7.553658e-03 | 9.739109e-05 | -7.651050e-03 |  0.9977 |     0.6416 |    8.2% |  7.85e-04
   1000 | -7.553624e-03 | 9.473243e-05 | -7.648356e-03 |  0.9977 |     0.6326 |    9.5% |  7.75e-04
   1025 | -7.553375e-03 | 9.675465e-05 | -7.650129e-03 |  0.9976 |     0.6381 |    8.7% |  7.64e-04
   1050 | -7.553869e-03 | 9.555736e-05 | -7.649426e-03 |  0.9976 |     0.6361 |    9.0% |  7.52e-04
   1075 | -7.553881e-03 | 9.686478e-05 | -7.650746e-03 |  0.9976 |     0.6402 |    8.4% |  7.41e-04
