╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE | E=500000 Pa (500.0 kPa) | ν=0.45
  Beam: 10cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cpu | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 161,731
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -1.940937e-03 | 2.372141e-03 | -4.313078e-03 |  0.9935 |    -0.0040 |  2.00e-05
      2 | -3.214627e-03 | 1.098744e-03 | -4.313371e-03 |  0.9940 |    -0.0037 |  4.00e-05
      3 | -5.748424e-03 | -1.434465e-03 | -4.313959e-03 |  0.9950 |    -0.0031 |  6.00e-05
      4 | -9.529295e-03 | -5.214439e-03 | -4.314856e-03 |  0.9964 |    -0.0021 |  8.00e-05
      5 | -1.456087e-02 | -1.024476e-02 | -4.316119e-03 |  0.9983 |    -0.0005 |  1.00e-04
     25 | -3.127061e-01 | -3.083199e-01 | -4.386168e-03 |  1.0574 |     0.0591 |  5.00e-04
     50 | -3.840104e-01 | -3.796973e-01 | -4.313137e-03 |  0.9778 |    -0.0524 |  1.00e-03
     75 | -3.869606e-01 | -3.825952e-01 | -4.365346e-03 |  1.0120 |     0.1879 |  9.64e-04
    100 | -3.872918e-01 | -3.828558e-01 | -4.436026e-03 |  0.9945 |     0.5231 |  8.61e-04
    125 | -3.874396e-01 | -3.829364e-01 | -4.503162e-03 |  0.9769 |     0.8442 |  7.07e-04
    150 | -3.875233e-01 | -3.829626e-01 | -4.560780e-03 |  0.9727 |     1.1349 |  5.25e-04
    175 | -3.875805e-01 | -3.829698e-01 | -4.610754e-03 |  0.9703 |     1.3859 |  3.43e-04
    200 | -3.876165e-01 | -3.829701e-01 | -4.646359e-03 |  0.9690 |     1.5640 |  1.89e-04
    225 | -3.876360e-01 | -3.829696e-01 | -4.666379e-03 |  0.9687 |     1.6652 |  8.62e-05
    250 | -3.876456e-01 | -3.829691e-01 | -4.676430e-03 |  0.9686 |     1.7163 |  1.00e-03
    275 | -3.872288e-01 | -3.825834e-01 | -4.645352e-03 |  0.9885 |     1.5220 |  9.91e-04
    300 | -3.875719e-01 | -3.828776e-01 | -4.694302e-03 |  0.9768 |     1.7519 |  9.64e-04
    325 | -3.877272e-01 | -3.829081e-01 | -4.819167e-03 |  0.9751 |     2.3819 |  9.20e-04
    350 | -3.878531e-01 | -3.828918e-01 | -4.961289e-03 |  0.9708 |     3.1057 |  8.61e-04
    375 | -3.879688e-01 | -3.828667e-01 | -5.102068e-03 |  0.9682 |     3.8348 |  7.89e-04
    400 | -3.880774e-01 | -3.828347e-01 | -5.242671e-03 |  0.9661 |     4.5666 |  7.07e-04
