╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE | E=500000 Pa (500.0 kPa) | ν=0.45
  Beam: 10cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cpu | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 161,731
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -6.602798e-03 | -2.286735e-03 | -4.316063e-03 |  0.9999 |    -0.0016 |  2.00e-05
      2 | -7.561184e-03 | -3.245044e-03 | -4.316140e-03 |  1.0001 |    -0.0015 |  4.00e-05
      3 | -9.477399e-03 | -5.161115e-03 | -4.316283e-03 |  1.0003 |    -0.0012 |  6.00e-05
      4 | -1.235033e-02 | -8.033848e-03 | -4.316478e-03 |  1.0005 |    -0.0009 |  8.00e-05
      5 | -1.620155e-02 | -1.188484e-02 | -4.316703e-03 |  1.0009 |    -0.0005 |  1.00e-04
     25 | -3.182645e-01 | -3.138815e-01 | -4.382938e-03 |  1.0782 |     0.1554 |  5.00e-04
     50 | -3.821445e-01 | -3.777504e-01 | -4.394051e-03 |  0.9735 |     0.2307 |  1.00e-03
     75 | -3.869844e-01 | -3.825899e-01 | -4.394492e-03 |  1.0013 |     0.3430 |  9.64e-04
    100 | -3.872660e-01 | -3.828396e-01 | -4.426430e-03 |  0.9914 |     0.5381 |  8.61e-04
    125 | -3.873861e-01 | -3.829075e-01 | -4.478645e-03 |  0.9819 |     0.7828 |  7.07e-04
    150 | -3.874652e-01 | -3.829428e-01 | -4.522387e-03 |  0.9764 |     0.9974 |  5.25e-04
    175 | -3.875161e-01 | -3.829596e-01 | -4.556474e-03 |  0.9730 |     1.1680 |  3.43e-04
    200 | -3.875460e-01 | -3.829670e-01 | -4.579011e-03 |  0.9716 |     1.2843 |  1.89e-04
    225 | -3.875613e-01 | -3.829699e-01 | -4.591418e-03 |  0.9709 |     1.3485 |  8.62e-05
    250 | -3.875689e-01 | -3.829712e-01 | -4.597701e-03 |  0.9706 |     1.3807 |  1.00e-03
    275 | -3.869614e-01 | -3.823198e-01 | -4.641598e-03 |  1.0037 |     1.5364 |  9.91e-04
    300 | -3.875490e-01 | -3.828714e-01 | -4.677656e-03 |  0.9817 |     1.7267 |  9.64e-04
    325 | -3.876735e-01 | -3.829063e-01 | -4.767212e-03 |  0.9737 |     2.2009 |  9.20e-04
    350 | -3.877881e-01 | -3.829151e-01 | -4.872948e-03 |  0.9712 |     2.7492 |  8.61e-04
    375 | -3.878877e-01 | -3.829028e-01 | -4.984931e-03 |  0.9691 |     3.3214 |  7.89e-04
    400 | -3.879781e-01 | -3.828806e-01 | -5.097528e-03 |  0.9680 |     3.9056 |  7.07e-04
    425 | -3.880627e-01 | -3.828533e-01 | -5.209395e-03 |  0.9670 |     4.4789 |  6.18e-04
    450 | -3.879676e-01 | -3.826726e-01 | -5.295081e-03 |  0.9643 |     4.9230 |  5.25e-04
    475 | -3.881858e-01 | -3.828165e-01 | -5.369325e-03 |  0.9649 |     5.2952 |  4.32e-04
    500 | -3.882416e-01 | -3.827941e-01 | -5.447507e-03 |  0.9638 |     5.7112 |  3.43e-04
    525 | -3.882874e-01 | -3.827757e-01 | -5.511708e-03 |  0.9632 |     6.0597 |  2.61e-04
    550 | -3.883216e-01 | -3.827607e-01 | -5.560935e-03 |  0.9626 |     6.3320 |  1.89e-04
    575 | -3.883461e-01 | -3.827489e-01 | -5.597193e-03 |  0.9622 |     6.5336 |  1.30e-04
