╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE | E=500000 Pa (500.0 kPa) | ν=0.45
  Beam: 10cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cpu | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 161,731
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
   1275 | -3.889436e-01 | -3.823650e-01 | -6.578622e-03 |  0.9348 |    12.6236 |  1.58e-04
   1300 | -3.889663e-01 | -3.823472e-01 | -6.619133e-03 |  0.9336 |    12.8852 |  1.30e-04
   1325 | -3.889854e-01 | -3.823323e-01 | -6.653130e-03 |  0.9326 |    13.1049 |  1.06e-04
   1350 | -3.890012e-01 | -3.823198e-01 | -6.681386e-03 |  0.9317 |    13.2877 |  8.62e-05
   1375 | -3.890144e-01 | -3.823096e-01 | -6.704838e-03 |  0.9311 |    13.4395 |  7.05e-05
   1400 | -3.890255e-01 | -3.823009e-01 | -6.724562e-03 |  0.9305 |    13.5672 |  5.91e-05
   1425 | -3.890351e-01 | -3.822933e-01 | -6.741764e-03 |  0.9300 |    13.6786 |  5.23e-05
   1450 | -3.890441e-01 | -3.822864e-01 | -6.757755e-03 |  0.9295 |    13.7822 |  1.00e-03
   1475 | -3.865354e-01 | -3.818270e-01 | -4.708446e-03 |  1.0128 |     1.6780 |  9.99e-04
   1500 | -3.871598e-01 | -3.825403e-01 | -4.619516e-03 |  1.0014 |     1.5240 |  9.98e-04
   1525 | -3.874179e-01 | -3.826849e-01 | -4.733072e-03 |  0.9830 |     2.0189 |  9.95e-04
   1550 | -3.875782e-01 | -3.827516e-01 | -4.826564e-03 |  0.9788 |     2.5372 |  9.91e-04
   1575 | -3.877075e-01 | -3.827785e-01 | -4.929003e-03 |  0.9734 |     3.0885 |  9.86e-04
   1600 | -3.878247e-01 | -3.827870e-01 | -5.037662e-03 |  0.9687 |     3.6542 |  9.80e-04
   1625 | -3.879367e-01 | -3.827883e-01 | -5.148459e-03 |  0.9641 |     4.2265 |  9.72e-04
   1650 | -3.880482e-01 | -3.827829e-01 | -5.265329e-03 |  0.9596 |     4.8267 |  9.64e-04
   1675 | -3.881610e-01 | -3.827664e-01 | -5.394627e-03 |  0.9556 |     5.4930 |  9.54e-04
   1700 | -3.882740e-01 | -3.827313e-01 | -5.542625e-03 |  0.9524 |     6.2581 |  9.44e-04
   1725 | -3.883854e-01 | -3.826777e-01 | -5.707739e-03 |  0.9501 |     7.1246 |  9.32e-04
   1750 | -3.884930e-01 | -3.826128e-01 | -5.880185e-03 |  0.9490 |     8.0622 |  9.20e-04
   1775 | -3.885920e-01 | -3.825440e-01 | -6.047954e-03 |  0.9492 |     9.0221 |  9.07e-04
   1800 | -3.886805e-01 | -3.824757e-01 | -6.204737e-03 |  0.9480 |     9.9563 |  8.92e-04
   1825 | -3.878948e-01 | -3.818852e-01 | -6.009607e-03 |  0.9578 |     8.9657 |  8.77e-04
   1850 | -3.886130e-01 | -3.825595e-01 | -6.053435e-03 |  0.9514 |     9.1254 |  8.61e-04
   1875 | -3.887230e-01 | -3.824852e-01 | -6.237718e-03 |  0.9430 |    10.1328 |  8.44e-04
   1900 | -3.887943e-01 | -3.824079e-01 | -6.386391e-03 |  0.9381 |    11.0370 |  8.26e-04
   1925 | -3.888574e-01 | -3.823454e-01 | -6.512040e-03 |  0.9339 |    11.8309 |  8.08e-04
   1950 | -3.889185e-01 | -3.822917e-01 | -6.626710e-03 |  0.9294 |    12.5785 |  7.89e-04
   1975 | -3.889796e-01 | -3.822399e-01 | -6.739614e-03 |  0.9247 |    13.3248 |  7.69e-04
   2000 | -3.869499e-01 | -3.803411e-01 | -6.608772e-03 |  0.9303 |    12.7242 |  7.49e-04
   2025 | -3.889267e-01 | -3.823868e-01 | -6.539915e-03 |  0.9284 |    12.2276 |  7.28e-04
   2050 | -3.890196e-01 | -3.822719e-01 | -6.747647e-03 |  0.9187 |    13.3998 |  7.07e-04
   2075 | -3.890875e-01 | -3.821932e-01 | -6.894279e-03 |  0.9156 |    14.3355 |  6.85e-04
   2100 | -3.891435e-01 | -3.821338e-01 | -7.009691e-03 |  0.9117 |    15.0855 |  6.63e-04
   2125 | -3.891969e-01 | -3.820822e-01 | -7.114745e-03 |  0.9073 |    15.7856 |  6.40e-04
   2150 | -3.892484e-01 | -3.820339e-01 | -7.214415e-03 |  0.9032 |    16.4535 |  6.18e-04
   2175 | -3.884368e-01 | -3.811946e-01 | -7.242153e-03 |  0.9060 |    16.6972 |  5.95e-04
   2200 | -3.890959e-01 | -3.820243e-01 | -7.071616e-03 |  0.9052 |    15.6686 |  5.72e-04
   2225 | -3.893031e-01 | -3.820462e-01 | -7.256923e-03 |  0.8987 |    16.7443 |  5.48e-04
   2250 | -3.893656e-01 | -3.819851e-01 | -7.380534e-03 |  0.8967 |    17.5426 |  5.25e-04
   2275 | -3.894123e-01 | -3.819379e-01 | -7.474408e-03 |  0.8925 |    18.1547 |  5.02e-04
   2300 | -3.894582e-01 | -3.819006e-01 | -7.557608e-03 |  0.8892 |    18.7083 |  4.78e-04
   2325 | -3.895045e-01 | -3.818690e-01 | -7.635474e-03 |  0.8861 |    19.2260 |  4.55e-04
   2350 | -3.895520e-01 | -3.818415e-01 | -7.710455e-03 |  0.8832 |    19.7218 |  4.32e-04
   2375 | -3.896012e-01 | -3.818178e-01 | -7.783366e-03 |  0.8802 |    20.2023 |  4.10e-04
   2400 | -3.896528e-01 | -3.817980e-01 | -7.854834e-03 |  0.8773 |    20.6724 |  3.87e-04
   2425 | -3.897064e-01 | -3.817813e-01 | -7.925081e-03 |  0.8755 |    21.1363 |  3.65e-04
   2450 | -3.896245e-01 | -3.816314e-01 | -7.993059e-03 |  0.8730 |    21.5882 |  3.43e-04
   2475 | -3.898093e-01 | -3.817799e-01 | -8.029338e-03 |  0.8706 |    21.8147 |  3.22e-04
   2500 | -3.898653e-01 | -3.817611e-01 | -8.104162e-03 |  0.8683 |    22.3063 |  3.01e-04
   2525 | -3.899278e-01 | -3.817543e-01 | -8.173473e-03 |  0.8638 |    22.7566 |  2.81e-04
   2550 | -3.899888e-01 | -3.817481e-01 | -8.240705e-03 |  0.8589 |    23.1958 |  2.61e-04
   2575 | -3.900505e-01 | -3.817430e-01 | -8.307524e-03 |  0.8541 |    23.6298 |  2.42e-04
   2600 | -3.901114e-01 | -3.817373e-01 | -8.374149e-03 |  0.8495 |    24.0594 |  2.24e-04
   2625 | -3.901693e-01 | -3.817289e-01 | -8.440437e-03 |  0.8451 |    24.4831 |  2.06e-04
   2650 | -3.902226e-01 | -3.817171e-01 | -8.505510e-03 |  0.8411 |    24.8958 |  1.89e-04
   2675 | -3.902709e-01 | -3.817026e-01 | -8.568298e-03 |  0.8379 |    25.2911 |  1.73e-04
   2700 | -3.903145e-01 | -3.816863e-01 | -8.628141e-03 |  0.8353 |    25.6648 |  1.58e-04
   2725 | -3.903538e-01 | -3.816691e-01 | -8.684683e-03 |  0.8334 |    26.0157 |  1.43e-04
   2750 | -3.903891e-01 | -3.816515e-01 | -8.737653e-03 |  0.8319 |    26.3432 |  1.30e-04
   2775 | -3.904208e-01 | -3.816339e-01 | -8.786920e-03 |  0.8307 |    26.6472 |  1.18e-04
   2800 | -3.904491e-01 | -3.816166e-01 | -8.832467e-03 |  0.8298 |    26.9279 |  1.06e-04
   2825 | -3.904745e-01 | -3.816001e-01 | -8.874381e-03 |  0.8290 |    27.1860 |  9.56e-05
   2850 | -3.904972e-01 | -3.815843e-01 | -8.912835e-03 |  0.8284 |    27.4227 |  8.62e-05
   2875 | -3.905176e-01 | -3.815695e-01 | -8.948085e-03 |  0.8279 |    27.6396 |  7.78e-05
   2900 | -3.905360e-01 | -3.815556e-01 | -8.980440e-03 |  0.8275 |    27.8387 |  7.05e-05
   2925 | -3.905528e-01 | -3.815425e-01 | -9.010258e-03 |  0.8271 |    28.0222 |  6.42e-05
   2950 | -3.905681e-01 | -3.815302e-01 | -9.037936e-03 |  0.8267 |    28.1924 |  5.91e-05
   2975 | -3.905823e-01 | -3.815184e-01 | -9.063905e-03 |  0.8264 |    28.3522 |  5.51e-05
   3000 | -3.905957e-01 | -3.815071e-01 | -9.088623e-03 |  0.8261 |    28.5043 |  5.23e-05

  ======================================================================
  ✅ CARTILAGE COMPLETE
  Best loss: -3.905957e-01 (epoch 3000)
  Tip displacement: 28.5103 mm (expected: 8.0932 mm)
  Relative error: 252.27%
  J range: [0.826053, 1.320153]
  Training time: 418.3s (7.0min)
  ======================================================================

