╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE | E=500000 Pa (500.0 kPa) | ν=0.45
  Beam: 10cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cpu | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 161,731
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -6.965959e-03 | -2.652068e-03 | -4.313891e-03 |  1.0000 |    -0.0071 |  2.00e-05
      2 | -7.971262e-03 | -3.656986e-03 | -4.314275e-03 |  1.0001 |    -0.0064 |  4.00e-05
      3 | -9.985380e-03 | -5.670337e-03 | -4.315043e-03 |  1.0004 |    -0.0050 |  6.00e-05
      4 | -1.302103e-02 | -8.704836e-03 | -4.316189e-03 |  1.0008 |    -0.0029 |  8.00e-05
      5 | -1.711575e-02 | -1.279805e-02 | -4.317706e-03 |  1.0014 |    -0.0002 |  1.00e-04
     25 | -3.103015e-01 | -3.059902e-01 | -4.311252e-03 |  1.0548 |    -0.1834 |  5.00e-04
     50 | -3.849928e-01 | -3.806910e-01 | -4.301811e-03 |  0.9687 |    -0.0521 |  1.00e-03
     75 | -3.868635e-01 | -3.825019e-01 | -4.361595e-03 |  1.0130 |     0.1664 |  9.64e-04
    100 | -3.872232e-01 | -3.827976e-01 | -4.425629e-03 |  0.9861 |     0.4877 |  8.61e-04
    125 | -3.873733e-01 | -3.828819e-01 | -4.491422e-03 |  0.9737 |     0.8051 |  7.07e-04
    150 | -3.874669e-01 | -3.829257e-01 | -4.541250e-03 |  0.9681 |     1.0666 |  5.25e-04
    175 | -3.875228e-01 | -3.829377e-01 | -4.585114e-03 |  0.9671 |     1.2905 |  3.43e-04
    200 | -3.875586e-01 | -3.829438e-01 | -4.614838e-03 |  0.9666 |     1.4433 |  1.89e-04
    225 | -3.875782e-01 | -3.829464e-01 | -4.631843e-03 |  0.9665 |     1.5297 |  8.62e-05
    250 | -3.875881e-01 | -3.829478e-01 | -4.640318e-03 |  0.9664 |     1.5730 |  1.00e-03
    275 | -3.875594e-01 | -3.828225e-01 | -4.736961e-03 |  0.9861 |     2.1103 |  9.91e-04
    300 | -3.877051e-01 | -3.828583e-01 | -4.846863e-03 |  0.9708 |     2.6798 |  9.64e-04
    325 | -3.877509e-01 | -3.828089e-01 | -4.941994e-03 |  0.9672 |     3.1360 |  9.20e-04
    350 | -3.879237e-01 | -3.828565e-01 | -5.067228e-03 |  0.9634 |     3.7883 |  8.61e-04
    375 | -3.863373e-01 | -3.811756e-01 | -5.161741e-03 |  0.9607 |     4.2889 |  7.89e-04
    400 | -3.880199e-01 | -3.828538e-01 | -5.166140e-03 |  0.9638 |     4.2416 |  7.07e-04
    425 | -3.881006e-01 | -3.828245e-01 | -5.276077e-03 |  0.9626 |     4.8158 |  6.18e-04
    450 | -3.881827e-01 | -3.828007e-01 | -5.381934e-03 |  0.9609 |     5.3870 |  5.25e-04
    475 | -3.882510e-01 | -3.827763e-01 | -5.474620e-03 |  0.9601 |     5.8958 |  4.32e-04
    500 | -3.883054e-01 | -3.827523e-01 | -5.553095e-03 |  0.9598 |     6.3327 |  3.43e-04
    525 | -3.883477e-01 | -3.827307e-01 | -5.617035e-03 |  0.9593 |     6.6893 |  2.61e-04
    550 | -3.883796e-01 | -3.827132e-01 | -5.666451e-03 |  0.9588 |     6.9667 |  1.89e-04
    575 | -3.884026e-01 | -3.827001e-01 | -5.702524e-03 |  0.9584 |     7.1710 |  1.30e-04
    600 | -3.884186e-01 | -3.826910e-01 | -5.727551e-03 |  0.9582 |     7.3139 |  8.62e-05
    625 | -3.884293e-01 | -3.826846e-01 | -5.744651e-03 |  0.9580 |     7.4120 |  5.91e-05
    650 | -3.884374e-01 | -3.826798e-01 | -5.757571e-03 |  0.9578 |     7.4864 |  1.00e-03
