╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE | E=500000 Pa (500.0 kPa) | ν=0.45
  Beam: 10cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cpu | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 161,731
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -5.117869e-03 | -7.989607e-04 | -4.318908e-03 |  0.9998 |     0.0099 |  2.00e-05
      2 | -6.008109e-03 | -1.689215e-03 | -4.318894e-03 |  0.9999 |     0.0098 |  4.00e-05
      3 | -7.786091e-03 | -3.467234e-03 | -4.318857e-03 |  1.0001 |     0.0096 |  6.00e-05
      4 | -1.045673e-02 | -6.137950e-03 | -4.318781e-03 |  1.0004 |     0.0093 |  8.00e-05
      5 | -1.403887e-02 | -9.720232e-03 | -4.318638e-03 |  1.0007 |     0.0087 |  1.00e-04
     25 | -3.203362e-01 | -3.159862e-01 | -4.349959e-03 |  1.0677 |     0.0411 |  5.00e-04
     50 | -3.840567e-01 | -3.797369e-01 | -4.319794e-03 |  0.9722 |    -0.0150 |  1.00e-03
     75 | -3.869588e-01 | -3.826030e-01 | -4.355819e-03 |  1.0138 |     0.1383 |  9.64e-04
    100 | -3.872481e-01 | -3.828352e-01 | -4.412867e-03 |  0.9940 |     0.4216 |  8.61e-04
    125 | -3.873805e-01 | -3.829122e-01 | -4.468301e-03 |  0.9792 |     0.6865 |  7.07e-04
    150 | -3.874588e-01 | -3.829424e-01 | -4.516421e-03 |  0.9768 |     0.9149 |  5.25e-04
    175 | -3.875087e-01 | -3.829563e-01 | -4.552407e-03 |  0.9752 |     1.0895 |  3.43e-04
    200 | -3.875398e-01 | -3.829645e-01 | -4.575285e-03 |  0.9746 |     1.2024 |  1.89e-04
    225 | -3.875568e-01 | -3.829693e-01 | -4.587507e-03 |  0.9744 |     1.2635 |  8.62e-05
    250 | -3.875654e-01 | -3.829719e-01 | -4.593515e-03 |  0.9744 |     1.2937 |  1.00e-03
    275 | -3.874395e-01 | -3.827771e-01 | -4.662424e-03 |  0.9709 |     1.6708 |  9.91e-04
    300 | -3.877129e-01 | -3.829540e-01 | -4.758862e-03 |  0.9758 |     2.1183 |  9.64e-04
    325 | -3.878147e-01 | -3.829525e-01 | -4.862159e-03 |  0.9734 |     2.6520 |  9.20e-04
    350 | -3.878268e-01 | -3.828829e-01 | -4.943863e-03 |  0.9743 |     3.0236 |  8.61e-04
    375 | -3.879528e-01 | -3.829193e-01 | -5.033488e-03 |  0.9712 |     3.4563 |  7.89e-04
    400 | -3.880057e-01 | -3.828663e-01 | -5.139389e-03 |  0.9690 |     4.0048 |  7.07e-04
    425 | -3.881077e-01 | -3.828648e-01 | -5.242854e-03 |  0.9662 |     4.5293 |  6.18e-04
    450 | -3.881766e-01 | -3.828391e-01 | -5.337561e-03 |  0.9652 |     5.0254 |  5.25e-04
    475 | -3.882347e-01 | -3.828105e-01 | -5.424276e-03 |  0.9635 |     5.4772 |  4.32e-04
    500 | -3.882832e-01 | -3.827867e-01 | -5.496494e-03 |  0.9621 |     5.8619 |  3.43e-04
    525 | -3.883219e-01 | -3.827674e-01 | -5.554495e-03 |  0.9610 |     6.1774 |  2.61e-04
    550 | -3.883516e-01 | -3.827525e-01 | -5.599021e-03 |  0.9603 |     6.4237 |  1.89e-04
    575 | -3.883732e-01 | -3.827417e-01 | -5.631511e-03 |  0.9588 |     6.6057 |  1.30e-04
    600 | -3.883882e-01 | -3.827341e-01 | -5.654087e-03 |  0.9577 |     6.7333 |  8.62e-05
    625 | -3.883985e-01 | -3.827290e-01 | -5.669537e-03 |  0.9570 |     6.8212 |  5.91e-05
    650 | -3.884062e-01 | -3.827250e-01 | -5.681230e-03 |  0.9565 |     6.8880 |  1.00e-03
    675 | -3.865176e-01 | -3.818552e-01 | -4.662402e-03 |  0.9867 |     1.6082 |  9.98e-04
    700 | -3.872963e-01 | -3.826772e-01 | -4.619164e-03 |  0.9855 |     1.4389 |  9.91e-04
    725 | -3.876282e-01 | -3.828902e-01 | -4.738010e-03 |  0.9718 |     2.0703 |  9.80e-04
    750 | -3.877893e-01 | -3.829102e-01 | -4.879070e-03 |  0.9676 |     2.7777 |  9.64e-04
    775 | -3.879296e-01 | -3.828899e-01 | -5.039695e-03 |  0.9649 |     3.5262 |  9.44e-04
    800 | -3.880510e-01 | -3.828502e-01 | -5.200829e-03 |  0.9638 |     4.2783 |  9.20e-04
    825 | -3.881595e-01 | -3.828069e-01 | -5.352554e-03 |  0.9626 |     5.0233 |  8.92e-04
    850 | -3.882594e-01 | -3.827644e-01 | -5.494984e-03 |  0.9614 |     5.7657 |  8.61e-04
    875 | -3.883519e-01 | -3.827189e-01 | -5.632983e-03 |  0.9574 |     6.5209 |  8.26e-04
    900 | -3.884395e-01 | -3.826740e-01 | -5.765527e-03 |  0.9523 |     7.2848 |  7.89e-04
    925 | -3.885218e-01 | -3.826293e-01 | -5.892471e-03 |  0.9485 |     8.0489 |  7.49e-04
    950 | -3.884516e-01 | -3.824338e-01 | -6.017822e-03 |  0.9457 |     8.7846 |  7.07e-04
    975 | -3.886447e-01 | -3.825363e-01 | -6.108396e-03 |  0.9423 |     9.3997 |  6.63e-04
   1000 | -3.882667e-01 | -3.820670e-01 | -6.199713e-03 |  0.9408 |    10.0090 |  6.18e-04
   1025 | -3.887481e-01 | -3.824653e-01 | -6.282810e-03 |  0.9375 |    10.4870 |  5.72e-04
   1050 | -3.888291e-01 | -3.824475e-01 | -6.381664e-03 |  0.9341 |    11.1272 |  5.25e-04
   1075 | -3.888898e-01 | -3.824130e-01 | -6.476894e-03 |  0.9312 |    11.7549 |  4.78e-04
   1100 | -3.889444e-01 | -3.823758e-01 | -6.568542e-03 |  0.9283 |    12.3545 |  4.32e-04
   1125 | -3.889948e-01 | -3.823415e-01 | -6.653284e-03 |  0.9256 |    12.9129 |  3.87e-04
   1150 | -3.890414e-01 | -3.823102e-01 | -6.731163e-03 |  0.9229 |    13.4277 |  3.43e-04
   1175 | -3.890840e-01 | -3.822821e-01 | -6.801858e-03 |  0.9203 |    13.8962 |  3.01e-04
   1200 | -3.891225e-01 | -3.822572e-01 | -6.865317e-03 |  0.9178 |    14.3171 |  2.61e-04
   1225 | -3.891571e-01 | -3.822354e-01 | -6.921639e-03 |  0.9154 |    14.6906 |  2.24e-04
   1250 | -3.891878e-01 | -3.822168e-01 | -6.971005e-03 |  0.9132 |    15.0176 |  1.89e-04
   1275 | -3.892146e-01 | -3.822009e-01 | -7.013678e-03 |  0.9112 |    15.2998 |  1.58e-04
   1300 | -3.892376e-01 | -3.821875e-01 | -7.050033e-03 |  0.9094 |    15.5398 |  1.30e-04
   1325 | -3.892571e-01 | -3.821765e-01 | -7.080591e-03 |  0.9079 |    15.7413 |  1.06e-04
   1350 | -3.892735e-01 | -3.821675e-01 | -7.106030e-03 |  0.9066 |    15.9089 |  8.62e-05
   1375 | -3.892872e-01 | -3.821601e-01 | -7.127173e-03 |  0.9055 |    16.0480 |  7.05e-05
   1400 | -3.892988e-01 | -3.821538e-01 | -7.144983e-03 |  0.9046 |    16.1651 |  5.91e-05
   1425 | -3.893091e-01 | -3.821485e-01 | -7.160537e-03 |  0.9038 |    16.2673 |  5.23e-05
   1450 | -3.893186e-01 | -3.821436e-01 | -7.175017e-03 |  0.9030 |    16.3625 |  1.00e-03
   1475 | -3.859354e-01 | -3.812748e-01 | -4.660542e-03 |  0.9640 |     1.5891 |  9.99e-04
   1500 | -3.871321e-01 | -3.825528e-01 | -4.579317e-03 |  0.9858 |     1.3799 |  9.98e-04
   1525 | -3.874594e-01 | -3.827483e-01 | -4.711064e-03 |  0.9788 |     2.0061 |  9.95e-04
   1550 | -3.876729e-01 | -3.828309e-01 | -4.842027e-03 |  0.9751 |     2.7146 |  9.91e-04
   1575 | -3.878546e-01 | -3.828441e-01 | -5.010489e-03 |  0.9685 |     3.5473 |  9.86e-04
   1600 | -3.880225e-01 | -3.828276e-01 | -5.194829e-03 |  0.9632 |     4.4623 |  9.80e-04
   1625 | -3.881810e-01 | -3.827911e-01 | -5.389966e-03 |  0.9589 |     5.4405 |  9.72e-04
   1650 | -3.883325e-01 | -3.827388e-01 | -5.593728e-03 |  0.9556 |     6.4836 |  9.64e-04
   1675 | -3.884667e-01 | -3.826586e-01 | -5.808027e-03 |  0.9530 |     7.6065 |  9.54e-04
   1700 | -3.885854e-01 | -3.825727e-01 | -6.012714e-03 |  0.9521 |     8.7521 |  9.44e-04
   1725 | -3.885734e-01 | -3.823610e-01 | -6.212406e-03 |  0.9506 |     9.9331 |  9.32e-04
   1750 | -3.885939e-01 | -3.825290e-01 | -6.064859e-03 |  0.9543 |     9.2080 |  9.20e-04
   1775 | -3.887319e-01 | -3.824680e-01 | -6.263901e-03 |  0.9496 |    10.2754 |  9.07e-04
   1800 | -3.888519e-01 | -3.823889e-01 | -6.462997e-03 |  0.9455 |    11.4984 |  8.92e-04
   1825 | -3.886676e-01 | -3.820211e-01 | -6.646518e-03 |  0.9395 |    12.6833 |  8.77e-04
   1850 | -3.888571e-01 | -3.824885e-01 | -6.368599e-03 |  0.9509 |    11.1798 |  8.61e-04
   1875 | -3.889461e-01 | -3.823587e-01 | -6.587428e-03 |  0.9379 |    12.3423 |  8.44e-04
   1900 | -3.890378e-01 | -3.822425e-01 | -6.795336e-03 |  0.9327 |    13.6488 |  8.26e-04
   1925 | -3.879719e-01 | -3.809968e-01 | -6.975158e-03 |  0.9247 |    14.8057 |  8.08e-04
   1950 | -3.888966e-01 | -3.821433e-01 | -6.753333e-03 |  0.9358 |    13.6032 |  7.89e-04
   1975 | -3.891510e-01 | -3.821829e-01 | -6.968165e-03 |  0.9248 |    14.8260 |  7.69e-04
   2000 | -3.892213e-01 | -3.820677e-01 | -7.153668e-03 |  0.9199 |    16.0242 |  7.49e-04
   2025 | -3.886755e-01 | -3.816505e-01 | -7.024954e-03 |  0.9276 |    15.4453 |  7.28e-04
   2050 | -3.892090e-01 | -3.820849e-01 | -7.124133e-03 |  0.9167 |    15.9351 |  7.07e-04
   2075 | -3.893262e-01 | -3.820027e-01 | -7.323493e-03 |  0.9128 |    17.1695 |  6.85e-04
   2100 | -3.893581e-01 | -3.818872e-01 | -7.470960e-03 |  0.9069 |    18.1456 |  6.63e-04
   2125 | -3.891101e-01 | -3.818881e-01 | -7.221957e-03 |  0.9147 |    16.7296 |  6.40e-04
   2150 | -3.894115e-01 | -3.820147e-01 | -7.396820e-03 |  0.9073 |    17.6880 |  6.18e-04
   2175 | -3.894855e-01 | -3.819064e-01 | -7.579128e-03 |  0.9021 |    18.8479 |  5.95e-04
   2200 | -3.895508e-01 | -3.818394e-01 | -7.711399e-03 |  0.8966 |    19.7300 |  5.72e-04
   2225 | -3.895327e-01 | -3.817065e-01 | -7.826189e-03 |  0.8941 |    20.5008 |  5.48e-04
   2250 | -3.895028e-01 | -3.818680e-01 | -7.634855e-03 |  0.8974 |    19.3778 |  5.25e-04
   2275 | -3.896663e-01 | -3.818459e-01 | -7.820375e-03 |  0.8910 |    20.4406 |  5.02e-04
   2300 | -3.897489e-01 | -3.817783e-01 | -7.970599e-03 |  0.8863 |    21.4173 |  4.78e-04
   2325 | -3.898216e-01 | -3.817304e-01 | -8.091231e-03 |  0.8813 |    22.2159 |  4.55e-04
   2350 | -3.898209e-01 | -3.816189e-01 | -8.201931e-03 |  0.8782 |    22.9447 |  4.32e-04
   2375 | -3.896760e-01 | -3.815908e-01 | -8.085189e-03 |  0.8816 |    22.2641 |  4.10e-04
   2400 | -3.899587e-01 | -3.817051e-01 | -8.253540e-03 |  0.8774 |    23.2704 |  3.87e-04
   2425 | -3.900480e-01 | -3.816649e-01 | -8.383078e-03 |  0.8733 |    24.1203 |  3.65e-04
   2450 | -3.901179e-01 | -3.816243e-01 | -8.493585e-03 |  0.8695 |    24.8430 |  3.43e-04
   2475 | -3.901845e-01 | -3.815864e-01 | -8.598112e-03 |  0.8667 |    25.5241 |  3.22e-04
   2500 | -3.902489e-01 | -3.815489e-01 | -8.699922e-03 |  0.8640 |    26.1859 |  3.01e-04
   2525 | -3.903104e-01 | -3.815115e-01 | -8.798881e-03 |  0.8612 |    26.8266 |  2.81e-04
   2550 | -3.903689e-01 | -3.814741e-01 | -8.894802e-03 |  0.8586 |    27.4435 |  2.61e-04
   2575 | -3.904240e-01 | -3.814369e-01 | -8.987110e-03 |  0.8562 |    28.0333 |  2.42e-04
   2600 | -3.904755e-01 | -3.814003e-01 | -9.075239e-03 |  0.8539 |    28.5915 |  2.24e-04
