╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE | E=500000 Pa (500.0 kPa) | ν=0.45
  Beam: 10cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cpu | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 161,731
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -1.567236e-03 | 2.746283e-03 | -4.313519e-03 |  0.9994 |    -0.0086 |  2.00e-05
      2 | -2.539898e-03 | 1.774048e-03 | -4.313947e-03 |  0.9995 |    -0.0077 |  4.00e-05
      3 | -4.471406e-03 | -1.565992e-04 | -4.314807e-03 |  0.9997 |    -0.0058 |  6.00e-05
      4 | -7.337508e-03 | -3.021406e-03 | -4.316102e-03 |  1.0000 |    -0.0030 |  8.00e-05
      5 | -1.112515e-02 | -6.807385e-03 | -4.317770e-03 |  1.0004 |     0.0006 |  1.00e-04
     25 | -3.070296e-01 | -3.026564e-01 | -4.373291e-03 |  1.0726 |     0.1069 |  5.00e-04
     50 | -3.817936e-01 | -3.774189e-01 | -4.374640e-03 |  0.9826 |     0.1750 |  1.00e-03
     75 | -3.869107e-01 | -3.825259e-01 | -4.384805e-03 |  1.0120 |     0.3368 |  9.64e-04
    100 | -3.872297e-01 | -3.828005e-01 | -4.429229e-03 |  0.9904 |     0.5317 |  8.61e-04
    125 | -3.873515e-01 | -3.828838e-01 | -4.467798e-03 |  0.9760 |     0.7161 |  7.07e-04
    150 | -3.874255e-01 | -3.829224e-01 | -4.503116e-03 |  0.9743 |     0.8893 |  5.25e-04
    175 | -3.874725e-01 | -3.829413e-01 | -4.531215e-03 |  0.9712 |     1.0276 |  3.43e-04
    200 | -3.875008e-01 | -3.829507e-01 | -4.550056e-03 |  0.9701 |     1.1209 |  1.89e-04
    225 | -3.875153e-01 | -3.829551e-01 | -4.560211e-03 |  0.9698 |     1.1720 |  8.62e-05
    250 | -3.875223e-01 | -3.829571e-01 | -4.565212e-03 |  0.9697 |     1.1973 |  1.00e-03
    275 | -3.874392e-01 | -3.828109e-01 | -4.628236e-03 |  0.9648 |     1.5640 |  9.91e-04
    300 | -3.876284e-01 | -3.829257e-01 | -4.702660e-03 |  0.9692 |     1.9336 |  9.64e-04
    325 | -3.877273e-01 | -3.829348e-01 | -4.792545e-03 |  0.9705 |     2.3897 |  9.20e-04
    350 | -3.876412e-01 | -3.827944e-01 | -4.846777e-03 |  0.9662 |     2.6389 |  8.61e-04
    375 | -3.878526e-01 | -3.829188e-01 | -4.933761e-03 |  0.9674 |     3.0472 |  7.89e-04
    400 | -3.879322e-01 | -3.829081e-01 | -5.024113e-03 |  0.9660 |     3.5089 |  7.07e-04
    425 | -3.880039e-01 | -3.828944e-01 | -5.109477e-03 |  0.9648 |     3.9491 |  6.18e-04
    450 | -3.880666e-01 | -3.828790e-01 | -5.187693e-03 |  0.9641 |     4.3556 |  5.25e-04
    475 | -3.881198e-01 | -3.828611e-01 | -5.258695e-03 |  0.9636 |     4.7219 |  4.32e-04
    500 | -3.881635e-01 | -3.828442e-01 | -5.319324e-03 |  0.9632 |     5.0375 |  3.43e-04
    525 | -3.881983e-01 | -3.828297e-01 | -5.368647e-03 |  0.9628 |     5.2969 |  2.61e-04
    550 | -3.882248e-01 | -3.828181e-01 | -5.406704e-03 |  0.9624 |     5.4991 |  1.89e-04
    575 | -3.882441e-01 | -3.828096e-01 | -5.434490e-03 |  0.9622 |     5.6479 |  1.30e-04
    600 | -3.882574e-01 | -3.828036e-01 | -5.453783e-03 |  0.9620 |     5.7519 |  8.62e-05
    625 | -3.882664e-01 | -3.827994e-01 | -5.466972e-03 |  0.9619 |     5.8233 |  5.91e-05
    650 | -3.882733e-01 | -3.827963e-01 | -5.476946e-03 |  0.9618 |     5.8775 |  1.00e-03
    675 | -3.862773e-01 | -3.816197e-01 | -4.657650e-03 |  0.9875 |     1.6094 |  9.98e-04
    700 | -3.872794e-01 | -3.826714e-01 | -4.607962e-03 |  0.9836 |     1.3882 |  9.91e-04
    725 | -3.875932e-01 | -3.828815e-01 | -4.711738e-03 |  0.9753 |     1.8933 |  9.80e-04
    750 | -3.877316e-01 | -3.828992e-01 | -4.832422e-03 |  0.9714 |     2.4939 |  9.64e-04
    775 | -3.878523e-01 | -3.828840e-01 | -4.968389e-03 |  0.9683 |     3.1438 |  9.44e-04
    800 | -3.879664e-01 | -3.828546e-01 | -5.111808e-03 |  0.9654 |     3.8186 |  9.20e-04
    825 | -3.880711e-01 | -3.828194e-01 | -5.251696e-03 |  0.9625 |     4.4916 |  8.92e-04
    850 | -3.881651e-01 | -3.827848e-01 | -5.380220e-03 |  0.9612 |     5.1458 |  8.61e-04
    875 | -3.882486e-01 | -3.827504e-01 | -5.498166e-03 |  0.9609 |     5.7836 |  8.26e-04
    900 | -3.883246e-01 | -3.827161e-01 | -5.608454e-03 |  0.9602 |     6.4053 |  7.89e-04
    925 | -3.883953e-01 | -3.826828e-01 | -5.712503e-03 |  0.9591 |     7.0127 |  7.49e-04
    950 | -3.884626e-01 | -3.826512e-01 | -5.811485e-03 |  0.9579 |     7.6096 |  7.07e-04
    975 | -3.885272e-01 | -3.826205e-01 | -5.906760e-03 |  0.9568 |     8.1982 |  6.63e-04
   1000 | -3.885889e-01 | -3.825900e-01 | -5.998941e-03 |  0.9538 |     8.7771 |  6.18e-04
   1025 | -3.886475e-01 | -3.825597e-01 | -6.087795e-03 |  0.9501 |     9.3415 |  5.72e-04
   1050 | -3.886878e-01 | -3.825158e-01 | -6.171986e-03 |  0.9464 |     9.8841 |  5.25e-04
   1075 | -3.887296e-01 | -3.825202e-01 | -6.209435e-03 |  0.9448 |    10.1543 |  4.78e-04
   1100 | -3.887819e-01 | -3.824877e-01 | -6.294198e-03 |  0.9411 |    10.6635 |  4.32e-04
   1125 | -3.888249e-01 | -3.824629e-01 | -6.362029e-03 |  0.9386 |    11.1042 |  3.87e-04
   1150 | -3.888651e-01 | -3.824402e-01 | -6.424904e-03 |  0.9360 |    11.5154 |  3.43e-04
   1175 | -3.889018e-01 | -3.824189e-01 | -6.482904e-03 |  0.9337 |    11.8940 |  3.01e-04
   1200 | -3.889350e-01 | -3.823994e-01 | -6.535600e-03 |  0.9316 |    12.2374 |  2.61e-04
   1225 | -3.889647e-01 | -3.823819e-01 | -6.582790e-03 |  0.9298 |    12.5447 |  2.24e-04
   1250 | -3.889908e-01 | -3.823664e-01 | -6.624368e-03 |  0.9283 |    12.8153 |  1.89e-04
   1275 | -3.890136e-01 | -3.823532e-01 | -6.660410e-03 |  0.9269 |    13.0497 |  1.58e-04
   1300 | -3.890332e-01 | -3.823420e-01 | -6.691167e-03 |  0.9258 |    13.2496 |  1.30e-04
   1325 | -3.890498e-01 | -3.823327e-01 | -6.717048e-03 |  0.9248 |    13.4178 |  1.06e-04
   1350 | -3.890637e-01 | -3.823251e-01 | -6.738614e-03 |  0.9241 |    13.5579 |  8.62e-05
   1375 | -3.890754e-01 | -3.823188e-01 | -6.756557e-03 |  0.9234 |    13.6744 |  7.05e-05
   1400 | -3.890853e-01 | -3.823136e-01 | -6.771684e-03 |  0.9228 |    13.7727 |  5.91e-05
   1425 | -3.890940e-01 | -3.823090e-01 | -6.784907e-03 |  0.9224 |    13.8585 |  5.23e-05
   1450 | -3.891020e-01 | -3.823048e-01 | -6.797228e-03 |  0.9219 |    13.9384 |  1.00e-03
   1475 | -3.831636e-01 | -3.785521e-01 | -4.611461e-03 |  1.0136 |     1.5280 |  9.99e-04
   1500 | -3.867461e-01 | -3.821687e-01 | -4.577368e-03 |  0.9865 |     1.2276 |  9.98e-04
   1525 | -3.874921e-01 | -3.827989e-01 | -4.693212e-03 |  0.9878 |     1.8889 |  9.95e-04
   1550 | -3.876973e-01 | -3.828532e-01 | -4.844108e-03 |  0.9853 |     2.6856 |  9.91e-04
   1575 | -3.878995e-01 | -3.828703e-01 | -5.029166e-03 |  0.9804 |     3.6396 |  9.86e-04
   1600 | -3.880977e-01 | -3.828327e-01 | -5.264927e-03 |  0.9724 |     4.8509 |  9.80e-04
   1625 | -3.882969e-01 | -3.827407e-01 | -5.556248e-03 |  0.9654 |     6.3485 |  9.72e-04
   1650 | -3.884876e-01 | -3.826087e-01 | -5.878904e-03 |  0.9595 |     8.0391 |  9.64e-04
   1675 | -3.882641e-01 | -3.825131e-01 | -5.751038e-03 |  0.9677 |     7.4012 |  9.54e-04
   1700 | -3.884414e-01 | -3.827207e-01 | -5.720605e-03 |  0.9644 |     7.2056 |  9.44e-04
   1725 | -3.886017e-01 | -3.825938e-01 | -6.007980e-03 |  0.9486 |     8.7357 |  9.32e-04
   1750 | -3.887393e-01 | -3.824577e-01 | -6.281555e-03 |  0.9360 |    10.3061 |  9.20e-04
   1775 | -3.888536e-01 | -3.823853e-01 | -6.468330e-03 |  0.9285 |    11.5154 |  9.07e-04
   1800 | -3.875977e-01 | -3.817855e-01 | -5.812247e-03 |  0.9606 |     7.9688 |  8.92e-04
   1825 | -3.885481e-01 | -3.826707e-01 | -5.877400e-03 |  0.9511 |     8.1636 |  8.77e-04
   1850 | -3.887389e-01 | -3.825602e-01 | -6.178683e-03 |  0.9344 |     9.7897 |  8.61e-04
   1875 | -3.888891e-01 | -3.823833e-01 | -6.505743e-03 |  0.9225 |    11.6325 |  8.44e-04
   1900 | -3.890011e-01 | -3.822595e-01 | -6.741626e-03 |  0.9171 |    13.1235 |  8.26e-04
   1925 | -3.890714e-01 | -3.821823e-01 | -6.889155e-03 |  0.9118 |    14.1971 |  8.08e-04
   1950 | -3.889464e-01 | -3.823302e-01 | -6.616206e-03 |  0.9229 |    12.7883 |  7.89e-04
   1975 | -3.890840e-01 | -3.822154e-01 | -6.868633e-03 |  0.9131 |    14.1574 |  7.69e-04
   2000 | -3.891910e-01 | -3.821059e-01 | -7.085118e-03 |  0.9084 |    15.5313 |  7.49e-04
