╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE | E=500000 Pa (500.0 kPa) | ν=0.45
  Beam: 10cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cpu | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 161,731
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -4.690119e-03 | -3.706841e-04 | -4.319435e-03 |  0.9997 |     0.0100 |  2.00e-05
      2 | -5.685804e-03 | -1.366002e-03 | -4.319802e-03 |  0.9998 |     0.0107 |  4.00e-05
      3 | -7.675961e-03 | -3.355418e-03 | -4.320543e-03 |  1.0000 |     0.0120 |  6.00e-05
      4 | -1.065429e-02 | -6.332624e-03 | -4.321665e-03 |  1.0003 |     0.0139 |  8.00e-05
      5 | -1.464016e-02 | -1.031698e-02 | -4.323177e-03 |  1.0006 |     0.0166 |  1.00e-04
     25 | -3.181010e-01 | -3.138818e-01 | -4.219196e-03 |  1.0432 |    -0.3108 |  5.00e-04
     50 | -3.839422e-01 | -3.796829e-01 | -4.259337e-03 |  0.9576 |    -0.2324 |  1.00e-03
     75 | -3.869708e-01 | -3.826433e-01 | -4.327585e-03 |  1.0078 |     0.0008 |  9.64e-04
    100 | -3.872600e-01 | -3.828655e-01 | -4.394453e-03 |  0.9895 |     0.2864 |  8.61e-04
    125 | -3.873747e-01 | -3.829278e-01 | -4.446852e-03 |  0.9819 |     0.5303 |  7.07e-04
    150 | -3.874430e-01 | -3.829565e-01 | -4.486566e-03 |  0.9771 |     0.7270 |  5.25e-04
    175 | -3.874870e-01 | -3.829704e-01 | -4.516564e-03 |  0.9754 |     0.8786 |  3.43e-04
    200 | -3.875141e-01 | -3.829776e-01 | -4.536506e-03 |  0.9751 |     0.9793 |  1.89e-04
    225 | -3.875284e-01 | -3.829811e-01 | -4.547304e-03 |  0.9748 |     1.0341 |  8.62e-05
    250 | -3.875353e-01 | -3.829827e-01 | -4.552609e-03 |  0.9746 |     1.0612 |  1.00e-03
    275 | -3.875395e-01 | -3.829332e-01 | -4.606250e-03 |  0.9792 |     1.3777 |  9.91e-04
    300 | -3.876481e-01 | -3.829544e-01 | -4.693700e-03 |  0.9715 |     1.8078 |  9.64e-04
    325 | -3.877156e-01 | -3.829450e-01 | -4.770679e-03 |  0.9740 |     2.1867 |  9.20e-04
