╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE | E=500000 Pa (500.0 kPa) | ν=0.45
  Beam: 10cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cpu | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 161,731
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -1.985475e-03 | 2.333822e-03 | -4.319297e-03 |  0.9995 |     0.0097 |  2.00e-05
      2 | -2.871124e-03 | 1.448462e-03 | -4.319585e-03 |  0.9996 |     0.0101 |  4.00e-05
      3 | -4.630648e-03 | -3.104755e-04 | -4.320172e-03 |  0.9999 |     0.0111 |  6.00e-05
      4 | -7.244251e-03 | -2.923175e-03 | -4.321076e-03 |  1.0001 |     0.0126 |  8.00e-05
      5 | -1.069850e-02 | -6.376184e-03 | -4.322321e-03 |  1.0004 |     0.0147 |  1.00e-04
     25 | -3.295807e-01 | -3.252742e-01 | -4.306543e-03 |  1.0767 |    -0.1847 |  5.00e-04
     50 | -3.813550e-01 | -3.770925e-01 | -4.262506e-03 |  0.9937 |    -0.1761 |  1.00e-03
     75 | -3.868590e-01 | -3.825276e-01 | -4.331417e-03 |  1.0113 |     0.1006 |  9.64e-04
    100 | -3.872034e-01 | -3.827963e-01 | -4.407123e-03 |  0.9843 |     0.4015 |  8.61e-04
    125 | -3.873374e-01 | -3.828830e-01 | -4.454330e-03 |  0.9730 |     0.6266 |  7.07e-04
    150 | -3.874149e-01 | -3.829171e-01 | -4.497870e-03 |  0.9705 |     0.8324 |  5.25e-04
    175 | -3.874678e-01 | -3.829379e-01 | -4.529904e-03 |  0.9674 |     0.9905 |  3.43e-04
    200 | -3.875017e-01 | -3.829504e-01 | -4.551296e-03 |  0.9667 |     1.0972 |  1.89e-04
    225 | -3.875193e-01 | -3.829563e-01 | -4.562993e-03 |  0.9663 |     1.1565 |  8.62e-05
    250 | -3.875274e-01 | -3.829585e-01 | -4.568921e-03 |  0.9659 |     1.1862 |  1.00e-03
    275 | -3.874774e-01 | -3.828511e-01 | -4.626295e-03 |  0.9667 |     1.5721 |  9.91e-04
    300 | -3.876474e-01 | -3.829106e-01 | -4.736779e-03 |  0.9714 |     2.0610 |  9.64e-04
    325 | -3.873082e-01 | -3.824444e-01 | -4.863772e-03 |  0.9739 |     2.6213 |  9.20e-04
    350 | -3.878029e-01 | -3.829001e-01 | -4.902709e-03 |  0.9650 |     2.8858 |  8.61e-04
