╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE | E=500000 Pa (500.0 kPa) | ν=0.45
  Beam: 10cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cpu | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 161,731
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -5.887360e-03 | -1.564692e-03 | -4.322668e-03 |  0.9997 |     0.0121 |  2.00e-05
      2 | -6.807361e-03 | -2.484741e-03 | -4.322620e-03 |  0.9998 |     0.0118 |  4.00e-05
      3 | -8.648718e-03 | -4.326193e-03 | -4.322524e-03 |  0.9999 |     0.0112 |  6.00e-05
      4 | -1.142659e-02 | -7.104208e-03 | -4.322380e-03 |  1.0002 |     0.0104 |  8.00e-05
      5 | -1.516877e-02 | -1.084659e-02 | -4.322183e-03 |  1.0006 |     0.0093 |  1.00e-04
     25 | -3.059012e-01 | -3.016558e-01 | -4.245365e-03 |  1.0868 |    -0.3157 |  5.00e-04
     50 | -3.826711e-01 | -3.784538e-01 | -4.217360e-03 |  0.9730 |    -0.2935 |  1.00e-03
     75 | -3.868329e-01 | -3.825101e-01 | -4.322807e-03 |  1.0059 |     0.0092 |  9.64e-04
    100 | -3.872072e-01 | -3.828139e-01 | -4.393242e-03 |  0.9917 |     0.3270 |  8.61e-04
    125 | -3.873490e-01 | -3.828932e-01 | -4.455817e-03 |  0.9824 |     0.6078 |  7.07e-04
    150 | -3.874331e-01 | -3.829300e-01 | -4.503103e-03 |  0.9790 |     0.8399 |  5.25e-04
    175 | -3.874866e-01 | -3.829453e-01 | -4.541330e-03 |  0.9761 |     1.0264 |  3.43e-04
    200 | -3.875189e-01 | -3.829516e-01 | -4.567332e-03 |  0.9745 |     1.1510 |  1.89e-04
    225 | -3.875359e-01 | -3.829547e-01 | -4.581226e-03 |  0.9738 |     1.2183 |  8.62e-05
    250 | -3.875442e-01 | -3.829561e-01 | -4.588011e-03 |  0.9736 |     1.2516 |  1.00e-03
    275 | -3.873186e-01 | -3.826804e-01 | -4.638236e-03 |  0.9801 |     1.5275 |  9.91e-04
    300 | -3.876405e-01 | -3.829208e-01 | -4.719661e-03 |  0.9737 |     1.9203 |  9.64e-04
    325 | -3.877524e-01 | -3.829300e-01 | -4.822423e-03 |  0.9697 |     2.4511 |  9.20e-04
    350 | -3.878566e-01 | -3.829228e-01 | -4.933817e-03 |  0.9670 |     3.0349 |  8.61e-04
    375 | -3.879086e-01 | -3.829010e-01 | -5.007667e-03 |  0.9656 |     3.3818 |  7.89e-04
    400 | -3.879477e-01 | -3.828661e-01 | -5.081601e-03 |  0.9640 |     3.7073 |  7.07e-04
    425 | -3.880387e-01 | -3.828604e-01 | -5.178311e-03 |  0.9624 |     4.2227 |  6.18e-04
    450 | -3.881092e-01 | -3.828368e-01 | -5.272332e-03 |  0.9614 |     4.7151 |  5.25e-04
    475 | -3.881674e-01 | -3.828131e-01 | -5.354222e-03 |  0.9604 |     5.1506 |  4.32e-04
    500 | -3.882158e-01 | -3.827917e-01 | -5.424022e-03 |  0.9594 |     5.5242 |  3.43e-04
    525 | -3.882548e-01 | -3.827738e-01 | -5.480956e-03 |  0.9586 |     5.8312 |  2.61e-04
    550 | -3.882852e-01 | -3.827600e-01 | -5.525147e-03 |  0.9580 |     6.0716 |  1.89e-04
    575 | -3.883077e-01 | -3.827500e-01 | -5.557685e-03 |  0.9576 |     6.2499 |  1.30e-04
    600 | -3.883235e-01 | -3.827430e-01 | -5.580459e-03 |  0.9573 |     6.3753 |  8.62e-05
    625 | -3.883344e-01 | -3.827383e-01 | -5.596122e-03 |  0.9571 |     6.4620 |  5.91e-05
    650 | -3.883427e-01 | -3.827347e-01 | -5.608017e-03 |  0.9570 |     6.5281 |  1.00e-03
    675 | -3.859964e-01 | -3.811179e-01 | -4.878461e-03 |  0.9647 |     2.5788 |  9.98e-04
    700 | -3.875989e-01 | -3.828138e-01 | -4.785162e-03 |  0.9676 |     2.1387 |  9.91e-04
    725 | -3.877705e-01 | -3.828571e-01 | -4.913426e-03 |  0.9629 |     2.7990 |  9.80e-04
    750 | -3.879357e-01 | -3.828548e-01 | -5.080951e-03 |  0.9624 |     3.6261 |  9.64e-04
    775 | -3.880731e-01 | -3.828221e-01 | -5.251035e-03 |  0.9597 |     4.4796 |  9.44e-04
    800 | -3.881965e-01 | -3.827826e-01 | -5.413913e-03 |  0.9583 |     5.3305 |  9.20e-04
    825 | -3.883082e-01 | -3.827405e-01 | -5.567755e-03 |  0.9569 |     6.1698 |  8.92e-04
    850 | -3.884100e-01 | -3.826962e-01 | -5.713757e-03 |  0.9557 |     7.0019 |  8.61e-04
    875 | -3.885036e-01 | -3.826487e-01 | -5.854860e-03 |  0.9548 |     7.8346 |  8.26e-04
    900 | -3.885871e-01 | -3.825935e-01 | -5.993622e-03 |  0.9538 |     8.6704 |  7.89e-04
    925 | -3.864866e-01 | -3.809618e-01 | -5.524851e-03 |  0.9626 |     6.0090 |  7.49e-04
    950 | -3.881457e-01 | -3.826721e-01 | -5.473612e-03 |  0.9628 |     5.6721 |  7.07e-04
    975 | -3.883221e-01 | -3.827135e-01 | -5.608566e-03 |  0.9579 |     6.3688 |  6.63e-04
   1000 | -3.884135e-01 | -3.826734e-01 | -5.740036e-03 |  0.9558 |     7.0904 |  6.18e-04
   1025 | -3.884894e-01 | -3.826387e-01 | -5.850691e-03 |  0.9546 |     7.7328 |  5.72e-04
   1050 | -3.885548e-01 | -3.826056e-01 | -5.949123e-03 |  0.9540 |     8.3222 |  5.25e-04
   1075 | -3.886121e-01 | -3.825728e-01 | -6.039351e-03 |  0.9528 |     8.8709 |  4.78e-04
   1100 | -3.886630e-01 | -3.825419e-01 | -6.121094e-03 |  0.9489 |     9.3762 |  4.32e-04
   1125 | -3.887082e-01 | -3.825134e-01 | -6.194801e-03 |  0.9456 |     9.8382 |  3.87e-04
   1150 | -3.887484e-01 | -3.824874e-01 | -6.261000e-03 |  0.9427 |    10.2578 |  3.43e-04
   1175 | -3.887842e-01 | -3.824641e-01 | -6.320057e-03 |  0.9401 |    10.6356 |  3.01e-04
   1200 | -3.888157e-01 | -3.824434e-01 | -6.372327e-03 |  0.9379 |    10.9723 |  2.61e-04
   1225 | -3.888435e-01 | -3.824253e-01 | -6.418156e-03 |  0.9360 |    11.2692 |  2.24e-04
   1250 | -3.888676e-01 | -3.824097e-01 | -6.457902e-03 |  0.9343 |    11.5276 |  1.89e-04
   1275 | -3.888882e-01 | -3.823963e-01 | -6.491965e-03 |  0.9329 |    11.7497 |  1.58e-04
   1300 | -3.889059e-01 | -3.823850e-01 | -6.520800e-03 |  0.9317 |    11.9381 |  1.30e-04
   1325 | -3.889207e-01 | -3.823757e-01 | -6.544930e-03 |  0.9306 |    12.0960 |  1.06e-04
   1350 | -3.889329e-01 | -3.823680e-01 | -6.564960e-03 |  0.9298 |    12.2271 |  8.62e-05
   1375 | -3.889432e-01 | -3.823616e-01 | -6.581578e-03 |  0.9291 |    12.3360 |  7.05e-05
   1400 | -3.889518e-01 | -3.823562e-01 | -6.595561e-03 |  0.9284 |    12.4276 |  5.91e-05
   1425 | -3.889593e-01 | -3.823515e-01 | -6.607763e-03 |  0.9279 |    12.5076 |  5.23e-05
   1450 | -3.889664e-01 | -3.823473e-01 | -6.619117e-03 |  0.9274 |    12.5821 |  1.00e-03
   1475 | -3.764610e-01 | -3.717837e-01 | -4.677305e-03 |  1.0431 |     1.7615 |  9.99e-04
   1500 | -3.865134e-01 | -3.819935e-01 | -4.519911e-03 |  0.9940 |     1.1355 |  9.98e-04
   1525 | -3.873561e-01 | -3.827011e-01 | -4.654994e-03 |  0.9847 |     1.8078 |  9.95e-04
   1550 | -3.875827e-01 | -3.828066e-01 | -4.776123e-03 |  0.9829 |     2.4359 |  9.91e-04
   1575 | -3.877414e-01 | -3.828282e-01 | -4.913142e-03 |  0.9739 |     3.1259 |  9.86e-04
   1600 | -3.879004e-01 | -3.828264e-01 | -5.073960e-03 |  0.9645 |     3.8994 |  9.80e-04
   1625 | -3.880545e-01 | -3.827947e-01 | -5.259761e-03 |  0.9552 |     4.7993 |  9.72e-04
   1650 | -3.882033e-01 | -3.827516e-01 | -5.451665e-03 |  0.9508 |     5.7602 |  9.64e-04
   1675 | -3.883501e-01 | -3.826999e-01 | -5.650137e-03 |  0.9483 |     6.7810 |  9.54e-04
   1700 | -3.884822e-01 | -3.826338e-01 | -5.848425e-03 |  0.9475 |     7.8530 |  9.44e-04
   1725 | -3.886025e-01 | -3.825715e-01 | -6.031027e-03 |  0.9471 |     8.9121 |  9.32e-04
   1750 | -3.886944e-01 | -3.825111e-01 | -6.183303e-03 |  0.9466 |     9.8239 |  9.20e-04
   1775 | -3.886567e-01 | -3.823491e-01 | -6.307621e-03 |  0.9455 |    10.6297 |  9.07e-04
   1800 | -3.887611e-01 | -3.823251e-01 | -6.435960e-03 |  0.9381 |    11.3745 |  8.92e-04
   1825 | -3.886395e-01 | -3.821638e-01 | -6.475613e-03 |  0.9403 |    11.6489 |  8.77e-04
   1850 | -3.888122e-01 | -3.823714e-01 | -6.440762e-03 |  0.9337 |    11.4415 |  8.61e-04
   1875 | -3.889917e-01 | -3.823215e-01 | -6.670117e-03 |  0.9223 |    12.8033 |  8.44e-04
   1900 | -3.890876e-01 | -3.822434e-01 | -6.844238e-03 |  0.9165 |    13.9568 |  8.26e-04
   1925 | -3.871855e-01 | -3.809181e-01 | -6.267405e-03 |  0.9432 |    10.8413 |  8.08e-04
   1950 | -3.887059e-01 | -3.824637e-01 | -6.242200e-03 |  0.9425 |    10.3367 |  7.89e-04
   1975 | -3.889477e-01 | -3.824285e-01 | -6.519241e-03 |  0.9236 |    11.8963 |  7.69e-04
   2000 | -3.890879e-01 | -3.822784e-01 | -6.809512e-03 |  0.9129 |    13.6003 |  7.49e-04
   2025 | -3.891844e-01 | -3.821785e-01 | -7.005915e-03 |  0.9089 |    14.8887 |  7.28e-04
   2050 | -3.892686e-01 | -3.821155e-01 | -7.153094e-03 |  0.9057 |    15.9026 |  7.07e-04
   2075 | -3.893482e-01 | -3.820542e-01 | -7.294090e-03 |  0.9017 |    16.8715 |  6.85e-04
   2100 | -3.894263e-01 | -3.819962e-01 | -7.430042e-03 |  0.8984 |    17.7993 |  6.63e-04
   2125 | -3.885227e-01 | -3.811563e-01 | -7.366451e-03 |  0.9060 |    17.4729 |  6.40e-04
   2150 | -3.894212e-01 | -3.820256e-01 | -7.395566e-03 |  0.8987 |    17.5831 |  6.18e-04
   2175 | -3.895639e-01 | -3.819539e-01 | -7.610071e-03 |  0.8947 |    18.9555 |  5.95e-04
   2200 | -3.896405e-01 | -3.818981e-01 | -7.742415e-03 |  0.8923 |    19.8491 |  5.72e-04
   2225 | -3.894885e-01 | -3.818851e-01 | -7.603389e-03 |  0.8930 |    19.0354 |  5.48e-04
   2250 | -3.896916e-01 | -3.818720e-01 | -7.819658e-03 |  0.8838 |    20.2607 |  5.25e-04
   2275 | -3.897369e-01 | -3.818311e-01 | -7.905759e-03 |  0.8781 |    21.0897 |  5.02e-04
   2300 | -3.898692e-01 | -3.818114e-01 | -8.057795e-03 |  0.8708 |    21.9117 |  4.78e-04
   2325 | -3.882314e-01 | -3.800565e-01 | -8.174911e-03 |  0.8636 |    22.6601 |  4.55e-04
   2350 | -3.898830e-01 | -3.817206e-01 | -8.162444e-03 |  0.8606 |    22.5388 |  4.32e-04
   2375 | -3.900657e-01 | -3.817602e-01 | -8.305488e-03 |  0.8531 |    23.4717 |  4.10e-04
   2400 | -3.901588e-01 | -3.817233e-01 | -8.435516e-03 |  0.8455 |    24.2972 |  3.87e-04
   2425 | -3.902386e-01 | -3.816832e-01 | -8.555455e-03 |  0.8405 |    25.0785 |  3.65e-04
   2450 | -3.893577e-01 | -3.807063e-01 | -8.651484e-03 |  0.8372 |    25.6935 |  3.43e-04
   2475 | -3.903156e-01 | -3.815839e-01 | -8.731687e-03 |  0.8305 |    26.1556 |  3.22e-04
   2500 | -3.904171e-01 | -3.815790e-01 | -8.838067e-03 |  0.8229 |    26.8408 |  3.01e-04
   2525 | -3.904716e-01 | -3.815325e-01 | -8.939055e-03 |  0.8175 |    27.4994 |  2.81e-04
   2550 | -3.905277e-01 | -3.814903e-01 | -9.037414e-03 |  0.8122 |    28.1129 |  2.61e-04
   2575 | -3.905751e-01 | -3.814476e-01 | -9.127536e-03 |  0.8078 |    28.6861 |  2.42e-04
   2600 | -3.906180e-01 | -3.814065e-01 | -9.211447e-03 |  0.8040 |    29.2180 |  2.24e-04
   2625 | -3.906584e-01 | -3.813677e-01 | -9.290694e-03 |  0.8001 |    29.7139 |  2.06e-04
   2650 | -3.906944e-01 | -3.813306e-01 | -9.363787e-03 |  0.7969 |    30.1747 |  1.89e-04
   2675 | -3.907270e-01 | -3.812955e-01 | -9.431468e-03 |  0.7940 |    30.5997 |  1.73e-04
   2700 | -3.907565e-01 | -3.812628e-01 | -9.493727e-03 |  0.7915 |    30.9909 |  1.58e-04
   2725 | -3.907832e-01 | -3.812324e-01 | -9.550823e-03 |  0.7893 |    31.3495 |  1.43e-04
   2750 | -3.908071e-01 | -3.812041e-01 | -9.603008e-03 |  0.7874 |    31.6773 |  1.30e-04
   2775 | -3.908287e-01 | -3.811781e-01 | -9.650568e-03 |  0.7858 |    31.9762 |  1.18e-04
   2800 | -3.908480e-01 | -3.811541e-01 | -9.693817e-03 |  0.7844 |    32.2480 |  1.06e-04
   2825 | -3.908654e-01 | -3.811323e-01 | -9.733059e-03 |  0.7831 |    32.4947 |  9.56e-05
   2850 | -3.908810e-01 | -3.811123e-01 | -9.768648e-03 |  0.7820 |    32.7186 |  8.62e-05
   2875 | -3.908949e-01 | -3.810939e-01 | -9.800941e-03 |  0.7810 |    32.9218 |  7.78e-05
   2900 | -3.909075e-01 | -3.810771e-01 | -9.830321e-03 |  0.7801 |    33.1068 |  7.05e-05
   2925 | -3.909188e-01 | -3.810616e-01 | -9.857180e-03 |  0.7793 |    33.2760 |  6.42e-05
   2950 | -3.909292e-01 | -3.810472e-01 | -9.881929e-03 |  0.7785 |    33.4319 |  5.91e-05
   2975 | -3.909388e-01 | -3.810339e-01 | -9.904987e-03 |  0.7778 |    33.5773 |  5.51e-05
   3000 | -3.909478e-01 | -3.810211e-01 | -9.926790e-03 |  0.7772 |    33.7148 |  5.23e-05

  ======================================================================
  ✅ CARTILAGE COMPLETE
  Best loss: -3.909478e-01 (epoch 3000)
  Tip displacement: 33.7202 mm (expected: 8.0932 mm)
  Relative error: 316.65%
  J range: [0.777183, 1.372382]
  Training time: 408.6s (6.8min)
  ======================================================================

