╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE | E=500000 Pa (500.0 kPa) | ν=0.45
  Beam: 10cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cpu | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 161,731
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -6.392301e-03 | -2.087543e-03 | -4.304757e-03 |  0.9996 |    -0.0324 |  2.00e-05
      2 | -7.422526e-03 | -3.117850e-03 | -4.304676e-03 |  0.9998 |    -0.0326 |  4.00e-05
      3 | -9.487333e-03 | -5.182809e-03 | -4.304524e-03 |  1.0001 |    -0.0330 |  6.00e-05
      4 | -1.258532e-02 | -8.281005e-03 | -4.304320e-03 |  1.0006 |    -0.0334 |  8.00e-05
      5 | -1.674013e-02 | -1.243605e-02 | -4.304086e-03 |  1.0012 |    -0.0340 |  1.00e-04
     25 | -2.942106e-01 | -2.898667e-01 | -4.343877e-03 |  1.0856 |     0.0892 |  5.00e-04
     50 | -3.828620e-01 | -3.784952e-01 | -4.366831e-03 |  0.9898 |     0.1340 |  1.00e-03
     75 | -3.869384e-01 | -3.825503e-01 | -4.388026e-03 |  1.0153 |     0.2714 |  9.64e-04
    100 | -3.872628e-01 | -3.828458e-01 | -4.416986e-03 |  0.9814 |     0.4750 |  8.61e-04
    125 | -3.873943e-01 | -3.829269e-01 | -4.467362e-03 |  0.9727 |     0.7186 |  7.07e-04
    150 | -3.874736e-01 | -3.829601e-01 | -4.513492e-03 |  0.9681 |     0.9415 |  5.25e-04
    175 | -3.875198e-01 | -3.829696e-01 | -4.550117e-03 |  0.9670 |     1.1187 |  3.43e-04
    200 | -3.875488e-01 | -3.829751e-01 | -4.573740e-03 |  0.9682 |     1.2382 |  1.89e-04
    225 | -3.875637e-01 | -3.829769e-01 | -4.586843e-03 |  0.9688 |     1.3050 |  8.62e-05
    250 | -3.875709e-01 | -3.829774e-01 | -4.593495e-03 |  0.9690 |     1.3385 |  1.00e-03
    275 | -3.867810e-01 | -3.821960e-01 | -4.584971e-03 |  0.9860 |     1.2624 |  9.91e-04
    300 | -3.875079e-01 | -3.828686e-01 | -4.639266e-03 |  0.9680 |     1.5005 |  9.64e-04
    325 | -3.876671e-01 | -3.829263e-01 | -4.740829e-03 |  0.9671 |     2.0081 |  9.20e-04
    350 | -3.877832e-01 | -3.829274e-01 | -4.855768e-03 |  0.9680 |     2.5897 |  8.61e-04
    375 | -3.878854e-01 | -3.829080e-01 | -4.977379e-03 |  0.9672 |     3.2074 |  7.89e-04
    400 | -3.879785e-01 | -3.828816e-01 | -5.096883e-03 |  0.9660 |     3.8187 |  7.07e-04
    425 | -3.880628e-01 | -3.828540e-01 | -5.208718e-03 |  0.9649 |     4.4014 |  6.18e-04
    450 | -3.881367e-01 | -3.828247e-01 | -5.312054e-03 |  0.9640 |     4.9404 |  5.25e-04
    475 | -3.881998e-01 | -3.827963e-01 | -5.403498e-03 |  0.9629 |     5.4214 |  4.32e-04
    500 | -3.882522e-01 | -3.827713e-01 | -5.480867e-03 |  0.9619 |     5.8349 |  3.43e-04
