╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE | E=500000 Pa (500.0 kPa) | ν=0.45
  Beam: 10cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cpu | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 161,731
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -1.010580e-02 | -5.777540e-03 | -4.328257e-03 |  0.9956 |     0.0279 |  2.00e-05
      2 | -1.131262e-02 | -6.984199e-03 | -4.328419e-03 |  0.9962 |     0.0282 |  4.00e-05
      3 | -1.374054e-02 | -9.411800e-03 | -4.328738e-03 |  0.9972 |     0.0287 |  6.00e-05
      4 | -1.742443e-02 | -1.309524e-02 | -4.329190e-03 |  0.9987 |     0.0293 |  8.00e-05
      5 | -2.243629e-02 | -1.810662e-02 | -4.329675e-03 |  1.0006 |     0.0299 |  1.00e-04
     25 | -3.160710e-01 | -3.117482e-01 | -4.322784e-03 |  1.0479 |    -0.1034 |  5.00e-04
     50 | -3.817357e-01 | -3.774557e-01 | -4.280032e-03 |  0.9782 |    -0.1096 |  1.00e-03
     75 | -3.869468e-01 | -3.825898e-01 | -4.356949e-03 |  1.0103 |     0.1722 |  9.64e-04
    100 | -3.872766e-01 | -3.828606e-01 | -4.416015e-03 |  0.9857 |     0.4339 |  8.61e-04
    125 | -3.874074e-01 | -3.829354e-01 | -4.471971e-03 |  0.9766 |     0.6910 |  7.07e-04
    150 | -3.874769e-01 | -3.829623e-01 | -4.514527e-03 |  0.9719 |     0.9019 |  5.25e-04
    175 | -3.875197e-01 | -3.829719e-01 | -4.547897e-03 |  0.9714 |     1.0674 |  3.43e-04
    200 | -3.875465e-01 | -3.829774e-01 | -4.569081e-03 |  0.9709 |     1.1759 |  1.89e-04
    225 | -3.875605e-01 | -3.829798e-01 | -4.580704e-03 |  0.9709 |     1.2357 |  8.62e-05
    250 | -3.875674e-01 | -3.829809e-01 | -4.586464e-03 |  0.9709 |     1.2653 |  1.00e-03
    275 | -3.875166e-01 | -3.828678e-01 | -4.648901e-03 |  0.9880 |     1.5179 |  9.91e-04
    300 | -3.876563e-01 | -3.829591e-01 | -4.697193e-03 |  0.9711 |     1.7700 |  9.64e-04
    325 | -3.877586e-01 | -3.829696e-01 | -4.788964e-03 |  0.9723 |     2.2516 |  9.20e-04
    350 | -3.878484e-01 | -3.829544e-01 | -4.894016e-03 |  0.9710 |     2.7942 |  8.61e-04
    375 | -3.879355e-01 | -3.829326e-01 | -5.002837e-03 |  0.9696 |     3.3564 |  7.89e-04
    400 | -3.877275e-01 | -3.826147e-01 | -5.112735e-03 |  0.9678 |     3.9255 |  7.07e-04
