╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE | E=500000 Pa (500.0 kPa) | ν=0.45
  Beam: 10cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cpu | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 161,731
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -4.295290e-03 | 2.252888e-05 | -4.317819e-03 |  0.9994 |     0.0069 |  2.00e-05
      2 | -5.501558e-03 | -1.183542e-03 | -4.318016e-03 |  0.9999 |     0.0076 |  4.00e-05
      3 | -7.909061e-03 | -3.590649e-03 | -4.318412e-03 |  1.0002 |     0.0090 |  6.00e-05
      4 | -1.151750e-02 | -7.198495e-03 | -4.319008e-03 |  1.0005 |     0.0112 |  8.00e-05
      5 | -1.634892e-02 | -1.202910e-02 | -4.319823e-03 |  1.0009 |     0.0142 |  1.00e-04
     25 | -3.183264e-01 | -3.140110e-01 | -4.315374e-03 |  1.0372 |     0.2131 |  5.00e-04
     50 | -3.842770e-01 | -3.799570e-01 | -4.319985e-03 |  0.9720 |     0.0979 |  1.00e-03
     75 | -3.870133e-01 | -3.826107e-01 | -4.402580e-03 |  1.0033 |     0.4169 |  9.64e-04
    100 | -3.872973e-01 | -3.828231e-01 | -4.474179e-03 |  0.9943 |     0.7618 |  8.61e-04
    125 | -3.874496e-01 | -3.829142e-01 | -4.535386e-03 |  0.9780 |     1.0843 |  7.07e-04
    150 | -3.875301e-01 | -3.829403e-01 | -4.589811e-03 |  0.9718 |     1.3700 |  5.25e-04
    175 | -3.875968e-01 | -3.829624e-01 | -4.634446e-03 |  0.9720 |     1.5980 |  3.43e-04
    200 | -3.876306e-01 | -3.829668e-01 | -4.663732e-03 |  0.9708 |     1.7515 |  1.89e-04
    225 | -3.876480e-01 | -3.829682e-01 | -4.679798e-03 |  0.9706 |     1.8363 |  8.62e-05
    250 | -3.876566e-01 | -3.829687e-01 | -4.687849e-03 |  0.9705 |     1.8787 |  1.00e-03
    275 | -3.860311e-01 | -3.812906e-01 | -4.740501e-03 |  0.9704 |     2.1294 |  9.91e-04
    300 | -3.875424e-01 | -3.828100e-01 | -4.732469e-03 |  0.9712 |     2.0098 |  9.64e-04
    325 | -3.877345e-01 | -3.828939e-01 | -4.840623e-03 |  0.9658 |     2.5840 |  9.20e-04
    350 | -3.878607e-01 | -3.828820e-01 | -4.978786e-03 |  0.9629 |     3.2863 |  8.61e-04
    375 | -3.879690e-01 | -3.828576e-01 | -5.111324e-03 |  0.9606 |     3.9813 |  7.89e-04
    400 | -3.880694e-01 | -3.828241e-01 | -5.245299e-03 |  0.9580 |     4.6741 |  7.07e-04
    425 | -3.881612e-01 | -3.827866e-01 | -5.374590e-03 |  0.9559 |     5.3500 |  6.18e-04
    450 | -3.882218e-01 | -3.827701e-01 | -5.451751e-03 |  0.9545 |     5.7637 |  5.25e-04
    475 | -3.882653e-01 | -3.827357e-01 | -5.529557e-03 |  0.9539 |     6.1573 |  4.32e-04
    500 | -3.883221e-01 | -3.827071e-01 | -5.614961e-03 |  0.9532 |     6.6194 |  3.43e-04
    525 | -3.883640e-01 | -3.826834e-01 | -5.680562e-03 |  0.9526 |     6.9881 |  2.61e-04
    550 | -3.883955e-01 | -3.826647e-01 | -5.730836e-03 |  0.9522 |     7.2737 |  1.89e-04
    575 | -3.884185e-01 | -3.826510e-01 | -5.767483e-03 |  0.9519 |     7.4843 |  1.30e-04
    600 | -3.884345e-01 | -3.826415e-01 | -5.792951e-03 |  0.9517 |     7.6318 |  8.62e-05
    625 | -3.884453e-01 | -3.826350e-01 | -5.810344e-03 |  0.9516 |     7.7332 |  5.91e-05
    650 | -3.884537e-01 | -3.826302e-01 | -5.823484e-03 |  0.9515 |     7.8100 |  1.00e-03
    675 | -3.860580e-01 | -3.813403e-01 | -4.717709e-03 |  0.9873 |     1.9577 |  9.98e-04
    700 | -3.874237e-01 | -3.827286e-01 | -4.695094e-03 |  0.9833 |     1.8873 |  9.91e-04
    725 | -3.876927e-01 | -3.828734e-01 | -4.819250e-03 |  0.9725 |     2.4952 |  9.80e-04
    750 | -3.878493e-01 | -3.828759e-01 | -4.973345e-03 |  0.9661 |     3.2457 |  9.64e-04
    775 | -3.879871e-01 | -3.828427e-01 | -5.144422e-03 |  0.9623 |     4.0710 |  9.44e-04
    800 | -3.881101e-01 | -3.827942e-01 | -5.315909e-03 |  0.9604 |     4.9090 |  9.20e-04
    825 | -3.882211e-01 | -3.827497e-01 | -5.471444e-03 |  0.9585 |     5.7177 |  8.92e-04
    850 | -3.883230e-01 | -3.827098e-01 | -5.613201e-03 |  0.9568 |     6.5084 |  8.61e-04
    875 | -3.884197e-01 | -3.826735e-01 | -5.746218e-03 |  0.9554 |     7.2904 |  8.26e-04
    900 | -3.885099e-01 | -3.826351e-01 | -5.874871e-03 |  0.9537 |     8.0734 |  7.89e-04
    925 | -3.885938e-01 | -3.825919e-01 | -6.001894e-03 |  0.9513 |     8.8594 |  7.49e-04
    950 | -3.886724e-01 | -3.825473e-01 | -6.125071e-03 |  0.9464 |     9.6330 |  7.07e-04
    975 | -3.887462e-01 | -3.825022e-01 | -6.244009e-03 |  0.9416 |    10.3863 |  6.63e-04
