╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 0.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE (BARRIER ABLATION, k_E=0.0) | E=500000 Pa | ν=0.3
  Mesh: 15x4x4 | Device: cuda | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 161,731

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -4.312908e-03 |  0.9997 |       0 |     0.0095 |  2.00e-05
      2 | -4.315236e-03 |  0.9997 |       0 |     0.0112 |  4.00e-05
      3 | -4.318793e-03 |  0.9998 |       0 |     0.0148 |  6.00e-05
      4 | -4.321794e-03 |  0.9994 |       0 |     0.0205 |  8.00e-05
      5 | -4.322271e-03 |  0.9984 |       0 |     0.0283 |  1.00e-04
     25 | -4.386459e-03 |  0.9950 |       0 |     0.3738 |  5.00e-04
     50 | -4.547149e-03 |  0.9821 |       0 |     1.8042 |  1.00e-03
     75 | -4.655607e-03 |  0.9823 |       0 |     2.7301 |  1.00e-03
    100 | -4.754424e-03 |  0.9802 |       0 |     3.8570 |  9.99e-04
    125 | -4.788728e-03 |  0.9824 |       0 |     4.6094 |  9.98e-04
    150 | -4.866799e-03 |  0.9791 |       0 |     5.6325 |  9.97e-04
    175 | -4.838792e-03 |  0.9776 |       0 |     5.3661 |  9.96e-04
    200 | -4.896690e-03 |  0.9790 |       0 |     6.2695 |  9.94e-04
    225 | -4.905762e-03 |  0.9777 |       0 |     6.5488 |  9.92e-04
    250 | -4.839299e-03 |  0.9791 |       0 |     5.9166 |  9.89e-04
    275 | -4.910497e-03 |  0.9772 |       0 |     6.5102 |  9.86e-04
    300 | -4.916868e-03 |  0.9776 |       0 |     6.7189 |  9.83e-04
    325 | -4.777170e-03 |  0.9768 |       0 |     6.6685 |  9.80e-04
    350 | -4.917750e-03 |  0.9776 |       0 |     6.6469 |  9.76e-04
