╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 0.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE (BARRIER ABLATION, k_E=0.0) | E=500000 Pa | ν=0.3
  Mesh: 15x4x4 | Device: cuda | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 161,731

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
    375 | -4.921797e-03 |  0.9772 |       0 |     6.7959 |  9.72e-04
    400 | -4.923714e-03 |  0.9770 |       0 |     6.8034 |  9.67e-04
    425 | -4.922689e-03 |  0.9776 |       0 |     6.4764 |  9.62e-04
    450 | -4.923968e-03 |  0.9772 |       0 |     6.8078 |  9.57e-04
    475 | -4.925648e-03 |  0.9774 |       0 |     6.7918 |  9.52e-04
    500 | -4.919794e-03 |  0.9780 |       0 |     6.5841 |  9.46e-04
    525 | -4.924001e-03 |  0.9774 |       0 |     6.8552 |  9.40e-04
    550 | -4.917028e-03 |  0.9778 |       0 |     6.8021 |  9.34e-04
    575 | -4.927856e-03 |  0.9773 |       0 |     6.7465 |  9.27e-04
    600 | -4.906884e-03 |  0.9766 |       0 |     6.8636 |  9.20e-04
    625 | -4.922692e-03 |  0.9773 |       0 |     6.8509 |  9.13e-04
    650 | -4.928580e-03 |  0.9773 |       0 |     6.8729 |  9.05e-04
    675 | -4.920070e-03 |  0.9780 |       0 |     6.7112 |  8.98e-04
    700 | -4.926386e-03 |  0.9769 |       0 |     6.8895 |  8.90e-04
    725 | -4.919930e-03 |  0.9771 |       0 |     6.8716 |  8.81e-04
    750 | -4.925580e-03 |  0.9770 |       0 |     6.8553 |  8.73e-04
    775 | -4.926517e-03 |  0.9769 |       0 |     6.7697 |  8.64e-04
    800 | -4.929692e-03 |  0.9770 |       0 |     6.8728 |  8.55e-04
    825 | -4.928718e-03 |  0.9772 |       0 |     6.8610 |  8.46e-04
    850 | -4.928736e-03 |  0.9773 |       0 |     6.9172 |  8.36e-04
    875 | -4.926668e-03 |  0.9772 |       0 |     6.8611 |  8.26e-04
    900 | -4.930047e-03 |  0.9772 |       0 |     6.9065 |  8.17e-04
    925 | -4.925390e-03 |  0.9771 |       0 |     6.8132 |  8.06e-04
    950 | -4.928940e-03 |  0.9775 |       0 |     6.8960 |  7.96e-04
    975 | -4.926763e-03 |  0.9772 |       0 |     6.8863 |  7.85e-04
   1000 | -4.921584e-03 |  0.9779 |       0 |     6.8900 |  7.75e-04
   1025 | -4.930259e-03 |  0.9773 |       0 |     6.9081 |  7.64e-04
   1050 | -4.929109e-03 |  0.9775 |       0 |     6.8968 |  7.52e-04
   1075 | -4.924700e-03 |  0.9777 |       0 |     6.9066 |  7.41e-04
   1100 | -4.930148e-03 |  0.9774 |       0 |     6.9089 |  7.30e-04
   1125 | -4.929062e-03 |  0.9775 |       0 |     6.9150 |  7.18e-04
   1150 | -4.929684e-03 |  0.9774 |       0 |     6.9259 |  7.06e-04
   1175 | -4.926382e-03 |  0.9777 |       0 |     6.8798 |  6.94e-04
   1200 | -4.930506e-03 |  0.9773 |       0 |     6.9171 |  6.82e-04
   1225 | -4.929683e-03 |  0.9775 |       0 |     6.9226 |  6.70e-04
   1250 | -4.930364e-03 |  0.9772 |       0 |     6.9319 |  6.58e-04
   1275 | -4.928116e-03 |  0.9776 |       0 |     6.9080 |  6.46e-04
   1300 | -4.929841e-03 |  0.9774 |       0 |     6.9268 |  6.33e-04
   1325 | -4.930658e-03 |  0.9773 |       0 |     6.9347 |  6.21e-04
   1350 | -4.930457e-03 |  0.9773 |       0 |     6.9346 |  6.08e-04
   1375 | -4.930022e-03 |  0.9774 |       0 |     6.9260 |  5.95e-04
   1400 | -4.930719e-03 |  0.9773 |       0 |     6.9361 |  5.82e-04
   1425 | -4.930734e-03 |  0.9773 |       0 |     6.9364 |  5.70e-04
   1450 | -4.930770e-03 |  0.9773 |       0 |     6.9368 |  5.57e-04
   1475 | -4.930750e-03 |  0.9773 |       0 |     6.9371 |  5.44e-04
   1500 | -4.930840e-03 |  0.9773 |       0 |     6.9374 |  5.31e-04
   1525 | -4.930794e-03 |  0.9773 |       0 |     6.9376 |  5.18e-04
   1550 | -4.930787e-03 |  0.9773 |       0 |     6.9378 |  5.05e-04
   1575 | -4.930838e-03 |  0.9773 |       0 |     6.9380 |  4.92e-04
   1600 | -4.930879e-03 |  0.9773 |       0 |     6.9381 |  4.79e-04
   1625 | -4.930848e-03 |  0.9773 |       0 |     6.9383 |  4.66e-04
   1650 | -4.930868e-03 |  0.9773 |       0 |     6.9385 |  4.53e-04
   1675 | -4.930899e-03 |  0.9773 |       0 |     6.9386 |  4.40e-04
   1700 | -4.930888e-03 |  0.9773 |       0 |     6.9388 |  4.28e-04
   1725 | -4.930922e-03 |  0.9773 |       0 |     6.9389 |  4.15e-04
   1750 | -4.930936e-03 |  0.9773 |       0 |     6.9390 |  4.02e-04
   1775 | -4.930938e-03 |  0.9773 |       0 |     6.9392 |  3.89e-04
   1800 | -4.930950e-03 |  0.9773 |       0 |     6.9393 |  3.77e-04
   1825 | -4.930906e-03 |  0.9773 |       0 |     6.9394 |  3.64e-04
   1850 | -4.930932e-03 |  0.9773 |       0 |     6.9395 |  3.52e-04
   1875 | -4.930972e-03 |  0.9773 |       0 |     6.9396 |  3.40e-04
   1900 | -4.930944e-03 |  0.9773 |       0 |     6.9397 |  3.28e-04
   1925 | -4.930939e-03 |  0.9773 |       0 |     6.9398 |  3.16e-04
   1950 | -4.930982e-03 |  0.9773 |       0 |     6.9399 |  3.04e-04
   1975 | -4.930981e-03 |  0.9773 |       0 |     6.9401 |  2.92e-04
   2000 | -4.930984e-03 |  0.9773 |       0 |     6.9401 |  2.80e-04
   2025 | -4.931027e-03 |  0.9773 |       0 |     6.9402 |  2.69e-04
   2050 | -4.931010e-03 |  0.9773 |       0 |     6.9403 |  2.57e-04
   2075 | -4.930981e-03 |  0.9773 |       0 |     6.9404 |  2.46e-04
   2100 | -4.931008e-03 |  0.9773 |       0 |     6.9405 |  2.35e-04
   2125 | -4.931013e-03 |  0.9772 |       0 |     6.9406 |  2.25e-04
   2150 | -4.931010e-03 |  0.9772 |       0 |     6.9406 |  2.14e-04
   2175 | -4.931032e-03 |  0.9772 |       0 |     6.9407 |  2.04e-04
   2200 | -4.931038e-03 |  0.9772 |       0 |     6.9408 |  1.93e-04
   2225 | -4.931055e-03 |  0.9772 |       0 |     6.9408 |  1.84e-04
   2250 | -4.931073e-03 |  0.9772 |       0 |     6.9409 |  1.74e-04
   2275 | -4.931042e-03 |  0.9772 |       0 |     6.9410 |  1.64e-04
   2300 | -4.931056e-03 |  0.9772 |       0 |     6.9410 |  1.55e-04
   2325 | -4.931067e-03 |  0.9772 |       0 |     6.9411 |  1.46e-04
   2350 | -4.931066e-03 |  0.9772 |       0 |     6.9411 |  1.37e-04
   2375 | -4.931062e-03 |  0.9772 |       0 |     6.9412 |  1.29e-04
   2400 | -4.931064e-03 |  0.9772 |       0 |     6.9412 |  1.20e-04
   2425 | -4.931053e-03 |  0.9772 |       0 |     6.9413 |  1.12e-04
   2450 | -4.931044e-03 |  0.9772 |       0 |     6.9413 |  1.05e-04
   2475 | -4.931045e-03 |  0.9772 |       0 |     6.9413 |  9.71e-05
   2500 | -4.931077e-03 |  0.9772 |       0 |     6.9414 |  8.99e-05
   2525 | -4.931064e-03 |  0.9772 |       0 |     6.9414 |  8.29e-05
   2550 | -4.931057e-03 |  0.9772 |       0 |     6.9415 |  7.63e-05
   2575 | -4.931098e-03 |  0.9772 |       0 |     6.9415 |  7.00e-05
   2600 | -4.931055e-03 |  0.9772 |       0 |     6.9415 |  6.40e-05
   2625 | -4.931095e-03 |  0.9772 |       0 |     6.9415 |  5.82e-05
   2650 | -4.931091e-03 |  0.9772 |       0 |     6.9416 |  5.28e-05
   2675 | -4.931110e-03 |  0.9772 |       0 |     6.9416 |  4.77e-05
   2700 | -4.931094e-03 |  0.9772 |       0 |     6.9416 |  4.29e-05
   2725 | -4.931064e-03 |  0.9772 |       0 |     6.9416 |  3.84e-05
   2750 | -4.931101e-03 |  0.9772 |       0 |     6.9416 |  3.42e-05
   2775 | -4.931109e-03 |  0.9772 |       0 |     6.9417 |  3.04e-05
   2800 | -4.931107e-03 |  0.9772 |       0 |     6.9417 |  2.69e-05
   2825 | -4.931099e-03 |  0.9772 |       0 |     6.9417 |  2.37e-05
   2850 | -4.931112e-03 |  0.9772 |       0 |     6.9417 |  2.08e-05
   2875 | -4.931096e-03 |  0.9772 |       0 |     6.9417 |  1.83e-05
   2900 | -4.931116e-03 |  0.9772 |       0 |     6.9417 |  1.61e-05
   2925 | -4.931117e-03 |  0.9772 |       0 |     6.9417 |  1.42e-05
   2950 | -4.931115e-03 |  0.9772 |       0 |     6.9417 |  1.27e-05
   2975 | -4.931126e-03 |  0.9772 |       0 |     6.9417 |  1.15e-05
   3000 | -4.931100e-03 |  0.9772 |       0 |     6.9418 |  1.07e-05

  ======================================================================
  ✅ CARTILAGE (barrier_coef=0.0) COMPLETE
  Best loss: -4.931148e-03 (epoch 2902)
  Tip: 6.9417 mm (expected: 8.0932 mm)  Err: 14.23%
  n_inverted: final=0, max_during_training=0
  Training time: 105.6s (1.8min)
  ======================================================================

