╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 100.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE (BARRIER ABLATION, k_E=100.0) | E=500000 Pa | ν=0.3
  Mesh: 15x4x4 | Device: cuda | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 161,731

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
    825 | -4.928929e-03 |  0.9776 |       0 |     6.8685 |  8.46e-04
    850 | -4.926816e-03 |  0.9776 |       0 |     6.8888 |  8.36e-04
    875 | -4.919023e-03 |  0.9777 |       0 |     6.8875 |  8.26e-04
    900 | -4.926975e-03 |  0.9769 |       0 |     6.8844 |  8.17e-04
    925 | -4.930233e-03 |  0.9773 |       0 |     6.9028 |  8.06e-04
    950 | -4.929397e-03 |  0.9774 |       0 |     6.9068 |  7.96e-04
    975 | -4.927569e-03 |  0.9775 |       0 |     6.9084 |  7.85e-04
   1000 | -4.925302e-03 |  0.9776 |       0 |     6.8992 |  7.75e-04
   1025 | -4.926607e-03 |  0.9776 |       0 |     6.8715 |  7.64e-04
   1050 | -4.930594e-03 |  0.9774 |       0 |     6.8859 |  7.52e-04
   1075 | -4.929910e-03 |  0.9771 |       0 |     6.9145 |  7.41e-04
   1100 | -4.930391e-03 |  0.9771 |       0 |     6.9349 |  7.30e-04
   1125 | -4.930115e-03 |  0.9772 |       0 |     6.9033 |  7.18e-04
   1150 | -4.930213e-03 |  0.9772 |       0 |     6.9308 |  7.06e-04
   1175 | -4.930606e-03 |  0.9773 |       0 |     6.9221 |  6.94e-04
   1200 | -4.925798e-03 |  0.9776 |       0 |     6.8854 |  6.82e-04
   1225 | -4.930267e-03 |  0.9773 |       0 |     6.9061 |  6.70e-04
   1250 | -4.930547e-03 |  0.9773 |       0 |     6.9269 |  6.58e-04
   1275 | -4.930600e-03 |  0.9771 |       0 |     6.9364 |  6.46e-04
   1300 | -4.930824e-03 |  0.9773 |       0 |     6.9107 |  6.33e-04
   1325 | -4.930189e-03 |  0.9774 |       0 |     6.9147 |  6.21e-04
   1350 | -4.930413e-03 |  0.9773 |       0 |     6.9312 |  6.08e-04
   1375 | -4.930939e-03 |  0.9773 |       0 |     6.9382 |  5.95e-04
   1400 | -4.930883e-03 |  0.9772 |       0 |     6.9377 |  5.82e-04
   1425 | -4.930502e-03 |  0.9773 |       0 |     6.9297 |  5.70e-04
   1450 | -4.931032e-03 |  0.9772 |       0 |     6.9385 |  5.57e-04
   1475 | -4.931072e-03 |  0.9772 |       0 |     6.9387 |  5.44e-04
   1500 | -4.931123e-03 |  0.9772 |       0 |     6.9389 |  5.31e-04
   1525 | -4.931127e-03 |  0.9772 |       0 |     6.9391 |  5.18e-04
   1550 | -4.931118e-03 |  0.9772 |       0 |     6.9394 |  5.05e-04
   1575 | -4.931144e-03 |  0.9772 |       0 |     6.9395 |  4.92e-04
   1600 | -4.931153e-03 |  0.9772 |       0 |     6.9397 |  4.79e-04
   1625 | -4.931157e-03 |  0.9772 |       0 |     6.9398 |  4.66e-04
   1650 | -4.931159e-03 |  0.9772 |       0 |     6.9400 |  4.53e-04
   1675 | -4.931183e-03 |  0.9772 |       0 |     6.9401 |  4.40e-04
   1700 | -4.931195e-03 |  0.9772 |       0 |     6.9403 |  4.28e-04
   1725 | -4.931215e-03 |  0.9772 |       0 |     6.9404 |  4.15e-04
   1750 | -4.931202e-03 |  0.9772 |       0 |     6.9405 |  4.02e-04
   1775 | -4.931225e-03 |  0.9772 |       0 |     6.9407 |  3.89e-04
   1800 | -4.931217e-03 |  0.9772 |       0 |     6.9408 |  3.77e-04
   1825 | -4.931211e-03 |  0.9772 |       0 |     6.9409 |  3.64e-04
   1850 | -4.931234e-03 |  0.9772 |       0 |     6.9410 |  3.52e-04
   1875 | -4.931263e-03 |  0.9772 |       0 |     6.9411 |  3.40e-04
   1900 | -4.931254e-03 |  0.9772 |       0 |     6.9412 |  3.28e-04
   1925 | -4.931265e-03 |  0.9772 |       0 |     6.9413 |  3.16e-04
   1950 | -4.931266e-03 |  0.9772 |       0 |     6.9414 |  3.04e-04
   1975 | -4.931230e-03 |  0.9772 |       0 |     6.9415 |  2.92e-04
   2000 | -4.931215e-03 |  0.9772 |       0 |     6.9416 |  2.80e-04
   2025 | -4.931245e-03 |  0.9772 |       0 |     6.9416 |  2.69e-04
   2050 | -4.931259e-03 |  0.9772 |       0 |     6.9417 |  2.57e-04
   2075 | -4.931261e-03 |  0.9772 |       0 |     6.9418 |  2.46e-04
   2100 | -4.931275e-03 |  0.9772 |       0 |     6.9419 |  2.35e-04
   2125 | -4.931272e-03 |  0.9772 |       0 |     6.9419 |  2.25e-04
   2150 | -4.931287e-03 |  0.9772 |       0 |     6.9420 |  2.14e-04
   2175 | -4.931305e-03 |  0.9772 |       0 |     6.9421 |  2.04e-04
   2200 | -4.931289e-03 |  0.9772 |       0 |     6.9421 |  1.93e-04
   2225 | -4.931305e-03 |  0.9772 |       0 |     6.9422 |  1.84e-04
   2250 | -4.931289e-03 |  0.9772 |       0 |     6.9422 |  1.74e-04
   2275 | -4.931291e-03 |  0.9772 |       0 |     6.9423 |  1.64e-04
   2300 | -4.931293e-03 |  0.9772 |       0 |     6.9423 |  1.55e-04
   2325 | -4.931322e-03 |  0.9772 |       0 |     6.9424 |  1.46e-04
   2350 | -4.931325e-03 |  0.9772 |       0 |     6.9424 |  1.37e-04
   2375 | -4.931305e-03 |  0.9772 |       0 |     6.9425 |  1.29e-04
   2400 | -4.931340e-03 |  0.9772 |       0 |     6.9425 |  1.20e-04
   2425 | -4.931326e-03 |  0.9772 |       0 |     6.9426 |  1.12e-04
   2450 | -4.931326e-03 |  0.9772 |       0 |     6.9426 |  1.05e-04
   2475 | -4.931289e-03 |  0.9772 |       0 |     6.9426 |  9.71e-05
   2500 | -4.931345e-03 |  0.9772 |       0 |     6.9427 |  8.99e-05
   2525 | -4.931317e-03 |  0.9772 |       0 |     6.9427 |  8.29e-05
   2550 | -4.931298e-03 |  0.9772 |       0 |     6.9427 |  7.63e-05
   2575 | -4.931313e-03 |  0.9772 |       0 |     6.9428 |  7.00e-05
   2600 | -4.931343e-03 |  0.9772 |       0 |     6.9428 |  6.40e-05
   2625 | -4.931315e-03 |  0.9772 |       0 |     6.9428 |  5.82e-05
   2650 | -4.931331e-03 |  0.9772 |       0 |     6.9428 |  5.28e-05
   2675 | -4.931343e-03 |  0.9772 |       0 |     6.9428 |  4.77e-05
   2700 | -4.931351e-03 |  0.9772 |       0 |     6.9429 |  4.29e-05
   2725 | -4.931366e-03 |  0.9772 |       0 |     6.9429 |  3.84e-05
   2750 | -4.931351e-03 |  0.9772 |       0 |     6.9429 |  3.42e-05
   2775 | -4.931356e-03 |  0.9772 |       0 |     6.9429 |  3.04e-05
   2800 | -4.931351e-03 |  0.9772 |       0 |     6.9429 |  2.69e-05
   2825 | -4.931342e-03 |  0.9772 |       0 |     6.9429 |  2.37e-05
   2850 | -4.931346e-03 |  0.9772 |       0 |     6.9429 |  2.08e-05
   2875 | -4.931387e-03 |  0.9772 |       0 |     6.9430 |  1.83e-05
   2900 | -4.931343e-03 |  0.9772 |       0 |     6.9430 |  1.61e-05
   2925 | -4.931365e-03 |  0.9772 |       0 |     6.9430 |  1.42e-05
   2950 | -4.931374e-03 |  0.9772 |       0 |     6.9430 |  1.27e-05
   2975 | -4.931341e-03 |  0.9772 |       0 |     6.9430 |  1.15e-05
   3000 | -4.931349e-03 |  0.9772 |       0 |     6.9430 |  1.07e-05

  ======================================================================
  ✅ CARTILAGE (barrier_coef=100.0) COMPLETE
  Best loss: -4.931392e-03 (epoch 2856)
  Tip: 6.9429 mm (expected: 8.0932 mm)  Err: 14.21%
  n_inverted: final=0, max_during_training=0
  Training time: 120.9s (2.0min)
  ======================================================================

