╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 0.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE (BARRIER ABLATION, k_E=0.0) | E=500000 Pa | ν=0.3
  Mesh: 15x4x4 | Device: cuda | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 161,731

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
   1875 | -4.931149e-03 |  0.9770 |       0 |     6.9418 |  3.40e-04
   1900 | -4.931119e-03 |  0.9770 |       0 |     6.9419 |  3.28e-04
   1925 | -4.931168e-03 |  0.9770 |       0 |     6.9420 |  3.16e-04
   1950 | -4.931154e-03 |  0.9770 |       0 |     6.9421 |  3.04e-04
   1975 | -4.931173e-03 |  0.9770 |       0 |     6.9423 |  2.92e-04
   2000 | -4.931184e-03 |  0.9770 |       0 |     6.9424 |  2.80e-04
   2025 | -4.931201e-03 |  0.9770 |       0 |     6.9425 |  2.69e-04
   2050 | -4.931167e-03 |  0.9770 |       0 |     6.9426 |  2.57e-04
   2075 | -4.931216e-03 |  0.9770 |       0 |     6.9427 |  2.46e-04
   2100 | -4.931206e-03 |  0.9770 |       0 |     6.9428 |  2.35e-04
   2125 | -4.931212e-03 |  0.9770 |       0 |     6.9429 |  2.25e-04
   2150 | -4.931172e-03 |  0.9770 |       0 |     6.9430 |  2.14e-04
   2175 | -4.931204e-03 |  0.9770 |       0 |     6.9431 |  2.04e-04
   2200 | -4.931158e-03 |  0.9770 |       0 |     6.9432 |  1.93e-04
   2225 | -4.931148e-03 |  0.9770 |       0 |     6.9432 |  1.84e-04
   2250 | -4.931176e-03 |  0.9770 |       0 |     6.9433 |  1.74e-04
   2275 | -4.931203e-03 |  0.9770 |       0 |     6.9434 |  1.64e-04
   2300 | -4.931200e-03 |  0.9770 |       0 |     6.9435 |  1.55e-04
   2325 | -4.931200e-03 |  0.9770 |       0 |     6.9435 |  1.46e-04
   2350 | -4.931171e-03 |  0.9770 |       0 |     6.9436 |  1.37e-04
   2375 | -4.931204e-03 |  0.9770 |       0 |     6.9437 |  1.29e-04
   2400 | -4.931207e-03 |  0.9770 |       0 |     6.9437 |  1.20e-04
   2425 | -4.931225e-03 |  0.9770 |       0 |     6.9438 |  1.12e-04
   2450 | -4.931227e-03 |  0.9770 |       0 |     6.9438 |  1.05e-04
   2475 | -4.931246e-03 |  0.9770 |       0 |     6.9439 |  9.71e-05
   2500 | -4.931254e-03 |  0.9770 |       0 |     6.9439 |  8.99e-05
   2525 | -4.931225e-03 |  0.9770 |       0 |     6.9440 |  8.29e-05
   2550 | -4.931192e-03 |  0.9770 |       0 |     6.9440 |  7.63e-05
   2575 | -4.931265e-03 |  0.9770 |       0 |     6.9440 |  7.00e-05
   2600 | -4.931252e-03 |  0.9770 |       0 |     6.9441 |  6.40e-05
   2625 | -4.931243e-03 |  0.9770 |       0 |     6.9441 |  5.82e-05
   2650 | -4.931268e-03 |  0.9770 |       0 |     6.9441 |  5.28e-05
   2675 | -4.931232e-03 |  0.9770 |       0 |     6.9442 |  4.77e-05
   2700 | -4.931265e-03 |  0.9770 |       0 |     6.9442 |  4.29e-05
   2725 | -4.931269e-03 |  0.9770 |       0 |     6.9442 |  3.84e-05
   2750 | -4.931266e-03 |  0.9770 |       0 |     6.9442 |  3.42e-05
   2775 | -4.931251e-03 |  0.9770 |       0 |     6.9443 |  3.04e-05
   2800 | -4.931252e-03 |  0.9770 |       0 |     6.9443 |  2.69e-05
   2825 | -4.931240e-03 |  0.9770 |       0 |     6.9443 |  2.37e-05
   2850 | -4.931248e-03 |  0.9770 |       0 |     6.9443 |  2.08e-05
   2875 | -4.931245e-03 |  0.9770 |       0 |     6.9443 |  1.83e-05
   2900 | -4.931262e-03 |  0.9770 |       0 |     6.9443 |  1.61e-05
   2925 | -4.931255e-03 |  0.9770 |       0 |     6.9443 |  1.42e-05
   2950 | -4.931304e-03 |  0.9770 |       0 |     6.9443 |  1.27e-05
   2975 | -4.931251e-03 |  0.9770 |       0 |     6.9444 |  1.15e-05
   3000 | -4.931262e-03 |  0.9770 |       0 |     6.9444 |  1.07e-05

  ======================================================================
  ✅ CARTILAGE (barrier_coef=0.0) COMPLETE
  Best loss: -4.931305e-03 (epoch 2924)
  Tip: 6.9443 mm (expected: 8.0932 mm)  Err: 14.20%
  n_inverted: final=0, max_during_training=0
  Training time: 103.8s (1.7min)
  ======================================================================

