╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 100.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: BONE (BARRIER ABLATION, k_E=100.0) | E=10000000 Pa | ν=0.3
  Mesh: 15x4x4 | Device: cuda | Epochs: 2000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 161,731

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
    650 | -7.544051e-03 |  0.9980 |       0 |     0.5826 |  7.96e-04
    675 | -7.545046e-03 |  0.9980 |       0 |     0.5845 |  7.80e-04
    700 | -7.544514e-03 |  0.9980 |       0 |     0.5769 |  7.64e-04
    725 | -7.543974e-03 |  0.9980 |       0 |     0.5855 |  7.47e-04
    750 | -7.544833e-03 |  0.9980 |       0 |     0.5854 |  7.30e-04
    775 | -7.541001e-03 |  0.9981 |       0 |     0.5690 |  7.12e-04
    800 | -7.545054e-03 |  0.9980 |       0 |     0.5831 |  6.94e-04
    825 | -7.544282e-03 |  0.9980 |       0 |     0.5867 |  6.76e-04
    850 | -7.544626e-03 |  0.9980 |       0 |     0.5875 |  6.58e-04
    875 | -7.544383e-03 |  0.9980 |       0 |     0.5877 |  6.39e-04
    900 | -7.544508e-03 |  0.9980 |       0 |     0.5877 |  6.21e-04
    925 | -7.544164e-03 |  0.9980 |       0 |     0.5826 |  6.02e-04
    950 | -7.544439e-03 |  0.9980 |       0 |     0.5879 |  5.82e-04
    975 | -7.544053e-03 |  0.9980 |       0 |     0.5881 |  5.63e-04
   1000 | -7.544191e-03 |  0.9980 |       0 |     0.5884 |  5.44e-04
   1025 | -7.544716e-03 |  0.9980 |       0 |     0.5885 |  5.24e-04
   1050 | -7.544940e-03 |  0.9980 |       0 |     0.5886 |  5.05e-04
   1075 | -7.545100e-03 |  0.9980 |       0 |     0.5887 |  4.86e-04
   1100 | -7.544889e-03 |  0.9980 |       0 |     0.5888 |  4.66e-04
   1125 | -7.544375e-03 |  0.9980 |       0 |     0.5889 |  4.47e-04
   1150 | -7.544719e-03 |  0.9980 |       0 |     0.5890 |  4.28e-04
   1175 | -7.544197e-03 |  0.9980 |       0 |     0.5891 |  4.08e-04
   1200 | -7.544977e-03 |  0.9980 |       0 |     0.5891 |  3.89e-04
   1225 | -7.545116e-03 |  0.9980 |       0 |     0.5892 |  3.71e-04
   1250 | -7.545123e-03 |  0.9980 |       0 |     0.5893 |  3.52e-04
   1275 | -7.544676e-03 |  0.9980 |       0 |     0.5893 |  3.34e-04
   1300 | -7.544753e-03 |  0.9980 |       0 |     0.5894 |  3.16e-04
   1325 | -7.544452e-03 |  0.9979 |       0 |     0.5895 |  2.98e-04
   1350 | -7.544439e-03 |  0.9979 |       0 |     0.5895 |  2.80e-04
   1375 | -7.544320e-03 |  0.9979 |       0 |     0.5896 |  2.63e-04
   1400 | -7.544482e-03 |  0.9979 |       0 |     0.5897 |  2.46e-04
   1425 | -7.544904e-03 |  0.9979 |       0 |     0.5897 |  2.30e-04
   1450 | -7.544658e-03 |  0.9979 |       0 |     0.5898 |  2.14e-04
   1475 | -7.544442e-03 |  0.9979 |       0 |     0.5898 |  1.99e-04
   1500 | -7.544325e-03 |  0.9979 |       0 |     0.5899 |  1.84e-04
   1525 | -7.544426e-03 |  0.9979 |       0 |     0.5899 |  1.69e-04
   1550 | -7.544314e-03 |  0.9979 |       0 |     0.5899 |  1.55e-04
   1575 | -7.543939e-03 |  0.9979 |       0 |     0.5900 |  1.42e-04
   1600 | -7.544984e-03 |  0.9979 |       0 |     0.5900 |  1.29e-04
   1625 | -7.545082e-03 |  0.9979 |       0 |     0.5900 |  1.16e-04
   1650 | -7.544664e-03 |  0.9979 |       0 |     0.5901 |  1.05e-04
   1675 | -7.544295e-03 |  0.9979 |       0 |     0.5901 |  9.34e-05
   1700 | -7.544697e-03 |  0.9979 |       0 |     0.5901 |  8.29e-05
   1725 | -7.544621e-03 |  0.9979 |       0 |     0.5902 |  7.31e-05
   1750 | -7.544459e-03 |  0.9979 |       0 |     0.5902 |  6.40e-05
   1775 | -7.544368e-03 |  0.9979 |       0 |     0.5902 |  5.55e-05
   1800 | -7.544729e-03 |  0.9979 |       0 |     0.5902 |  4.77e-05
   1825 | -7.544530e-03 |  0.9979 |       0 |     0.5902 |  4.06e-05
   1850 | -7.544698e-03 |  0.9979 |       0 |     0.5902 |  3.42e-05
   1875 | -7.544428e-03 |  0.9979 |       0 |     0.5902 |  2.86e-05
   1900 | -7.545016e-03 |  0.9979 |       0 |     0.5903 |  2.37e-05
   1925 | -7.544623e-03 |  0.9979 |       0 |     0.5903 |  1.95e-05
   1950 | -7.544834e-03 |  0.9979 |       0 |     0.5903 |  1.61e-05
   1975 | -7.544473e-03 |  0.9979 |       0 |     0.5903 |  1.34e-05
   2000 | -7.544711e-03 |  0.9979 |       0 |     0.5903 |  1.15e-05

  ======================================================================
  ✅ BONE (barrier_coef=100.0) COMPLETE
  Best loss: -7.545605e-03 (epoch 1433)
  Tip: 0.5897 mm (expected: 0.6990 mm)  Err: 15.63%
  n_inverted: final=0, max_during_training=0
  Training time: 78.1s (1.3min)
  ======================================================================

