╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 0.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE (BARRIER ABLATION, k_E=0.0) | E=500000 Pa | ν=0.3
  Mesh: 15x4x4 | Device: cuda | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 161,731

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
    825 | -4.928559e-03 |  0.9771 |       0 |     6.9169 |  8.46e-04
    850 | -4.930202e-03 |  0.9773 |       0 |     6.9307 |  8.36e-04
    875 | -4.930033e-03 |  0.9771 |       0 |     6.9194 |  8.26e-04
    900 | -4.928020e-03 |  0.9773 |       0 |     6.8153 |  8.17e-04
    925 | -4.920830e-03 |  0.9769 |       0 |     6.8661 |  8.06e-04
    950 | -4.928540e-03 |  0.9774 |       0 |     6.9246 |  7.96e-04
    975 | -4.927880e-03 |  0.9775 |       0 |     6.8991 |  7.85e-04
   1000 | -4.926385e-03 |  0.9775 |       0 |     6.9058 |  7.75e-04
   1025 | -4.927293e-03 |  0.9775 |       0 |     6.8918 |  7.64e-04
   1050 | -4.923850e-03 |  0.9777 |       0 |     6.8869 |  7.52e-04
   1075 | -4.929419e-03 |  0.9774 |       0 |     6.8914 |  7.41e-04
   1100 | -4.927601e-03 |  0.9775 |       0 |     6.8864 |  7.30e-04
   1125 | -4.925630e-03 |  0.9775 |       0 |     6.8941 |  7.18e-04
   1150 | -4.928776e-03 |  0.9775 |       0 |     6.9050 |  7.06e-04
   1175 | -4.929599e-03 |  0.9774 |       0 |     6.9274 |  6.94e-04
   1200 | -4.929294e-03 |  0.9775 |       0 |     6.9232 |  6.82e-04
   1225 | -4.930118e-03 |  0.9774 |       0 |     6.9283 |  6.70e-04
   1250 | -4.930809e-03 |  0.9772 |       0 |     6.9297 |  6.58e-04
   1275 | -4.930859e-03 |  0.9772 |       0 |     6.9352 |  6.46e-04
   1300 | -4.927825e-03 |  0.9775 |       0 |     6.8708 |  6.33e-04
   1325 | -4.930711e-03 |  0.9772 |       0 |     6.9365 |  6.21e-04
   1350 | -4.930943e-03 |  0.9772 |       0 |     6.9392 |  6.08e-04
   1375 | -4.930972e-03 |  0.9772 |       0 |     6.9363 |  5.95e-04
   1400 | -4.931010e-03 |  0.9772 |       0 |     6.9375 |  5.82e-04
   1425 | -4.930959e-03 |  0.9772 |       0 |     6.9379 |  5.70e-04
   1450 | -4.930969e-03 |  0.9773 |       0 |     6.9366 |  5.57e-04
   1475 | -4.930997e-03 |  0.9772 |       0 |     6.9383 |  5.44e-04
   1500 | -4.931073e-03 |  0.9772 |       0 |     6.9385 |  5.31e-04
   1525 | -4.931085e-03 |  0.9772 |       0 |     6.9388 |  5.18e-04
   1550 | -4.931079e-03 |  0.9772 |       0 |     6.9390 |  5.05e-04
   1575 | -4.931099e-03 |  0.9772 |       0 |     6.9392 |  4.92e-04
   1600 | -4.931097e-03 |  0.9772 |       0 |     6.9394 |  4.79e-04
   1625 | -4.931091e-03 |  0.9772 |       0 |     6.9395 |  4.66e-04
   1650 | -4.931156e-03 |  0.9772 |       0 |     6.9397 |  4.53e-04
   1675 | -4.931140e-03 |  0.9772 |       0 |     6.9398 |  4.40e-04
   1700 | -4.931189e-03 |  0.9772 |       0 |     6.9399 |  4.28e-04
   1725 | -4.931157e-03 |  0.9772 |       0 |     6.9401 |  4.15e-04
   1750 | -4.931143e-03 |  0.9772 |       0 |     6.9402 |  4.02e-04
   1775 | -4.931169e-03 |  0.9772 |       0 |     6.9403 |  3.89e-04
   1800 | -4.931199e-03 |  0.9772 |       0 |     6.9404 |  3.77e-04
   1825 | -4.931197e-03 |  0.9772 |       0 |     6.9405 |  3.64e-04
   1850 | -4.931217e-03 |  0.9772 |       0 |     6.9407 |  3.52e-04
   1875 | -4.931198e-03 |  0.9772 |       0 |     6.9408 |  3.40e-04
   1900 | -4.931225e-03 |  0.9772 |       0 |     6.9409 |  3.28e-04
   1925 | -4.931233e-03 |  0.9772 |       0 |     6.9410 |  3.16e-04
   1950 | -4.931207e-03 |  0.9772 |       0 |     6.9411 |  3.04e-04
   1975 | -4.931245e-03 |  0.9772 |       0 |     6.9411 |  2.92e-04
   2000 | -4.931230e-03 |  0.9772 |       0 |     6.9412 |  2.80e-04
   2025 | -4.931252e-03 |  0.9772 |       0 |     6.9413 |  2.69e-04
   2050 | -4.931262e-03 |  0.9772 |       0 |     6.9414 |  2.57e-04
   2075 | -4.931205e-03 |  0.9772 |       0 |     6.9415 |  2.46e-04
   2100 | -4.931264e-03 |  0.9772 |       0 |     6.9415 |  2.35e-04
   2125 | -4.931246e-03 |  0.9772 |       0 |     6.9416 |  2.25e-04
   2150 | -4.931262e-03 |  0.9772 |       0 |     6.9417 |  2.14e-04
   2175 | -4.931243e-03 |  0.9772 |       0 |     6.9418 |  2.04e-04
   2200 | -4.931276e-03 |  0.9772 |       0 |     6.9418 |  1.93e-04
   2225 | -4.931256e-03 |  0.9772 |       0 |     6.9419 |  1.84e-04
   2250 | -4.931249e-03 |  0.9772 |       0 |     6.9419 |  1.74e-04
   2275 | -4.931290e-03 |  0.9772 |       0 |     6.9420 |  1.64e-04
   2300 | -4.931271e-03 |  0.9772 |       0 |     6.9420 |  1.55e-04
   2325 | -4.931291e-03 |  0.9772 |       0 |     6.9421 |  1.46e-04
   2350 | -4.931279e-03 |  0.9772 |       0 |     6.9421 |  1.37e-04
   2375 | -4.931264e-03 |  0.9772 |       0 |     6.9422 |  1.29e-04
   2400 | -4.931270e-03 |  0.9772 |       0 |     6.9422 |  1.20e-04
   2425 | -4.931275e-03 |  0.9772 |       0 |     6.9423 |  1.12e-04
   2450 | -4.931295e-03 |  0.9772 |       0 |     6.9423 |  1.05e-04
   2475 | -4.931306e-03 |  0.9772 |       0 |     6.9423 |  9.71e-05
   2500 | -4.931319e-03 |  0.9772 |       0 |     6.9424 |  8.99e-05
   2525 | -4.931288e-03 |  0.9772 |       0 |     6.9424 |  8.29e-05
   2550 | -4.931300e-03 |  0.9772 |       0 |     6.9424 |  7.63e-05
   2575 | -4.931333e-03 |  0.9772 |       0 |     6.9425 |  7.00e-05
   2600 | -4.931326e-03 |  0.9772 |       0 |     6.9425 |  6.40e-05
   2625 | -4.931313e-03 |  0.9772 |       0 |     6.9425 |  5.82e-05
   2650 | -4.931339e-03 |  0.9772 |       0 |     6.9425 |  5.28e-05
   2675 | -4.931331e-03 |  0.9772 |       0 |     6.9426 |  4.77e-05
   2700 | -4.931329e-03 |  0.9772 |       0 |     6.9426 |  4.29e-05
   2725 | -4.931315e-03 |  0.9772 |       0 |     6.9426 |  3.84e-05
   2750 | -4.931320e-03 |  0.9772 |       0 |     6.9426 |  3.42e-05
   2775 | -4.931311e-03 |  0.9772 |       0 |     6.9426 |  3.04e-05
   2800 | -4.931320e-03 |  0.9772 |       0 |     6.9426 |  2.69e-05
   2825 | -4.931320e-03 |  0.9772 |       0 |     6.9426 |  2.37e-05
   2850 | -4.931329e-03 |  0.9772 |       0 |     6.9427 |  2.08e-05
   2875 | -4.931302e-03 |  0.9772 |       0 |     6.9427 |  1.83e-05
   2900 | -4.931339e-03 |  0.9772 |       0 |     6.9427 |  1.61e-05
   2925 | -4.931309e-03 |  0.9772 |       0 |     6.9427 |  1.42e-05
   2950 | -4.931317e-03 |  0.9772 |       0 |     6.9427 |  1.27e-05
   2975 | -4.931317e-03 |  0.9772 |       0 |     6.9427 |  1.15e-05
   3000 | -4.931283e-03 |  0.9772 |       0 |     6.9427 |  1.07e-05

  ======================================================================
  ✅ CARTILAGE (barrier_coef=0.0) COMPLETE
  Best loss: -4.931365e-03 (epoch 2810)
  Tip: 6.9426 mm (expected: 8.0932 mm)  Err: 14.22%
  n_inverted: final=0, max_during_training=0
  Training time: 116.9s (1.9min)
  ======================================================================

