╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 0.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: BONE (BARRIER ABLATION, k_E=0.0) | E=10000000 Pa | ν=0.3
  Mesh: 15x4x4 | Device: cuda | Epochs: 2000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 161,731

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -7.450107e-03 |  1.0000 |       0 |     0.0006 |  2.00e-05
      2 | -7.452064e-03 |  1.0000 |       0 |     0.0008 |  4.00e-05
      3 | -7.454103e-03 |  1.0000 |       0 |     0.0013 |  6.00e-05
      4 | -7.454984e-03 |  1.0000 |       0 |     0.0020 |  8.00e-05
      5 | -7.454071e-03 |  1.0000 |       0 |     0.0029 |  1.00e-04
     25 | -7.465017e-03 |  0.9996 |       0 |     0.0315 |  5.00e-04
     50 | -7.481303e-03 |  0.9984 |       0 |     0.1355 |  1.00e-03
     75 | -7.502859e-03 |  0.9983 |       0 |     0.2334 |  1.00e-03
    100 | -7.515054e-03 |  0.9983 |       0 |     0.3169 |  9.98e-04
    125 | -7.523057e-03 |  0.9982 |       0 |     0.3875 |  9.97e-04
    150 | -7.526553e-03 |  0.9982 |       0 |     0.4317 |  9.94e-04
    175 | -7.534592e-03 |  0.9982 |       0 |     0.4784 |  9.90e-04
    200 | -7.532397e-03 |  0.9981 |       0 |     0.4884 |  9.86e-04
    225 | -7.540744e-03 |  0.9980 |       0 |     0.5340 |  9.81e-04
    250 | -7.540400e-03 |  0.9982 |       0 |     0.5139 |  9.76e-04
    275 | -7.541298e-03 |  0.9981 |       0 |     0.5577 |  9.69e-04
    300 | -7.544041e-03 |  0.9981 |       0 |     0.5666 |  9.62e-04
    325 | -7.540651e-03 |  0.9980 |       0 |     0.5553 |  9.55e-04
    350 | -7.544314e-03 |  0.9981 |       0 |     0.5721 |  9.46e-04
    375 | -7.537916e-03 |  0.9981 |       0 |     0.5660 |  9.37e-04
    400 | -7.543997e-03 |  0.9981 |       0 |     0.5714 |  9.27e-04
    425 | -7.542063e-03 |  0.9980 |       0 |     0.5678 |  9.17e-04
    450 | -7.543207e-03 |  0.9981 |       0 |     0.5755 |  9.05e-04
    475 | -7.541655e-03 |  0.9982 |       0 |     0.5707 |  8.94e-04
    500 | -7.543407e-03 |  0.9981 |       0 |     0.5760 |  8.81e-04
    525 | -7.543153e-03 |  0.9981 |       0 |     0.5680 |  8.68e-04
    550 | -7.544535e-03 |  0.9981 |       0 |     0.5805 |  8.55e-04
    575 | -7.544091e-03 |  0.9981 |       0 |     0.5763 |  8.41e-04
    600 | -7.544913e-03 |  0.9981 |       0 |     0.5826 |  8.26e-04
    625 | -7.545219e-03 |  0.9981 |       0 |     0.5724 |  8.11e-04
    650 | -7.545403e-03 |  0.9981 |       0 |     0.5833 |  7.96e-04
    675 | -7.545524e-03 |  0.9981 |       0 |     0.5855 |  7.80e-04
    700 | -7.544325e-03 |  0.9981 |       0 |     0.5732 |  7.64e-04
    725 | -7.544816e-03 |  0.9981 |       0 |     0.5847 |  7.47e-04
    750 | -7.544507e-03 |  0.9980 |       0 |     0.5867 |  7.30e-04
    775 | -7.544407e-03 |  0.9980 |       0 |     0.5870 |  7.12e-04
    800 | -7.545689e-03 |  0.9981 |       0 |     0.5834 |  6.94e-04
    825 | -7.544862e-03 |  0.9980 |       0 |     0.5872 |  6.76e-04
    850 | -7.545558e-03 |  0.9980 |       0 |     0.5875 |  6.58e-04
    875 | -7.544763e-03 |  0.9980 |       0 |     0.5849 |  6.39e-04
    900 | -7.545240e-03 |  0.9980 |       0 |     0.5877 |  6.21e-04
    925 | -7.544885e-03 |  0.9980 |       0 |     0.5883 |  6.02e-04
    950 | -7.544790e-03 |  0.9980 |       0 |     0.5887 |  5.82e-04
    975 | -7.545696e-03 |  0.9980 |       0 |     0.5882 |  5.63e-04
   1000 | -7.545218e-03 |  0.9980 |       0 |     0.5889 |  5.44e-04
   1025 | -7.545408e-03 |  0.9980 |       0 |     0.5892 |  5.24e-04
   1050 | -7.545100e-03 |  0.9980 |       0 |     0.5893 |  5.05e-04
   1075 | -7.545074e-03 |  0.9980 |       0 |     0.5895 |  4.86e-04
   1100 | -7.545196e-03 |  0.9980 |       0 |     0.5896 |  4.66e-04
   1125 | -7.545149e-03 |  0.9980 |       0 |     0.5897 |  4.47e-04
   1150 | -7.545182e-03 |  0.9980 |       0 |     0.5899 |  4.28e-04
   1175 | -7.545040e-03 |  0.9980 |       0 |     0.5900 |  4.08e-04
   1200 | -7.545067e-03 |  0.9980 |       0 |     0.5901 |  3.89e-04
   1225 | -7.545046e-03 |  0.9980 |       0 |     0.5902 |  3.71e-04
   1250 | -7.545210e-03 |  0.9980 |       0 |     0.5903 |  3.52e-04
   1275 | -7.545321e-03 |  0.9980 |       0 |     0.5904 |  3.34e-04
   1300 | -7.545401e-03 |  0.9980 |       0 |     0.5904 |  3.16e-04
   1325 | -7.545196e-03 |  0.9980 |       0 |     0.5905 |  2.98e-04
   1350 | -7.544739e-03 |  0.9980 |       0 |     0.5906 |  2.80e-04
   1375 | -7.545504e-03 |  0.9980 |       0 |     0.5907 |  2.63e-04
   1400 | -7.545298e-03 |  0.9980 |       0 |     0.5907 |  2.46e-04
   1425 | -7.545356e-03 |  0.9980 |       0 |     0.5908 |  2.30e-04
   1450 | -7.545340e-03 |  0.9980 |       0 |     0.5909 |  2.14e-04
   1475 | -7.545637e-03 |  0.9980 |       0 |     0.5909 |  1.99e-04
   1500 | -7.545121e-03 |  0.9980 |       0 |     0.5910 |  1.84e-04
   1525 | -7.545594e-03 |  0.9980 |       0 |     0.5910 |  1.69e-04
   1550 | -7.545013e-03 |  0.9980 |       0 |     0.5911 |  1.55e-04
   1575 | -7.545572e-03 |  0.9980 |       0 |     0.5911 |  1.42e-04
   1600 | -7.545544e-03 |  0.9980 |       0 |     0.5911 |  1.29e-04
   1625 | -7.544986e-03 |  0.9980 |       0 |     0.5912 |  1.16e-04
   1650 | -7.545575e-03 |  0.9980 |       0 |     0.5912 |  1.05e-04
   1675 | -7.545504e-03 |  0.9980 |       0 |     0.5912 |  9.34e-05
   1700 | -7.545527e-03 |  0.9980 |       0 |     0.5913 |  8.29e-05
   1725 | -7.545226e-03 |  0.9980 |       0 |     0.5913 |  7.31e-05
   1750 | -7.545755e-03 |  0.9980 |       0 |     0.5913 |  6.40e-05
   1775 | -7.545314e-03 |  0.9980 |       0 |     0.5913 |  5.55e-05
   1800 | -7.545248e-03 |  0.9980 |       0 |     0.5913 |  4.77e-05
   1825 | -7.545406e-03 |  0.9980 |       0 |     0.5914 |  4.06e-05
   1850 | -7.545772e-03 |  0.9980 |       0 |     0.5914 |  3.42e-05
   1875 | -7.545112e-03 |  0.9980 |       0 |     0.5914 |  2.86e-05
   1900 | -7.545171e-03 |  0.9980 |       0 |     0.5914 |  2.37e-05
   1925 | -7.544912e-03 |  0.9980 |       0 |     0.5914 |  1.95e-05
   1950 | -7.545081e-03 |  0.9980 |       0 |     0.5914 |  1.61e-05
   1975 | -7.545196e-03 |  0.9980 |       0 |     0.5914 |  1.34e-05
   2000 | -7.545561e-03 |  0.9980 |       0 |     0.5914 |  1.15e-05

  ======================================================================
  ✅ BONE (barrier_coef=0.0) COMPLETE
  Best loss: -7.546193e-03 (epoch 1015)
  Tip: 0.5891 mm (expected: 0.6990 mm)  Err: 15.72%
  n_inverted: final=0, max_during_training=0
  Training time: 80.8s (1.3min)
  ======================================================================

