╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 100.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE (BARRIER ABLATION, k_E=100.0) | E=500000 Pa | ν=0.3
  Mesh: 15x4x4 | Device: cuda | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 161,731

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
   1000 | -4.926057e-03 |  0.9777 |       0 |     6.8921 |  7.75e-04
   1025 | -4.925252e-03 |  0.9774 |       0 |     6.9037 |  7.64e-04
   1050 | -4.929725e-03 |  0.9769 |       0 |     6.9092 |  7.52e-04
   1075 | -4.928683e-03 |  0.9775 |       0 |     6.8964 |  7.41e-04
   1100 | -4.928296e-03 |  0.9772 |       0 |     6.9125 |  7.30e-04
   1125 | -4.929074e-03 |  0.9775 |       0 |     6.9261 |  7.18e-04
   1150 | -4.929679e-03 |  0.9773 |       0 |     6.9215 |  7.06e-04
   1175 | -4.930707e-03 |  0.9772 |       0 |     6.9313 |  6.94e-04
   1200 | -4.930779e-03 |  0.9772 |       0 |     6.9336 |  6.82e-04
   1225 | -4.925974e-03 |  0.9771 |       0 |     6.9245 |  6.70e-04
   1250 | -4.929349e-03 |  0.9770 |       0 |     6.9194 |  6.58e-04
   1275 | -4.930504e-03 |  0.9774 |       0 |     6.9289 |  6.46e-04
   1300 | -4.930788e-03 |  0.9771 |       0 |     6.9359 |  6.33e-04
   1325 | -4.930819e-03 |  0.9772 |       0 |     6.9360 |  6.21e-04
   1350 | -4.930837e-03 |  0.9771 |       0 |     6.9367 |  6.08e-04
   1375 | -4.930591e-03 |  0.9773 |       0 |     6.9360 |  5.95e-04
   1400 | -4.930795e-03 |  0.9772 |       0 |     6.9359 |  5.82e-04
   1425 | -4.930888e-03 |  0.9771 |       0 |     6.9373 |  5.70e-04
   1450 | -4.930892e-03 |  0.9771 |       0 |     6.9376 |  5.57e-04
   1475 | -4.930916e-03 |  0.9771 |       0 |     6.9379 |  5.44e-04
   1500 | -4.930895e-03 |  0.9771 |       0 |     6.9382 |  5.31e-04
   1525 | -4.930959e-03 |  0.9771 |       0 |     6.9384 |  5.18e-04
   1550 | -4.930939e-03 |  0.9771 |       0 |     6.9387 |  5.05e-04
   1575 | -4.930931e-03 |  0.9771 |       0 |     6.9389 |  4.92e-04
   1600 | -4.930914e-03 |  0.9771 |       0 |     6.9391 |  4.79e-04
   1625 | -4.930968e-03 |  0.9771 |       0 |     6.9393 |  4.66e-04
   1650 | -4.930980e-03 |  0.9771 |       0 |     6.9395 |  4.53e-04
   1675 | -4.930988e-03 |  0.9771 |       0 |     6.9397 |  4.40e-04
   1700 | -4.931002e-03 |  0.9771 |       0 |     6.9398 |  4.28e-04
   1725 | -4.930987e-03 |  0.9771 |       0 |     6.9400 |  4.15e-04
   1750 | -4.930996e-03 |  0.9771 |       0 |     6.9402 |  4.02e-04
   1775 | -4.931050e-03 |  0.9771 |       0 |     6.9404 |  3.89e-04
   1800 | -4.931026e-03 |  0.9771 |       0 |     6.9405 |  3.77e-04
   1825 | -4.931031e-03 |  0.9771 |       0 |     6.9407 |  3.64e-04
   1850 | -4.931007e-03 |  0.9771 |       0 |     6.9408 |  3.52e-04
   1875 | -4.931060e-03 |  0.9771 |       0 |     6.9410 |  3.40e-04
   1900 | -4.931047e-03 |  0.9771 |       0 |     6.9411 |  3.28e-04
   1925 | -4.931034e-03 |  0.9771 |       0 |     6.9413 |  3.16e-04
   1950 | -4.931073e-03 |  0.9771 |       0 |     6.9414 |  3.04e-04
   1975 | -4.931051e-03 |  0.9771 |       0 |     6.9415 |  2.92e-04
   2000 | -4.931061e-03 |  0.9770 |       0 |     6.9417 |  2.80e-04
   2025 | -4.931048e-03 |  0.9770 |       0 |     6.9418 |  2.69e-04
   2050 | -4.931057e-03 |  0.9770 |       0 |     6.9419 |  2.57e-04
   2075 | -4.931069e-03 |  0.9770 |       0 |     6.9420 |  2.46e-04
   2100 | -4.931067e-03 |  0.9770 |       0 |     6.9421 |  2.35e-04
   2125 | -4.931088e-03 |  0.9770 |       0 |     6.9423 |  2.25e-04
   2150 | -4.931134e-03 |  0.9770 |       0 |     6.9424 |  2.14e-04
   2175 | -4.931119e-03 |  0.9770 |       0 |     6.9425 |  2.04e-04
   2200 | -4.931128e-03 |  0.9770 |       0 |     6.9426 |  1.93e-04
   2225 | -4.931072e-03 |  0.9770 |       0 |     6.9427 |  1.84e-04
   2250 | -4.931086e-03 |  0.9770 |       0 |     6.9427 |  1.74e-04
   2275 | -4.931117e-03 |  0.9770 |       0 |     6.9428 |  1.64e-04
   2300 | -4.931085e-03 |  0.9770 |       0 |     6.9429 |  1.55e-04
   2325 | -4.931085e-03 |  0.9770 |       0 |     6.9430 |  1.46e-04
   2350 | -4.931096e-03 |  0.9770 |       0 |     6.9431 |  1.37e-04
   2375 | -4.931079e-03 |  0.9770 |       0 |     6.9431 |  1.29e-04
   2400 | -4.931164e-03 |  0.9770 |       0 |     6.9432 |  1.20e-04
   2425 | -4.931119e-03 |  0.9770 |       0 |     6.9433 |  1.12e-04
   2450 | -4.931111e-03 |  0.9770 |       0 |     6.9433 |  1.05e-04
   2475 | -4.931124e-03 |  0.9770 |       0 |     6.9434 |  9.71e-05
   2500 | -4.931138e-03 |  0.9770 |       0 |     6.9434 |  8.99e-05
   2525 | -4.931150e-03 |  0.9770 |       0 |     6.9435 |  8.29e-05
   2550 | -4.931140e-03 |  0.9770 |       0 |     6.9436 |  7.63e-05
   2575 | -4.931136e-03 |  0.9770 |       0 |     6.9436 |  7.00e-05
   2600 | -4.931136e-03 |  0.9770 |       0 |     6.9436 |  6.40e-05
   2625 | -4.931143e-03 |  0.9770 |       0 |     6.9437 |  5.82e-05
   2650 | -4.931141e-03 |  0.9770 |       0 |     6.9437 |  5.28e-05
   2675 | -4.931182e-03 |  0.9770 |       0 |     6.9437 |  4.77e-05
   2700 | -4.931145e-03 |  0.9770 |       0 |     6.9438 |  4.29e-05
   2725 | -4.931189e-03 |  0.9770 |       0 |     6.9438 |  3.84e-05
   2750 | -4.931142e-03 |  0.9770 |       0 |     6.9438 |  3.42e-05
   2775 | -4.931163e-03 |  0.9770 |       0 |     6.9439 |  3.04e-05
   2800 | -4.931191e-03 |  0.9770 |       0 |     6.9439 |  2.69e-05
   2825 | -4.931163e-03 |  0.9770 |       0 |     6.9439 |  2.37e-05
   2850 | -4.931176e-03 |  0.9770 |       0 |     6.9439 |  2.08e-05
   2875 | -4.931200e-03 |  0.9770 |       0 |     6.9439 |  1.83e-05
   2900 | -4.931187e-03 |  0.9770 |       0 |     6.9439 |  1.61e-05
   2925 | -4.931184e-03 |  0.9770 |       0 |     6.9439 |  1.42e-05
   2950 | -4.931207e-03 |  0.9770 |       0 |     6.9440 |  1.27e-05
   2975 | -4.931180e-03 |  0.9770 |       0 |     6.9440 |  1.15e-05
   3000 | -4.931168e-03 |  0.9770 |       0 |     6.9440 |  1.07e-05

  ======================================================================
  ✅ CARTILAGE (barrier_coef=100.0) COMPLETE
  Best loss: -4.931218e-03 (epoch 2897)
  Tip: 6.9439 mm (expected: 8.0932 mm)  Err: 14.20%
  n_inverted: final=0, max_during_training=0
  Training time: 103.9s (1.7min)
  ======================================================================

