╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -2.755630e-03 | 4.700379e-03 | -7.456009e-03 |  1.0000 |     0.0008 |   99.9% |  2.00e-05
      2 | -4.496714e-03 | 2.959335e-03 | -7.456049e-03 |  1.0000 |     0.0008 |   99.9% |  4.00e-05
      3 | -7.918746e-03 | -4.626126e-04 | -7.456133e-03 |  1.0000 |     0.0009 |   99.9% |  6.00e-05
      4 | -1.302942e-02 | -5.573158e-03 | -7.456261e-03 |  1.0000 |     0.0010 |   99.9% |  8.00e-05
      5 | -1.983335e-02 | -1.237691e-02 | -7.456438e-03 |  1.0000 |     0.0012 |   99.8% |  1.00e-04
     25 | -2.351299e+00 | -2.343836e+00 | -7.463615e-03 |  1.0042 |    -0.0081 |   98.8% |  5.00e-04
     50 | -2.466488e+01 | -2.465742e+01 | -7.459998e-03 |  1.0501 |    -0.0060 |   99.1% |  1.00e-03
     75 | -4.254866e+01 | -4.254127e+01 | -7.383795e-03 |  1.1584 |    -0.0537 |   92.3% |  1.00e-03
    100 | -4.892453e+01 | -4.891704e+01 | -7.493490e-03 |  0.9223 |     0.4956 |   29.1% |  9.99e-04
    125 | -5.111739e+01 | -5.110987e+01 | -7.514009e-03 |  0.9552 |     0.2716 |   61.1% |  9.98e-04
    150 | -5.112278e+01 | -5.111527e+01 | -7.509683e-03 |  0.9668 |     0.2310 |   66.9% |  9.97e-04
    175 | -5.125580e+01 | -5.124829e+01 | -7.512743e-03 |  0.9592 |     0.3226 |   53.9% |  9.96e-04
    200 | -5.123638e+01 | -5.122902e+01 | -7.354643e-03 |  0.9524 |     0.0927 |   86.7% |  9.94e-04
    225 | -5.125727e+01 | -5.124963e+01 | -7.636998e-03 |  0.9683 |     0.6112 |   12.6% |  9.92e-04
    250 | -5.101952e+01 | -5.101209e+01 | -7.428392e-03 |  0.9287 |     0.3383 |   51.6% |  9.89e-04
    275 | -5.123363e+01 | -5.122601e+01 | -7.625886e-03 |  0.9572 |     0.6692 |    4.3% |  9.86e-04
    300 | -5.121828e+01 | -5.121062e+01 | -7.656349e-03 |  0.9607 |     0.6798 |    2.7% |  9.83e-04
    325 | -5.119488e+01 | -5.118725e+01 | -7.626609e-03 |  0.9588 |     0.6139 |   12.2% |  9.80e-04
    350 | -5.124341e+01 | -5.123581e+01 | -7.605923e-03 |  0.9557 |     0.5632 |   19.4% |  9.76e-04
    375 | -5.124977e+01 | -5.124218e+01 | -7.587898e-03 |  0.9518 |     0.5155 |   26.2% |  9.72e-04
    400 | -5.121652e+01 | -5.120893e+01 | -7.591522e-03 |  0.9507 |     0.5299 |   24.2% |  9.67e-04
    425 | -5.124042e+01 | -5.123277e+01 | -7.656246e-03 |  0.9597 |     0.6921 |    1.0% |  9.62e-04
    450 | -5.124139e+01 | -5.123371e+01 | -7.683178e-03 |  0.9639 |     0.7668 |    9.7% |  9.57e-04
    475 | -5.123160e+01 | -5.122403e+01 | -7.570700e-03 |  0.9662 |     0.6400 |    8.4% |  9.52e-04
    500 | -5.117505e+01 | -5.116732e+01 | -7.730338e-03 |  0.9606 |     0.9349 |   33.7% |  9.46e-04
    525 | -5.124158e+01 | -5.123386e+01 | -7.713625e-03 |  0.9669 |     0.9141 |   30.8% |  9.40e-04
    550 | -5.125590e+01 | -5.124819e+01 | -7.707987e-03 |  0.9574 |     0.9165 |   31.1% |  9.34e-04
    575 | -5.123623e+01 | -5.122853e+01 | -7.697801e-03 |  0.9580 |     0.8960 |   28.2% |  9.27e-04
    600 | -5.126484e+01 | -5.125714e+01 | -7.704701e-03 |  0.9613 |     0.9009 |   28.9% |  9.20e-04
    625 | -5.123408e+01 | -5.122636e+01 | -7.718297e-03 |  0.9690 |     0.9204 |   31.7% |  9.13e-04
    650 | -5.123869e+01 | -5.123097e+01 | -7.721255e-03 |  0.9682 |     0.9220 |   31.9% |  9.05e-04
    675 | -5.125613e+01 | -5.124839e+01 | -7.732787e-03 |  0.9689 |     0.9440 |   35.1% |  8.98e-04
    700 | -5.125793e+01 | -5.125021e+01 | -7.726488e-03 |  0.9635 |     0.9449 |   35.2% |  8.90e-04
    725 | -5.124474e+01 | -5.123702e+01 | -7.726276e-03 |  0.9647 |     0.9520 |   36.2% |  8.81e-04
    750 | -5.126476e+01 | -5.125702e+01 | -7.735453e-03 |  0.9695 |     0.9748 |   39.5% |  8.73e-04
    775 | -5.125613e+01 | -5.124837e+01 | -7.757646e-03 |  0.9710 |     1.0252 |   46.7% |  8.64e-04
    800 | -5.124549e+01 | -5.123771e+01 | -7.783559e-03 |  0.9717 |     1.0871 |   55.5% |  8.55e-04
    825 | -5.126320e+01 | -5.125544e+01 | -7.753339e-03 |  0.9701 |     1.0781 |   54.2% |  8.46e-04
    850 | -5.126536e+01 | -5.125758e+01 | -7.785396e-03 |  0.9699 |     1.1674 |   67.0% |  8.36e-04
    875 | -5.126700e+01 | -5.125918e+01 | -7.819607e-03 |  0.9737 |     1.2709 |   81.8% |  8.26e-04
    900 | -5.126638e+01 | -5.125854e+01 | -7.838754e-03 |  0.9741 |     1.3450 |   92.4% |  8.17e-04
    925 | -5.127158e+01 | -5.126373e+01 | -7.849643e-03 |  0.9719 |     1.4038 |  100.8% |  8.06e-04
    950 | -5.127104e+01 | -5.126318e+01 | -7.865801e-03 |  0.9716 |     1.4808 |  111.9% |  7.96e-04
    975 | -5.126918e+01 | -5.126129e+01 | -7.893885e-03 |  0.9727 |     1.5646 |  123.9% |  7.85e-04
   1000 | -5.126963e+01 | -5.126172e+01 | -7.907203e-03 |  0.9743 |     1.6176 |  131.4% |  7.75e-04
   1025 | -5.127069e+01 | -5.126277e+01 | -7.913696e-03 |  0.9724 |     1.6575 |  137.1% |  7.64e-04
   1050 | -5.127229e+01 | -5.126436e+01 | -7.929214e-03 |  0.9730 |     1.7181 |  145.8% |  7.52e-04
   1075 | -5.126538e+01 | -5.125743e+01 | -7.954163e-03 |  0.9761 |     1.8023 |  157.9% |  7.41e-04
   1100 | -5.126939e+01 | -5.126142e+01 | -7.971812e-03 |  0.9753 |     1.8756 |  168.3% |  7.30e-04
   1125 | -5.127129e+01 | -5.126332e+01 | -7.976500e-03 |  0.9732 |     1.9094 |  173.2% |  7.18e-04
   1150 | -5.127255e+01 | -5.126456e+01 | -7.990502e-03 |  0.9734 |     1.9647 |  181.1% |  7.06e-04
   1175 | -5.126745e+01 | -5.125944e+01 | -8.011229e-03 |  0.9760 |     2.0393 |  191.8% |  6.94e-04
   1200 | -5.126629e+01 | -5.125827e+01 | -8.021723e-03 |  0.9830 |     2.0981 |  200.2% |  6.82e-04
