╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
    150 | -5.118708e+01 | -5.117965e+01 | -7.429865e-03 |  0.9885 |    -0.1733 |   75.2% |  9.97e-04
    175 | -5.121515e+01 | -5.120774e+01 | -7.405112e-03 |  0.9615 |    -0.2025 |   71.0% |  9.96e-04
    200 | -5.123775e+01 | -5.123033e+01 | -7.428395e-03 |  0.9606 |    -0.1126 |   83.9% |  9.94e-04
    225 | -5.125114e+01 | -5.124370e+01 | -7.440200e-03 |  0.9547 |    -0.0496 |   92.9% |  9.92e-04
    250 | -5.125703e+01 | -5.124959e+01 | -7.446343e-03 |  0.9559 |     0.0085 |   98.8% |  9.89e-04
    275 | -5.123992e+01 | -5.123246e+01 | -7.458447e-03 |  0.9620 |     0.0827 |   88.2% |  9.86e-04
    300 | -5.124288e+01 | -5.123540e+01 | -7.473129e-03 |  0.9627 |     0.1474 |   78.9% |  9.83e-04
    325 | -5.125605e+01 | -5.124855e+01 | -7.501001e-03 |  0.9587 |     0.2287 |   67.3% |  9.80e-04
    350 | -5.126012e+01 | -5.125262e+01 | -7.508125e-03 |  0.9604 |     0.2633 |   62.3% |  9.76e-04
    375 | -5.124883e+01 | -5.124133e+01 | -7.501732e-03 |  0.9662 |     0.2467 |   64.7% |  9.72e-04
    400 | -5.125893e+01 | -5.125143e+01 | -7.493205e-03 |  0.9665 |     0.2053 |   70.6% |  9.67e-04
    425 | -5.125880e+01 | -5.125130e+01 | -7.499944e-03 |  0.9629 |     0.1950 |   72.1% |  9.62e-04
    450 | -5.125937e+01 | -5.125187e+01 | -7.506877e-03 |  0.9659 |     0.1965 |   71.9% |  9.57e-04
    475 | -5.125764e+01 | -5.125013e+01 | -7.508835e-03 |  0.9733 |     0.1983 |   71.6% |  9.52e-04
    500 | -5.125934e+01 | -5.125178e+01 | -7.566362e-03 |  0.9725 |     0.3686 |   47.3% |  9.46e-04
    525 | -5.126139e+01 | -5.125378e+01 | -7.601353e-03 |  0.9673 |     0.5160 |   26.2% |  9.40e-04
    550 | -5.126587e+01 | -5.125826e+01 | -7.607908e-03 |  0.9689 |     0.5569 |   20.3% |  9.34e-04
    575 | -5.125777e+01 | -5.125015e+01 | -7.615201e-03 |  0.9698 |     0.5972 |   14.6% |  9.27e-04
    600 | -5.126440e+01 | -5.125677e+01 | -7.629878e-03 |  0.9714 |     0.6549 |    6.3% |  9.20e-04
    625 | -5.126508e+01 | -5.125743e+01 | -7.640900e-03 |  0.9705 |     0.6892 |    1.4% |  9.13e-04
    650 | -5.126587e+01 | -5.125821e+01 | -7.660139e-03 |  0.9711 |     0.7548 |    8.0% |  9.05e-04
    675 | -5.126300e+01 | -5.125532e+01 | -7.687485e-03 |  0.9772 |     0.8515 |   21.8% |  8.98e-04
    700 | -5.126414e+01 | -5.125642e+01 | -7.724134e-03 |  0.9764 |     0.9795 |   40.1% |  8.90e-04
    725 | -5.126363e+01 | -5.125588e+01 | -7.747836e-03 |  0.9724 |     1.1025 |   57.7% |  8.81e-04
    750 | -5.126237e+01 | -5.125462e+01 | -7.759936e-03 |  0.9756 |     1.2101 |   73.1% |  8.73e-04
    775 | -5.126334e+01 | -5.125555e+01 | -7.796783e-03 |  0.9780 |     1.3096 |   87.4% |  8.64e-04
    800 | -5.126377e+01 | -5.125598e+01 | -7.792231e-03 |  0.9791 |     1.3207 |   88.9% |  8.55e-04
    825 | -5.126627e+01 | -5.125846e+01 | -7.809736e-03 |  0.9818 |     1.3865 |   98.4% |  8.46e-04
    850 | -5.127124e+01 | -5.126340e+01 | -7.838225e-03 |  0.9690 |     1.4795 |  111.7% |  8.36e-04
    875 | -5.127172e+01 | -5.126385e+01 | -7.871661e-03 |  0.9743 |     1.6003 |  128.9% |  8.26e-04
    900 | -5.127286e+01 | -5.126497e+01 | -7.897658e-03 |  0.9751 |     1.6929 |  142.2% |  8.17e-04
    925 | -5.126610e+01 | -5.125819e+01 | -7.915789e-03 |  0.9756 |     1.7796 |  154.6% |  8.06e-04
    950 | -5.125542e+01 | -5.124751e+01 | -7.911354e-03 |  0.9758 |     1.7932 |  156.6% |  7.96e-04
    975 | -5.126854e+01 | -5.126060e+01 | -7.940135e-03 |  0.9748 |     1.8543 |  165.3% |  7.85e-04
   1000 | -5.126729e+01 | -5.125933e+01 | -7.957782e-03 |  0.9743 |     1.9146 |  173.9% |  7.75e-04
   1025 | -5.126583e+01 | -5.125786e+01 | -7.965631e-03 |  0.9780 |     1.9419 |  177.8% |  7.64e-04
   1050 | -5.127276e+01 | -5.126478e+01 | -7.980036e-03 |  0.9762 |     1.9798 |  183.2% |  7.52e-04
   1075 | -5.126829e+01 | -5.126028e+01 | -8.009810e-03 |  0.9798 |     2.0573 |  194.3% |  7.41e-04
   1100 | -5.126513e+01 | -5.125712e+01 | -8.010920e-03 |  0.9797 |     2.0918 |  199.3% |  7.30e-04
   1125 | -5.127275e+01 | -5.126475e+01 | -8.004699e-03 |  0.9770 |     2.0965 |  199.9% |  7.18e-04
   1150 | -5.126114e+01 | -5.125312e+01 | -8.008990e-03 |  0.9766 |     2.1120 |  202.2% |  7.06e-04
   1175 | -5.126654e+01 | -5.125852e+01 | -8.021377e-03 |  0.9672 |     2.1696 |  210.4% |  6.94e-04
   1200 | -5.127190e+01 | -5.126387e+01 | -8.026965e-03 |  0.9737 |     2.2269 |  218.6% |  6.82e-04
   1225 | -5.126823e+01 | -5.126017e+01 | -8.056262e-03 |  0.9765 |     2.3478 |  235.9% |  6.70e-04
   1250 | -5.125451e+01 | -5.124644e+01 | -8.075933e-03 |  0.9775 |     2.3803 |  240.5% |  6.58e-04
   1275 | -5.126960e+01 | -5.126153e+01 | -8.077247e-03 |  0.9766 |     2.4091 |  244.7% |  6.46e-04
   1300 | -5.127125e+01 | -5.126316e+01 | -8.091515e-03 |  0.9767 |     2.4504 |  250.6% |  6.33e-04
   1325 | -5.127197e+01 | -5.126387e+01 | -8.097479e-03 |  0.9748 |     2.4747 |  254.1% |  6.21e-04
   1350 | -5.127345e+01 | -5.126534e+01 | -8.108892e-03 |  0.9749 |     2.5206 |  260.6% |  6.08e-04
   1375 | -5.126749e+01 | -5.125937e+01 | -8.124622e-03 |  0.9766 |     2.5878 |  270.2% |  5.95e-04
   1400 | -5.126829e+01 | -5.126017e+01 | -8.121897e-03 |  0.9743 |     2.6228 |  275.2% |  5.82e-04
   1425 | -5.127024e+01 | -5.126213e+01 | -8.111278e-03 |  0.9699 |     2.6277 |  275.9% |  5.70e-04
   1450 | -5.127075e+01 | -5.126261e+01 | -8.143741e-03 |  0.9711 |     2.6983 |  286.0% |  5.57e-04
   1475 | -5.127125e+01 | -5.126308e+01 | -8.166894e-03 |  0.9756 |     2.7654 |  295.6% |  5.44e-04
   1500 | -5.127117e+01 | -5.126300e+01 | -8.174532e-03 |  0.9749 |     2.8042 |  301.2% |  5.31e-04
   1525 | -5.127264e+01 | -5.126447e+01 | -8.171939e-03 |  0.9705 |     2.8231 |  303.9% |  5.18e-04
   1550 | -5.127255e+01 | -5.126436e+01 | -8.190000e-03 |  0.9723 |     2.8750 |  311.3% |  5.05e-04
   1575 | -5.127266e+01 | -5.126445e+01 | -8.209432e-03 |  0.9755 |     2.9360 |  320.1% |  4.92e-04
   1600 | -5.127267e+01 | -5.126445e+01 | -8.221412e-03 |  0.9758 |     2.9798 |  326.3% |  4.79e-04
   1625 | -5.127367e+01 | -5.126544e+01 | -8.228567e-03 |  0.9744 |     3.0115 |  330.8% |  4.66e-04
   1650 | -5.127432e+01 | -5.126608e+01 | -8.240886e-03 |  0.9746 |     3.0618 |  338.1% |  4.53e-04
   1675 | -5.127271e+01 | -5.126446e+01 | -8.256758e-03 |  0.9761 |     3.1230 |  346.8% |  4.40e-04
   1700 | -5.127300e+01 | -5.126474e+01 | -8.267991e-03 |  0.9761 |     3.1670 |  353.1% |  4.28e-04
   1725 | -5.127404e+01 | -5.126577e+01 | -8.276053e-03 |  0.9748 |     3.2011 |  358.0% |  4.15e-04
   1750 | -5.127431e+01 | -5.126603e+01 | -8.287836e-03 |  0.9747 |     3.2501 |  365.0% |  4.02e-04
   1775 | -5.127309e+01 | -5.126479e+01 | -8.300670e-03 |  0.9754 |     3.3052 |  372.9% |  3.89e-04
   1800 | -5.127333e+01 | -5.126502e+01 | -8.309660e-03 |  0.9753 |     3.3468 |  378.8% |  3.77e-04
   1825 | -5.127430e+01 | -5.126598e+01 | -8.315837e-03 |  0.9739 |     3.3797 |  383.5% |  3.64e-04
   1850 | -5.127440e+01 | -5.126607e+01 | -8.329944e-03 |  0.9742 |     3.4303 |  390.8% |  3.52e-04
   1875 | -5.127349e+01 | -5.126514e+01 | -8.348992e-03 |  0.9762 |     3.4924 |  399.7% |  3.40e-04
   1900 | -5.127383e+01 | -5.126547e+01 | -8.362154e-03 |  0.9765 |     3.5386 |  406.3% |  3.28e-04
   1925 | -5.127440e+01 | -5.126603e+01 | -8.368519e-03 |  0.9752 |     3.5700 |  410.8% |  3.16e-04
   1950 | -5.127449e+01 | -5.126611e+01 | -8.377057e-03 |  0.9745 |     3.6115 |  416.7% |  3.04e-04
   1975 | -5.127424e+01 | -5.126585e+01 | -8.389665e-03 |  0.9757 |     3.6633 |  424.1% |  2.92e-04
   2000 | -5.127444e+01 | -5.126604e+01 | -8.400418e-03 |  0.9750 |     3.7062 |  430.2% |  2.80e-04
   2025 | -5.127452e+01 | -5.126612e+01 | -8.408603e-03 |  0.9727 |     3.7402 |  435.1% |  2.69e-04
   2050 | -5.127457e+01 | -5.126616e+01 | -8.419365e-03 |  0.9723 |     3.7832 |  441.3% |  2.57e-04
   2075 | -5.127459e+01 | -5.126616e+01 | -8.432594e-03 |  0.9735 |     3.8348 |  448.6% |  2.46e-04
   2100 | -5.127516e+01 | -5.126672e+01 | -8.442763e-03 |  0.9722 |     3.8770 |  454.7% |  2.35e-04
   2125 | -5.127517e+01 | -5.126672e+01 | -8.454787e-03 |  0.9717 |     3.9267 |  461.8% |  2.25e-04
   2150 | -5.127519e+01 | -5.126673e+01 | -8.466482e-03 |  0.9714 |     3.9741 |  468.6% |  2.14e-04
   2175 | -5.127520e+01 | -5.126672e+01 | -8.477464e-03 |  0.9711 |     4.0179 |  474.8% |  2.04e-04
   2200 | -5.127521e+01 | -5.126672e+01 | -8.487865e-03 |  0.9707 |     4.0591 |  480.7% |  1.93e-04
   2225 | -5.127523e+01 | -5.126673e+01 | -8.497709e-03 |  0.9703 |     4.0979 |  486.3% |  1.84e-04
   2250 | -5.127523e+01 | -5.126672e+01 | -8.507020e-03 |  0.9700 |     4.1345 |  491.5% |  1.74e-04
   2275 | -5.127524e+01 | -5.126673e+01 | -8.515811e-03 |  0.9696 |     4.1690 |  496.5% |  1.64e-04
   2300 | -5.127524e+01 | -5.126672e+01 | -8.524107e-03 |  0.9693 |     4.2015 |  501.1% |  1.55e-04
   2325 | -5.127526e+01 | -5.126672e+01 | -8.531928e-03 |  0.9690 |     4.2322 |  505.5% |  1.46e-04
   2350 | -5.127526e+01 | -5.126672e+01 | -8.539295e-03 |  0.9688 |     4.2610 |  509.6% |  1.37e-04
   2375 | -5.127526e+01 | -5.126671e+01 | -8.546222e-03 |  0.9685 |     4.2881 |  513.5% |  1.29e-04
   2400 | -5.127526e+01 | -5.126671e+01 | -8.552726e-03 |  0.9683 |     4.3135 |  517.1% |  1.20e-04
   2425 | -5.127528e+01 | -5.126672e+01 | -8.558827e-03 |  0.9681 |     4.3373 |  520.5% |  1.12e-04
   2450 | -5.127528e+01 | -5.126672e+01 | -8.564535e-03 |  0.9679 |     4.3596 |  523.7% |  1.05e-04
   2475 | -5.127529e+01 | -5.126672e+01 | -8.569866e-03 |  0.9677 |     4.3804 |  526.7% |  9.71e-05
   2500 | -5.127530e+01 | -5.126672e+01 | -8.574836e-03 |  0.9675 |     4.3998 |  529.5% |  8.99e-05
   2525 | -5.127530e+01 | -5.126672e+01 | -8.579456e-03 |  0.9674 |     4.4178 |  532.0% |  8.29e-05
   2550 | -5.127530e+01 | -5.126672e+01 | -8.583743e-03 |  0.9672 |     4.4345 |  534.4% |  7.63e-05
   2575 | -5.127531e+01 | -5.126672e+01 | -8.587709e-03 |  0.9671 |     4.4499 |  536.6% |  7.00e-05
   2600 | -5.127531e+01 | -5.126672e+01 | -8.591363e-03 |  0.9670 |     4.4642 |  538.7% |  6.40e-05
   2625 | -5.127531e+01 | -5.126672e+01 | -8.594724e-03 |  0.9668 |     4.4773 |  540.6% |  5.82e-05
   2650 | -5.127531e+01 | -5.126672e+01 | -8.597802e-03 |  0.9667 |     4.4892 |  542.3% |  5.28e-05
   2675 | -5.127532e+01 | -5.126672e+01 | -8.600614e-03 |  0.9666 |     4.5002 |  543.8% |  4.77e-05
   2700 | -5.127531e+01 | -5.126671e+01 | -8.603172e-03 |  0.9666 |     4.5101 |  545.3% |  4.29e-05
   2725 | -5.127532e+01 | -5.126671e+01 | -8.605487e-03 |  0.9665 |     4.5191 |  546.5% |  3.84e-05
   2750 | -5.127532e+01 | -5.126671e+01 | -8.607576e-03 |  0.9664 |     4.5272 |  547.7% |  3.42e-05
   2775 | -5.127532e+01 | -5.126671e+01 | -8.609455e-03 |  0.9664 |     4.5346 |  548.8% |  3.04e-05
   2800 | -5.127532e+01 | -5.126671e+01 | -8.611137e-03 |  0.9663 |     4.5411 |  549.7% |  2.69e-05
   2825 | -5.127533e+01 | -5.126671e+01 | -8.612638e-03 |  0.9663 |     4.5469 |  550.5% |  2.37e-05
   2850 | -5.127533e+01 | -5.126672e+01 | -8.613973e-03 |  0.9662 |     4.5521 |  551.3% |  2.08e-05
   2875 | -5.127533e+01 | -5.126671e+01 | -8.615158e-03 |  0.9662 |     4.5567 |  551.9% |  1.83e-05
   2900 | -5.127533e+01 | -5.126671e+01 | -8.616211e-03 |  0.9661 |     4.5608 |  552.5% |  1.61e-05
   2925 | -5.127533e+01 | -5.126671e+01 | -8.617152e-03 |  0.9661 |     4.5645 |  553.0% |  1.42e-05
   2950 | -5.127533e+01 | -5.126672e+01 | -8.617994e-03 |  0.9661 |     4.5677 |  553.5% |  1.27e-05
   2975 | -5.127533e+01 | -5.126672e+01 | -8.618761e-03 |  0.9661 |     4.5707 |  553.9% |  1.15e-05
   3000 | -5.127534e+01 | -5.126672e+01 | -8.619469e-03 |  0.9660 |     4.5735 |  554.3% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 0.30% (epoch 628) | Best loss: -5.127534e+01 (epoch 2995)
  Tip displacement: 0.7025 mm (expected: 0.6990 mm)
  Relative error: 0.51%
  J range: [0.969977, 2.632169]
  Training time: 135.3s (2.3min)
  ======================================================================

