╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
   1200 | -5.127114e+01 | -5.126322e+01 | -7.923610e-03 |  0.9738 |     1.7066 |  144.2% |  6.82e-04
   1225 | -5.127302e+01 | -5.126508e+01 | -7.940236e-03 |  0.9743 |     1.7735 |  153.7% |  6.70e-04
   1250 | -5.127089e+01 | -5.126293e+01 | -7.963144e-03 |  0.9765 |     1.8669 |  167.1% |  6.58e-04
   1275 | -5.127156e+01 | -5.126358e+01 | -7.973352e-03 |  0.9763 |     1.9111 |  173.4% |  6.46e-04
   1300 | -5.127174e+01 | -5.126376e+01 | -7.985739e-03 |  0.9739 |     1.9617 |  180.7% |  6.33e-04
   1325 | -5.127330e+01 | -5.126530e+01 | -8.000132e-03 |  0.9744 |     2.0217 |  189.2% |  6.21e-04
   1350 | -5.127034e+01 | -5.126233e+01 | -8.015517e-03 |  0.9764 |     2.0891 |  198.9% |  6.08e-04
   1375 | -5.127137e+01 | -5.126334e+01 | -8.030770e-03 |  0.9764 |     2.1463 |  207.1% |  5.95e-04
   1400 | -5.127263e+01 | -5.126458e+01 | -8.043502e-03 |  0.9741 |     2.2003 |  214.8% |  5.82e-04
   1425 | -5.127367e+01 | -5.126561e+01 | -8.059098e-03 |  0.9744 |     2.2643 |  224.0% |  5.70e-04
   1450 | -5.127088e+01 | -5.126281e+01 | -8.075788e-03 |  0.9763 |     2.3362 |  234.2% |  5.57e-04
   1475 | -5.127230e+01 | -5.126421e+01 | -8.090431e-03 |  0.9759 |     2.3911 |  242.1% |  5.44e-04
   1500 | -5.127291e+01 | -5.126481e+01 | -8.102972e-03 |  0.9740 |     2.4446 |  249.7% |  5.31e-04
   1525 | -5.127382e+01 | -5.126570e+01 | -8.117940e-03 |  0.9743 |     2.5059 |  258.5% |  5.18e-04
   1550 | -5.127015e+01 | -5.126201e+01 | -8.137187e-03 |  0.9765 |     2.5846 |  269.8% |  5.05e-04
   1575 | -5.127328e+01 | -5.126513e+01 | -8.147000e-03 |  0.9760 |     2.6309 |  276.4% |  4.92e-04
   1600 | -5.127248e+01 | -5.126432e+01 | -8.162135e-03 |  0.9736 |     2.6859 |  284.3% |  4.79e-04
   1625 | -5.127343e+01 | -5.126525e+01 | -8.175602e-03 |  0.9739 |     2.7420 |  292.3% |  4.66e-04
   1650 | -5.127233e+01 | -5.126413e+01 | -8.192752e-03 |  0.9760 |     2.8093 |  301.9% |  4.53e-04
   1675 | -5.127243e+01 | -5.126423e+01 | -8.207245e-03 |  0.9760 |     2.8687 |  310.4% |  4.40e-04
   1700 | -5.127415e+01 | -5.126593e+01 | -8.220431e-03 |  0.9729 |     2.9251 |  318.5% |  4.28e-04
   1725 | -5.127339e+01 | -5.126516e+01 | -8.235455e-03 |  0.9731 |     2.9893 |  327.7% |  4.15e-04
   1750 | -5.127352e+01 | -5.126527e+01 | -8.250993e-03 |  0.9747 |     3.0476 |  336.0% |  4.02e-04
   1775 | -5.127368e+01 | -5.126542e+01 | -8.263082e-03 |  0.9741 |     3.0972 |  343.1% |  3.89e-04
   1800 | -5.127403e+01 | -5.126575e+01 | -8.273296e-03 |  0.9714 |     3.1405 |  349.3% |  3.77e-04
   1825 | -5.127444e+01 | -5.126616e+01 | -8.286916e-03 |  0.9713 |     3.1955 |  357.2% |  3.64e-04
   1850 | -5.127385e+01 | -5.126554e+01 | -8.303156e-03 |  0.9728 |     3.2598 |  366.4% |  3.52e-04
   1875 | -5.127420e+01 | -5.126588e+01 | -8.315815e-03 |  0.9723 |     3.3110 |  373.7% |  3.40e-04
   1900 | -5.127413e+01 | -5.126580e+01 | -8.325920e-03 |  0.9700 |     3.3531 |  379.7% |  3.28e-04
   1925 | -5.127446e+01 | -5.126612e+01 | -8.338962e-03 |  0.9698 |     3.4055 |  387.2% |  3.16e-04
   1950 | -5.127402e+01 | -5.126566e+01 | -8.354550e-03 |  0.9713 |     3.4668 |  396.0% |  3.04e-04
   1975 | -5.127444e+01 | -5.126608e+01 | -8.367285e-03 |  0.9707 |     3.5179 |  403.3% |  2.92e-04
   2000 | -5.127443e+01 | -5.126606e+01 | -8.377588e-03 |  0.9689 |     3.5607 |  409.4% |  2.80e-04
   2025 | -5.127454e+01 | -5.126615e+01 | -8.390305e-03 |  0.9690 |     3.6126 |  416.8% |  2.69e-04
   2050 | -5.127457e+01 | -5.126617e+01 | -8.405233e-03 |  0.9700 |     3.6714 |  425.3% |  2.57e-04
   2075 | -5.127516e+01 | -5.126674e+01 | -8.418060e-03 |  0.9688 |     3.7234 |  432.7% |  2.46e-04
   2100 | -5.127519e+01 | -5.126675e+01 | -8.432783e-03 |  0.9686 |     3.7843 |  441.4% |  2.35e-04
   2125 | -5.127520e+01 | -5.126676e+01 | -8.446673e-03 |  0.9683 |     3.8404 |  449.4% |  2.25e-04
   2150 | -5.127523e+01 | -5.126677e+01 | -8.459682e-03 |  0.9680 |     3.8923 |  456.9% |  2.14e-04
   2175 | -5.127523e+01 | -5.126676e+01 | -8.471991e-03 |  0.9678 |     3.9411 |  463.8% |  2.04e-04
   2200 | -5.127525e+01 | -5.126677e+01 | -8.483606e-03 |  0.9675 |     3.9871 |  470.4% |  1.93e-04
   2225 | -5.127526e+01 | -5.126676e+01 | -8.494561e-03 |  0.9673 |     4.0304 |  476.6% |  1.84e-04
   2250 | -5.127527e+01 | -5.126676e+01 | -8.504890e-03 |  0.9671 |     4.0713 |  482.5% |  1.74e-04
   2275 | -5.127526e+01 | -5.126675e+01 | -8.514623e-03 |  0.9669 |     4.1098 |  488.0% |  1.64e-04
   2300 | -5.127528e+01 | -5.126676e+01 | -8.523791e-03 |  0.9667 |     4.1460 |  493.2% |  1.55e-04
   2325 | -5.127528e+01 | -5.126675e+01 | -8.532420e-03 |  0.9665 |     4.1801 |  498.0% |  1.46e-04
   2350 | -5.127530e+01 | -5.126675e+01 | -8.540530e-03 |  0.9664 |     4.2122 |  502.6% |  1.37e-04
   2375 | -5.127530e+01 | -5.126675e+01 | -8.548146e-03 |  0.9662 |     4.2422 |  506.9% |  1.29e-04
   2400 | -5.127531e+01 | -5.126675e+01 | -8.555289e-03 |  0.9661 |     4.2705 |  511.0% |  1.20e-04
   2425 | -5.127531e+01 | -5.126675e+01 | -8.561973e-03 |  0.9659 |     4.2969 |  514.7% |  1.12e-04
   2450 | -5.127532e+01 | -5.126675e+01 | -8.568224e-03 |  0.9658 |     4.3215 |  518.3% |  1.05e-04
   2475 | -5.127533e+01 | -5.126675e+01 | -8.574052e-03 |  0.9657 |     4.3445 |  521.6% |  9.71e-05
   2500 | -5.127533e+01 | -5.126675e+01 | -8.579476e-03 |  0.9656 |     4.3659 |  524.6% |  8.99e-05
   2525 | -5.127533e+01 | -5.126675e+01 | -8.584513e-03 |  0.9655 |     4.3858 |  527.5% |  8.29e-05
   2550 | -5.127534e+01 | -5.126675e+01 | -8.589181e-03 |  0.9654 |     4.4042 |  530.1% |  7.63e-05
   2575 | -5.127534e+01 | -5.126675e+01 | -8.593492e-03 |  0.9653 |     4.4212 |  532.5% |  7.00e-05
   2600 | -5.127534e+01 | -5.126675e+01 | -8.597467e-03 |  0.9652 |     4.4369 |  534.8% |  6.40e-05
   2625 | -5.127534e+01 | -5.126674e+01 | -8.601116e-03 |  0.9651 |     4.4513 |  536.8% |  5.82e-05
   2650 | -5.127535e+01 | -5.126674e+01 | -8.604458e-03 |  0.9651 |     4.4644 |  538.7% |  5.28e-05
   2675 | -5.127534e+01 | -5.126674e+01 | -8.607505e-03 |  0.9650 |     4.4765 |  540.4% |  4.77e-05
   2700 | -5.127535e+01 | -5.126674e+01 | -8.610273e-03 |  0.9649 |     4.4874 |  542.0% |  4.29e-05
   2725 | -5.127536e+01 | -5.126674e+01 | -8.612780e-03 |  0.9649 |     4.4972 |  543.4% |  3.84e-05
   2750 | -5.127535e+01 | -5.126674e+01 | -8.615040e-03 |  0.9648 |     4.5061 |  544.7% |  3.42e-05
   2775 | -5.127536e+01 | -5.126674e+01 | -8.617070e-03 |  0.9648 |     4.5141 |  545.8% |  3.04e-05
   2800 | -5.127536e+01 | -5.126674e+01 | -8.618886e-03 |  0.9648 |     4.5213 |  546.9% |  2.69e-05
   2825 | -5.127536e+01 | -5.126674e+01 | -8.620506e-03 |  0.9647 |     4.5277 |  547.8% |  2.37e-05
   2850 | -5.127536e+01 | -5.126674e+01 | -8.621946e-03 |  0.9647 |     4.5334 |  548.6% |  2.08e-05
   2875 | -5.127536e+01 | -5.126674e+01 | -8.623226e-03 |  0.9647 |     4.5384 |  549.3% |  1.83e-05
   2900 | -5.127536e+01 | -5.126674e+01 | -8.624364e-03 |  0.9646 |     4.5429 |  549.9% |  1.61e-05
   2925 | -5.127537e+01 | -5.126674e+01 | -8.625377e-03 |  0.9646 |     4.5469 |  550.5% |  1.42e-05
   2950 | -5.127537e+01 | -5.126674e+01 | -8.626287e-03 |  0.9646 |     4.5504 |  551.0% |  1.27e-05
   2975 | -5.127537e+01 | -5.126674e+01 | -8.627115e-03 |  0.9646 |     4.5537 |  551.5% |  1.15e-05
   3000 | -5.127537e+01 | -5.126674e+01 | -8.627879e-03 |  0.9646 |     4.5567 |  551.9% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 0.05% (epoch 830) | Best loss: -5.127537e+01 (epoch 2970)
  Tip displacement: 0.7117 mm (expected: 0.6990 mm)
  Relative error: 1.82%
  J range: [0.974779, 2.697050]
  Training time: 121.5s (2.0min)
  ======================================================================

