╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
   2325 | -5.127522e+01 | -5.126678e+01 | -8.435486e-03 |  0.9702 |     3.7450 |  435.8% |  1.46e-04
   2350 | -5.127523e+01 | -5.126679e+01 | -8.443712e-03 |  0.9700 |     3.7784 |  440.6% |  1.37e-04
   2375 | -5.127523e+01 | -5.126678e+01 | -8.451447e-03 |  0.9698 |     3.8099 |  445.1% |  1.29e-04
   2400 | -5.127524e+01 | -5.126678e+01 | -8.458709e-03 |  0.9696 |     3.8394 |  449.3% |  1.20e-04
   2425 | -5.127525e+01 | -5.126678e+01 | -8.465519e-03 |  0.9694 |     3.8670 |  453.2% |  1.12e-04
   2450 | -5.127525e+01 | -5.126678e+01 | -8.471887e-03 |  0.9693 |     3.8928 |  456.9% |  1.05e-04
   2475 | -5.127525e+01 | -5.126678e+01 | -8.477833e-03 |  0.9691 |     3.9169 |  460.4% |  9.71e-05
   2500 | -5.127526e+01 | -5.126678e+01 | -8.483374e-03 |  0.9690 |     3.9394 |  463.6% |  8.99e-05
   2525 | -5.127527e+01 | -5.126678e+01 | -8.488528e-03 |  0.9689 |     3.9603 |  466.6% |  8.29e-05
   2550 | -5.127527e+01 | -5.126678e+01 | -8.493304e-03 |  0.9687 |     3.9796 |  469.4% |  7.63e-05
   2575 | -5.127528e+01 | -5.126678e+01 | -8.497723e-03 |  0.9686 |     3.9975 |  471.9% |  7.00e-05
   2600 | -5.127528e+01 | -5.126677e+01 | -8.501797e-03 |  0.9685 |     4.0140 |  474.3% |  6.40e-05
   2625 | -5.127528e+01 | -5.126677e+01 | -8.505539e-03 |  0.9684 |     4.0291 |  476.4% |  5.82e-05
   2650 | -5.127529e+01 | -5.126678e+01 | -8.508968e-03 |  0.9683 |     4.0430 |  478.4% |  5.28e-05
   2675 | -5.127529e+01 | -5.126678e+01 | -8.512097e-03 |  0.9683 |     4.0557 |  480.2% |  4.77e-05
   2700 | -5.127529e+01 | -5.126678e+01 | -8.514944e-03 |  0.9682 |     4.0672 |  481.9% |  4.29e-05
   2725 | -5.127530e+01 | -5.126678e+01 | -8.517523e-03 |  0.9681 |     4.0776 |  483.4% |  3.84e-05
   2750 | -5.127529e+01 | -5.126677e+01 | -8.519849e-03 |  0.9681 |     4.0870 |  484.7% |  3.42e-05
   2775 | -5.127530e+01 | -5.126677e+01 | -8.521941e-03 |  0.9680 |     4.0954 |  485.9% |  3.04e-05
   2800 | -5.127528e+01 | -5.126676e+01 | -8.523813e-03 |  0.9680 |     4.1030 |  487.0% |  2.69e-05
   2825 | -5.127530e+01 | -5.126677e+01 | -8.525483e-03 |  0.9679 |     4.1097 |  488.0% |  2.37e-05
   2850 | -5.127529e+01 | -5.126676e+01 | -8.526970e-03 |  0.9679 |     4.1157 |  488.8% |  2.08e-05
   2875 | -5.127529e+01 | -5.126676e+01 | -8.528290e-03 |  0.9678 |     4.1210 |  489.6% |  1.83e-05
   2900 | -5.127529e+01 | -5.126676e+01 | -8.529465e-03 |  0.9678 |     4.1258 |  490.3% |  1.61e-05
   2925 | -5.127530e+01 | -5.126677e+01 | -8.530512e-03 |  0.9678 |     4.1300 |  490.9% |  1.42e-05
   2950 | -5.127529e+01 | -5.126676e+01 | -8.531453e-03 |  0.9678 |     4.1338 |  491.4% |  1.27e-05
   2975 | -5.127530e+01 | -5.126677e+01 | -8.532308e-03 |  0.9677 |     4.1372 |  491.9% |  1.15e-05
   3000 | -5.127530e+01 | -5.126676e+01 | -8.533098e-03 |  0.9677 |     4.1404 |  492.4% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 0.09% (epoch 474) | Best loss: -5.127530e+01 (epoch 2866)
  Tip displacement: -0.8431 mm (expected: 0.6990 mm)
  Relative error: 20.63%
  J range: [0.969497, 2.707990]
  Training time: 126.4s (2.1min)
  ======================================================================

