╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -1.060524e-02 | -3.148332e-03 | -7.456904e-03 |  0.9999 |     0.0016 |   99.8% |  2.00e-05
      2 | -1.280603e-02 | -5.349100e-03 | -7.456930e-03 |  1.0000 |     0.0017 |   99.8% |  4.00e-05
      3 | -1.724390e-02 | -9.786922e-03 | -7.456981e-03 |  1.0000 |     0.0018 |   99.7% |  6.00e-05
      4 | -2.391753e-02 | -1.646047e-02 | -7.457051e-03 |  1.0000 |     0.0019 |   99.7% |  8.00e-05
      5 | -3.295482e-02 | -2.549769e-02 | -7.457136e-03 |  1.0001 |     0.0020 |   99.7% |  1.00e-04
     25 | -3.373433e+00 | -3.365971e+00 | -7.461469e-03 |  1.0024 |     0.0290 |   95.9% |  5.00e-04
     50 | -2.496173e+01 | -2.495433e+01 | -7.397499e-03 |  1.0588 |    -0.1130 |   83.8% |  1.00e-03
     75 | -4.289491e+01 | -4.288773e+01 | -7.178131e-03 |  1.1213 |    -0.7541 |    7.9% |  1.00e-03
    100 | -5.005019e+01 | -5.004331e+01 | -6.878912e-03 |  0.9092 |    -2.2916 |  227.9% |  9.99e-04
    125 | -5.094670e+01 | -5.093991e+01 | -6.788231e-03 |  0.9831 |    -2.5092 |  259.0% |  9.98e-04
    150 | -5.114799e+01 | -5.114101e+01 | -6.981082e-03 |  0.9603 |    -2.0840 |  198.2% |  9.97e-04
    175 | -5.119267e+01 | -5.118563e+01 | -7.030265e-03 |  0.9631 |    -1.9571 |  180.0% |  9.96e-04
    200 | -5.124963e+01 | -5.124258e+01 | -7.051746e-03 |  0.9452 |    -1.8643 |  166.7% |  9.94e-04
    225 | -5.121821e+01 | -5.121117e+01 | -7.041467e-03 |  0.9518 |    -1.8750 |  168.3% |  9.92e-04
    250 | -5.123061e+01 | -5.122354e+01 | -7.072182e-03 |  0.9525 |    -1.7669 |  152.8% |  9.89e-04
    275 | -5.125743e+01 | -5.125031e+01 | -7.129760e-03 |  0.9490 |    -1.5934 |  128.0% |  9.86e-04
    300 | -5.125905e+01 | -5.125189e+01 | -7.155178e-03 |  0.9506 |    -1.4934 |  113.7% |  9.83e-04
