╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -1.134076e-02 | -3.885206e-03 | -7.455553e-03 |  1.0000 |    -0.0001 |  100.0% |  2.00e-05
      2 | -1.315687e-02 | -5.701311e-03 | -7.455558e-03 |  1.0000 |    -0.0001 |  100.0% |  4.00e-05
      3 | -1.676940e-02 | -9.313833e-03 | -7.455566e-03 |  1.0000 |    -0.0001 |  100.0% |  6.00e-05
      4 | -2.225129e-02 | -1.479571e-02 | -7.455573e-03 |  1.0000 |    -0.0001 |  100.0% |  8.00e-05
      5 | -2.960200e-02 | -2.214642e-02 | -7.455579e-03 |  1.0001 |    -0.0001 |  100.0% |  1.00e-04
     25 | -2.705292e+00 | -2.697835e+00 | -7.457414e-03 |  1.0049 |     0.0012 |   99.8% |  5.00e-04
     50 | -2.455944e+01 | -2.455205e+01 | -7.384933e-03 |  1.0536 |    -0.1539 |   78.0% |  1.00e-03
     75 | -4.265630e+01 | -4.264884e+01 | -7.466075e-03 |  1.1442 |    -0.1764 |   74.8% |  1.00e-03
    100 | -4.934618e+01 | -4.933889e+01 | -7.290433e-03 |  0.8822 |    -0.5757 |   17.6% |  9.99e-04
    125 | -5.121474e+01 | -5.120753e+01 | -7.217128e-03 |  0.9690 |    -0.6665 |    4.6% |  9.98e-04
    150 | -5.113119e+01 | -5.112391e+01 | -7.282590e-03 |  0.9867 |    -0.4077 |   41.7% |  9.97e-04
    175 | -5.115541e+01 | -5.114798e+01 | -7.434719e-03 |  0.9419 |    -0.0211 |   97.0% |  9.96e-04
    200 | -5.121486e+01 | -5.120743e+01 | -7.422652e-03 |  0.9479 |    -0.0323 |   95.4% |  9.94e-04
    225 | -5.123267e+01 | -5.122523e+01 | -7.438396e-03 |  0.9591 |     0.0256 |   96.3% |  9.92e-04
    250 | -5.125090e+01 | -5.124344e+01 | -7.459496e-03 |  0.9536 |     0.0632 |   91.0% |  9.89e-04
    275 | -5.124590e+01 | -5.123843e+01 | -7.478278e-03 |  0.9496 |     0.1028 |   85.3% |  9.86e-04
    300 | -5.125336e+01 | -5.124586e+01 | -7.497426e-03 |  0.9513 |     0.1455 |   79.2% |  9.83e-04
    325 | -5.124993e+01 | -5.124242e+01 | -7.515480e-03 |  0.9606 |     0.1819 |   74.0% |  9.80e-04
    350 | -5.125009e+01 | -5.124256e+01 | -7.527810e-03 |  0.9630 |     0.2109 |   69.8% |  9.76e-04
    375 | -5.126380e+01 | -5.125626e+01 | -7.537471e-03 |  0.9617 |     0.2457 |   64.8% |  9.72e-04
    400 | -5.125089e+01 | -5.124335e+01 | -7.546845e-03 |  0.9608 |     0.2859 |   59.1% |  9.67e-04
    425 | -5.125890e+01 | -5.125134e+01 | -7.560994e-03 |  0.9712 |     0.3176 |   54.6% |  9.62e-04
    450 | -5.125896e+01 | -5.125138e+01 | -7.570610e-03 |  0.9672 |     0.3486 |   50.1% |  9.57e-04
    475 | -5.126398e+01 | -5.125640e+01 | -7.581318e-03 |  0.9648 |     0.3910 |   44.1% |  9.52e-04
    500 | -5.126862e+01 | -5.126102e+01 | -7.598639e-03 |  0.9677 |     0.4522 |   35.3% |  9.46e-04
    525 | -5.125975e+01 | -5.125212e+01 | -7.628108e-03 |  0.9730 |     0.5507 |   21.2% |  9.40e-04
