╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -6.340066e-03 | 1.117014e-03 | -7.457080e-03 |  0.9999 |     0.0020 |   99.7% |  2.00e-05
      2 | -8.040284e-03 | -5.831989e-04 | -7.457085e-03 |  0.9999 |     0.0021 |   99.7% |  4.00e-05
      3 | -1.147143e-02 | -4.014334e-03 | -7.457093e-03 |  1.0000 |     0.0021 |   99.7% |  6.00e-05
      4 | -1.660689e-02 | -9.149781e-03 | -7.457108e-03 |  1.0000 |     0.0021 |   99.7% |  8.00e-05
      5 | -2.351959e-02 | -1.606246e-02 | -7.457132e-03 |  1.0001 |     0.0022 |   99.7% |  1.00e-04
     25 | -2.690429e+00 | -2.682952e+00 | -7.476557e-03 |  1.0038 |     0.0421 |   94.0% |  5.00e-04
     50 | -2.537531e+01 | -2.536763e+01 | -7.679363e-03 |  1.0522 |     0.3551 |   49.2% |  1.00e-03
     75 | -4.272295e+01 | -4.271483e+01 | -8.119659e-03 |  1.0533 |     1.4909 |  113.3% |  1.00e-03
    100 | -4.963669e+01 | -4.962830e+01 | -8.394349e-03 |  0.9380 |     3.7888 |  442.1% |  9.99e-04
    125 | -5.117185e+01 | -5.116329e+01 | -8.561578e-03 |  0.9905 |     4.0840 |  484.3% |  9.98e-04
    150 | -5.123177e+01 | -5.122351e+01 | -8.253390e-03 |  0.9876 |     3.2640 |  367.0% |  9.97e-04
    175 | -5.120813e+01 | -5.119987e+01 | -8.252675e-03 |  0.9757 |     3.2387 |  363.4% |  9.96e-04
    200 | -5.124029e+01 | -5.123212e+01 | -8.169400e-03 |  0.9648 |     3.0202 |  332.1% |  9.94e-04
    225 | -5.124828e+01 | -5.124010e+01 | -8.178432e-03 |  0.9655 |     3.0270 |  333.1% |  9.92e-04
    250 | -5.123965e+01 | -5.123144e+01 | -8.213478e-03 |  0.9703 |     3.0877 |  341.8% |  9.89e-04
    275 | -5.124382e+01 | -5.123561e+01 | -8.206455e-03 |  0.9701 |     3.0509 |  336.5% |  9.86e-04
    300 | -5.125777e+01 | -5.124960e+01 | -8.170391e-03 |  0.9644 |     2.9465 |  321.6% |  9.83e-04
    325 | -5.126070e+01 | -5.125253e+01 | -8.165496e-03 |  0.9644 |     2.9116 |  316.6% |  9.80e-04
    350 | -5.124666e+01 | -5.123848e+01 | -8.183810e-03 |  0.9688 |     2.9307 |  319.3% |  9.76e-04
    375 | -5.124754e+01 | -5.123936e+01 | -8.176513e-03 |  0.9696 |     2.8900 |  313.5% |  9.72e-04
    400 | -5.126559e+01 | -5.125743e+01 | -8.150982e-03 |  0.9643 |     2.8163 |  302.9% |  9.67e-04
    425 | -5.125581e+01 | -5.124767e+01 | -8.141193e-03 |  0.9608 |     2.7955 |  299.9% |  9.62e-04
