╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
    525 | -5.125542e+01 | -5.124779e+01 | -7.624360e-03 |  0.9663 |     0.3935 |   43.7% |  9.40e-04
    550 | -5.125923e+01 | -5.125156e+01 | -7.670587e-03 |  0.9676 |     0.6079 |   13.0% |  9.34e-04
    575 | -5.126205e+01 | -5.125439e+01 | -7.663441e-03 |  0.9707 |     0.6773 |    3.1% |  9.27e-04
    600 | -5.126272e+01 | -5.125502e+01 | -7.699898e-03 |  0.9691 |     0.7890 |   12.9% |  9.20e-04
    625 | -5.126207e+01 | -5.125436e+01 | -7.707836e-03 |  0.9731 |     0.8138 |   16.4% |  9.13e-04
    650 | -5.126366e+01 | -5.125595e+01 | -7.709409e-03 |  0.9729 |     0.8241 |   17.9% |  9.05e-04
    675 | -5.126854e+01 | -5.126083e+01 | -7.711247e-03 |  0.9701 |     0.8383 |   19.9% |  8.98e-04
    700 | -5.127198e+01 | -5.126426e+01 | -7.718210e-03 |  0.9721 |     0.8646 |   23.7% |  8.90e-04
    725 | -5.108727e+01 | -5.107948e+01 | -7.795474e-03 |  0.9758 |     0.9986 |   42.9% |  8.81e-04
    750 | -5.124715e+01 | -5.123940e+01 | -7.749333e-03 |  0.9731 |     0.9945 |   42.3% |  8.73e-04
    775 | -5.123171e+01 | -5.122400e+01 | -7.712237e-03 |  0.9720 |     0.9119 |   30.5% |  8.64e-04
    800 | -5.126154e+01 | -5.125381e+01 | -7.724101e-03 |  0.9710 |     0.9077 |   29.9% |  8.55e-04
    825 | -5.126048e+01 | -5.125277e+01 | -7.714807e-03 |  0.9666 |     0.8820 |   26.2% |  8.46e-04
    850 | -5.125406e+01 | -5.124634e+01 | -7.713948e-03 |  0.9661 |     0.8720 |   24.8% |  8.36e-04
    875 | -5.125248e+01 | -5.124474e+01 | -7.739508e-03 |  0.9697 |     0.9669 |   38.3% |  8.26e-04
    900 | -5.126422e+01 | -5.125648e+01 | -7.738197e-03 |  0.9729 |     0.9746 |   39.4% |  8.17e-04
    925 | -5.126877e+01 | -5.126101e+01 | -7.761226e-03 |  0.9728 |     1.0363 |   48.3% |  8.06e-04
    950 | -5.126944e+01 | -5.126167e+01 | -7.774595e-03 |  0.9706 |     1.0893 |   55.8% |  7.96e-04
    975 | -5.127217e+01 | -5.126437e+01 | -7.791966e-03 |  0.9715 |     1.1524 |   64.9% |  7.85e-04
   1000 | -5.127254e+01 | -5.126472e+01 | -7.816059e-03 |  0.9737 |     1.2395 |   77.3% |  7.75e-04
   1025 | -5.127119e+01 | -5.126336e+01 | -7.835182e-03 |  0.9745 |     1.3168 |   88.4% |  7.64e-04
   1050 | -5.126661e+01 | -5.125876e+01 | -7.847697e-03 |  0.9717 |     1.3738 |   96.5% |  7.52e-04
   1075 | -5.126979e+01 | -5.126193e+01 | -7.862552e-03 |  0.9725 |     1.4338 |  105.1% |  7.41e-04
   1100 | -5.126805e+01 | -5.126017e+01 | -7.880458e-03 |  0.9760 |     1.4978 |  114.3% |  7.30e-04
   1125 | -5.126749e+01 | -5.125960e+01 | -7.894292e-03 |  0.9765 |     1.5551 |  122.5% |  7.18e-04
   1150 | -5.127305e+01 | -5.126514e+01 | -7.906253e-03 |  0.9742 |     1.6133 |  130.8% |  7.06e-04
   1175 | -5.127217e+01 | -5.126425e+01 | -7.924225e-03 |  0.9744 |     1.6901 |  141.8% |  6.94e-04
   1200 | -5.126246e+01 | -5.125455e+01 | -7.911008e-03 |  0.9823 |     1.6634 |  138.0% |  6.82e-04
   1225 | -5.125256e+01 | -5.124474e+01 | -7.822969e-03 |  0.9901 |     1.5394 |  120.2% |  6.70e-04
   1250 | -5.127136e+01 | -5.126347e+01 | -7.892050e-03 |  0.9685 |     1.6433 |  135.1% |  6.58e-04
   1275 | -5.127165e+01 | -5.126372e+01 | -7.932723e-03 |  0.9748 |     1.7551 |  151.1% |  6.46e-04
   1300 | -5.127189e+01 | -5.126394e+01 | -7.954061e-03 |  0.9743 |     1.8531 |  165.1% |  6.33e-04
   1325 | -5.127144e+01 | -5.126347e+01 | -7.970770e-03 |  0.9735 |     1.9171 |  174.3% |  6.21e-04
   1350 | -5.127277e+01 | -5.126477e+01 | -7.990664e-03 |  0.9742 |     1.9878 |  184.4% |  6.08e-04
   1375 | -5.126932e+01 | -5.126130e+01 | -8.013638e-03 |  0.9761 |     2.0681 |  195.9% |  5.95e-04
   1400 | -5.126908e+01 | -5.126105e+01 | -8.033743e-03 |  0.9764 |     2.1439 |  206.7% |  5.82e-04
   1425 | -5.127121e+01 | -5.126317e+01 | -8.042997e-03 |  0.9744 |     2.1953 |  214.1% |  5.70e-04
   1450 | -5.127219e+01 | -5.126413e+01 | -8.057281e-03 |  0.9746 |     2.2538 |  222.5% |  5.57e-04
   1475 | -5.127192e+01 | -5.126384e+01 | -8.076686e-03 |  0.9765 |     2.3237 |  232.4% |  5.44e-04
   1500 | -5.127197e+01 | -5.126388e+01 | -8.090575e-03 |  0.9766 |     2.3803 |  240.5% |  5.31e-04
   1525 | -5.127355e+01 | -5.126545e+01 | -8.100318e-03 |  0.9752 |     2.4272 |  247.3% |  5.18e-04
   1550 | -5.127421e+01 | -5.126609e+01 | -8.116216e-03 |  0.9755 |     2.4919 |  256.5% |  5.05e-04
   1575 | -5.127227e+01 | -5.126413e+01 | -8.135669e-03 |  0.9769 |     2.5658 |  267.1% |  4.92e-04
   1600 | -5.127265e+01 | -5.126450e+01 | -8.149123e-03 |  0.9768 |     2.6206 |  274.9% |  4.79e-04
   1625 | -5.127374e+01 | -5.126558e+01 | -8.158340e-03 |  0.9751 |     2.6645 |  281.2% |  4.66e-04
   1650 | -5.127427e+01 | -5.126609e+01 | -8.172970e-03 |  0.9747 |     2.7239 |  289.7% |  4.53e-04
   1675 | -5.127223e+01 | -5.126403e+01 | -8.192202e-03 |  0.9763 |     2.7970 |  300.2% |  4.40e-04
   1700 | -5.127266e+01 | -5.126445e+01 | -8.206185e-03 |  0.9755 |     2.8545 |  308.4% |  4.28e-04
   1725 | -5.127405e+01 | -5.126583e+01 | -8.216204e-03 |  0.9725 |     2.9012 |  315.1% |  4.15e-04
   1750 | -5.127422e+01 | -5.126599e+01 | -8.230107e-03 |  0.9720 |     2.9569 |  323.0% |  4.02e-04
   1775 | -5.127296e+01 | -5.126471e+01 | -8.247741e-03 |  0.9736 |     3.0228 |  332.5% |  3.89e-04
   1800 | -5.127325e+01 | -5.126498e+01 | -8.261181e-03 |  0.9733 |     3.0775 |  340.3% |  3.77e-04
   1825 | -5.127425e+01 | -5.126598e+01 | -8.270579e-03 |  0.9710 |     3.1208 |  346.5% |  3.64e-04
   1850 | -5.127449e+01 | -5.126620e+01 | -8.283775e-03 |  0.9701 |     3.1738 |  354.1% |  3.52e-04
   1875 | -5.127355e+01 | -5.126525e+01 | -8.300368e-03 |  0.9704 |     3.2371 |  363.1% |  3.40e-04
   1900 | -5.127397e+01 | -5.126566e+01 | -8.312601e-03 |  0.9689 |     3.2881 |  370.4% |  3.28e-04
   1925 | -5.127441e+01 | -5.126609e+01 | -8.321710e-03 |  0.9672 |     3.3284 |  376.2% |  3.16e-04
   1950 | -5.127458e+01 | -5.126624e+01 | -8.334657e-03 |  0.9676 |     3.3793 |  383.5% |  3.04e-04
   1975 | -5.127415e+01 | -5.126580e+01 | -8.350370e-03 |  0.9691 |     3.4386 |  392.0% |  2.92e-04
   2000 | -5.127449e+01 | -5.126613e+01 | -8.362108e-03 |  0.9684 |     3.4862 |  398.8% |  2.80e-04
   2025 | -5.127452e+01 | -5.126616e+01 | -8.370783e-03 |  0.9663 |     3.5245 |  404.3% |  2.69e-04
   2050 | -5.127468e+01 | -5.126629e+01 | -8.382874e-03 |  0.9659 |     3.5728 |  411.2% |  2.57e-04
   2075 | -5.127469e+01 | -5.126629e+01 | -8.397602e-03 |  0.9666 |     3.6289 |  419.2% |  2.46e-04
   2100 | -5.127517e+01 | -5.126676e+01 | -8.409018e-03 |  0.9656 |     3.6767 |  426.0% |  2.35e-04
   2125 | -5.127518e+01 | -5.126676e+01 | -8.421828e-03 |  0.9651 |     3.7288 |  433.5% |  2.25e-04
   2150 | -5.127520e+01 | -5.126677e+01 | -8.434318e-03 |  0.9647 |     3.7787 |  440.6% |  2.14e-04
   2175 | -5.127521e+01 | -5.126676e+01 | -8.446114e-03 |  0.9643 |     3.8256 |  447.3% |  2.04e-04
   2200 | -5.127522e+01 | -5.126677e+01 | -8.457317e-03 |  0.9639 |     3.8700 |  453.7% |  1.93e-04
   2225 | -5.127523e+01 | -5.126676e+01 | -8.467948e-03 |  0.9635 |     3.9122 |  459.7% |  1.84e-04
   2250 | -5.127524e+01 | -5.126676e+01 | -8.478016e-03 |  0.9632 |     3.9521 |  465.4% |  1.74e-04
   2275 | -5.127525e+01 | -5.126676e+01 | -8.487535e-03 |  0.9628 |     3.9898 |  470.8% |  1.64e-04
   2300 | -5.127525e+01 | -5.126675e+01 | -8.496521e-03 |  0.9625 |     4.0254 |  475.9% |  1.55e-04
   2325 | -5.127527e+01 | -5.126676e+01 | -8.504995e-03 |  0.9622 |     4.0590 |  480.7% |  1.46e-04
   2350 | -5.127528e+01 | -5.126676e+01 | -8.512976e-03 |  0.9619 |     4.0907 |  485.3% |  1.37e-04
   2375 | -5.127528e+01 | -5.126676e+01 | -8.520482e-03 |  0.9617 |     4.1205 |  489.5% |  1.29e-04
   2400 | -5.127528e+01 | -5.126676e+01 | -8.527528e-03 |  0.9615 |     4.1484 |  493.5% |  1.20e-04
   2425 | -5.127529e+01 | -5.126676e+01 | -8.534135e-03 |  0.9612 |     4.1746 |  497.3% |  1.12e-04
   2450 | -5.127529e+01 | -5.126675e+01 | -8.540316e-03 |  0.9610 |     4.1991 |  500.8% |  1.05e-04
   2475 | -5.127530e+01 | -5.126675e+01 | -8.546088e-03 |  0.9609 |     4.2220 |  504.0% |  9.71e-05
   2500 | -5.127530e+01 | -5.126675e+01 | -8.551466e-03 |  0.9607 |     4.2433 |  507.1% |  8.99e-05
   2525 | -5.127531e+01 | -5.126675e+01 | -8.556467e-03 |  0.9605 |     4.2631 |  509.9% |  8.29e-05
   2550 | -5.127531e+01 | -5.126675e+01 | -8.561101e-03 |  0.9604 |     4.2815 |  512.5% |  7.63e-05
   2575 | -5.127532e+01 | -5.126675e+01 | -8.565387e-03 |  0.9602 |     4.2984 |  515.0% |  7.00e-05
   2600 | -5.127532e+01 | -5.126675e+01 | -8.569337e-03 |  0.9601 |     4.3141 |  517.2% |  6.40e-05
   2625 | -5.127532e+01 | -5.126675e+01 | -8.572971e-03 |  0.9600 |     4.3285 |  519.3% |  5.82e-05
   2650 | -5.127533e+01 | -5.126675e+01 | -8.576296e-03 |  0.9599 |     4.3417 |  521.2% |  5.28e-05
   2675 | -5.127533e+01 | -5.126675e+01 | -8.579333e-03 |  0.9598 |     4.3537 |  522.9% |  4.77e-05
   2700 | -5.127532e+01 | -5.126674e+01 | -8.582095e-03 |  0.9597 |     4.3646 |  524.4% |  4.29e-05
   2725 | -5.127532e+01 | -5.126674e+01 | -8.584595e-03 |  0.9596 |     4.3745 |  525.9% |  3.84e-05
   2750 | -5.127533e+01 | -5.126674e+01 | -8.586852e-03 |  0.9596 |     4.3834 |  527.1% |  3.42e-05
   2775 | -5.127533e+01 | -5.126674e+01 | -8.588879e-03 |  0.9595 |     4.3915 |  528.3% |  3.04e-05
   2800 | -5.127533e+01 | -5.126674e+01 | -8.590695e-03 |  0.9594 |     4.3987 |  529.3% |  2.69e-05
   2825 | -5.127533e+01 | -5.126674e+01 | -8.592315e-03 |  0.9594 |     4.4051 |  530.2% |  2.37e-05
   2850 | -5.127534e+01 | -5.126674e+01 | -8.593755e-03 |  0.9593 |     4.4108 |  531.0% |  2.08e-05
   2875 | -5.127534e+01 | -5.126674e+01 | -8.595034e-03 |  0.9593 |     4.4158 |  531.8% |  1.83e-05
   2900 | -5.127534e+01 | -5.126674e+01 | -8.596171e-03 |  0.9593 |     4.4203 |  532.4% |  1.61e-05
   2925 | -5.127534e+01 | -5.126674e+01 | -8.597184e-03 |  0.9592 |     4.4243 |  533.0% |  1.42e-05
   2950 | -5.127534e+01 | -5.126674e+01 | -8.598093e-03 |  0.9592 |     4.4279 |  533.5% |  1.27e-05
   2975 | -5.127533e+01 | -5.126674e+01 | -8.598920e-03 |  0.9592 |     4.4312 |  534.0% |  1.15e-05
   3000 | -5.127534e+01 | -5.126674e+01 | -8.599686e-03 |  0.9592 |     4.4342 |  534.4% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 0.45% (epoch 250) | Best loss: -5.127534e+01 (epoch 2921)
  Tip displacement: -0.6770 mm (expected: 0.6990 mm)
  Relative error: 3.15%
  J range: [0.957963, 2.613041]
  Training time: 126.6s (2.1min)
  ======================================================================

