╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -1.076486e-03 | 6.379925e-03 | -7.456411e-03 |  0.9996 |     0.0008 |   99.9% |  2.00e-05
      2 | -2.994663e-03 | 4.461718e-03 | -7.456380e-03 |  0.9997 |     0.0007 |   99.9% |  4.00e-05
      3 | -6.814344e-03 | 6.419760e-04 | -7.456320e-03 |  0.9998 |     0.0007 |   99.9% |  6.00e-05
      4 | -1.255077e-02 | -5.094538e-03 | -7.456229e-03 |  1.0000 |     0.0005 |   99.9% |  8.00e-05
      5 | -2.023714e-02 | -1.278103e-02 | -7.456105e-03 |  1.0000 |     0.0004 |   99.9% |  1.00e-04
     25 | -2.832362e+00 | -2.824898e+00 | -7.464369e-03 |  1.0058 |     0.0093 |   98.7% |  5.00e-04
     50 | -2.513882e+01 | -2.513132e+01 | -7.499623e-03 |  1.0639 |     0.0484 |   93.1% |  1.00e-03
     75 | -4.253582e+01 | -4.252819e+01 | -7.635020e-03 |  1.2271 |     0.3455 |   50.6% |  1.00e-03
    100 | -4.927636e+01 | -4.926875e+01 | -7.612059e-03 |  0.9046 |     0.8949 |   28.0% |  9.99e-04
    125 | -5.076283e+01 | -5.075513e+01 | -7.699371e-03 |  0.9573 |     1.0927 |   56.3% |  9.98e-04
    150 | -5.111897e+01 | -5.111136e+01 | -7.608259e-03 |  0.9637 |     0.8535 |   22.1% |  9.97e-04
    175 | -5.115781e+01 | -5.114997e+01 | -7.835127e-03 |  0.9653 |     1.2727 |   82.1% |  9.96e-04
    200 | -5.120326e+01 | -5.119560e+01 | -7.656339e-03 |  0.9383 |     0.8960 |   28.2% |  9.94e-04
    225 | -5.123536e+01 | -5.122768e+01 | -7.680765e-03 |  0.9838 |     0.9782 |   39.9% |  9.92e-04
    250 | -5.124220e+01 | -5.123450e+01 | -7.697088e-03 |  0.9699 |     1.0174 |   45.6% |  9.89e-04
    275 | -5.124787e+01 | -5.124018e+01 | -7.694212e-03 |  0.9643 |     0.9920 |   41.9% |  9.86e-04
    300 | -5.125844e+01 | -5.125075e+01 | -7.689827e-03 |  0.9651 |     0.9770 |   39.8% |  9.83e-04
    325 | -5.124466e+01 | -5.123694e+01 | -7.713660e-03 |  0.9695 |     1.0172 |   45.5% |  9.80e-04
    350 | -5.124328e+01 | -5.123556e+01 | -7.722028e-03 |  0.9700 |     1.0312 |   47.5% |  9.76e-04
    375 | -5.124627e+01 | -5.123855e+01 | -7.721539e-03 |  0.9600 |     1.0171 |   45.5% |  9.72e-04
    400 | -5.125826e+01 | -5.125054e+01 | -7.719344e-03 |  0.9601 |     1.0227 |   46.3% |  9.67e-04
    425 | -5.125393e+01 | -5.124620e+01 | -7.730031e-03 |  0.9669 |     1.0449 |   49.5% |  9.62e-04
    450 | -5.124967e+01 | -5.124193e+01 | -7.743109e-03 |  0.9681 |     1.0749 |   53.8% |  9.57e-04
    475 | -5.125654e+01 | -5.124879e+01 | -7.750930e-03 |  0.9645 |     1.1059 |   58.2% |  9.52e-04
    500 | -5.126526e+01 | -5.125751e+01 | -7.745648e-03 |  0.9663 |     1.1032 |   57.8% |  9.46e-04
    525 | -5.125180e+01 | -5.124403e+01 | -7.764298e-03 |  0.9719 |     1.1464 |   64.0% |  9.40e-04
    550 | -5.126687e+01 | -5.125911e+01 | -7.763988e-03 |  0.9714 |     1.1497 |   64.5% |  9.34e-04
    575 | -5.126574e+01 | -5.125797e+01 | -7.771855e-03 |  0.9679 |     1.1786 |   68.6% |  9.27e-04
    600 | -5.126897e+01 | -5.126119e+01 | -7.780181e-03 |  0.9700 |     1.2041 |   72.3% |  9.20e-04
    625 | -5.126169e+01 | -5.125389e+01 | -7.800044e-03 |  0.9749 |     1.2542 |   79.4% |  9.13e-04
    650 | -5.126111e+01 | -5.125330e+01 | -7.812283e-03 |  0.9740 |     1.2949 |   85.3% |  9.05e-04
    675 | -5.126953e+01 | -5.126171e+01 | -7.813011e-03 |  0.9693 |     1.3138 |   88.0% |  8.98e-04
    700 | -5.126773e+01 | -5.125990e+01 | -7.831179e-03 |  0.9679 |     1.3779 |   97.1% |  8.90e-04
    725 | -5.126201e+01 | -5.125417e+01 | -7.838327e-03 |  0.9740 |     1.3962 |   99.8% |  8.81e-04
    750 | -5.126635e+01 | -5.125850e+01 | -7.849036e-03 |  0.9742 |     1.4226 |  103.5% |  8.73e-04
    775 | -5.126857e+01 | -5.126072e+01 | -7.851398e-03 |  0.9701 |     1.4476 |  107.1% |  8.64e-04
    800 | -5.126865e+01 | -5.126078e+01 | -7.864058e-03 |  0.9691 |     1.4994 |  114.5% |  8.55e-04
    825 | -5.126548e+01 | -5.125759e+01 | -7.887758e-03 |  0.9740 |     1.5730 |  125.0% |  8.46e-04
    850 | -5.126423e+01 | -5.125634e+01 | -7.887060e-03 |  0.9748 |     1.5766 |  125.6% |  8.36e-04
    875 | -5.126667e+01 | -5.125879e+01 | -7.877172e-03 |  0.9708 |     1.5568 |  122.7% |  8.26e-04
    900 | -5.126916e+01 | -5.126127e+01 | -7.890234e-03 |  0.9716 |     1.5959 |  128.3% |  8.17e-04
    925 | -5.126339e+01 | -5.125547e+01 | -7.920358e-03 |  0.9755 |     1.6859 |  141.2% |  8.06e-04
    950 | -5.126684e+01 | -5.125890e+01 | -7.940434e-03 |  0.9707 |     1.7609 |  151.9% |  7.96e-04
    975 | -5.126859e+01 | -5.126065e+01 | -7.941129e-03 |  0.9704 |     1.7916 |  156.3% |  7.85e-04
   1000 | -5.127001e+01 | -5.126207e+01 | -7.943431e-03 |  0.9708 |     1.8062 |  158.4% |  7.75e-04
   1025 | -5.126517e+01 | -5.125721e+01 | -7.956494e-03 |  0.9751 |     1.8440 |  163.8% |  7.64e-04
   1050 | -5.126947e+01 | -5.126151e+01 | -7.954645e-03 |  0.9742 |     1.8482 |  164.4% |  7.52e-04
   1075 | -5.126914e+01 | -5.126118e+01 | -7.956605e-03 |  0.9710 |     1.8635 |  166.6% |  7.41e-04
   1100 | -5.127095e+01 | -5.126297e+01 | -7.976911e-03 |  0.9715 |     1.9336 |  176.6% |  7.30e-04
