╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -1.038434e-02 | -2.927785e-03 | -7.456550e-03 |  1.0000 |     0.0011 |   99.8% |  2.00e-05
      2 | -1.210916e-02 | -4.652621e-03 | -7.456544e-03 |  1.0000 |     0.0010 |   99.9% |  4.00e-05
      3 | -1.557524e-02 | -8.118705e-03 | -7.456534e-03 |  1.0000 |     0.0010 |   99.9% |  6.00e-05
      4 | -2.080068e-02 | -1.334416e-02 | -7.456518e-03 |  1.0000 |     0.0009 |   99.9% |  8.00e-05
      5 | -2.787625e-02 | -2.041976e-02 | -7.456494e-03 |  1.0000 |     0.0008 |   99.9% |  1.00e-04
     25 | -2.832292e+00 | -2.824845e+00 | -7.447680e-03 |  1.0046 |    -0.0270 |   96.1% |  5.00e-04
     50 | -2.488108e+01 | -2.487376e+01 | -7.318631e-03 |  1.0298 |    -0.2178 |   68.8% |  1.00e-03
     75 | -4.243831e+01 | -4.243110e+01 | -7.212006e-03 |  1.1723 |    -0.6626 |    5.2% |  1.00e-03
    100 | -4.902794e+01 | -4.902100e+01 | -6.937686e-03 |  0.8877 |    -1.7177 |  145.8% |  9.99e-04
    125 | -5.084314e+01 | -5.083629e+01 | -6.843851e-03 |  0.8780 |    -2.2581 |  223.1% |  9.98e-04
    150 | -5.097648e+01 | -5.096960e+01 | -6.876567e-03 |  0.9944 |    -1.9962 |  185.6% |  9.97e-04
    175 | -5.119566e+01 | -5.118859e+01 | -7.072263e-03 |  0.9440 |    -1.6018 |  129.2% |  9.96e-04
    200 | -5.122941e+01 | -5.122229e+01 | -7.121931e-03 |  0.9438 |    -1.5278 |  118.6% |  9.94e-04
