╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -1.928382e-02 | -1.182638e-02 | -7.457448e-03 |  0.9996 |     0.0025 |   99.6% |  2.00e-05
      2 | -2.172268e-02 | -1.426522e-02 | -7.457457e-03 |  0.9996 |     0.0025 |   99.6% |  4.00e-05
      3 | -2.671022e-02 | -1.925275e-02 | -7.457471e-03 |  0.9997 |     0.0025 |   99.6% |  6.00e-05
      4 | -3.431828e-02 | -2.686079e-02 | -7.457494e-03 |  0.9999 |     0.0025 |   99.6% |  8.00e-05
      5 | -4.472959e-02 | -3.727207e-02 | -7.457525e-03 |  1.0001 |     0.0025 |   99.6% |  1.00e-04
     25 | -3.253422e+00 | -3.245957e+00 | -7.465505e-03 |  0.9967 |     0.0008 |   99.9% |  5.00e-04
     50 | -2.585839e+01 | -2.585098e+01 | -7.405378e-03 |  1.0668 |    -0.0382 |   94.5% |  1.00e-03
     75 | -4.324693e+01 | -4.323960e+01 | -7.328867e-03 |  1.1042 |    -0.3212 |   54.0% |  1.00e-03
    100 | -4.996507e+01 | -4.995800e+01 | -7.062411e-03 |  0.9160 |    -1.3021 |   86.3% |  9.99e-04
    125 | -5.114650e+01 | -5.113941e+01 | -7.089152e-03 |  0.9983 |    -1.4061 |  101.2% |  9.98e-04
    150 | -5.120221e+01 | -5.119503e+01 | -7.184767e-03 |  0.9667 |    -1.2502 |   78.9% |  9.97e-04
    175 | -5.113940e+01 | -5.113226e+01 | -7.139556e-03 |  0.9507 |    -1.2902 |   84.6% |  9.96e-04
