╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -2.530330e-03 | 4.924726e-03 | -7.455057e-03 |  0.9994 |    -0.0004 |   99.9% |  2.00e-05
      2 | -4.973733e-03 | 2.481379e-03 | -7.455112e-03 |  0.9994 |    -0.0004 |   99.9% |  4.00e-05
      3 | -9.889334e-03 | -2.434110e-03 | -7.455223e-03 |  0.9995 |    -0.0003 |  100.0% |  6.00e-05
      4 | -1.724640e-02 | -9.791007e-03 | -7.455390e-03 |  0.9996 |    -0.0002 |  100.0% |  8.00e-05
      5 | -2.707538e-02 | -1.961977e-02 | -7.455611e-03 |  0.9998 |     0.0000 |  100.0% |  1.00e-04
     25 | -3.147707e+00 | -3.140234e+00 | -7.473251e-03 |  1.0058 |     0.0116 |   98.3% |  5.00e-04
     50 | -2.588704e+01 | -2.587954e+01 | -7.503851e-03 |  1.0837 |     0.0916 |   86.9% |  1.00e-03
     75 | -4.314160e+01 | -4.313386e+01 | -7.737107e-03 |  1.0741 |     0.5491 |   21.4% |  1.00e-03
    100 | -5.017632e+01 | -5.016863e+01 | -7.687905e-03 |  0.9446 |     0.8634 |   23.5% |  9.99e-04
    125 | -5.111397e+01 | -5.110629e+01 | -7.678517e-03 |  1.0287 |     0.8511 |   21.8% |  9.98e-04
    150 | -5.122018e+01 | -5.121261e+01 | -7.571597e-03 |  0.9783 |     0.6803 |    2.7% |  9.97e-04
    175 | -5.121959e+01 | -5.121194e+01 | -7.642939e-03 |  0.9905 |     0.7949 |   13.7% |  9.96e-04
    200 | -5.123153e+01 | -5.122388e+01 | -7.653276e-03 |  0.9674 |     0.8212 |   17.5% |  9.94e-04
    225 | -5.124788e+01 | -5.124025e+01 | -7.625773e-03 |  0.9578 |     0.7807 |   11.7% |  9.92e-04
    250 | -5.124197e+01 | -5.123435e+01 | -7.620897e-03 |  0.9636 |     0.7737 |   10.7% |  9.89e-04
