╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
    450 | -5.126103e+01 | -5.125352e+01 | -7.510519e-03 |  0.9661 |    -0.0617 |   91.2% |  9.57e-04
    475 | -5.126270e+01 | -5.125514e+01 | -7.560954e-03 |  0.9662 |     0.1240 |   82.3% |  9.52e-04
    500 | -5.125565e+01 | -5.124801e+01 | -7.637590e-03 |  0.9668 |     0.3882 |   44.5% |  9.46e-04
    525 | -5.125997e+01 | -5.125230e+01 | -7.666469e-03 |  0.9666 |     0.5398 |   22.8% |  9.40e-04
    550 | -5.126012e+01 | -5.125243e+01 | -7.686244e-03 |  0.9655 |     0.6332 |    9.4% |  9.34e-04
    575 | -5.125729e+01 | -5.124966e+01 | -7.624282e-03 |  0.9698 |     0.4901 |   29.9% |  9.27e-04
    600 | -5.126783e+01 | -5.126018e+01 | -7.647117e-03 |  0.9660 |     0.5401 |   22.7% |  9.20e-04
    625 | -5.125939e+01 | -5.125173e+01 | -7.664106e-03 |  0.9686 |     0.6097 |   12.8% |  9.13e-04
    650 | -5.125996e+01 | -5.125229e+01 | -7.674389e-03 |  0.9663 |     0.6342 |    9.3% |  9.05e-04
    675 | -5.126243e+01 | -5.125475e+01 | -7.683102e-03 |  0.9694 |     0.6518 |    6.8% |  8.98e-04
    700 | -5.125925e+01 | -5.125156e+01 | -7.690827e-03 |  0.9702 |     0.6741 |    3.6% |  8.90e-04
    725 | -5.127059e+01 | -5.126289e+01 | -7.704657e-03 |  0.9677 |     0.7238 |    3.6% |  8.81e-04
    750 | -5.126742e+01 | -5.125974e+01 | -7.687600e-03 |  0.9730 |     0.7276 |    4.1% |  8.73e-04
    775 | -5.126664e+01 | -5.125891e+01 | -7.736374e-03 |  0.9694 |     0.8236 |   17.8% |  8.64e-04
    800 | -5.126108e+01 | -5.125334e+01 | -7.740491e-03 |  0.9701 |     0.8483 |   21.4% |  8.55e-04
    825 | -5.126792e+01 | -5.126015e+01 | -7.771646e-03 |  0.9653 |     0.9201 |   31.6% |  8.46e-04
    850 | -5.126499e+01 | -5.125721e+01 | -7.781491e-03 |  0.9652 |     0.9609 |   37.5% |  8.36e-04
    875 | -5.126465e+01 | -5.125688e+01 | -7.769796e-03 |  0.9699 |     0.9613 |   37.5% |  8.26e-04
    900 | -5.126223e+01 | -5.125445e+01 | -7.779595e-03 |  0.9714 |     0.9989 |   42.9% |  8.17e-04
    925 | -5.126991e+01 | -5.126208e+01 | -7.828165e-03 |  0.9687 |     1.1083 |   58.6% |  8.06e-04
    950 | -5.126487e+01 | -5.125705e+01 | -7.827699e-03 |  0.9718 |     1.1372 |   62.7% |  7.96e-04
    975 | -5.126250e+01 | -5.125468e+01 | -7.818946e-03 |  0.9729 |     1.1480 |   64.2% |  7.85e-04
   1000 | -5.126790e+01 | -5.126008e+01 | -7.822677e-03 |  0.9724 |     1.1781 |   68.6% |  7.75e-04
   1025 | -5.126901e+01 | -5.126118e+01 | -7.826218e-03 |  0.9705 |     1.2044 |   72.3% |  7.64e-04
   1050 | -5.127195e+01 | -5.126411e+01 | -7.838966e-03 |  0.9712 |     1.2539 |   79.4% |  7.52e-04
   1075 | -5.126980e+01 | -5.126194e+01 | -7.856866e-03 |  0.9737 |     1.3290 |   90.1% |  7.41e-04
   1100 | -5.126854e+01 | -5.126068e+01 | -7.862870e-03 |  0.9736 |     1.3573 |   94.2% |  7.30e-04
   1125 | -5.127090e+01 | -5.126303e+01 | -7.869240e-03 |  0.9713 |     1.3899 |   98.9% |  7.18e-04
   1150 | -5.127099e+01 | -5.126311e+01 | -7.875687e-03 |  0.9711 |     1.4309 |  104.7% |  7.06e-04
   1175 | -5.127016e+01 | -5.126227e+01 | -7.889114e-03 |  0.9736 |     1.4785 |  111.5% |  6.94e-04
   1200 | -5.126893e+01 | -5.126102e+01 | -7.905094e-03 |  0.9743 |     1.5261 |  118.3% |  6.82e-04
   1225 | -5.127163e+01 | -5.126372e+01 | -7.911459e-03 |  0.9719 |     1.5624 |  123.5% |  6.70e-04
   1250 | -5.127134e+01 | -5.126342e+01 | -7.916870e-03 |  0.9719 |     1.6082 |  130.1% |  6.58e-04
   1275 | -5.127116e+01 | -5.126323e+01 | -7.931961e-03 |  0.9737 |     1.6602 |  137.5% |  6.46e-04
   1300 | -5.126941e+01 | -5.126146e+01 | -7.947762e-03 |  0.9745 |     1.7076 |  144.3% |  6.33e-04
   1325 | -5.127192e+01 | -5.126397e+01 | -7.949125e-03 |  0.9720 |     1.7387 |  148.8% |  6.21e-04
   1350 | -5.127060e+01 | -5.126263e+01 | -7.960537e-03 |  0.9717 |     1.7889 |  155.9% |  6.08e-04
   1375 | -5.127116e+01 | -5.126318e+01 | -7.980034e-03 |  0.9748 |     1.8433 |  163.7% |  5.95e-04
   1400 | -5.127067e+01 | -5.126267e+01 | -7.994261e-03 |  0.9751 |     1.8909 |  170.5% |  5.82e-04
   1425 | -5.127245e+01 | -5.126445e+01 | -8.002478e-03 |  0.9731 |     1.9306 |  176.2% |  5.70e-04
   1450 | -5.127354e+01 | -5.126553e+01 | -8.016543e-03 |  0.9736 |     1.9879 |  184.4% |  5.57e-04
   1475 | -5.127131e+01 | -5.126327e+01 | -8.041712e-03 |  0.9750 |     2.0693 |  196.0% |  5.44e-04
   1500 | -5.127254e+01 | -5.126450e+01 | -8.040089e-03 |  0.9740 |     2.0942 |  199.6% |  5.31e-04
   1525 | -5.127287e+01 | -5.126483e+01 | -8.043187e-03 |  0.9730 |     2.1239 |  203.9% |  5.18e-04
   1550 | -5.127206e+01 | -5.126400e+01 | -8.054795e-03 |  0.9731 |     2.1729 |  210.9% |  5.05e-04
   1575 | -5.127248e+01 | -5.126441e+01 | -8.073253e-03 |  0.9752 |     2.2320 |  219.3% |  4.92e-04
   1600 | -5.127216e+01 | -5.126407e+01 | -8.086791e-03 |  0.9752 |     2.2822 |  226.5% |  4.79e-04
   1625 | -5.127316e+01 | -5.126507e+01 | -8.095739e-03 |  0.9736 |     2.3234 |  232.4% |  4.66e-04
   1650 | -5.127389e+01 | -5.126578e+01 | -8.109128e-03 |  0.9739 |     2.3777 |  240.2% |  4.53e-04
   1675 | -5.127118e+01 | -5.126305e+01 | -8.134054e-03 |  0.9761 |     2.4580 |  251.7% |  4.40e-04
   1700 | -5.127347e+01 | -5.126533e+01 | -8.141039e-03 |  0.9750 |     2.5035 |  258.2% |  4.28e-04
   1725 | -5.127286e+01 | -5.126471e+01 | -8.145750e-03 |  0.9735 |     2.5334 |  262.5% |  4.15e-04
   1750 | -5.127359e+01 | -5.126543e+01 | -8.156745e-03 |  0.9739 |     2.5786 |  268.9% |  4.02e-04
   1775 | -5.127248e+01 | -5.126431e+01 | -8.171270e-03 |  0.9754 |     2.6343 |  276.9% |  3.89e-04
   1800 | -5.127270e+01 | -5.126452e+01 | -8.183453e-03 |  0.9754 |     2.6851 |  284.2% |  3.77e-04
   1825 | -5.127417e+01 | -5.126598e+01 | -8.194245e-03 |  0.9742 |     2.7333 |  291.1% |  3.64e-04
   1850 | -5.127396e+01 | -5.126575e+01 | -8.207647e-03 |  0.9738 |     2.7919 |  299.4% |  3.52e-04
   1875 | -5.127354e+01 | -5.126531e+01 | -8.223065e-03 |  0.9750 |     2.8529 |  308.2% |  3.40e-04
   1900 | -5.127372e+01 | -5.126548e+01 | -8.232287e-03 |  0.9750 |     2.8937 |  314.0% |  3.28e-04
   1925 | -5.127401e+01 | -5.126577e+01 | -8.240735e-03 |  0.9740 |     2.9322 |  319.5% |  3.16e-04
   1950 | -5.127433e+01 | -5.126608e+01 | -8.252211e-03 |  0.9738 |     2.9801 |  326.4% |  3.04e-04
   1975 | -5.127358e+01 | -5.126531e+01 | -8.266147e-03 |  0.9751 |     3.0356 |  334.3% |  2.92e-04
   2000 | -5.127383e+01 | -5.126555e+01 | -8.277966e-03 |  0.9749 |     3.0853 |  341.4% |  2.80e-04
   2025 | -5.127438e+01 | -5.126609e+01 | -8.287800e-03 |  0.9726 |     3.1297 |  347.8% |  2.69e-04
   2050 | -5.127447e+01 | -5.126617e+01 | -8.299228e-03 |  0.9723 |     3.1777 |  354.6% |  2.57e-04
   2075 | -5.127418e+01 | -5.126587e+01 | -8.312561e-03 |  0.9736 |     3.2309 |  362.2% |  2.46e-04
   2100 | -5.127439e+01 | -5.126606e+01 | -8.323700e-03 |  0.9732 |     3.2777 |  368.9% |  2.35e-04
   2125 | -5.127457e+01 | -5.126624e+01 | -8.332966e-03 |  0.9713 |     3.3191 |  374.9% |  2.25e-04
   2150 | -5.127463e+01 | -5.126628e+01 | -8.344200e-03 |  0.9710 |     3.3662 |  381.6% |  2.14e-04
   2175 | -5.127461e+01 | -5.126625e+01 | -8.357113e-03 |  0.9720 |     3.4179 |  389.0% |  2.04e-04
   2200 | -5.127473e+01 | -5.126636e+01 | -8.368036e-03 |  0.9716 |     3.4637 |  395.6% |  1.93e-04
   2225 | -5.127499e+01 | -5.126661e+01 | -8.378418e-03 |  0.9704 |     3.5090 |  402.0% |  1.84e-04
   2250 | -5.127511e+01 | -5.126672e+01 | -8.391826e-03 |  0.9704 |     3.5651 |  410.1% |  1.74e-04
   2275 | -5.127513e+01 | -5.126672e+01 | -8.403916e-03 |  0.9701 |     3.6158 |  417.3% |  1.64e-04
   2300 | -5.127514e+01 | -5.126673e+01 | -8.414995e-03 |  0.9699 |     3.6621 |  423.9% |  1.55e-04
   2325 | -5.127515e+01 | -5.126672e+01 | -8.425294e-03 |  0.9696 |     3.7050 |  430.1% |  1.46e-04
   2350 | -5.127517e+01 | -5.126673e+01 | -8.434917e-03 |  0.9694 |     3.7451 |  435.8% |  1.37e-04
   2375 | -5.127518e+01 | -5.126674e+01 | -8.443909e-03 |  0.9691 |     3.7825 |  441.2% |  1.29e-04
   2400 | -5.127519e+01 | -5.126674e+01 | -8.452307e-03 |  0.9689 |     3.8174 |  446.2% |  1.20e-04
   2425 | -5.127519e+01 | -5.126673e+01 | -8.460149e-03 |  0.9687 |     3.8499 |  450.8% |  1.12e-04
   2450 | -5.127520e+01 | -5.126674e+01 | -8.467460e-03 |  0.9685 |     3.8803 |  455.1% |  1.05e-04
   2475 | -5.127520e+01 | -5.126673e+01 | -8.474264e-03 |  0.9684 |     3.9085 |  459.2% |  9.71e-05
   2500 | -5.127521e+01 | -5.126673e+01 | -8.480586e-03 |  0.9682 |     3.9347 |  462.9% |  8.99e-05
   2525 | -5.127522e+01 | -5.126673e+01 | -8.486448e-03 |  0.9681 |     3.9589 |  466.4% |  8.29e-05
   2550 | -5.127522e+01 | -5.126673e+01 | -8.491872e-03 |  0.9679 |     3.9814 |  469.6% |  7.63e-05
   2575 | -5.127522e+01 | -5.126672e+01 | -8.496877e-03 |  0.9678 |     4.0021 |  472.6% |  7.00e-05
   2600 | -5.127523e+01 | -5.126672e+01 | -8.501483e-03 |  0.9677 |     4.0211 |  475.3% |  6.40e-05
   2625 | -5.127523e+01 | -5.126672e+01 | -8.505708e-03 |  0.9676 |     4.0386 |  477.8% |  5.82e-05
   2650 | -5.127523e+01 | -5.126672e+01 | -8.509572e-03 |  0.9675 |     4.0546 |  480.1% |  5.28e-05
   2675 | -5.127524e+01 | -5.126672e+01 | -8.513095e-03 |  0.9674 |     4.0691 |  482.2% |  4.77e-05
   2700 | -5.127524e+01 | -5.126673e+01 | -8.516295e-03 |  0.9673 |     4.0823 |  484.1% |  4.29e-05
   2725 | -5.127525e+01 | -5.126673e+01 | -8.519190e-03 |  0.9672 |     4.0943 |  485.8% |  3.84e-05
   2750 | -5.127525e+01 | -5.126673e+01 | -8.521801e-03 |  0.9672 |     4.1050 |  487.3% |  3.42e-05
   2775 | -5.127525e+01 | -5.126672e+01 | -8.524143e-03 |  0.9671 |     4.1147 |  488.7% |  3.04e-05
   2800 | -5.127524e+01 | -5.126672e+01 | -8.526238e-03 |  0.9671 |     4.1234 |  489.9% |  2.69e-05
   2825 | -5.127525e+01 | -5.126672e+01 | -8.528106e-03 |  0.9670 |     4.1311 |  491.0% |  2.37e-05
   2850 | -5.127525e+01 | -5.126672e+01 | -8.529766e-03 |  0.9670 |     4.1379 |  492.0% |  2.08e-05
   2875 | -5.127525e+01 | -5.126672e+01 | -8.531241e-03 |  0.9669 |     4.1440 |  492.9% |  1.83e-05
   2900 | -5.127525e+01 | -5.126672e+01 | -8.532552e-03 |  0.9669 |     4.1494 |  493.7% |  1.61e-05
   2925 | -5.127526e+01 | -5.126672e+01 | -8.533720e-03 |  0.9669 |     4.1542 |  494.3% |  1.42e-05
   2950 | -5.127526e+01 | -5.126672e+01 | -8.534770e-03 |  0.9668 |     4.1585 |  495.0% |  1.27e-05
   2975 | -5.127526e+01 | -5.126672e+01 | -8.535723e-03 |  0.9668 |     4.1625 |  495.5% |  1.15e-05
   3000 | -5.127526e+01 | -5.126672e+01 | -8.536605e-03 |  0.9668 |     4.1661 |  496.0% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 0.05% (epoch 156) | Best loss: -5.127526e+01 (epoch 2966)
  Tip displacement: -0.6623 mm (expected: 0.6990 mm)
  Relative error: 5.25%
  J range: [0.993449, 2.731643]
  Training time: 136.7s (2.3min)
  ======================================================================

