╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
    150 | -5.101736e+01 | -5.100943e+01 | -7.926784e-03 |  0.9558 |     1.8104 |  159.0% |  9.97e-04
    175 | -5.121168e+01 | -5.120379e+01 | -7.889996e-03 |  0.9539 |     1.6405 |  134.7% |  9.96e-04
    200 | -5.116409e+01 | -5.115618e+01 | -7.915111e-03 |  0.9847 |     1.7365 |  148.4% |  9.94e-04
    225 | -5.115913e+01 | -5.115122e+01 | -7.909511e-03 |  0.9777 |     1.7360 |  148.4% |  9.92e-04
    250 | -5.124204e+01 | -5.123410e+01 | -7.935192e-03 |  0.9731 |     1.7578 |  151.5% |  9.89e-04
    275 | -5.125951e+01 | -5.125161e+01 | -7.900916e-03 |  0.9677 |     1.7071 |  144.2% |  9.86e-04
    300 | -5.126204e+01 | -5.125415e+01 | -7.879512e-03 |  0.9694 |     1.7211 |  146.2% |  9.83e-04
    325 | -5.123205e+01 | -5.122414e+01 | -7.909013e-03 |  0.9686 |     1.7770 |  154.2% |  9.80e-04
    350 | -5.123937e+01 | -5.123142e+01 | -7.949332e-03 |  0.9662 |     1.8261 |  161.3% |  9.76e-04
    375 | -5.125309e+01 | -5.124516e+01 | -7.927680e-03 |  0.9587 |     1.8223 |  160.7% |  9.72e-04
    400 | -5.124984e+01 | -5.124191e+01 | -7.935064e-03 |  0.9694 |     1.8604 |  166.2% |  9.67e-04
    425 | -5.126115e+01 | -5.125320e+01 | -7.944845e-03 |  0.9697 |     1.8880 |  170.1% |  9.62e-04
    450 | -5.126301e+01 | -5.125507e+01 | -7.942244e-03 |  0.9670 |     1.8872 |  170.0% |  9.57e-04
    475 | -5.126787e+01 | -5.125992e+01 | -7.949964e-03 |  0.9676 |     1.9190 |  174.6% |  9.52e-04
    500 | -5.124924e+01 | -5.124127e+01 | -7.969122e-03 |  0.9715 |     1.9901 |  184.7% |  9.46e-04
    525 | -5.126888e+01 | -5.126091e+01 | -7.966924e-03 |  0.9713 |     2.0191 |  188.9% |  9.40e-04
    550 | -5.126819e+01 | -5.126023e+01 | -7.965311e-03 |  0.9711 |     2.0267 |  190.0% |  9.34e-04
    575 | -5.126809e+01 | -5.126012e+01 | -7.976653e-03 |  0.9707 |     2.0677 |  195.8% |  9.27e-04
    600 | -5.125859e+01 | -5.125058e+01 | -8.010432e-03 |  0.9738 |     2.1553 |  208.4% |  9.20e-04
    625 | -5.125758e+01 | -5.124951e+01 | -8.066736e-03 |  0.9751 |     2.2555 |  222.7% |  9.13e-04
    650 | -5.126251e+01 | -5.125447e+01 | -8.034760e-03 |  0.9715 |     2.2212 |  217.8% |  9.05e-04
    675 | -5.126542e+01 | -5.125740e+01 | -8.025758e-03 |  0.9717 |     2.2313 |  219.2% |  8.98e-04
    700 | -5.126415e+01 | -5.125611e+01 | -8.042209e-03 |  0.9753 |     2.2933 |  228.1% |  8.90e-04
    725 | -5.126246e+01 | -5.125441e+01 | -8.051760e-03 |  0.9753 |     2.3330 |  233.8% |  8.81e-04
    750 | -5.126873e+01 | -5.126066e+01 | -8.066023e-03 |  0.9621 |     2.3673 |  238.7% |  8.73e-04
    775 | -5.126545e+01 | -5.125739e+01 | -8.053716e-03 |  0.9766 |     2.3749 |  239.8% |  8.64e-04
    800 | -5.126645e+01 | -5.125837e+01 | -8.076905e-03 |  0.9774 |     2.4459 |  249.9% |  8.55e-04
    825 | -5.126554e+01 | -5.125745e+01 | -8.085797e-03 |  0.9768 |     2.4848 |  255.5% |  8.46e-04
    850 | -5.127178e+01 | -5.126369e+01 | -8.086430e-03 |  0.9749 |     2.5010 |  257.8% |  8.36e-04
    875 | -5.126608e+01 | -5.125798e+01 | -8.097045e-03 |  0.9734 |     2.5535 |  265.3% |  8.26e-04
    900 | -5.126735e+01 | -5.125923e+01 | -8.119757e-03 |  0.9773 |     2.6239 |  275.4% |  8.17e-04
    925 | -5.126632e+01 | -5.125819e+01 | -8.132760e-03 |  0.9777 |     2.6648 |  281.3% |  8.06e-04
    950 | -5.127235e+01 | -5.126421e+01 | -8.136170e-03 |  0.9745 |     2.6870 |  284.4% |  7.96e-04
    975 | -5.126862e+01 | -5.126048e+01 | -8.145634e-03 |  0.9741 |     2.7361 |  291.5% |  7.85e-04
   1000 | -5.126791e+01 | -5.125974e+01 | -8.162918e-03 |  0.9773 |     2.7948 |  299.8% |  7.75e-04
   1025 | -5.126748e+01 | -5.125930e+01 | -8.174816e-03 |  0.9773 |     2.8355 |  305.7% |  7.64e-04
   1050 | -5.127264e+01 | -5.126447e+01 | -8.174997e-03 |  0.9747 |     2.8504 |  307.8% |  7.52e-04
   1075 | -5.126899e+01 | -5.126080e+01 | -8.180786e-03 |  0.9742 |     2.8786 |  311.8% |  7.41e-04
   1100 | -5.126997e+01 | -5.126176e+01 | -8.204507e-03 |  0.9770 |     2.9541 |  322.6% |  7.30e-04
   1125 | -5.126951e+01 | -5.126130e+01 | -8.214232e-03 |  0.9770 |     2.9913 |  328.0% |  7.18e-04
   1150 | -5.127272e+01 | -5.126450e+01 | -8.215504e-03 |  0.9745 |     3.0076 |  330.3% |  7.06e-04
   1175 | -5.127167e+01 | -5.126344e+01 | -8.228283e-03 |  0.9751 |     3.0625 |  338.2% |  6.94e-04
   1200 | -5.127002e+01 | -5.126177e+01 | -8.248722e-03 |  0.9772 |     3.1300 |  347.8% |  6.82e-04
   1225 | -5.127016e+01 | -5.126191e+01 | -8.257214e-03 |  0.9770 |     3.1619 |  352.4% |  6.70e-04
   1250 | -5.127305e+01 | -5.126479e+01 | -8.259274e-03 |  0.9745 |     3.1791 |  354.8% |  6.58e-04
   1275 | -5.127201e+01 | -5.126374e+01 | -8.271943e-03 |  0.9748 |     3.2286 |  361.9% |  6.46e-04
   1300 | -5.127184e+01 | -5.126355e+01 | -8.288937e-03 |  0.9769 |     3.2881 |  370.4% |  6.33e-04
   1325 | -5.127184e+01 | -5.126355e+01 | -8.297780e-03 |  0.9769 |     3.3211 |  375.1% |  6.21e-04
   1350 | -5.127280e+01 | -5.126450e+01 | -8.299172e-03 |  0.9744 |     3.3347 |  377.1% |  6.08e-04
   1375 | -5.127380e+01 | -5.126548e+01 | -8.310428e-03 |  0.9748 |     3.3779 |  383.3% |  5.95e-04
   1400 | -5.126974e+01 | -5.126141e+01 | -8.331301e-03 |  0.9762 |     3.4513 |  393.8% |  5.82e-04
   1425 | -5.127333e+01 | -5.126498e+01 | -8.341201e-03 |  0.9765 |     3.4914 |  399.5% |  5.70e-04
   1450 | -5.127229e+01 | -5.126395e+01 | -8.343115e-03 |  0.9733 |     3.5058 |  401.6% |  5.57e-04
   1475 | -5.127330e+01 | -5.126494e+01 | -8.352801e-03 |  0.9730 |     3.5427 |  406.8% |  5.44e-04
   1500 | -5.127175e+01 | -5.126338e+01 | -8.370264e-03 |  0.9764 |     3.6031 |  415.5% |  5.31e-04
   1525 | -5.127191e+01 | -5.126353e+01 | -8.380449e-03 |  0.9756 |     3.6432 |  421.2% |  5.18e-04
   1550 | -5.127410e+01 | -5.126572e+01 | -8.384355e-03 |  0.9714 |     3.6656 |  424.4% |  5.05e-04
   1575 | -5.127297e+01 | -5.126458e+01 | -8.391575e-03 |  0.9701 |     3.6942 |  428.5% |  4.92e-04
   1600 | -5.127288e+01 | -5.126447e+01 | -8.409757e-03 |  0.9732 |     3.7552 |  437.3% |  4.79e-04
   1625 | -5.127320e+01 | -5.126478e+01 | -8.421183e-03 |  0.9723 |     3.7992 |  443.5% |  4.66e-04
   1650 | -5.127388e+01 | -5.126546e+01 | -8.426044e-03 |  0.9688 |     3.8248 |  447.2% |  4.53e-04
   1675 | -5.127425e+01 | -5.126581e+01 | -8.437572e-03 |  0.9686 |     3.8703 |  453.7% |  4.40e-04
   1700 | -5.127321e+01 | -5.126476e+01 | -8.455073e-03 |  0.9706 |     3.9327 |  462.6% |  4.28e-04
   1725 | -5.127381e+01 | -5.126535e+01 | -8.465155e-03 |  0.9697 |     3.9725 |  468.3% |  4.15e-04
   1750 | -5.127394e+01 | -5.126547e+01 | -8.469096e-03 |  0.9666 |     3.9933 |  471.3% |  4.02e-04
   1775 | -5.127431e+01 | -5.126583e+01 | -8.479099e-03 |  0.9665 |     4.0323 |  476.9% |  3.89e-04
   1800 | -5.127364e+01 | -5.126514e+01 | -8.494500e-03 |  0.9685 |     4.0880 |  484.9% |  3.77e-04
   1825 | -5.127394e+01 | -5.126544e+01 | -8.504398e-03 |  0.9678 |     4.1267 |  490.4% |  3.64e-04
   1850 | -5.127427e+01 | -5.126576e+01 | -8.509236e-03 |  0.9652 |     4.1494 |  493.7% |  3.52e-04
   1875 | -5.127452e+01 | -5.126601e+01 | -8.519825e-03 |  0.9653 |     4.1901 |  499.5% |  3.40e-04
   1900 | -5.127411e+01 | -5.126558e+01 | -8.535143e-03 |  0.9670 |     4.2458 |  507.4% |  3.28e-04
   1925 | -5.127445e+01 | -5.126590e+01 | -8.545194e-03 |  0.9664 |     4.2848 |  513.0% |  3.16e-04
   1950 | -5.127448e+01 | -5.126593e+01 | -8.551155e-03 |  0.9637 |     4.3108 |  516.7% |  3.04e-04
   1975 | -5.127465e+01 | -5.126609e+01 | -8.561680e-03 |  0.9635 |     4.3509 |  522.5% |  2.92e-04
   2000 | -5.127486e+01 | -5.126629e+01 | -8.575402e-03 |  0.9648 |     4.4024 |  529.8% |  2.80e-04
   2025 | -5.127525e+01 | -5.126666e+01 | -8.586066e-03 |  0.9636 |     4.4466 |  536.2% |  2.69e-04
   2050 | -5.127525e+01 | -5.126665e+01 | -8.598275e-03 |  0.9632 |     4.4953 |  543.1% |  2.57e-04
   2075 | -5.127527e+01 | -5.126666e+01 | -8.610124e-03 |  0.9629 |     4.5415 |  549.7% |  2.46e-04
   2100 | -5.127528e+01 | -5.126666e+01 | -8.621331e-03 |  0.9625 |     4.5846 |  555.9% |  2.35e-04
   2125 | -5.127529e+01 | -5.126666e+01 | -8.631980e-03 |  0.9622 |     4.6253 |  561.7% |  2.25e-04
   2150 | -5.127530e+01 | -5.126666e+01 | -8.642097e-03 |  0.9619 |     4.6639 |  567.3% |  2.14e-04
   2175 | -5.127532e+01 | -5.126667e+01 | -8.651706e-03 |  0.9616 |     4.7005 |  572.5% |  2.04e-04
   2200 | -5.127532e+01 | -5.126666e+01 | -8.660828e-03 |  0.9613 |     4.7352 |  577.5% |  1.93e-04
   2225 | -5.127533e+01 | -5.126666e+01 | -8.669482e-03 |  0.9610 |     4.7681 |  582.2% |  1.84e-04
   2250 | -5.127534e+01 | -5.126666e+01 | -8.677686e-03 |  0.9607 |     4.7992 |  586.6% |  1.74e-04
   2275 | -5.127534e+01 | -5.126666e+01 | -8.685455e-03 |  0.9604 |     4.8287 |  590.8% |  1.64e-04
   2300 | -5.127536e+01 | -5.126666e+01 | -8.692808e-03 |  0.9602 |     4.8565 |  594.8% |  1.55e-04
   2325 | -5.127536e+01 | -5.126666e+01 | -8.699758e-03 |  0.9599 |     4.8828 |  598.6% |  1.46e-04
   2350 | -5.127536e+01 | -5.126666e+01 | -8.706318e-03 |  0.9597 |     4.9076 |  602.1% |  1.37e-04
   2375 | -5.127538e+01 | -5.126666e+01 | -8.712503e-03 |  0.9595 |     4.9310 |  605.5% |  1.29e-04
   2400 | -5.127538e+01 | -5.126666e+01 | -8.718319e-03 |  0.9593 |     4.9529 |  608.6% |  1.20e-04
   2425 | -5.127538e+01 | -5.126665e+01 | -8.723790e-03 |  0.9591 |     4.9736 |  611.6% |  1.12e-04
   2450 | -5.127538e+01 | -5.126665e+01 | -8.728911e-03 |  0.9589 |     4.9929 |  614.3% |  1.05e-04
   2475 | -5.127539e+01 | -5.126666e+01 | -8.733708e-03 |  0.9587 |     5.0110 |  616.9% |  9.71e-05
   2500 | -5.127540e+01 | -5.126666e+01 | -8.738182e-03 |  0.9585 |     5.0278 |  619.3% |  8.99e-05
   2525 | -5.127540e+01 | -5.126666e+01 | -8.742350e-03 |  0.9584 |     5.0435 |  621.6% |  8.29e-05
   2550 | -5.127540e+01 | -5.126665e+01 | -8.746220e-03 |  0.9582 |     5.0580 |  623.6% |  7.63e-05
   2575 | -5.127541e+01 | -5.126665e+01 | -8.749804e-03 |  0.9581 |     5.0715 |  625.6% |  7.00e-05
   2600 | -5.127541e+01 | -5.126665e+01 | -8.753110e-03 |  0.9579 |     5.0839 |  627.4% |  6.40e-05
   2625 | -5.127541e+01 | -5.126665e+01 | -8.756155e-03 |  0.9578 |     5.0954 |  629.0% |  5.82e-05
   2650 | -5.127541e+01 | -5.126665e+01 | -8.758944e-03 |  0.9577 |     5.1058 |  630.5% |  5.28e-05
   2675 | -5.127541e+01 | -5.126665e+01 | -8.761495e-03 |  0.9576 |     5.1154 |  631.9% |  4.77e-05
   2700 | -5.127541e+01 | -5.126665e+01 | -8.763816e-03 |  0.9575 |     5.1241 |  633.1% |  4.29e-05
   2725 | -5.127542e+01 | -5.126665e+01 | -8.765919e-03 |  0.9574 |     5.1320 |  634.2% |  3.84e-05
   2750 | -5.127542e+01 | -5.126665e+01 | -8.767819e-03 |  0.9574 |     5.1391 |  635.3% |  3.42e-05
   2775 | -5.127542e+01 | -5.126665e+01 | -8.769527e-03 |  0.9573 |     5.1455 |  636.2% |  3.04e-05
   2800 | -5.127541e+01 | -5.126664e+01 | -8.771055e-03 |  0.9572 |     5.1513 |  637.0% |  2.69e-05
   2825 | -5.127542e+01 | -5.126665e+01 | -8.772422e-03 |  0.9572 |     5.1564 |  637.7% |  2.37e-05
   2850 | -5.127542e+01 | -5.126665e+01 | -8.773636e-03 |  0.9571 |     5.1609 |  638.4% |  2.08e-05
   2875 | -5.127542e+01 | -5.126665e+01 | -8.774716e-03 |  0.9571 |     5.1650 |  639.0% |  1.83e-05
   2900 | -5.127542e+01 | -5.126665e+01 | -8.775678e-03 |  0.9571 |     5.1686 |  639.5% |  1.61e-05
   2925 | -5.127543e+01 | -5.126665e+01 | -8.776532e-03 |  0.9570 |     5.1718 |  639.9% |  1.42e-05
   2950 | -5.127542e+01 | -5.126665e+01 | -8.777300e-03 |  0.9570 |     5.1747 |  640.3% |  1.27e-05
   2975 | -5.127542e+01 | -5.126665e+01 | -8.777998e-03 |  0.9570 |     5.1773 |  640.7% |  1.15e-05
   3000 | -5.127543e+01 | -5.126665e+01 | -8.778644e-03 |  0.9569 |     5.1797 |  641.1% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 5.94% (epoch 79) | Best loss: -5.127543e+01 (epoch 2902)
  Tip displacement: 0.7910 mm (expected: 0.6990 mm)
  Relative error: 13.16%
  J range: [1.031711, 2.142405]
  Training time: 135.2s (2.3min)
  ======================================================================

