╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
   1175 | -5.127046e+01 | -5.126289e+01 | -7.564103e-03 |  0.9783 |     0.1069 |   84.7% |  6.94e-04
   1200 | -5.127084e+01 | -5.126324e+01 | -7.595807e-03 |  0.9755 |     0.2164 |   69.0% |  6.82e-04
   1225 | -5.127253e+01 | -5.126492e+01 | -7.618307e-03 |  0.9759 |     0.3099 |   55.7% |  6.70e-04
   1250 | -5.126964e+01 | -5.126200e+01 | -7.640805e-03 |  0.9790 |     0.4058 |   41.9% |  6.58e-04
   1275 | -5.127105e+01 | -5.126338e+01 | -7.667864e-03 |  0.9791 |     0.5201 |   25.6% |  6.46e-04
   1300 | -5.127088e+01 | -5.126319e+01 | -7.689092e-03 |  0.9755 |     0.6072 |   13.1% |  6.33e-04
   1325 | -5.127211e+01 | -5.126441e+01 | -7.695105e-03 |  0.9752 |     0.6445 |    7.8% |  6.21e-04
   1350 | -5.127034e+01 | -5.126264e+01 | -7.698349e-03 |  0.9774 |     0.6764 |    3.2% |  6.08e-04
   1375 | -5.127123e+01 | -5.126351e+01 | -7.715859e-03 |  0.9774 |     0.7472 |    6.9% |  5.95e-04
   1400 | -5.127238e+01 | -5.126463e+01 | -7.741970e-03 |  0.9760 |     0.8424 |   20.5% |  5.82e-04
   1425 | -5.127310e+01 | -5.126534e+01 | -7.761419e-03 |  0.9766 |     0.9223 |   32.0% |  5.70e-04
   1450 | -5.127073e+01 | -5.126295e+01 | -7.772669e-03 |  0.9773 |     0.9835 |   40.7% |  5.57e-04
   1475 | -5.127228e+01 | -5.126450e+01 | -7.786386e-03 |  0.9772 |     1.0498 |   50.2% |  5.44e-04
   1500 | -5.127235e+01 | -5.126453e+01 | -7.812960e-03 |  0.9751 |     1.1420 |   63.4% |  5.31e-04
   1525 | -5.127317e+01 | -5.126534e+01 | -7.833389e-03 |  0.9754 |     1.2262 |   75.4% |  5.18e-04
   1550 | -5.127189e+01 | -5.126404e+01 | -7.848524e-03 |  0.9780 |     1.2972 |   85.6% |  5.05e-04
   1575 | -5.127248e+01 | -5.126461e+01 | -7.868370e-03 |  0.9784 |     1.3793 |   97.3% |  4.92e-04
   1600 | -5.127290e+01 | -5.126501e+01 | -7.890800e-03 |  0.9758 |     1.4681 |  110.0% |  4.79e-04
   1625 | -5.127327e+01 | -5.126536e+01 | -7.907573e-03 |  0.9757 |     1.5423 |  120.7% |  4.66e-04
   1650 | -5.127297e+01 | -5.126505e+01 | -7.920011e-03 |  0.9772 |     1.6050 |  129.6% |  4.53e-04
   1675 | -5.127346e+01 | -5.126552e+01 | -7.936906e-03 |  0.9772 |     1.6757 |  139.7% |  4.40e-04
   1700 | -5.127323e+01 | -5.126527e+01 | -7.956723e-03 |  0.9753 |     1.7512 |  150.5% |  4.28e-04
   1725 | -5.127372e+01 | -5.126575e+01 | -7.971762e-03 |  0.9751 |     1.8159 |  159.8% |  4.15e-04
   1750 | -5.127333e+01 | -5.126534e+01 | -7.984007e-03 |  0.9770 |     1.8754 |  168.3% |  4.02e-04
   1775 | -5.127373e+01 | -5.126573e+01 | -8.000800e-03 |  0.9765 |     1.9448 |  178.2% |  3.89e-04
   1800 | -5.127382e+01 | -5.126580e+01 | -8.020816e-03 |  0.9736 |     2.0207 |  189.1% |  3.77e-04
   1825 | -5.127413e+01 | -5.126609e+01 | -8.036899e-03 |  0.9732 |     2.0891 |  198.9% |  3.64e-04
   1850 | -5.127376e+01 | -5.126571e+01 | -8.050121e-03 |  0.9748 |     2.1518 |  207.9% |  3.52e-04
   1875 | -5.127404e+01 | -5.126597e+01 | -8.066741e-03 |  0.9741 |     2.2194 |  217.5% |  3.40e-04
   1900 | -5.127420e+01 | -5.126611e+01 | -8.084774e-03 |  0.9719 |     2.2892 |  227.5% |  3.28e-04
   1925 | -5.127439e+01 | -5.126629e+01 | -8.100021e-03 |  0.9715 |     2.3534 |  236.7% |  3.16e-04
   1950 | -5.127422e+01 | -5.126610e+01 | -8.114026e-03 |  0.9729 |     2.4178 |  245.9% |  3.04e-04
   1975 | -5.127447e+01 | -5.126634e+01 | -8.130228e-03 |  0.9722 |     2.4839 |  255.4% |  2.92e-04
   2000 | -5.127440e+01 | -5.126625e+01 | -8.147681e-03 |  0.9701 |     2.5511 |  265.0% |  2.80e-04
   2025 | -5.127501e+01 | -5.126684e+01 | -8.162115e-03 |  0.9705 |     2.6144 |  274.0% |  2.69e-04
   2050 | -5.127505e+01 | -5.126688e+01 | -8.179223e-03 |  0.9704 |     2.6854 |  284.2% |  2.57e-04
   2075 | -5.127510e+01 | -5.126690e+01 | -8.195935e-03 |  0.9699 |     2.7538 |  294.0% |  2.46e-04
   2100 | -5.127511e+01 | -5.126690e+01 | -8.211596e-03 |  0.9695 |     2.8183 |  303.2% |  2.35e-04
   2125 | -5.127513e+01 | -5.126690e+01 | -8.226655e-03 |  0.9691 |     2.8801 |  312.1% |  2.25e-04
   2150 | -5.127514e+01 | -5.126690e+01 | -8.240975e-03 |  0.9687 |     2.9389 |  320.5% |  2.14e-04
   2175 | -5.127516e+01 | -5.126691e+01 | -8.254543e-03 |  0.9684 |     2.9946 |  328.4% |  2.04e-04
   2200 | -5.127517e+01 | -5.126691e+01 | -8.267389e-03 |  0.9681 |     3.0474 |  336.0% |  1.93e-04
   2225 | -5.127517e+01 | -5.126690e+01 | -8.279538e-03 |  0.9678 |     3.0974 |  343.1% |  1.84e-04
   2250 | -5.127519e+01 | -5.126690e+01 | -8.291021e-03 |  0.9675 |     3.1446 |  349.9% |  1.74e-04
   2275 | -5.127520e+01 | -5.126690e+01 | -8.301863e-03 |  0.9672 |     3.1891 |  356.3% |  1.64e-04
   2300 | -5.127521e+01 | -5.126690e+01 | -8.312093e-03 |  0.9669 |     3.2311 |  362.3% |  1.55e-04
   2325 | -5.127522e+01 | -5.126690e+01 | -8.321729e-03 |  0.9667 |     3.2707 |  367.9% |  1.46e-04
   2350 | -5.127522e+01 | -5.126688e+01 | -8.330800e-03 |  0.9664 |     3.3080 |  373.3% |  1.37e-04
   2375 | -5.127524e+01 | -5.126690e+01 | -8.339323e-03 |  0.9662 |     3.3429 |  378.3% |  1.29e-04
   2400 | -5.127524e+01 | -5.126689e+01 | -8.347323e-03 |  0.9660 |     3.3757 |  383.0% |  1.20e-04
   2425 | -5.127524e+01 | -5.126689e+01 | -8.354819e-03 |  0.9658 |     3.4064 |  387.4% |  1.12e-04
   2450 | -5.127526e+01 | -5.126690e+01 | -8.361829e-03 |  0.9656 |     3.4352 |  391.5% |  1.05e-04
   2475 | -5.127526e+01 | -5.126689e+01 | -8.368373e-03 |  0.9654 |     3.4619 |  395.3% |  9.71e-05
   2500 | -5.127526e+01 | -5.126688e+01 | -8.374467e-03 |  0.9653 |     3.4869 |  398.9% |  8.99e-05
   2525 | -5.127526e+01 | -5.126688e+01 | -8.380130e-03 |  0.9651 |     3.5100 |  402.2% |  8.29e-05
   2550 | -5.127526e+01 | -5.126688e+01 | -8.385379e-03 |  0.9650 |     3.5315 |  405.2% |  7.63e-05
   2575 | -5.127527e+01 | -5.126688e+01 | -8.390233e-03 |  0.9648 |     3.5513 |  408.1% |  7.00e-05
   2600 | -5.127528e+01 | -5.126688e+01 | -8.394705e-03 |  0.9647 |     3.5696 |  410.7% |  6.40e-05
   2625 | -5.127528e+01 | -5.126688e+01 | -8.398816e-03 |  0.9646 |     3.5864 |  413.1% |  5.82e-05
   2650 | -5.127529e+01 | -5.126688e+01 | -8.402579e-03 |  0.9645 |     3.6017 |  415.3% |  5.28e-05
   2675 | -5.127529e+01 | -5.126688e+01 | -8.406014e-03 |  0.9644 |     3.6157 |  417.3% |  4.77e-05
   2700 | -5.127529e+01 | -5.126688e+01 | -8.409137e-03 |  0.9643 |     3.6285 |  419.1% |  4.29e-05
   2725 | -5.127529e+01 | -5.126688e+01 | -8.411964e-03 |  0.9642 |     3.6400 |  420.8% |  3.84e-05
   2750 | -5.127529e+01 | -5.126688e+01 | -8.414516e-03 |  0.9641 |     3.6504 |  422.3% |  3.42e-05
   2775 | -5.127529e+01 | -5.126688e+01 | -8.416808e-03 |  0.9641 |     3.6597 |  423.6% |  3.04e-05
   2800 | -5.127530e+01 | -5.126688e+01 | -8.418860e-03 |  0.9640 |     3.6681 |  424.8% |  2.69e-05
   2825 | -5.127530e+01 | -5.126688e+01 | -8.420692e-03 |  0.9640 |     3.6755 |  425.9% |  2.37e-05
   2850 | -5.127530e+01 | -5.126687e+01 | -8.422321e-03 |  0.9639 |     3.6822 |  426.8% |  2.08e-05
   2875 | -5.127530e+01 | -5.126687e+01 | -8.423766e-03 |  0.9639 |     3.6880 |  427.6% |  1.83e-05
   2900 | -5.127530e+01 | -5.126687e+01 | -8.425052e-03 |  0.9638 |     3.6933 |  428.4% |  1.61e-05
   2925 | -5.127530e+01 | -5.126688e+01 | -8.426199e-03 |  0.9638 |     3.6979 |  429.1% |  1.42e-05
   2950 | -5.127530e+01 | -5.126687e+01 | -8.427227e-03 |  0.9638 |     3.7021 |  429.7% |  1.27e-05
   2975 | -5.127530e+01 | -5.126687e+01 | -8.428162e-03 |  0.9637 |     3.7059 |  430.2% |  1.15e-05
   3000 | -5.127530e+01 | -5.126687e+01 | -8.429030e-03 |  0.9637 |     3.7095 |  430.7% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 0.14% (epoch 1358) | Best loss: -5.127530e+01 (epoch 2834)
  Tip displacement: 0.7008 mm (expected: 0.6990 mm)
  Relative error: 0.27%
  J range: [0.977444, 2.714132]
  Training time: 134.2s (2.2min)
  ======================================================================

