╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -1.221896e-02 | -4.763724e-03 | -7.455235e-03 |  1.0000 |    -0.0006 |   99.9% |  2.00e-05
      2 | -1.414404e-02 | -6.688742e-03 | -7.455294e-03 |  1.0000 |    -0.0005 |   99.9% |  4.00e-05
      3 | -1.797707e-02 | -1.052166e-02 | -7.455412e-03 |  1.0000 |    -0.0004 |   99.9% |  6.00e-05
      4 | -2.382644e-02 | -1.637085e-02 | -7.455588e-03 |  1.0001 |    -0.0002 |  100.0% |  8.00e-05
      5 | -3.171004e-02 | -2.425422e-02 | -7.455818e-03 |  1.0001 |     0.0000 |  100.0% |  1.00e-04
     25 | -2.895725e+00 | -2.888258e+00 | -7.466896e-03 |  1.0024 |    -0.0065 |   99.1% |  5.00e-04
     50 | -2.529115e+01 | -2.528367e+01 | -7.482292e-03 |  1.0412 |     0.0360 |   94.8% |  1.00e-03
     75 | -4.257128e+01 | -4.256363e+01 | -7.648313e-03 |  1.1517 |     0.4179 |   40.2% |  1.00e-03
    100 | -4.923076e+01 | -4.922306e+01 | -7.702015e-03 |  0.9007 |     1.1439 |   63.7% |  9.99e-04
    125 | -5.112857e+01 | -5.112077e+01 | -7.804224e-03 |  0.9371 |     1.2056 |   72.5% |  9.98e-04
    150 | -5.123406e+01 | -5.122635e+01 | -7.707100e-03 |  0.9413 |     0.9023 |   29.1% |  9.97e-04
    175 | -5.123850e+01 | -5.123081e+01 | -7.685319e-03 |  0.9462 |     0.8242 |   17.9% |  9.96e-04
    200 | -5.125340e+01 | -5.124572e+01 | -7.674403e-03 |  0.9467 |     0.8213 |   17.5% |  9.94e-04
    225 | -5.123060e+01 | -5.122295e+01 | -7.653030e-03 |  0.9343 |     0.8123 |   16.2% |  9.92e-04
    250 | -5.125091e+01 | -5.124324e+01 | -7.670851e-03 |  0.9404 |     0.8682 |   24.2% |  9.89e-04
    275 | -5.125342e+01 | -5.124572e+01 | -7.697460e-03 |  0.9502 |     0.9269 |   32.6% |  9.86e-04
    300 | -5.125939e+01 | -5.125169e+01 | -7.703043e-03 |  0.9493 |     0.9424 |   34.8% |  9.83e-04
    325 | -5.124779e+01 | -5.124009e+01 | -7.695466e-03 |  0.9430 |     0.9287 |   32.9% |  9.80e-04
    350 | -5.125159e+01 | -5.124388e+01 | -7.704808e-03 |  0.9453 |     0.9540 |   36.5% |  9.76e-04
    375 | -5.126106e+01 | -5.125333e+01 | -7.733225e-03 |  0.9548 |     1.0241 |   46.5% |  9.72e-04
    400 | -5.125864e+01 | -5.125089e+01 | -7.751757e-03 |  0.9543 |     1.0775 |   54.2% |  9.67e-04
    425 | -5.125921e+01 | -5.125146e+01 | -7.744948e-03 |  0.9529 |     1.0748 |   53.8% |  9.62e-04
    450 | -5.126139e+01 | -5.125364e+01 | -7.747186e-03 |  0.9565 |     1.0865 |   55.4% |  9.57e-04
    475 | -5.125915e+01 | -5.125139e+01 | -7.758797e-03 |  0.9642 |     1.1109 |   58.9% |  9.52e-04
    500 | -5.126226e+01 | -5.125450e+01 | -7.760661e-03 |  0.9593 |     1.1198 |   60.2% |  9.46e-04
    525 | -5.126207e+01 | -5.125431e+01 | -7.764481e-03 |  0.9587 |     1.1384 |   62.9% |  9.40e-04
    550 | -5.126432e+01 | -5.125654e+01 | -7.787302e-03 |  0.9611 |     1.2062 |   72.6% |  9.34e-04
    575 | -5.126147e+01 | -5.125365e+01 | -7.817531e-03 |  0.9696 |     1.2959 |   85.4% |  9.27e-04
    600 | -5.126234e+01 | -5.125451e+01 | -7.833280e-03 |  0.9693 |     1.3535 |   93.6% |  9.20e-04
    625 | -5.126598e+01 | -5.125813e+01 | -7.841662e-03 |  0.9634 |     1.4027 |  100.7% |  9.13e-04
    650 | -5.126416e+01 | -5.125629e+01 | -7.870387e-03 |  0.9681 |     1.5178 |  117.2% |  9.05e-04
    675 | -5.126413e+01 | -5.125619e+01 | -7.939652e-03 |  0.9738 |     1.7285 |  147.3% |  8.98e-04
    700 | -5.126176e+01 | -5.125379e+01 | -7.967710e-03 |  0.9621 |     1.8870 |  170.0% |  8.90e-04
    725 | -5.126303e+01 | -5.125510e+01 | -7.933778e-03 |  0.9687 |     1.9294 |  176.0% |  8.81e-04
    750 | -5.126876e+01 | -5.126076e+01 | -8.003044e-03 |  0.9637 |     2.1346 |  205.4% |  8.73e-04
    775 | -5.126450e+01 | -5.125649e+01 | -8.009649e-03 |  0.9627 |     2.1912 |  213.5% |  8.64e-04
    800 | -5.125333e+01 | -5.124534e+01 | -7.983377e-03 |  0.9595 |     2.1386 |  206.0% |  8.55e-04
    825 | -5.126532e+01 | -5.125732e+01 | -8.000180e-03 |  0.9670 |     2.1728 |  210.9% |  8.46e-04
    850 | -5.126806e+01 | -5.126004e+01 | -8.020985e-03 |  0.9670 |     2.2224 |  218.0% |  8.36e-04
    875 | -5.126502e+01 | -5.125698e+01 | -8.045934e-03 |  0.9695 |     2.2918 |  227.9% |  8.26e-04
    900 | -5.126421e+01 | -5.125615e+01 | -8.059525e-03 |  0.9700 |     2.3314 |  233.5% |  8.17e-04
    925 | -5.127269e+01 | -5.126462e+01 | -8.069322e-03 |  0.9688 |     2.3579 |  237.3% |  8.06e-04
    950 | -5.126837e+01 | -5.126029e+01 | -8.076180e-03 |  0.9702 |     2.3950 |  242.6% |  7.96e-04
    975 | -5.126858e+01 | -5.126048e+01 | -8.093602e-03 |  0.9720 |     2.4577 |  251.6% |  7.85e-04
   1000 | -5.126773e+01 | -5.125962e+01 | -8.101705e-03 |  0.9719 |     2.4903 |  256.3% |  7.75e-04
   1025 | -5.127230e+01 | -5.126420e+01 | -8.101923e-03 |  0.9707 |     2.4996 |  257.6% |  7.64e-04
   1050 | -5.127235e+01 | -5.126424e+01 | -8.117661e-03 |  0.9712 |     2.5594 |  266.2% |  7.52e-04
   1075 | -5.126814e+01 | -5.126000e+01 | -8.133007e-03 |  0.9725 |     2.6226 |  275.2% |  7.41e-04
   1100 | -5.126904e+01 | -5.126090e+01 | -8.136078e-03 |  0.9723 |     2.6478 |  278.8% |  7.30e-04
   1125 | -5.127188e+01 | -5.126375e+01 | -8.130156e-03 |  0.9705 |     2.6470 |  278.7% |  7.18e-04
   1150 | -5.127283e+01 | -5.126469e+01 | -8.143660e-03 |  0.9714 |     2.6931 |  285.3% |  7.06e-04
   1175 | -5.127042e+01 | -5.126225e+01 | -8.172693e-03 |  0.9736 |     2.7678 |  296.0% |  6.94e-04
   1200 | -5.127151e+01 | -5.126333e+01 | -8.177781e-03 |  0.9734 |     2.7988 |  300.4% |  6.82e-04
   1225 | -5.127121e+01 | -5.126303e+01 | -8.177252e-03 |  0.9718 |     2.8081 |  301.7% |  6.70e-04
   1250 | -5.127285e+01 | -5.126466e+01 | -8.189310e-03 |  0.9721 |     2.8536 |  308.3% |  6.58e-04
   1275 | -5.126744e+01 | -5.125923e+01 | -8.213148e-03 |  0.9743 |     2.9350 |  319.9% |  6.46e-04
   1300 | -5.127071e+01 | -5.126248e+01 | -8.229550e-03 |  0.9742 |     2.9915 |  328.0% |  6.33e-04
   1325 | -5.127166e+01 | -5.126343e+01 | -8.224650e-03 |  0.9721 |     2.9946 |  328.4% |  6.21e-04
   1350 | -5.127285e+01 | -5.126462e+01 | -8.233659e-03 |  0.9723 |     3.0340 |  334.1% |  6.08e-04
   1375 | -5.126973e+01 | -5.126148e+01 | -8.253274e-03 |  0.9742 |     3.1056 |  344.3% |  5.95e-04
   1400 | -5.126960e+01 | -5.126133e+01 | -8.261392e-03 |  0.9741 |     3.1489 |  350.5% |  5.82e-04
   1425 | -5.127324e+01 | -5.126498e+01 | -8.253982e-03 |  0.9705 |     3.1594 |  352.0% |  5.70e-04
   1450 | -5.127274e+01 | -5.126448e+01 | -8.264181e-03 |  0.9700 |     3.1967 |  357.3% |  5.57e-04
   1475 | -5.127246e+01 | -5.126416e+01 | -8.291296e-03 |  0.9723 |     3.2735 |  368.3% |  5.44e-04
   1500 | -5.127277e+01 | -5.126446e+01 | -8.303797e-03 |  0.9733 |     3.3155 |  374.3% |  5.31e-04
   1525 | -5.127300e+01 | -5.126469e+01 | -8.304194e-03 |  0.9723 |     3.3278 |  376.1% |  5.18e-04
   1550 | -5.127376e+01 | -5.126545e+01 | -8.315621e-03 |  0.9726 |     3.3721 |  382.4% |  5.05e-04
   1575 | -5.127144e+01 | -5.126311e+01 | -8.335445e-03 |  0.9741 |     3.4432 |  392.6% |  4.92e-04
   1600 | -5.127179e+01 | -5.126344e+01 | -8.347366e-03 |  0.9740 |     3.4911 |  399.5% |  4.79e-04
   1625 | -5.127404e+01 | -5.126569e+01 | -8.352026e-03 |  0.9722 |     3.5170 |  403.2% |  4.66e-04
   1650 | -5.127302e+01 | -5.126466e+01 | -8.358730e-03 |  0.9723 |     3.5524 |  408.2% |  4.53e-04
