╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731
  ⚡ F-bar enabled (ν=0.30 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
  ----------------------------------------------------------------------------------------
      1 | -6.757232e-03 | 6.985246e-04 | -7.455757e-03 |  1.0000 |     0.0006 |   99.9% |  2.00e-05
      2 | -9.155198e-03 | -1.699422e-03 | -7.455776e-03 |  1.0000 |     0.0006 |   99.9% |  4.00e-05
      3 | -1.397961e-02 | -6.523786e-03 | -7.455826e-03 |  1.0000 |     0.0007 |   99.9% |  6.00e-05
      4 | -2.122431e-02 | -1.376841e-02 | -7.455902e-03 |  1.0000 |     0.0009 |   99.9% |  8.00e-05
      5 | -3.095968e-02 | -2.350368e-02 | -7.456003e-03 |  1.0001 |     0.0012 |   99.8% |  1.00e-04
     25 | -2.989008e+00 | -2.981555e+00 | -7.453538e-03 |  1.0021 |     0.0211 |   97.0% |  5.00e-04
     50 | -2.566044e+01 | -2.565313e+01 | -7.310901e-03 |  1.0547 |    -0.1880 |   73.1% |  1.00e-03
     75 | -4.311032e+01 | -4.310351e+01 | -6.810271e-03 |  1.0915 |    -1.5167 |  117.0% |  1.00e-03
    100 | -4.993752e+01 | -4.993087e+01 | -6.649699e-03 |  0.9256 |    -3.0177 |  331.7% |  9.99e-04
    125 | -5.120980e+01 | -5.120312e+01 | -6.679298e-03 |  0.9558 |    -2.7510 |  293.6% |  9.98e-04
    150 | -5.119106e+01 | -5.118421e+01 | -6.845219e-03 |  0.9553 |    -2.2216 |  217.8% |  9.97e-04
    175 | -5.119408e+01 | -5.118712e+01 | -6.963146e-03 |  0.9387 |    -1.8903 |  170.4% |  9.96e-04
    200 | -5.122279e+01 | -5.121578e+01 | -7.008132e-03 |  0.9490 |    -1.7536 |  150.9% |  9.94e-04
    225 | -5.124155e+01 | -5.123452e+01 | -7.021320e-03 |  0.9480 |    -1.7225 |  146.4% |  9.92e-04
    250 | -5.125007e+01 | -5.124304e+01 | -7.029675e-03 |  0.9562 |    -1.6746 |  139.6% |  9.89e-04
    275 | -5.125209e+01 | -5.124504e+01 | -7.040336e-03 |  0.9594 |    -1.6639 |  138.1% |  9.86e-04
    300 | -5.125300e+01 | -5.124594e+01 | -7.058079e-03 |  0.9594 |    -1.6174 |  131.4% |  9.83e-04
    325 | -5.126120e+01 | -5.125411e+01 | -7.097115e-03 |  0.9592 |    -1.5187 |  117.3% |  9.80e-04
    350 | -5.126324e+01 | -5.125613e+01 | -7.116412e-03 |  0.9695 |    -1.4547 |  108.1% |  9.76e-04
    375 | -5.125628e+01 | -5.124915e+01 | -7.124637e-03 |  0.9637 |    -1.4237 |  103.7% |  9.72e-04
    400 | -5.125865e+01 | -5.125151e+01 | -7.141568e-03 |  0.9669 |    -1.3543 |   93.8% |  9.67e-04
    425 | -5.126534e+01 | -5.125816e+01 | -7.181006e-03 |  0.9635 |    -1.2378 |   77.1% |  9.62e-04
    450 | -5.126426e+01 | -5.125706e+01 | -7.201394e-03 |  0.9701 |    -1.1574 |   65.6% |  9.57e-04
    475 | -5.126206e+01 | -5.125485e+01 | -7.210247e-03 |  0.9714 |    -1.1137 |   59.3% |  9.52e-04
    500 | -5.126095e+01 | -5.125372e+01 | -7.226190e-03 |  0.9726 |    -1.0488 |   50.0% |  9.46e-04
    525 | -5.126795e+01 | -5.126068e+01 | -7.262125e-03 |  0.9681 |    -0.9331 |   33.5% |  9.40e-04
    550 | -5.126159e+01 | -5.125430e+01 | -7.292328e-03 |  0.9613 |    -0.8245 |   18.0% |  9.34e-04
    575 | -5.126240e+01 | -5.125511e+01 | -7.290998e-03 |  0.9750 |    -0.8029 |   14.9% |  9.27e-04
    600 | -5.126191e+01 | -5.125460e+01 | -7.307765e-03 |  0.9754 |    -0.7403 |    5.9% |  9.20e-04
    625 | -5.126838e+01 | -5.126104e+01 | -7.338790e-03 |  0.9707 |    -0.6381 |    8.7% |  9.13e-04
    650 | -5.126569e+01 | -5.125833e+01 | -7.354554e-03 |  0.9687 |    -0.5825 |   16.7% |  9.05e-04
    675 | -5.126332e+01 | -5.125596e+01 | -7.364222e-03 |  0.9760 |    -0.5329 |   23.8% |  8.98e-04
    700 | -5.126243e+01 | -5.125504e+01 | -7.391623e-03 |  0.9775 |    -0.4271 |   38.9% |  8.90e-04
    725 | -5.126539e+01 | -5.125795e+01 | -7.433945e-03 |  0.9701 |    -0.2781 |   60.2% |  8.81e-04
    750 | -5.126754e+01 | -5.126009e+01 | -7.451690e-03 |  0.9707 |    -0.1982 |   71.6% |  8.73e-04
    775 | -5.126529e+01 | -5.125784e+01 | -7.448331e-03 |  0.9771 |    -0.1872 |   73.2% |  8.64e-04
    800 | -5.126506e+01 | -5.125761e+01 | -7.456326e-03 |  0.9774 |    -0.1547 |   77.9% |  8.55e-04
    825 | -5.126717e+01 | -5.125969e+01 | -7.477754e-03 |  0.9722 |    -0.0912 |   87.0% |  8.46e-04
    850 | -5.126865e+01 | -5.126115e+01 | -7.491577e-03 |  0.9735 |    -0.0419 |   94.0% |  8.36e-04
    875 | -5.126692e+01 | -5.125941e+01 | -7.509364e-03 |  0.9760 |     0.0280 |   96.0% |  8.26e-04
    900 | -5.126706e+01 | -5.125952e+01 | -7.537398e-03 |  0.9737 |     0.1317 |   81.2% |  8.17e-04
    925 | -5.126958e+01 | -5.126201e+01 | -7.567341e-03 |  0.9708 |     0.2440 |   65.1% |  8.06e-04
    950 | -5.126913e+01 | -5.126154e+01 | -7.589844e-03 |  0.9726 |     0.3394 |   51.4% |  7.96e-04
    975 | -5.126818e+01 | -5.126058e+01 | -7.601297e-03 |  0.9774 |     0.3980 |   43.1% |  7.85e-04
   1000 | -5.126949e+01 | -5.126187e+01 | -7.615848e-03 |  0.9757 |     0.4564 |   34.7% |  7.75e-04
   1025 | -5.126929e+01 | -5.126166e+01 | -7.633915e-03 |  0.9713 |     0.5197 |   25.7% |  7.64e-04
   1050 | -5.127068e+01 | -5.126303e+01 | -7.643634e-03 |  0.9727 |     0.5624 |   19.5% |  7.52e-04
   1075 | -5.126844e+01 | -5.126079e+01 | -7.651887e-03 |  0.9762 |     0.6024 |   13.8% |  7.41e-04
