╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: MYOCARDIUM (MGN-baseline) | E=30000 Pa (30.0 kPa) | ν=0.4
  Beam: 3cm x 2cm x 2cm
  Mesh: 15x4x4 | Device: cuda | Epochs: 3000
  Expected tip δ: 1.0529 mm | Scale: 1.05e-03
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 238,915  (~2× SolidGNN edge-MLP params)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
   2350 | -1.287670e-03 | 3.874982e-05 | -1.326420e-03 |  0.9643 |     1.2931 |  1.37e-04
   2375 | -1.287673e-03 | 3.875509e-05 | -1.326429e-03 |  0.9643 |     1.2932 |  1.29e-04
   2400 | -1.287676e-03 | 3.876035e-05 | -1.326437e-03 |  0.9643 |     1.2934 |  1.20e-04
   2425 | -1.287679e-03 | 3.876491e-05 | -1.326444e-03 |  0.9642 |     1.2936 |  1.12e-04
   2450 | -1.287682e-03 | 3.876953e-05 | -1.326451e-03 |  0.9642 |     1.2937 |  1.05e-04
   2475 | -1.287684e-03 | 3.877421e-05 | -1.326458e-03 |  0.9642 |     1.2938 |  9.71e-05
   2500 | -1.287686e-03 | 3.877820e-05 | -1.326464e-03 |  0.9642 |     1.2940 |  8.99e-05
   2525 | -1.287689e-03 | 3.878170e-05 | -1.326470e-03 |  0.9642 |     1.2941 |  8.29e-05
   2550 | -1.287690e-03 | 3.878552e-05 | -1.326476e-03 |  0.9642 |     1.2942 |  7.63e-05
   2575 | -1.287692e-03 | 3.878885e-05 | -1.326481e-03 |  0.9642 |     1.2943 |  7.00e-05
   2600 | -1.287694e-03 | 3.879193e-05 | -1.326486e-03 |  0.9642 |     1.2944 |  6.40e-05
   2625 | -1.287695e-03 | 3.879507e-05 | -1.326490e-03 |  0.9642 |     1.2945 |  5.82e-05
   2650 | -1.287697e-03 | 3.879713e-05 | -1.326494e-03 |  0.9642 |     1.2946 |  5.28e-05
   2675 | -1.287698e-03 | 3.879947e-05 | -1.326498e-03 |  0.9642 |     1.2947 |  4.77e-05
   2700 | -1.287699e-03 | 3.880206e-05 | -1.326501e-03 |  0.9642 |     1.2947 |  4.29e-05
   2725 | -1.287699e-03 | 3.880453e-05 | -1.326504e-03 |  0.9642 |     1.2948 |  3.84e-05
   2750 | -1.287701e-03 | 3.880538e-05 | -1.326507e-03 |  0.9642 |     1.2949 |  3.42e-05
   2775 | -1.287702e-03 | 3.880743e-05 | -1.326509e-03 |  0.9642 |     1.2949 |  3.04e-05
   2800 | -1.287702e-03 | 3.880920e-05 | -1.326512e-03 |  0.9642 |     1.2950 |  2.69e-05
   2825 | -1.287704e-03 | 3.880970e-05 | -1.326514e-03 |  0.9642 |     1.2950 |  2.37e-05
   2850 | -1.287705e-03 | 3.881078e-05 | -1.326515e-03 |  0.9642 |     1.2950 |  2.08e-05
   2875 | -1.287704e-03 | 3.881252e-05 | -1.326517e-03 |  0.9642 |     1.2951 |  1.83e-05
   2900 | -1.287705e-03 | 3.881329e-05 | -1.326518e-03 |  0.9642 |     1.2951 |  1.61e-05
   2925 | -1.287706e-03 | 3.881350e-05 | -1.326520e-03 |  0.9642 |     1.2951 |  1.42e-05
   2950 | -1.287706e-03 | 3.881462e-05 | -1.326521e-03 |  0.9642 |     1.2951 |  1.27e-05
   2975 | -1.287706e-03 | 3.881567e-05 | -1.326522e-03 |  0.9642 |     1.2952 |  1.15e-05
   3000 | -1.287707e-03 | 3.881593e-05 | -1.326523e-03 |  0.9642 |     1.2952 |  1.07e-05

  ======================================================================
  ✅ MYOCARDIUM (MGN-baseline) COMPLETE
  Best loss: -1.287707e-03 (epoch 2962)
  Tip: 1.2952 mm (expected: 1.0529 mm)  Err: 23.01%
  Training time: 106.8s (1.8min)
  ======================================================================

