╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: CARTILAGE (MGN-baseline) | E=500000 Pa (500.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 15x4x4 | Device: cuda | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 238,915  (~2× SolidGNN edge-MLP params)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -4.303843e-03 | 1.380944e-05 | -4.317652e-03 |  0.9977 |     0.0053 |  2.00e-05
      2 | -4.309521e-03 | 9.297022e-06 | -4.318818e-03 |  0.9982 |     0.0070 |  4.00e-05
      3 | -4.315073e-03 | 6.055708e-06 | -4.321129e-03 |  0.9984 |     0.0106 |  6.00e-05
      4 | -4.315289e-03 | 9.086528e-06 | -4.324375e-03 |  0.9976 |     0.0164 |  8.00e-05
      5 | -4.315497e-03 | 1.239275e-05 | -4.327890e-03 |  0.9979 |     0.0239 |  1.00e-04
     25 | -4.353286e-03 | 2.115925e-05 | -4.374445e-03 |  0.9964 |     0.2117 |  5.00e-04
     50 | -4.430884e-03 | 8.433781e-05 | -4.515221e-03 |  0.9885 |     0.8467 |  1.00e-03
     75 | -4.537087e-03 | 1.038446e-04 | -4.640932e-03 |  0.9882 |     1.4340 |  1.00e-03
    100 | -4.460421e-03 | 1.230274e-04 | -4.583448e-03 |  0.9959 |     1.3066 |  9.99e-04
    125 | -4.608739e-03 | 1.460626e-04 | -4.754802e-03 |  0.9839 |     1.9693 |  9.98e-04
    150 | -4.657738e-03 | 2.192776e-04 | -4.877016e-03 |  0.9830 |     2.7661 |  9.97e-04
    175 | -4.795047e-03 | 2.964922e-04 | -5.091540e-03 |  0.9816 |     4.0927 |  9.96e-04
    200 | -4.718918e-03 | 2.771581e-04 | -4.996076e-03 |  0.9815 |     3.5342 |  9.94e-04
    225 | -4.837438e-03 | 3.368884e-04 | -5.174327e-03 |  0.9806 |     4.6451 |  9.92e-04
    250 | -4.853883e-03 | 4.260116e-04 | -5.279895e-03 |  0.9807 |     5.2856 |  9.89e-04
    275 | -4.828516e-03 | 5.749227e-04 | -5.403439e-03 |  0.9781 |     6.0804 |  9.86e-04
    300 | -4.907918e-03 | 5.238423e-04 | -5.431760e-03 |  0.9791 |     6.2326 |  9.83e-04
    325 | -4.916121e-03 | 5.696741e-04 | -5.485795e-03 |  0.9778 |     6.6028 |  9.80e-04
    350 | -4.921798e-03 | 5.456171e-04 | -5.467415e-03 |  0.9788 |     6.4943 |  9.76e-04
    375 | -4.923456e-03 | 5.878352e-04 | -5.511291e-03 |  0.9778 |     6.7498 |  9.72e-04
    400 | -4.924006e-03 | 5.861465e-04 | -5.510152e-03 |  0.9781 |     6.7592 |  9.67e-04
    425 | -4.910702e-03 | 5.601457e-04 | -5.470848e-03 |  0.9777 |     6.5040 |  9.62e-04
    450 | -4.928357e-03 | 5.941296e-04 | -5.522486e-03 |  0.9776 |     6.8282 |  9.57e-04
    475 | -4.928760e-03 | 6.016523e-04 | -5.530412e-03 |  0.9777 |     6.8759 |  9.52e-04
    500 | -4.919239e-03 | 5.795774e-04 | -5.498816e-03 |  0.9788 |     6.7168 |  9.46e-04
    525 | -4.926616e-03 | 5.990616e-04 | -5.525678e-03 |  0.9781 |     6.8512 |  9.40e-04
    550 | -4.916095e-03 | 6.107216e-04 | -5.526816e-03 |  0.9788 |     6.8675 |  9.34e-04
    575 | -4.926213e-03 | 5.956884e-04 | -5.521901e-03 |  0.9784 |     6.8295 |  9.27e-04
    600 | -4.922272e-03 | 6.090946e-04 | -5.531367e-03 |  0.9773 |     6.8969 |  9.20e-04
    625 | -4.927892e-03 | 5.946013e-04 | -5.522493e-03 |  0.9770 |     6.8056 |  9.13e-04
    650 | -4.930035e-03 | 6.053800e-04 | -5.535415e-03 |  0.9772 |     6.9044 |  9.05e-04
    675 | -4.921800e-03 | 6.095569e-04 | -5.531356e-03 |  0.9786 |     6.8985 |  8.98e-04
    700 | -4.928541e-03 | 6.010616e-04 | -5.529603e-03 |  0.9776 |     6.8773 |  8.90e-04
    725 | -4.919226e-03 | 6.152312e-04 | -5.534457e-03 |  0.9778 |     6.8921 |  8.81e-04
    750 | -4.929863e-03 | 6.011663e-04 | -5.531030e-03 |  0.9775 |     6.8836 |  8.73e-04
    775 | -4.930671e-03 | 6.070108e-04 | -5.537682e-03 |  0.9774 |     6.9204 |  8.64e-04
    800 | -4.919677e-03 | 5.987501e-04 | -5.518427e-03 |  0.9777 |     6.7903 |  8.55e-04
    825 | -4.929450e-03 | 6.060117e-04 | -5.535461e-03 |  0.9771 |     6.9092 |  8.46e-04
    850 | -4.929888e-03 | 6.014833e-04 | -5.531372e-03 |  0.9778 |     6.8866 |  8.36e-04
    875 | -4.903398e-03 | 6.236986e-04 | -5.527097e-03 |  0.9793 |     6.8719 |  8.26e-04
    900 | -4.928949e-03 | 6.040012e-04 | -5.532951e-03 |  0.9776 |     6.8921 |  8.17e-04
    925 | -4.930402e-03 | 6.065561e-04 | -5.536958e-03 |  0.9773 |     6.9102 |  8.06e-04
    950 | -4.931145e-03 | 6.075059e-04 | -5.538651e-03 |  0.9774 |     6.9297 |  7.96e-04
    975 | -4.931116e-03 | 6.079123e-04 | -5.539028e-03 |  0.9774 |     6.9327 |  7.85e-04
   1000 | -4.929608e-03 | 6.045868e-04 | -5.534194e-03 |  0.9768 |     6.8949 |  7.75e-04
   1025 | -4.921658e-03 | 6.078969e-04 | -5.529555e-03 |  0.9781 |     6.8738 |  7.64e-04
   1050 | -4.929512e-03 | 6.072640e-04 | -5.536776e-03 |  0.9771 |     6.9186 |  7.52e-04
   1075 | -4.929921e-03 | 6.098576e-04 | -5.539779e-03 |  0.9770 |     6.9335 |  7.41e-04
   1100 | -4.929836e-03 | 6.049834e-04 | -5.534819e-03 |  0.9771 |     6.9016 |  7.30e-04
   1125 | -4.931300e-03 | 6.078145e-04 | -5.539115e-03 |  0.9772 |     6.9313 |  7.18e-04
   1150 | -4.929031e-03 | 6.073549e-04 | -5.536386e-03 |  0.9771 |     6.9100 |  7.06e-04
   1175 | -4.931203e-03 | 6.087869e-04 | -5.539990e-03 |  0.9771 |     6.9348 |  6.94e-04
   1200 | -4.926193e-03 | 6.137003e-04 | -5.539893e-03 |  0.9774 |     6.9258 |  6.82e-04
   1225 | -4.930079e-03 | 6.074628e-04 | -5.537542e-03 |  0.9769 |     6.9165 |  6.70e-04
   1250 | -4.931308e-03 | 6.085457e-04 | -5.539854e-03 |  0.9773 |     6.9366 |  6.58e-04
   1275 | -4.931463e-03 | 6.091347e-04 | -5.540598e-03 |  0.9772 |     6.9398 |  6.46e-04
   1300 | -4.931459e-03 | 6.092308e-04 | -5.540690e-03 |  0.9772 |     6.9410 |  6.33e-04
   1325 | -4.928118e-03 | 6.083077e-04 | -5.536426e-03 |  0.9764 |     6.9002 |  6.21e-04
   1350 | -4.931352e-03 | 6.083810e-04 | -5.539733e-03 |  0.9772 |     6.9341 |  6.08e-04
   1375 | -4.931463e-03 | 6.090914e-04 | -5.540554e-03 |  0.9772 |     6.9404 |  5.95e-04
   1400 | -4.931483e-03 | 6.092377e-04 | -5.540721e-03 |  0.9772 |     6.9407 |  5.82e-04
   1425 | -4.931527e-03 | 6.094346e-04 | -5.540962e-03 |  0.9772 |     6.9420 |  5.70e-04
   1450 | -4.931500e-03 | 6.095452e-04 | -5.541045e-03 |  0.9772 |     6.9425 |  5.57e-04
   1475 | -4.931506e-03 | 6.096105e-04 | -5.541116e-03 |  0.9772 |     6.9430 |  5.44e-04
   1500 | -4.931542e-03 | 6.096243e-04 | -5.541166e-03 |  0.9772 |     6.9433 |  5.31e-04
   1525 | -4.931541e-03 | 6.096645e-04 | -5.541206e-03 |  0.9772 |     6.9436 |  5.18e-04
   1550 | -4.931527e-03 | 6.097188e-04 | -5.541245e-03 |  0.9771 |     6.9438 |  5.05e-04
   1575 | -4.931568e-03 | 6.096060e-04 | -5.541174e-03 |  0.9772 |     6.9440 |  4.92e-04
   1600 | -4.929963e-03 | 6.131817e-04 | -5.543145e-03 |  0.9767 |     6.9427 |  4.79e-04
   1625 | -4.931556e-03 | 6.092152e-04 | -5.540771e-03 |  0.9772 |     6.9413 |  4.66e-04
   1650 | -4.931582e-03 | 6.095745e-04 | -5.541157e-03 |  0.9771 |     6.9434 |  4.53e-04
   1675 | -4.931558e-03 | 6.097329e-04 | -5.541291e-03 |  0.9771 |     6.9440 |  4.40e-04
   1700 | -4.931577e-03 | 6.097195e-04 | -5.541296e-03 |  0.9771 |     6.9442 |  4.28e-04
   1725 | -4.931561e-03 | 6.097696e-04 | -5.541330e-03 |  0.9771 |     6.9444 |  4.15e-04
   1750 | -4.931619e-03 | 6.097373e-04 | -5.541356e-03 |  0.9771 |     6.9446 |  4.02e-04
   1775 | -4.931613e-03 | 6.097651e-04 | -5.541378e-03 |  0.9771 |     6.9447 |  3.89e-04
   1800 | -4.931606e-03 | 6.097851e-04 | -5.541392e-03 |  0.9771 |     6.9448 |  3.77e-04
   1825 | -4.931601e-03 | 6.098094e-04 | -5.541411e-03 |  0.9771 |     6.9449 |  3.64e-04
   1850 | -4.931600e-03 | 6.098220e-04 | -5.541422e-03 |  0.9771 |     6.9450 |  3.52e-04
   1875 | -4.931598e-03 | 6.098368e-04 | -5.541435e-03 |  0.9771 |     6.9451 |  3.40e-04
   1900 | -4.931600e-03 | 6.098487e-04 | -5.541448e-03 |  0.9771 |     6.9452 |  3.28e-04
   1925 | -4.931592e-03 | 6.098658e-04 | -5.541458e-03 |  0.9771 |     6.9453 |  3.16e-04
   1950 | -4.931576e-03 | 6.098917e-04 | -5.541468e-03 |  0.9771 |     6.9453 |  3.04e-04
   1975 | -4.931601e-03 | 6.098774e-04 | -5.541478e-03 |  0.9771 |     6.9454 |  2.92e-04
   2000 | -4.931570e-03 | 6.099181e-04 | -5.541488e-03 |  0.9771 |     6.9455 |  2.80e-04
   2025 | -4.931611e-03 | 6.098849e-04 | -5.541496e-03 |  0.9771 |     6.9455 |  2.69e-04
   2050 | -4.931617e-03 | 6.098870e-04 | -5.541503e-03 |  0.9771 |     6.9456 |  2.57e-04
   2075 | -4.931563e-03 | 6.099519e-04 | -5.541515e-03 |  0.9771 |     6.9456 |  2.46e-04
   2100 | -4.931639e-03 | 6.098814e-04 | -5.541520e-03 |  0.9771 |     6.9457 |  2.35e-04
   2125 | -4.931603e-03 | 6.099245e-04 | -5.541528e-03 |  0.9771 |     6.9457 |  2.25e-04
   2150 | -4.931608e-03 | 6.099262e-04 | -5.541534e-03 |  0.9771 |     6.9458 |  2.14e-04
   2175 | -4.931580e-03 | 6.099588e-04 | -5.541539e-03 |  0.9771 |     6.9458 |  2.04e-04
   2200 | -4.931602e-03 | 6.099457e-04 | -5.541547e-03 |  0.9771 |     6.9459 |  1.93e-04
   2225 | -4.931583e-03 | 6.099705e-04 | -5.541553e-03 |  0.9771 |     6.9459 |  1.84e-04
   2250 | -4.931632e-03 | 6.099271e-04 | -5.541559e-03 |  0.9771 |     6.9459 |  1.74e-04
   2275 | -4.931631e-03 | 6.099352e-04 | -5.541566e-03 |  0.9771 |     6.9460 |  1.64e-04
   2300 | -4.931629e-03 | 6.099411e-04 | -5.541570e-03 |  0.9771 |     6.9460 |  1.55e-04
   2325 | -4.931612e-03 | 6.099631e-04 | -5.541575e-03 |  0.9771 |     6.9460 |  1.46e-04
   2350 | -4.931601e-03 | 6.099797e-04 | -5.541581e-03 |  0.9771 |     6.9461 |  1.37e-04
   2375 | -4.931623e-03 | 6.099623e-04 | -5.541585e-03 |  0.9771 |     6.9461 |  1.29e-04
   2400 | -4.931632e-03 | 6.099567e-04 | -5.541589e-03 |  0.9771 |     6.9461 |  1.20e-04
   2425 | -4.931628e-03 | 6.099648e-04 | -5.541593e-03 |  0.9771 |     6.9462 |  1.12e-04
   2450 | -4.931664e-03 | 6.099325e-04 | -5.541596e-03 |  0.9771 |     6.9462 |  1.05e-04
   2475 | -4.931644e-03 | 6.099567e-04 | -5.541600e-03 |  0.9771 |     6.9462 |  9.71e-05
   2500 | -4.931647e-03 | 6.099566e-04 | -5.541604e-03 |  0.9771 |     6.9462 |  8.99e-05
   2525 | -4.931646e-03 | 6.099615e-04 | -5.541607e-03 |  0.9771 |     6.9463 |  8.29e-05
   2550 | -4.931653e-03 | 6.099566e-04 | -5.541610e-03 |  0.9771 |     6.9463 |  7.63e-05
   2575 | -4.931645e-03 | 6.099682e-04 | -5.541613e-03 |  0.9771 |     6.9463 |  7.00e-05
   2600 | -4.931631e-03 | 6.099839e-04 | -5.541615e-03 |  0.9771 |     6.9463 |  6.40e-05
   2625 | -4.931638e-03 | 6.099787e-04 | -5.541617e-03 |  0.9771 |     6.9463 |  5.82e-05
   2650 | -4.931647e-03 | 6.099734e-04 | -5.541621e-03 |  0.9771 |     6.9463 |  5.28e-05
   2675 | -4.931666e-03 | 6.099558e-04 | -5.541622e-03 |  0.9771 |     6.9464 |  4.77e-05
   2700 | -4.931670e-03 | 6.099542e-04 | -5.541625e-03 |  0.9771 |     6.9464 |  4.29e-05
   2725 | -4.931680e-03 | 6.099459e-04 | -5.541626e-03 |  0.9771 |     6.9464 |  3.84e-05
   2750 | -4.931664e-03 | 6.099637e-04 | -5.541627e-03 |  0.9771 |     6.9464 |  3.42e-05
   2775 | -4.931652e-03 | 6.099780e-04 | -5.541630e-03 |  0.9771 |     6.9464 |  3.04e-05
   2800 | -4.931667e-03 | 6.099634e-04 | -5.541630e-03 |  0.9771 |     6.9464 |  2.69e-05
   2825 | -4.931635e-03 | 6.099963e-04 | -5.541631e-03 |  0.9771 |     6.9464 |  2.37e-05
   2850 | -4.931626e-03 | 6.100065e-04 | -5.541633e-03 |  0.9771 |     6.9464 |  2.08e-05
   2875 | -4.931639e-03 | 6.099956e-04 | -5.541635e-03 |  0.9771 |     6.9464 |  1.83e-05
   2900 | -4.931638e-03 | 6.099972e-04 | -5.541636e-03 |  0.9771 |     6.9464 |  1.61e-05
   2925 | -4.931631e-03 | 6.100048e-04 | -5.541636e-03 |  0.9771 |     6.9464 |  1.42e-05
   2950 | -4.931648e-03 | 6.099890e-04 | -5.541637e-03 |  0.9771 |     6.9465 |  1.27e-05
   2975 | -4.931635e-03 | 6.100024e-04 | -5.541638e-03 |  0.9771 |     6.9465 |  1.15e-05
   3000 | -4.931614e-03 | 6.100242e-04 | -5.541638e-03 |  0.9771 |     6.9465 |  1.07e-05

  ======================================================================
  ✅ CARTILAGE (MGN-baseline) COMPLETE
  Best loss: -4.931690e-03 (epoch 2715)
