╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: VESSEL (MGN-baseline) | E=400000 Pa (400.0 kPa) | ν=0.49
  Beam: 10cm x 2cm x 2cm
  Mesh: 25x8x8 | Device: cuda | Epochs: 2500
  Expected tip δ: 9.6567 mm | Scale: 9.66e-03
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 238,915  (~2× SolidGNN edge-MLP params)
  ⚡ F-bar enabled (ν=0.49 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
    700 | -5.886275e-02 | -5.463113e-02 | -4.231622e-03 |  0.9981 |     0.4817 |  9.91e-04
    725 | -5.896914e-02 | -5.475029e-02 | -4.218847e-03 |  0.9913 |     0.4093 |  9.80e-04
    750 | -5.902371e-02 | -5.474076e-02 | -4.282942e-03 |  0.9857 |     0.6936 |  9.64e-04
    775 | -5.862781e-02 | -5.424873e-02 | -4.379075e-03 |  0.9946 |     1.0408 |  9.44e-04
    800 | -5.915555e-02 | -5.470274e-02 | -4.452802e-03 |  0.9707 |     1.3864 |  9.20e-04
    825 | -5.910380e-02 | -5.457857e-02 | -4.525231e-03 |  0.9612 |     1.6454 |  8.92e-04
    850 | -5.924185e-02 | -5.465518e-02 | -4.586670e-03 |  0.9657 |     1.8921 |  8.61e-04
    875 | -5.928411e-02 | -5.451245e-02 | -4.771667e-03 |  0.9543 |     2.6809 |  8.26e-04
    900 | -5.920653e-02 | -5.462944e-02 | -4.577087e-03 |  0.9819 |     1.7908 |  7.89e-04
    925 | -5.931625e-02 | -5.464553e-02 | -4.670714e-03 |  0.9647 |     2.2052 |  7.49e-04
    950 | -5.940960e-02 | -5.459625e-02 | -4.813356e-03 |  0.9566 |     2.8521 |  7.07e-04
    975 | -5.950069e-02 | -5.454450e-02 | -4.956186e-03 |  0.9540 |     3.5793 |  6.63e-04
   1000 | -5.868144e-02 | -5.382485e-02 | -4.856583e-03 |  0.9673 |     3.0679 |  6.18e-04
   1025 | -5.932184e-02 | -5.460621e-02 | -4.715635e-03 |  0.9633 |     2.4628 |  5.72e-04
   1050 | -5.942048e-02 | -5.461954e-02 | -4.800938e-03 |  0.9628 |     2.8315 |  5.25e-04
   1075 | -5.948277e-02 | -5.458035e-02 | -4.902427e-03 |  0.9585 |     3.2841 |  4.78e-04
   1100 | -5.953804e-02 | -5.454526e-02 | -4.992777e-03 |  0.9564 |     3.7307 |  4.32e-04
   1125 | -5.958812e-02 | -5.451443e-02 | -5.073694e-03 |  0.9546 |     4.1566 |  3.87e-04
   1150 | -5.963379e-02 | -5.448695e-02 | -5.146848e-03 |  0.9531 |     4.5570 |  3.43e-04
   1175 | -5.967548e-02 | -5.446280e-02 | -5.212678e-03 |  0.9518 |     4.9296 |  3.01e-04
   1200 | -5.971327e-02 | -5.444152e-02 | -5.271756e-03 |  0.9499 |     5.2728 |  2.61e-04
   1225 | -5.974720e-02 | -5.442287e-02 | -5.324339e-03 |  0.9482 |     5.5847 |  2.24e-04
   1250 | -5.977731e-02 | -5.440677e-02 | -5.370538e-03 |  0.9468 |     5.8633 |  1.89e-04
   1275 | -5.980365e-02 | -5.439309e-02 | -5.410567e-03 |  0.9455 |     6.1082 |  1.58e-04
   1300 | -5.982636e-02 | -5.438156e-02 | -5.444800e-03 |  0.9445 |     6.3198 |  1.30e-04
   1325 | -5.984571e-02 | -5.437199e-02 | -5.473722e-03 |  0.9436 |     6.5002 |  1.06e-04
   1350 | -5.986202e-02 | -5.436408e-02 | -5.497940e-03 |  0.9429 |     6.6522 |  8.62e-05
   1375 | -5.987570e-02 | -5.435751e-02 | -5.518189e-03 |  0.9424 |     6.7800 |  7.05e-05
   1400 | -5.988736e-02 | -5.435202e-02 | -5.535339e-03 |  0.9419 |     6.8887 |  5.91e-05
   1425 | -5.989761e-02 | -5.434722e-02 | -5.550389e-03 |  0.9415 |     6.9844 |  5.23e-05
   1450 | -5.990724e-02 | -5.434278e-02 | -5.564460e-03 |  0.9411 |     7.0742 |  1.00e-03
   1475 | -5.740500e-02 | -5.328669e-02 | -4.118310e-03 |  0.9870 |     0.0258 |  9.99e-04
   1500 | -5.860515e-02 | -5.435330e-02 | -4.251846e-03 |  1.0067 |     0.5169 |  9.98e-04
   1525 | -5.874519e-02 | -5.448436e-02 | -4.260828e-03 |  1.0027 |     0.5817 |  9.95e-04
   1550 | -5.889474e-02 | -5.464835e-02 | -4.246389e-03 |  1.0010 |     0.5234 |  9.91e-04
   1575 | -5.898056e-02 | -5.474433e-02 | -4.236228e-03 |  0.9962 |     0.4905 |  9.86e-04
   1600 | -5.901801e-02 | -5.473837e-02 | -4.279640e-03 |  0.9932 |     0.6753 |  9.80e-04
   1625 | -5.902457e-02 | -5.469782e-02 | -4.326754e-03 |  0.9859 |     0.8420 |  9.72e-04
   1650 | -5.909053e-02 | -5.472862e-02 | -4.361917e-03 |  0.9869 |     1.0276 |  9.64e-04
   1675 | -5.915469e-02 | -5.471255e-02 | -4.442143e-03 |  0.9782 |     1.3564 |  9.54e-04
   1700 | -5.923617e-02 | -5.468385e-02 | -4.552321e-03 |  0.9715 |     1.8076 |  9.44e-04
   1725 | -5.901472e-02 | -5.456183e-02 | -4.452893e-03 |  0.9760 |     1.4006 |  9.32e-04
   1750 | -5.922517e-02 | -5.469687e-02 | -4.528297e-03 |  0.9712 |     1.6673 |  9.20e-04
   1775 | -5.930705e-02 | -5.466019e-02 | -4.646851e-03 |  0.9689 |     2.1370 |  9.07e-04
   1800 | -5.910511e-02 | -5.434031e-02 | -4.764804e-03 |  0.9561 |     2.6923 |  8.92e-04
   1825 | -5.930426e-02 | -5.446199e-02 | -4.842264e-03 |  0.9671 |     3.0327 |  8.77e-04
   1850 | -5.932023e-02 | -5.460024e-02 | -4.719993e-03 |  0.9717 |     2.5169 |  8.61e-04
   1875 | -5.942943e-02 | -5.460839e-02 | -4.821045e-03 |  0.9686 |     2.9376 |  8.44e-04
   1900 | -5.951461e-02 | -5.456069e-02 | -4.953919e-03 |  0.9627 |     3.5552 |  8.26e-04
   1925 | -5.516845e-02 | -5.006997e-02 | -5.098473e-03 |  0.9716 |     4.1603 |  8.08e-04
   1950 | -5.928392e-02 | -5.453666e-02 | -4.747259e-03 |  0.9825 |     2.7484 |  7.89e-04
   1975 | -5.945183e-02 | -5.461478e-02 | -4.837049e-03 |  0.9669 |     3.0624 |  7.69e-04
   2000 | -5.952498e-02 | -5.457138e-02 | -4.953604e-03 |  0.9629 |     3.5757 |  7.49e-04
   2025 | -5.959248e-02 | -5.453123e-02 | -5.061252e-03 |  0.9606 |     4.1227 |  7.28e-04
   2050 | -5.965918e-02 | -5.448761e-02 | -5.171575e-03 |  0.9571 |     4.7071 |  7.07e-04
   2075 | -5.972400e-02 | -5.444394e-02 | -5.280061e-03 |  0.9543 |     5.3238 |  6.85e-04
   2100 | -5.939762e-02 | -5.434968e-02 | -5.047939e-03 |  0.9577 |     4.2011 |  6.63e-04
   2125 | -5.962345e-02 | -5.453125e-02 | -5.092200e-03 |  0.9610 |     4.3314 |  6.40e-04
   2150 | -5.967800e-02 | -5.448824e-02 | -5.189758e-03 |  0.9552 |     4.7945 |  6.18e-04
   2175 | -5.973147e-02 | -5.445118e-02 | -5.280297e-03 |  0.9528 |     5.2839 |  5.95e-04
   2200 | -5.978387e-02 | -5.441808e-02 | -5.365789e-03 |  0.9500 |     5.7777 |  5.72e-04
   2225 | -5.983637e-02 | -5.438770e-02 | -5.448671e-03 |  0.9471 |     6.2797 |  5.48e-04
   2250 | -5.988995e-02 | -5.435885e-02 | -5.531099e-03 |  0.9444 |     6.7961 |  5.25e-04
   2275 | -5.994510e-02 | -5.433033e-02 | -5.614761e-03 |  0.9419 |     7.3326 |  5.02e-04
   2300 | -5.917578e-02 | -5.381481e-02 | -5.360967e-03 |  0.9419 |     6.1181 |  4.78e-04
   2325 | -5.981595e-02 | -5.440463e-02 | -5.411321e-03 |  0.9428 |     6.2118 |  4.55e-04
   2350 | -5.988318e-02 | -5.437534e-02 | -5.507833e-03 |  0.9450 |     6.6709 |  4.32e-04
   2375 | -5.992670e-02 | -5.434456e-02 | -5.582138e-03 |  0.9422 |     7.0996 |  4.10e-04
   2400 | -5.996774e-02 | -5.432094e-02 | -5.646803e-03 |  0.9401 |     7.5065 |  3.87e-04
   2425 | -6.000778e-02 | -5.429959e-02 | -5.708185e-03 |  0.9380 |     7.9053 |  3.65e-04
   2450 | -6.004724e-02 | -5.427978e-02 | -5.767460e-03 |  0.9361 |     8.2994 |  3.43e-04
   2475 | -6.008617e-02 | -5.426113e-02 | -5.825044e-03 |  0.9345 |     8.6899 |  3.22e-04
   2500 | -6.012454e-02 | -5.424313e-02 | -5.881415e-03 |  0.9329 |     9.0772 |  3.01e-04

  ======================================================================
  ✅ VESSEL (MGN-baseline) COMPLETE
  Best loss: -6.012454e-02 (epoch 2500)
  Tip: 9.0927 mm (expected: 9.6567 mm)  Err: 5.84%
  Training time: 107.7s (1.8min)
  ======================================================================

