╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: BONE (MGN-baseline) | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 15x4x4 | Device: cuda | Epochs: 2000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 238,915  (~2× SolidGNN edge-MLP params)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
    175 | -7.527868e-03 | 5.157627e-05 | -7.579444e-03 |  0.9982 |     0.3905 |  9.90e-04
    200 | -7.535390e-03 | 6.558305e-05 | -7.600973e-03 |  0.9982 |     0.4640 |  9.86e-04
    225 | -7.538250e-03 | 6.558468e-05 | -7.603835e-03 |  0.9980 |     0.4738 |  9.81e-04
    250 | -7.540199e-03 | 7.775088e-05 | -7.617950e-03 |  0.9980 |     0.5269 |  9.76e-04
    275 | -7.532918e-03 | 8.658108e-05 | -7.619499e-03 |  0.9983 |     0.5414 |  9.69e-04
    300 | -7.540714e-03 | 8.380490e-05 | -7.624519e-03 |  0.9981 |     0.5506 |  9.62e-04
    325 | -7.536240e-03 | 8.728199e-05 | -7.623523e-03 |  0.9982 |     0.5505 |  9.55e-04
    350 | -7.543507e-03 | 8.374092e-05 | -7.627248e-03 |  0.9981 |     0.5623 |  9.46e-04
    375 | -7.542426e-03 | 8.260115e-05 | -7.625028e-03 |  0.9983 |     0.5556 |  9.37e-04
    400 | -7.543271e-03 | 8.634217e-05 | -7.629613e-03 |  0.9981 |     0.5707 |  9.27e-04
    425 | -7.542774e-03 | 8.643956e-05 | -7.629213e-03 |  0.9981 |     0.5688 |  9.17e-04
    450 | -7.542981e-03 | 8.784239e-05 | -7.630823e-03 |  0.9980 |     0.5733 |  9.05e-04
    475 | -7.542227e-03 | 8.351989e-05 | -7.625747e-03 |  0.9984 |     0.5556 |  8.94e-04
    500 | -7.543746e-03 | 8.679623e-05 | -7.630542e-03 |  0.9981 |     0.5739 |  8.81e-04
    525 | -7.544197e-03 | 8.804759e-05 | -7.632245e-03 |  0.9981 |     0.5796 |  8.68e-04
    550 | -7.542782e-03 | 9.015380e-05 | -7.632935e-03 |  0.9980 |     0.5814 |  8.55e-04
    575 | -7.541898e-03 | 8.881347e-05 | -7.630711e-03 |  0.9980 |     0.5710 |  8.41e-04
    600 | -7.544026e-03 | 8.807067e-05 | -7.632096e-03 |  0.9980 |     0.5786 |  8.26e-04
    625 | -7.543974e-03 | 8.899550e-05 | -7.632969e-03 |  0.9980 |     0.5820 |  8.11e-04
    650 | -7.545163e-03 | 8.821920e-05 | -7.633382e-03 |  0.9980 |     0.5835 |  7.96e-04
    675 | -7.543701e-03 | 8.338456e-05 | -7.627086e-03 |  0.9981 |     0.5621 |  7.80e-04
    700 | -7.544353e-03 | 8.811819e-05 | -7.632471e-03 |  0.9981 |     0.5804 |  7.64e-04
    725 | -7.544802e-03 | 8.882672e-05 | -7.633628e-03 |  0.9980 |     0.5844 |  7.47e-04
    750 | -7.544757e-03 | 8.896945e-05 | -7.633726e-03 |  0.9980 |     0.5848 |  7.30e-04
    775 | -7.543651e-03 | 8.588333e-05 | -7.629534e-03 |  0.9981 |     0.5705 |  7.12e-04
    800 | -7.544967e-03 | 8.865491e-05 | -7.633622e-03 |  0.9980 |     0.5844 |  6.94e-04
    825 | -7.544913e-03 | 8.915273e-05 | -7.634066e-03 |  0.9980 |     0.5859 |  6.76e-04
    850 | -7.545613e-03 | 8.859492e-05 | -7.634208e-03 |  0.9980 |     0.5864 |  6.58e-04
    875 | -7.544796e-03 | 8.790887e-05 | -7.632704e-03 |  0.9980 |     0.5808 |  6.39e-04
    900 | -7.545433e-03 | 8.879315e-05 | -7.634226e-03 |  0.9980 |     0.5863 |  6.21e-04
    925 | -7.545263e-03 | 8.919754e-05 | -7.634460e-03 |  0.9980 |     0.5871 |  6.02e-04
    950 | -7.545227e-03 | 8.898623e-05 | -7.634213e-03 |  0.9980 |     0.5866 |  5.82e-04
    975 | -7.545038e-03 | 8.932420e-05 | -7.634362e-03 |  0.9980 |     0.5864 |  5.63e-04
   1000 | -7.545148e-03 | 8.945798e-05 | -7.634607e-03 |  0.9980 |     0.5877 |  5.44e-04
   1025 | -7.545500e-03 | 8.925602e-05 | -7.634756e-03 |  0.9980 |     0.5882 |  5.24e-04
   1050 | -7.545131e-03 | 8.969904e-05 | -7.634830e-03 |  0.9980 |     0.5885 |  5.05e-04
   1075 | -7.545447e-03 | 8.944639e-05 | -7.634894e-03 |  0.9980 |     0.5887 |  4.86e-04
   1100 | -7.545623e-03 | 8.932441e-05 | -7.634947e-03 |  0.9980 |     0.5888 |  4.66e-04
   1125 | -7.546052e-03 | 8.894391e-05 | -7.634996e-03 |  0.9980 |     0.5890 |  4.47e-04
   1150 | -7.545554e-03 | 8.948943e-05 | -7.635043e-03 |  0.9980 |     0.5892 |  4.28e-04
   1175 | -7.544747e-03 | 9.034295e-05 | -7.635090e-03 |  0.9980 |     0.5893 |  4.08e-04
   1200 | -7.544763e-03 | 9.036320e-05 | -7.635126e-03 |  0.9980 |     0.5895 |  3.89e-04
   1225 | -7.545188e-03 | 8.998007e-05 | -7.635168e-03 |  0.9980 |     0.5896 |  3.71e-04
   1250 | -7.544693e-03 | 9.050878e-05 | -7.635202e-03 |  0.9980 |     0.5897 |  3.52e-04
   1275 | -7.545557e-03 | 8.967749e-05 | -7.635235e-03 |  0.9980 |     0.5898 |  3.34e-04
   1300 | -7.544574e-03 | 9.069261e-05 | -7.635267e-03 |  0.9980 |     0.5899 |  3.16e-04
   1325 | -7.544933e-03 | 9.036213e-05 | -7.635295e-03 |  0.9980 |     0.5901 |  2.98e-04
   1350 | -7.544465e-03 | 9.085759e-05 | -7.635322e-03 |  0.9980 |     0.5901 |  2.80e-04
   1375 | -7.544477e-03 | 9.087160e-05 | -7.635348e-03 |  0.9980 |     0.5902 |  2.63e-04
   1400 | -7.544533e-03 | 9.083826e-05 | -7.635372e-03 |  0.9980 |     0.5903 |  2.46e-04
   1425 | -7.544660e-03 | 9.073343e-05 | -7.635393e-03 |  0.9980 |     0.5904 |  2.30e-04
   1450 | -7.545128e-03 | 9.028841e-05 | -7.635416e-03 |  0.9980 |     0.5905 |  2.14e-04
   1475 | -7.545125e-03 | 9.031051e-05 | -7.635435e-03 |  0.9980 |     0.5905 |  1.99e-04
   1500 | -7.545181e-03 | 9.027219e-05 | -7.635453e-03 |  0.9980 |     0.5906 |  1.84e-04
   1525 | -7.544767e-03 | 9.070256e-05 | -7.635469e-03 |  0.9980 |     0.5907 |  1.69e-04
   1550 | -7.544717e-03 | 9.076850e-05 | -7.635485e-03 |  0.9980 |     0.5907 |  1.55e-04
   1575 | -7.545138e-03 | 9.036159e-05 | -7.635500e-03 |  0.9980 |     0.5908 |  1.42e-04
   1600 | -7.545182e-03 | 9.032978e-05 | -7.635511e-03 |  0.9980 |     0.5908 |  1.29e-04
   1625 | -7.544979e-03 | 9.054674e-05 | -7.635525e-03 |  0.9980 |     0.5909 |  1.16e-04
   1650 | -7.545100e-03 | 9.043545e-05 | -7.635536e-03 |  0.9980 |     0.5909 |  1.05e-04
   1675 | -7.545057e-03 | 9.048691e-05 | -7.635544e-03 |  0.9980 |     0.5909 |  9.34e-05
   1700 | -7.545403e-03 | 9.015271e-05 | -7.635556e-03 |  0.9980 |     0.5910 |  8.29e-05
   1725 | -7.544674e-03 | 9.088845e-05 | -7.635563e-03 |  0.9980 |     0.5910 |  7.31e-05
   1750 | -7.545253e-03 | 9.031635e-05 | -7.635569e-03 |  0.9980 |     0.5910 |  6.40e-05
   1775 | -7.545063e-03 | 9.051420e-05 | -7.635577e-03 |  0.9980 |     0.5911 |  5.55e-05
   1800 | -7.545220e-03 | 9.036153e-05 | -7.635582e-03 |  0.9980 |     0.5911 |  4.77e-05
   1825 | -7.545328e-03 | 9.026063e-05 | -7.635588e-03 |  0.9980 |     0.5911 |  4.06e-05
   1850 | -7.545192e-03 | 9.039967e-05 | -7.635592e-03 |  0.9980 |     0.5911 |  3.42e-05
   1875 | -7.545398e-03 | 9.019719e-05 | -7.635595e-03 |  0.9980 |     0.5911 |  2.86e-05
   1900 | -7.544994e-03 | 9.060491e-05 | -7.635599e-03 |  0.9980 |     0.5911 |  2.37e-05
   1925 | -7.544560e-03 | 9.104272e-05 | -7.635603e-03 |  0.9980 |     0.5911 |  1.95e-05
   1950 | -7.544648e-03 | 9.095540e-05 | -7.635604e-03 |  0.9980 |     0.5912 |  1.61e-05
   1975 | -7.544727e-03 | 9.087785e-05 | -7.635605e-03 |  0.9980 |     0.5912 |  1.34e-05
   2000 | -7.544997e-03 | 9.061091e-05 | -7.635607e-03 |  0.9980 |     0.5912 |  1.15e-05

  ======================================================================
  ✅ BONE (MGN-baseline) COMPLETE
  Best loss: -7.546264e-03 (epoch 1103)
  Tip: 0.5889 mm (expected: 0.6990 mm)  Err: 15.75%
  Training time: 63.8s (1.1min)
  ======================================================================

