╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: BONE (MGN-baseline) | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 15x4x4 | Device: cuda | Epochs: 2000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 238,915  (~2× SolidGNN edge-MLP params)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -7.454130e-03 | 1.542396e-06 | -7.455673e-03 |  0.9999 |     0.0000 |  2.00e-05
      2 | -7.454293e-03 | 1.520579e-06 | -7.455813e-03 |  0.9999 |     0.0002 |  4.00e-05
      3 | -7.454106e-03 | 1.992549e-06 | -7.456098e-03 |  0.9999 |     0.0007 |  6.00e-05
      4 | -7.454487e-03 | 2.047937e-06 | -7.456535e-03 |  0.9999 |     0.0014 |  8.00e-05
      5 | -7.454735e-03 | 2.391807e-06 | -7.457127e-03 |  0.9999 |     0.0022 |  1.00e-04
     25 | -7.458322e-03 | 5.150630e-06 | -7.463472e-03 |  0.9997 |     0.0168 |  5.00e-04
     50 | -7.478168e-03 | 1.349716e-05 | -7.491665e-03 |  0.9990 |     0.0862 |  1.00e-03
     75 | -7.487818e-03 | 2.281405e-05 | -7.510632e-03 |  0.9986 |     0.1436 |  1.00e-03
    100 | -7.490021e-03 | 2.189117e-05 | -7.511912e-03 |  0.9986 |     0.1699 |  9.98e-04
    125 | -7.513327e-03 | 3.676927e-05 | -7.550096e-03 |  0.9983 |     0.2796 |  9.97e-04
    150 | -7.494723e-03 | 2.745214e-05 | -7.522175e-03 |  0.9987 |     0.2041 |  9.94e-04
    175 | -7.521468e-03 | 4.402773e-05 | -7.565496e-03 |  0.9981 |     0.3291 |  9.90e-04
    200 | -7.514703e-03 | 7.424710e-05 | -7.588950e-03 |  0.9982 |     0.4173 |  9.86e-04
    225 | -7.532649e-03 | 6.124992e-05 | -7.593899e-03 |  0.9981 |     0.4373 |  9.81e-04
    250 | -7.501907e-03 | 1.046177e-04 | -7.606525e-03 |  0.9979 |     0.4835 |  9.76e-04
    275 | -7.540575e-03 | 6.912928e-05 | -7.609705e-03 |  0.9982 |     0.4952 |  9.69e-04
    300 | -7.540435e-03 | 8.006854e-05 | -7.620503e-03 |  0.9981 |     0.5351 |  9.62e-04
    325 | -7.534894e-03 | 8.581491e-05 | -7.620709e-03 |  0.9980 |     0.5377 |  9.55e-04
    350 | -7.541413e-03 | 8.392180e-05 | -7.625335e-03 |  0.9981 |     0.5529 |  9.46e-04
    375 | -7.543042e-03 | 8.531670e-05 | -7.628358e-03 |  0.9981 |     0.5649 |  9.37e-04
    400 | -7.542874e-03 | 8.623619e-05 | -7.629110e-03 |  0.9980 |     0.5666 |  9.27e-04
    425 | -7.543975e-03 | 8.691773e-05 | -7.630893e-03 |  0.9980 |     0.5732 |  9.17e-04
    450 | -7.543681e-03 | 7.990310e-05 | -7.623584e-03 |  0.9982 |     0.5466 |  9.05e-04
    475 | -7.544560e-03 | 8.704487e-05 | -7.631605e-03 |  0.9981 |     0.5761 |  8.94e-04
    500 | -7.544522e-03 | 8.812375e-05 | -7.632645e-03 |  0.9980 |     0.5801 |  8.81e-04
    525 | -7.544700e-03 | 8.830811e-05 | -7.633008e-03 |  0.9980 |     0.5816 |  8.68e-04
    550 | -7.537240e-03 | 9.620535e-05 | -7.633445e-03 |  0.9979 |     0.5811 |  8.55e-04
    575 | -7.544273e-03 | 8.698395e-05 | -7.631257e-03 |  0.9981 |     0.5756 |  8.41e-04
    600 | -7.545517e-03 | 8.739224e-05 | -7.632909e-03 |  0.9980 |     0.5813 |  8.26e-04
    625 | -7.545331e-03 | 8.850363e-05 | -7.633835e-03 |  0.9980 |     0.5848 |  8.11e-04
    650 | -7.540358e-03 | 9.200508e-05 | -7.632363e-03 |  0.9979 |     0.5792 |  7.96e-04
    675 | -7.544317e-03 | 8.921598e-05 | -7.633533e-03 |  0.9980 |     0.5834 |  7.80e-04
    700 | -7.545385e-03 | 8.859054e-05 | -7.633976e-03 |  0.9980 |     0.5852 |  7.64e-04
    725 | -7.543711e-03 | 8.867995e-05 | -7.632392e-03 |  0.9980 |     0.5797 |  7.47e-04
    750 | -7.544615e-03 | 8.949221e-05 | -7.634107e-03 |  0.9980 |     0.5860 |  7.30e-04
    775 | -7.544388e-03 | 9.013663e-05 | -7.634524e-03 |  0.9980 |     0.5872 |  7.12e-04
    800 | -7.539826e-03 | 9.240119e-05 | -7.632228e-03 |  0.9980 |     0.5788 |  6.94e-04
    825 | -7.545478e-03 | 8.830194e-05 | -7.633780e-03 |  0.9980 |     0.5849 |  6.76e-04
    850 | -7.545309e-03 | 8.912724e-05 | -7.634436e-03 |  0.9980 |     0.5869 |  6.58e-04
    875 | -7.545151e-03 | 8.966278e-05 | -7.634814e-03 |  0.9980 |     0.5883 |  6.39e-04
    900 | -7.545159e-03 | 8.977353e-05 | -7.634933e-03 |  0.9980 |     0.5887 |  6.21e-04
    925 | -7.544423e-03 | 9.056430e-05 | -7.634987e-03 |  0.9980 |     0.5889 |  6.02e-04
    950 | -7.544538e-03 | 9.050147e-05 | -7.635040e-03 |  0.9980 |     0.5891 |  5.82e-04
    975 | -7.544599e-03 | 9.048078e-05 | -7.635080e-03 |  0.9980 |     0.5892 |  5.63e-04
   1000 | -7.545278e-03 | 8.984990e-05 | -7.635128e-03 |  0.9980 |     0.5894 |  5.44e-04
   1025 | -7.544976e-03 | 8.998907e-05 | -7.634965e-03 |  0.9980 |     0.5890 |  5.24e-04
   1050 | -7.545679e-03 | 8.942687e-05 | -7.635106e-03 |  0.9980 |     0.5893 |  5.05e-04
   1075 | -7.544926e-03 | 9.027841e-05 | -7.635204e-03 |  0.9980 |     0.5896 |  4.86e-04
   1100 | -7.544940e-03 | 9.030402e-05 | -7.635244e-03 |  0.9980 |     0.5898 |  4.66e-04
   1125 | -7.544585e-03 | 9.068922e-05 | -7.635274e-03 |  0.9980 |     0.5899 |  4.47e-04
   1150 | -7.545321e-03 | 8.997622e-05 | -7.635297e-03 |  0.9980 |     0.5900 |  4.28e-04
   1175 | -7.545013e-03 | 9.030817e-05 | -7.635321e-03 |  0.9980 |     0.5901 |  4.08e-04
   1200 | -7.545836e-03 | 8.950754e-05 | -7.635343e-03 |  0.9980 |     0.5901 |  3.89e-04
   1225 | -7.544947e-03 | 9.041544e-05 | -7.635363e-03 |  0.9980 |     0.5902 |  3.71e-04
   1250 | -7.545179e-03 | 9.020238e-05 | -7.635382e-03 |  0.9980 |     0.5903 |  3.52e-04
   1275 | -7.544828e-03 | 9.057217e-05 | -7.635400e-03 |  0.9980 |     0.5903 |  3.34e-04
   1300 | -7.545227e-03 | 9.019249e-05 | -7.635419e-03 |  0.9980 |     0.5904 |  3.16e-04
   1325 | -7.545563e-03 | 8.987134e-05 | -7.635434e-03 |  0.9980 |     0.5905 |  2.98e-04
   1350 | -7.545583e-03 | 8.986462e-05 | -7.635448e-03 |  0.9980 |     0.5905 |  2.80e-04
   1375 | -7.545037e-03 | 9.042476e-05 | -7.635462e-03 |  0.9980 |     0.5906 |  2.63e-04
   1400 | -7.544801e-03 | 9.067354e-05 | -7.635474e-03 |  0.9980 |     0.5906 |  2.46e-04
   1425 | -7.544687e-03 | 9.080124e-05 | -7.635489e-03 |  0.9980 |     0.5906 |  2.30e-04
   1450 | -7.544851e-03 | 9.064916e-05 | -7.635500e-03 |  0.9980 |     0.5907 |  2.14e-04
   1475 | -7.544945e-03 | 9.056488e-05 | -7.635511e-03 |  0.9980 |     0.5907 |  1.99e-04
   1500 | -7.544758e-03 | 9.076230e-05 | -7.635520e-03 |  0.9980 |     0.5908 |  1.84e-04
   1525 | -7.544548e-03 | 9.098186e-05 | -7.635530e-03 |  0.9980 |     0.5908 |  1.69e-04
   1550 | -7.544839e-03 | 9.069975e-05 | -7.635538e-03 |  0.9980 |     0.5908 |  1.55e-04
   1575 | -7.544757e-03 | 9.078864e-05 | -7.635545e-03 |  0.9980 |     0.5909 |  1.42e-04
   1600 | -7.544624e-03 | 9.093035e-05 | -7.635554e-03 |  0.9980 |     0.5909 |  1.29e-04
   1625 | -7.544544e-03 | 9.101759e-05 | -7.635562e-03 |  0.9980 |     0.5909 |  1.16e-04
   1650 | -7.544740e-03 | 9.082827e-05 | -7.635568e-03 |  0.9980 |     0.5909 |  1.05e-04
   1675 | -7.545050e-03 | 9.052316e-05 | -7.635573e-03 |  0.9980 |     0.5909 |  9.34e-05
   1700 | -7.544680e-03 | 9.089903e-05 | -7.635579e-03 |  0.9980 |     0.5910 |  8.29e-05
   1725 | -7.544309e-03 | 9.127382e-05 | -7.635583e-03 |  0.9980 |     0.5910 |  7.31e-05
   1750 | -7.544300e-03 | 9.128790e-05 | -7.635588e-03 |  0.9980 |     0.5910 |  6.40e-05
   1775 | -7.544801e-03 | 9.079095e-05 | -7.635592e-03 |  0.9980 |     0.5910 |  5.55e-05
   1800 | -7.544561e-03 | 9.103330e-05 | -7.635595e-03 |  0.9980 |     0.5910 |  4.77e-05
   1825 | -7.544775e-03 | 9.082296e-05 | -7.635599e-03 |  0.9980 |     0.5910 |  4.06e-05
   1850 | -7.544776e-03 | 9.082469e-05 | -7.635601e-03 |  0.9980 |     0.5910 |  3.42e-05
   1875 | -7.544518e-03 | 9.108487e-05 | -7.635603e-03 |  0.9980 |     0.5910 |  2.86e-05
   1900 | -7.545106e-03 | 9.049763e-05 | -7.635604e-03 |  0.9980 |     0.5911 |  2.37e-05
   1925 | -7.545081e-03 | 9.052402e-05 | -7.635606e-03 |  0.9980 |     0.5911 |  1.95e-05
   1950 | -7.544598e-03 | 9.100875e-05 | -7.635606e-03 |  0.9980 |     0.5911 |  1.61e-05
   1975 | -7.545053e-03 | 9.055531e-05 | -7.635608e-03 |  0.9980 |     0.5911 |  1.34e-05
   2000 | -7.545480e-03 | 9.012967e-05 | -7.635609e-03 |  0.9980 |     0.5911 |  1.15e-05

  ======================================================================
  ✅ BONE (MGN-baseline) COMPLETE
  Best loss: -7.546459e-03 (epoch 1319)
  Tip: 0.5904 mm (expected: 0.6990 mm)  Err: 15.53%
  Training time: 67.0s (1.1min)
  ======================================================================

