╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: VESSEL (MGN-baseline) | E=400000 Pa (400.0 kPa) | ν=0.49
  Beam: 10cm x 2cm x 2cm
  Mesh: 25x8x8 | Device: cuda | Epochs: 2500
  Expected tip δ: 9.6567 mm | Scale: 9.66e-03
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 238,915  (~2× SolidGNN edge-MLP params)
  ⚡ F-bar enabled (ν=0.49 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -4.606748e-03 | -4.789023e-04 | -4.127845e-03 |  0.9864 |     0.0216 |  2.00e-05
      2 | -5.731347e-03 | -1.603496e-03 | -4.127851e-03 |  0.9872 |     0.0226 |  4.00e-05
      3 | -7.969761e-03 | -3.841918e-03 | -4.127844e-03 |  0.9889 |     0.0244 |  6.00e-05
      4 | -1.131648e-02 | -7.188674e-03 | -4.127805e-03 |  0.9914 |     0.0273 |  8.00e-05
      5 | -1.578943e-02 | -1.166169e-02 | -4.127749e-03 |  0.9947 |     0.0312 |  1.00e-04
     25 | -5.707502e-02 | -5.292644e-02 | -4.148589e-03 |  1.0097 |     0.1294 |  5.00e-04
     50 | -5.876475e-02 | -5.459176e-02 | -4.172990e-03 |  0.9991 |     0.1898 |  1.00e-03
     75 | -5.891230e-02 | -5.472595e-02 | -4.186351e-03 |  0.9927 |     0.2674 |  9.64e-04
    100 | -5.897288e-02 | -5.474555e-02 | -4.227334e-03 |  0.9898 |     0.4692 |  8.61e-04
    125 | -5.902153e-02 | -5.473746e-02 | -4.284061e-03 |  0.9848 |     0.7239 |  7.07e-04
    150 | -5.904498e-02 | -5.472881e-02 | -4.316167e-03 |  0.9804 |     0.8479 |  5.25e-04
    175 | -5.907984e-02 | -5.471975e-02 | -4.360088e-03 |  0.9751 |     1.0337 |  3.43e-04
    200 | -5.910831e-02 | -5.471062e-02 | -4.397694e-03 |  0.9703 |     1.2008 |  1.89e-04
    225 | -5.912464e-02 | -5.470391e-02 | -4.420726e-03 |  0.9675 |     1.3025 |  8.62e-05
    250 | -5.913291e-02 | -5.470036e-02 | -4.432551e-03 |  0.9661 |     1.3550 |  1.00e-03
    275 | -5.851750e-02 | -5.442762e-02 | -4.089886e-03 |  1.0106 |    -0.1100 |  9.91e-04
    300 | -5.887868e-02 | -5.471358e-02 | -4.165105e-03 |  0.9953 |     0.1651 |  9.64e-04
    325 | -5.896074e-02 | -5.474991e-02 | -4.210825e-03 |  0.9925 |     0.3441 |  9.20e-04
    350 | -5.900602e-02 | -5.474680e-02 | -4.259224e-03 |  0.9865 |     0.5524 |  8.61e-04
    375 | -5.905363e-02 | -5.473776e-02 | -4.315868e-03 |  0.9804 |     0.7879 |  7.89e-04
    400 | -5.910439e-02 | -5.472326e-02 | -4.381135e-03 |  0.9745 |     1.0551 |  7.07e-04
    425 | -5.915795e-02 | -5.470569e-02 | -4.452263e-03 |  0.9692 |     1.3511 |  6.18e-04
    450 | -5.919783e-02 | -5.467064e-02 | -4.527183e-03 |  0.9647 |     1.6784 |  5.25e-04
    475 | -5.922314e-02 | -5.467264e-02 | -4.550501e-03 |  0.9644 |     1.7822 |  4.32e-04
    500 | -5.928223e-02 | -5.466781e-02 | -4.614420e-03 |  0.9615 |     2.0523 |  3.43e-04
    525 | -5.932285e-02 | -5.464994e-02 | -4.672911e-03 |  0.9598 |     2.3140 |  2.61e-04
    550 | -5.935552e-02 | -5.463584e-02 | -4.719678e-03 |  0.9587 |     2.5340 |  1.89e-04
    575 | -5.938057e-02 | -5.462478e-02 | -4.755795e-03 |  0.9580 |     2.7066 |  1.30e-04
    600 | -5.939865e-02 | -5.461678e-02 | -4.781870e-03 |  0.9575 |     2.8326 |  8.62e-05
    625 | -5.941139e-02 | -5.461124e-02 | -4.800156e-03 |  0.9572 |     2.9219 |  5.91e-05
    650 | -5.942120e-02 | -5.460698e-02 | -4.814227e-03 |  0.9569 |     2.9910 |  1.00e-03
    675 | -5.757710e-02 | -5.343349e-02 | -4.143604e-03 |  1.0086 |     0.1163 |  9.98e-04
    700 | -5.877135e-02 | -5.454710e-02 | -4.224250e-03 |  1.0028 |     0.4166 |  9.91e-04
    725 | -5.896117e-02 | -5.473147e-02 | -4.229693e-03 |  0.9897 |     0.4572 |  9.80e-04
    750 | -5.900482e-02 | -5.474887e-02 | -4.255953e-03 |  0.9852 |     0.5529 |  9.64e-04
    775 | -5.904625e-02 | -5.474352e-02 | -4.302734e-03 |  0.9820 |     0.7350 |  9.44e-04
    800 | -5.909536e-02 | -5.473389e-02 | -4.361471e-03 |  0.9766 |     0.9588 |  9.20e-04
    825 | -5.915462e-02 | -5.471532e-02 | -4.439298e-03 |  0.9710 |     1.2552 |  8.92e-04
    850 | -5.922730e-02 | -5.468176e-02 | -4.545538e-03 |  0.9651 |     1.6794 |  8.61e-04
    875 | -5.904535e-02 | -5.461956e-02 | -4.425792e-03 |  0.9788 |     1.2004 |  8.26e-04
    900 | -5.917098e-02 | -5.470601e-02 | -4.464965e-03 |  0.9686 |     1.3373 |  7.89e-04
    925 | -5.923545e-02 | -5.469630e-02 | -4.539152e-03 |  0.9676 |     1.6287 |  7.49e-04
    950 | -5.929248e-02 | -5.466931e-02 | -4.623176e-03 |  0.9645 |     1.9778 |  7.07e-04
    975 | -5.935079e-02 | -5.464028e-02 | -4.710508e-03 |  0.9630 |     2.3665 |  6.63e-04
   1000 | -5.941172e-02 | -5.460894e-02 | -4.802771e-03 |  0.9612 |     2.8025 |  6.18e-04
   1025 | -5.947401e-02 | -5.457409e-02 | -4.899913e-03 |  0.9591 |     3.2896 |  5.72e-04
   1050 | -5.922036e-02 | -5.448867e-02 | -4.731687e-03 |  0.9540 |     2.5682 |  5.25e-04
   1075 | -5.939738e-02 | -5.462267e-02 | -4.774712e-03 |  0.9648 |     2.6982 |  4.78e-04
   1100 | -5.944517e-02 | -5.460741e-02 | -4.837762e-03 |  0.9629 |     2.9777 |  4.32e-04
   1125 | -5.948355e-02 | -5.458595e-02 | -4.897602e-03 |  0.9610 |     3.2656 |  3.87e-04
   1150 | -5.951891e-02 | -5.456732e-02 | -4.951592e-03 |  0.9601 |     3.5395 |  3.43e-04
   1175 | -5.955150e-02 | -5.455041e-02 | -5.001090e-03 |  0.9591 |     3.7977 |  3.01e-04
   1200 | -5.958135e-02 | -5.453529e-02 | -5.046058e-03 |  0.9576 |     4.0379 |  2.61e-04
   1225 | -5.960837e-02 | -5.452192e-02 | -5.086454e-03 |  0.9557 |     4.2583 |  2.24e-04
   1250 | -5.963254e-02 | -5.451015e-02 | -5.122388e-03 |  0.9540 |     4.4573 |  1.89e-04
   1275 | -5.965382e-02 | -5.449990e-02 | -5.153925e-03 |  0.9527 |     4.6341 |  1.58e-04
   1300 | -5.967223e-02 | -5.449104e-02 | -5.181194e-03 |  0.9515 |     4.7885 |  1.30e-04
   1325 | -5.968792e-02 | -5.448349e-02 | -5.204435e-03 |  0.9505 |     4.9211 |  1.06e-04
   1350 | -5.970114e-02 | -5.447713e-02 | -5.224019e-03 |  0.9498 |     5.0336 |  8.62e-05
   1375 | -5.971220e-02 | -5.447173e-02 | -5.240467e-03 |  0.9491 |     5.1285 |  7.05e-05
   1400 | -5.972160e-02 | -5.446716e-02 | -5.254440e-03 |  0.9486 |     5.2096 |  5.91e-05
   1425 | -5.972989e-02 | -5.446316e-02 | -5.266732e-03 |  0.9482 |     5.2811 |  5.23e-05
   1450 | -5.973761e-02 | -5.445937e-02 | -5.278244e-03 |  0.9477 |     5.3483 |  1.00e-03
   1475 | -5.772699e-02 | -5.355045e-02 | -4.176535e-03 |  0.9870 |     0.3993 |  9.99e-04
   1500 | -5.864367e-02 | -5.441731e-02 | -4.226357e-03 |  0.9910 |     0.4803 |  9.98e-04
   1525 | -5.876402e-02 | -5.451743e-02 | -4.246585e-03 |  1.0019 |     0.5674 |  9.95e-04
   1550 | -5.888383e-02 | -5.465548e-02 | -4.228353e-03 |  1.0003 |     0.4704 |  9.91e-04
   1575 | -5.896817e-02 | -5.475034e-02 | -4.217830e-03 |  0.9932 |     0.4182 |  9.86e-04
   1600 | -5.899755e-02 | -5.474955e-02 | -4.248001e-03 |  0.9897 |     0.5324 |  9.80e-04
   1625 | -5.903159e-02 | -5.474783e-02 | -4.283765e-03 |  0.9864 |     0.6812 |  9.72e-04
   1650 | -5.906770e-02 | -5.473340e-02 | -4.334304e-03 |  0.9840 |     0.8798 |  9.64e-04
   1675 | -5.913006e-02 | -5.472381e-02 | -4.406248e-03 |  0.9759 |     1.1425 |  9.54e-04
   1700 | -5.917946e-02 | -5.468339e-02 | -4.496066e-03 |  0.9736 |     1.4864 |  9.44e-04
   1725 | -5.926166e-02 | -5.466611e-02 | -4.595553e-03 |  0.9721 |     1.8741 |  9.32e-04
   1750 | -5.931813e-02 | -5.464182e-02 | -4.676301e-03 |  0.9672 |     2.2179 |  9.20e-04
   1775 | -5.937981e-02 | -5.462274e-02 | -4.757067e-03 |  0.9662 |     2.5722 |  9.07e-04
   1800 | -5.828635e-02 | -5.343096e-02 | -4.855389e-03 |  0.9643 |     2.9588 |  8.92e-04
   1825 | -5.933728e-02 | -5.460573e-02 | -4.731551e-03 |  0.9651 |     2.4996 |  8.77e-04
   1850 | -5.943706e-02 | -5.460307e-02 | -4.833994e-03 |  0.9654 |     2.9414 |  8.61e-04
   1875 | -5.952034e-02 | -5.456108e-02 | -4.959264e-03 |  0.9614 |     3.5428 |  8.44e-04
   1900 | -5.925606e-02 | -5.416181e-02 | -5.094256e-03 |  0.9517 |     4.2439 |  8.26e-04
   1925 | -5.920444e-02 | -5.443223e-02 | -4.772214e-03 |  0.9734 |     2.7768 |  8.08e-04
   1950 | -5.942269e-02 | -5.460823e-02 | -4.814466e-03 |  0.9650 |     2.9049 |  7.89e-04
   1975 | -5.950297e-02 | -5.458769e-02 | -4.915281e-03 |  0.9645 |     3.3429 |  7.69e-04
   2000 | -5.956580e-02 | -5.455328e-02 | -5.012516e-03 |  0.9603 |     3.8304 |  7.49e-04
   2025 | -5.962645e-02 | -5.451568e-02 | -5.110775e-03 |  0.9566 |     4.3429 |  7.28e-04
   2050 | -5.968593e-02 | -5.447926e-02 | -5.206674e-03 |  0.9533 |     4.8715 |  7.07e-04
   2075 | -5.974506e-02 | -5.444397e-02 | -5.301092e-03 |  0.9500 |     5.4161 |  6.85e-04
   2100 | -5.955513e-02 | -5.423251e-02 | -5.322624e-03 |  0.9487 |     5.4858 |  6.63e-04
   2125 | -5.977089e-02 | -5.441895e-02 | -5.351939e-03 |  0.9464 |     5.6939 |  6.40e-04
   2150 | -5.982825e-02 | -5.439864e-02 | -5.429612e-03 |  0.9453 |     6.1727 |  6.18e-04
   2175 | -5.988386e-02 | -5.436755e-02 | -5.516314e-03 |  0.9425 |     6.7006 |  5.95e-04
   2200 | -5.979813e-02 | -5.434369e-02 | -5.454434e-03 |  0.9491 |     6.3926 |  5.72e-04
   2225 | -5.982476e-02 | -5.435813e-02 | -5.466628e-03 |  0.9469 |     6.4132 |  5.48e-04
   2250 | -5.990290e-02 | -5.436284e-02 | -5.540051e-03 |  0.9427 |     6.8377 |  5.25e-04
   2275 | -5.994892e-02 | -5.433524e-02 | -5.613676e-03 |  0.9401 |     7.2843 |  5.02e-04
   2300 | -5.999238e-02 | -5.431102e-02 | -5.681356e-03 |  0.9379 |     7.7201 |  4.78e-04
   2325 | -6.003535e-02 | -5.428797e-02 | -5.747381e-03 |  0.9361 |     8.1525 |  4.55e-04
   2350 | -6.007825e-02 | -5.426602e-02 | -5.812227e-03 |  0.9344 |     8.5855 |  4.32e-04
   2375 | -6.003450e-02 | -5.415433e-02 | -5.880166e-03 |  0.9337 |     9.0289 |  4.10e-04
   2400 | -5.966959e-02 | -5.392603e-02 | -5.743563e-03 |  0.9407 |     8.2613 |  3.87e-04
   2425 | -6.007225e-02 | -5.428176e-02 | -5.790489e-03 |  0.9366 |     8.4688 |  3.65e-04
   2450 | -6.011327e-02 | -5.424949e-02 | -5.863780e-03 |  0.9338 |     8.8874 |  3.43e-04
   2475 | -6.014696e-02 | -5.423021e-02 | -5.916746e-03 |  0.9324 |     9.2510 |  3.22e-04
   2500 | -6.017808e-02 | -5.421524e-02 | -5.962837e-03 |  0.9310 |     9.5783 |  3.01e-04

  ======================================================================
  ✅ VESSEL (MGN-baseline) COMPLETE
  Best loss: -6.017808e-02 (epoch 2500)
  Tip: 9.5909 mm (expected: 9.6567 mm)  Err: 0.68%
  Training time: 108.3s (1.8min)
  ======================================================================

