╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: BRAIN (MGN-baseline) | E=1000 Pa (1.0 kPa) | ν=0.49
  Beam: 3cm x 2cm x 2cm
  Mesh: 25x8x8 | Device: cuda | Epochs: 3000
  Expected tip δ: 30.9898 mm | Scale: 1.00e-02
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 238,915  (~2× SolidGNN edge-MLP params)
  ⚡ F-bar enabled (ν=0.49 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -1.223073e-03 | 1.528241e-06 | -1.224601e-03 |  0.9939 |     0.0063 |  2.00e-05
      2 | -1.224772e-03 | 3.661058e-07 | -1.225138e-03 |  0.9943 |     0.0097 |  4.00e-05
      3 | -1.228107e-03 | -1.906732e-06 | -1.226200e-03 |  0.9949 |     0.0165 |  6.00e-05
      4 | -1.232948e-03 | -5.179475e-06 | -1.227768e-03 |  0.9950 |     0.0265 |  8.00e-05
      5 | -1.239095e-03 | -9.265215e-06 | -1.229830e-03 |  0.9933 |     0.0398 |  1.00e-04
     25 | -1.383306e-03 | 1.824004e-05 | -1.401546e-03 |  0.9059 |     1.7156 |  5.00e-04
     50 | -1.817601e-03 | 5.704883e-04 | -2.388090e-03 |  0.7197 |    13.5223 |  1.00e-03
     75 | -1.842767e-03 | 4.204752e-04 | -2.263242e-03 |  0.6205 |    12.0573 |  9.64e-04
    100 | -1.675544e-03 | 7.329125e-04 | -2.408456e-03 |  0.7587 |    15.9453 |  8.61e-04
    125 | -1.730888e-03 | 3.944196e-04 | -2.125308e-03 |  0.8573 |    11.4497 |  7.07e-04
    150 | -1.826996e-03 | 5.573498e-04 | -2.384346e-03 |  0.8813 |    13.9314 |  5.25e-04
    175 | -1.839983e-03 | 5.641266e-04 | -2.404110e-03 |  0.8810 |    14.2257 |  3.43e-04
    200 | -1.843012e-03 | 5.613589e-04 | -2.404371e-03 |  0.8841 |    14.2637 |  1.89e-04
    225 | -1.844244e-03 | 5.626731e-04 | -2.406917e-03 |  0.8846 |    14.2903 |  8.62e-05
    250 | -1.844819e-03 | 5.631399e-04 | -2.407959e-03 |  0.8851 |    14.3019 |  1.00e-03
    275 | -1.854615e-03 | 5.656526e-04 | -2.420268e-03 |  0.8918 |    14.4626 |  9.91e-04
    300 | -1.888470e-03 | 5.551417e-04 | -2.443611e-03 |  0.8631 |    14.7490 |  9.64e-04
    325 | -1.592491e-03 | 3.783917e-04 | -1.970883e-03 |  0.6765 |    10.2507 |  9.20e-04
    350 | -1.819703e-03 | 4.482259e-04 | -2.267929e-03 |  0.8930 |    12.5076 |  8.61e-04
    375 | -1.840093e-03 | 5.586140e-04 | -2.398707e-03 |  0.8684 |    14.3161 |  7.89e-04
    400 | -1.842974e-03 | 5.541006e-04 | -2.397074e-03 |  0.8802 |    14.1565 |  7.07e-04
    425 | -1.844285e-03 | 5.600724e-04 | -2.404357e-03 |  0.8852 |    14.2629 |  6.18e-04
    450 | -1.845169e-03 | 5.607719e-04 | -2.405941e-03 |  0.8898 |    14.2880 |  5.25e-04
    475 | -1.845861e-03 | 5.621348e-04 | -2.407996e-03 |  0.8934 |    14.3155 |  4.32e-04
    500 | -1.846430e-03 | 5.628206e-04 | -2.409250e-03 |  0.8960 |    14.3307 |  3.43e-04
    525 | -1.846897e-03 | 5.633091e-04 | -2.410206e-03 |  0.8977 |    14.3420 |  2.61e-04
    550 | -1.847271e-03 | 5.636538e-04 | -2.410925e-03 |  0.8989 |    14.3503 |  1.89e-04
    575 | -1.847556e-03 | 5.638853e-04 | -2.411441e-03 |  0.8996 |    14.3562 |  1.30e-04
    600 | -1.847761e-03 | 5.640371e-04 | -2.411798e-03 |  0.9001 |    14.3602 |  8.62e-05
    625 | -1.847905e-03 | 5.641375e-04 | -2.412043e-03 |  0.9003 |    14.3629 |  5.91e-05
    650 | -1.848017e-03 | 5.642118e-04 | -2.412229e-03 |  0.9005 |    14.3650 |  1.00e-03
    675 | -1.850477e-03 | 5.654134e-04 | -2.415890e-03 |  0.9035 |    14.4041 |  9.98e-04
    700 | -1.855306e-03 | 5.664499e-04 | -2.421756e-03 |  0.9027 |    14.4652 |  9.91e-04
    725 | -1.874581e-03 | 5.657574e-04 | -2.440338e-03 |  0.8915 |    14.6522 |  9.80e-04
    750 | -1.515015e-03 | 7.025287e-04 | -2.217544e-03 |  0.5512 |    11.4428 |  9.64e-04
    775 | -1.790498e-03 | 3.978469e-04 | -2.188345e-03 |  0.8200 |    10.8044 |  9.44e-04
    800 | -1.838378e-03 | 5.748257e-04 | -2.413204e-03 |  0.8924 |    14.4634 |  9.20e-04
    825 | -1.843000e-03 | 5.583704e-04 | -2.401370e-03 |  0.8853 |    14.2173 |  8.92e-04
    850 | -1.844207e-03 | 5.584653e-04 | -2.402673e-03 |  0.8847 |    14.2125 |  8.61e-04
    875 | -1.845076e-03 | 5.608146e-04 | -2.405891e-03 |  0.8865 |    14.2619 |  8.26e-04
    900 | -1.845832e-03 | 5.611531e-04 | -2.406985e-03 |  0.8887 |    14.2757 |  7.89e-04
    925 | -1.846557e-03 | 5.619076e-04 | -2.408465e-03 |  0.8911 |    14.2937 |  7.49e-04
    950 | -1.847309e-03 | 5.624365e-04 | -2.409745e-03 |  0.8931 |    14.3093 |  7.07e-04
    975 | -1.848143e-03 | 5.628915e-04 | -2.411035e-03 |  0.8947 |    14.3242 |  6.63e-04
   1000 | -1.849134e-03 | 5.632817e-04 | -2.412416e-03 |  0.8959 |    14.3394 |  6.18e-04
   1025 | -1.850399e-03 | 5.636091e-04 | -2.414008e-03 |  0.8965 |    14.3560 |  5.72e-04
   1050 | -1.852150e-03 | 5.638564e-04 | -2.416006e-03 |  0.8965 |    14.3757 |  5.25e-04
