╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: MYOCARDIUM (MGN-baseline) | E=30000 Pa (30.0 kPa) | ν=0.4
  Beam: 3cm x 2cm x 2cm
  Mesh: 15x4x4 | Device: cuda | Epochs: 3000
  Expected tip δ: 1.0529 mm | Scale: 1.05e-03
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 238,915  (~2× SolidGNN edge-MLP params)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -1.247975e-03 | 1.364102e-07 | -1.248111e-03 |  0.9972 |     0.0025 |  2.00e-05
      2 | -1.248037e-03 | 1.179590e-07 | -1.248155e-03 |  0.9974 |     0.0028 |  4.00e-05
      3 | -1.248154e-03 | 8.860965e-08 | -1.248243e-03 |  0.9978 |     0.0035 |  6.00e-05
      4 | -1.248315e-03 | 6.001731e-08 | -1.248375e-03 |  0.9983 |     0.0045 |  8.00e-05
      5 | -1.248501e-03 | 5.000674e-08 | -1.248551e-03 |  0.9989 |     0.0058 |  1.00e-04
     25 | -1.254652e-03 | 3.739463e-06 | -1.258392e-03 |  0.9968 |     0.1083 |  5.00e-04
     50 | -1.270980e-03 | 1.898949e-05 | -1.289969e-03 |  0.9717 |     0.5699 |  1.00e-03
     75 | -1.279113e-03 | 2.627089e-05 | -1.305384e-03 |  0.9709 |     0.8469 |  1.00e-03
    100 | -1.283405e-03 | 3.083952e-05 | -1.314244e-03 |  0.9719 |     1.0433 |  9.99e-04
    125 | -1.285017e-03 | 3.465812e-05 | -1.319675e-03 |  0.9692 |     1.1361 |  9.98e-04
    150 | -1.285476e-03 | 3.518900e-05 | -1.320665e-03 |  0.9710 |     1.1621 |  9.97e-04
    175 | -1.285605e-03 | 3.438361e-05 | -1.319988e-03 |  0.9736 |     1.1651 |  9.96e-04
    200 | -1.285805e-03 | 3.497709e-05 | -1.320782e-03 |  0.9728 |     1.1784 |  9.94e-04
    225 | -1.285871e-03 | 3.697089e-05 | -1.322842e-03 |  0.9668 |     1.1900 |  9.92e-04
    250 | -1.285952e-03 | 3.789282e-05 | -1.323845e-03 |  0.9657 |     1.2040 |  9.89e-04
    275 | -1.285956e-03 | 3.439283e-05 | -1.320348e-03 |  0.9737 |     1.1831 |  9.86e-04
    300 | -1.285797e-03 | 3.820644e-05 | -1.324003e-03 |  0.9631 |     1.2025 |  9.83e-04
    325 | -1.286350e-03 | 3.730882e-05 | -1.323659e-03 |  0.9655 |     1.2099 |  9.80e-04
    350 | -1.286432e-03 | 3.613169e-05 | -1.322564e-03 |  0.9672 |     1.2008 |  9.76e-04
    375 | -1.286407e-03 | 3.759079e-05 | -1.323998e-03 |  0.9638 |     1.2169 |  9.72e-04
    400 | -1.286416e-03 | 3.545442e-05 | -1.321871e-03 |  0.9699 |     1.2045 |  9.67e-04
    425 | -1.283251e-03 | 3.359943e-05 | -1.316850e-03 |  0.9818 |     1.1770 |  9.62e-04
    450 | -1.286360e-03 | 3.602376e-05 | -1.322384e-03 |  0.9662 |     1.1889 |  9.57e-04
    475 | -1.286564e-03 | 3.718857e-05 | -1.323752e-03 |  0.9647 |     1.2173 |  9.52e-04
    500 | -1.286701e-03 | 3.675847e-05 | -1.323460e-03 |  0.9656 |     1.2220 |  9.46e-04
    525 | -1.286751e-03 | 3.694614e-05 | -1.323697e-03 |  0.9651 |     1.2267 |  9.40e-04
    550 | -1.284893e-03 | 3.097924e-05 | -1.315872e-03 |  0.9774 |     1.1478 |  9.34e-04
    575 | -1.286381e-03 | 3.695986e-05 | -1.323341e-03 |  0.9633 |     1.2036 |  9.27e-04
    600 | -1.286731e-03 | 3.659499e-05 | -1.323326e-03 |  0.9666 |     1.2258 |  9.20e-04
    625 | -1.286826e-03 | 3.707809e-05 | -1.323904e-03 |  0.9645 |     1.2326 |  9.13e-04
    650 | -1.286858e-03 | 3.732224e-05 | -1.324180e-03 |  0.9639 |     1.2366 |  9.05e-04
    675 | -1.286431e-03 | 3.696966e-05 | -1.323401e-03 |  0.9629 |     1.2088 |  8.98e-04
    700 | -1.286849e-03 | 3.716982e-05 | -1.324018e-03 |  0.9642 |     1.2345 |  8.90e-04
    725 | -1.286027e-03 | 3.982046e-05 | -1.325848e-03 |  0.9574 |     1.2413 |  8.81e-04
    750 | -1.286774e-03 | 3.656425e-05 | -1.323338e-03 |  0.9659 |     1.2222 |  8.73e-04
    775 | -1.286887e-03 | 3.713687e-05 | -1.324023e-03 |  0.9642 |     1.2368 |  8.64e-04
    800 | -1.285259e-03 | 3.481130e-05 | -1.320071e-03 |  0.9731 |     1.2103 |  8.55e-04
    825 | -1.286597e-03 | 3.746179e-05 | -1.324059e-03 |  0.9620 |     1.2235 |  8.46e-04
    850 | -1.286896e-03 | 3.729751e-05 | -1.324194e-03 |  0.9640 |     1.2395 |  8.36e-04
    875 | -1.286926e-03 | 3.703757e-05 | -1.323964e-03 |  0.9648 |     1.2391 |  8.26e-04
    900 | -1.286459e-03 | 3.537431e-05 | -1.321834e-03 |  0.9695 |     1.2131 |  8.17e-04
    925 | -1.286818e-03 | 3.762830e-05 | -1.324447e-03 |  0.9629 |     1.2346 |  8.06e-04
    950 | -1.286934e-03 | 3.725749e-05 | -1.324191e-03 |  0.9647 |     1.2427 |  7.96e-04
    975 | -1.286959e-03 | 3.722380e-05 | -1.324183e-03 |  0.9643 |     1.2416 |  7.85e-04
   1000 | -1.286417e-03 | 3.500039e-05 | -1.321417e-03 |  0.9693 |     1.2023 |  7.75e-04
   1025 | -1.286910e-03 | 3.688608e-05 | -1.323796e-03 |  0.9654 |     1.2351 |  7.64e-04
   1050 | -1.286969e-03 | 3.744488e-05 | -1.324414e-03 |  0.9641 |     1.2452 |  7.52e-04
   1075 | -1.286989e-03 | 3.738829e-05 | -1.324377e-03 |  0.9644 |     1.2463 |  7.41e-04
   1100 | -1.285414e-03 | 3.681995e-05 | -1.322234e-03 |  0.9724 |     1.2410 |  7.30e-04
   1125 | -1.286921e-03 | 3.623450e-05 | -1.323156e-03 |  0.9663 |     1.2300 |  7.18e-04
   1150 | -1.287006e-03 | 3.750832e-05 | -1.324514e-03 |  0.9647 |     1.2514 |  7.06e-04
