╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: KIDNEY (MGN-baseline) | E=10000 Pa (10.0 kPa) | ν=0.45
  Beam: 3cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cuda | Epochs: 3000
  Expected tip δ: 3.1288 mm | Scale: 3.13e-03
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 238,915  (~2× SolidGNN edge-MLP params)
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -1.232673e-03 | 3.463210e-06 | -1.236136e-03 |  0.9969 |     0.0000 |  2.00e-05
      2 | -1.236494e-03 | -3.077720e-07 | -1.236186e-03 |  0.9975 |     0.0003 |  4.00e-05
      3 | -1.244191e-03 | -7.908473e-06 | -1.236283e-03 |  0.9977 |     0.0009 |  6.00e-05
      4 | -1.255910e-03 | -1.949323e-05 | -1.236417e-03 |  0.9979 |     0.0017 |  8.00e-05
      5 | -1.271944e-03 | -3.537029e-05 | -1.236574e-03 |  0.9981 |     0.0025 |  1.00e-04
     25 | -3.361136e-03 | -2.108790e-03 | -1.252346e-03 |  0.9996 |     0.1297 |  5.00e-04
     50 | -3.584904e-03 | -2.236954e-03 | -1.347950e-03 |  0.8691 |     1.3309 |  1.00e-03
     75 | -3.599458e-03 | -2.177967e-03 | -1.421491e-03 |  0.8012 |     2.7268 |  9.64e-04
    100 | -3.697525e-03 | -2.215166e-03 | -1.482359e-03 |  0.7232 |     3.7891 |  8.61e-04
    125 | -3.722547e-03 | -2.184877e-03 | -1.537670e-03 |  0.6658 |     4.7639 |  7.07e-04
    150 | -3.753024e-03 | -2.170192e-03 | -1.582832e-03 |  0.6397 |     5.6869 |  5.25e-04
    175 | -3.770281e-03 | -2.150958e-03 | -1.619323e-03 |  0.6195 |     6.4461 |  3.43e-04
    200 | -3.781639e-03 | -2.140864e-03 | -1.640775e-03 |  0.6129 |     6.9042 |  1.89e-04
    225 | -3.787110e-03 | -2.135668e-03 | -1.651441e-03 |  0.6094 |     7.1368 |  8.62e-05
    250 | -3.789726e-03 | -2.133179e-03 | -1.656547e-03 |  0.6078 |     7.2484 |  1.00e-03
    275 | -3.441773e-03 | -2.147512e-03 | -1.294261e-03 |  0.8973 |     0.8639 |  9.91e-04
    300 | -3.516492e-03 | -2.150482e-03 | -1.366009e-03 |  0.8737 |     1.7523 |  9.64e-04
    325 | -3.556802e-03 | -2.177197e-03 | -1.379605e-03 |  0.8746 |     2.0090 |  9.20e-04
    350 | -3.642356e-03 | -2.213189e-03 | -1.429167e-03 |  0.7619 |     2.6343 |  8.61e-04
    375 | -3.679920e-03 | -2.203960e-03 | -1.475961e-03 |  0.7177 |     3.5982 |  7.89e-04
    400 | -3.706415e-03 | -2.183197e-03 | -1.523219e-03 |  0.6864 |     4.4104 |  7.07e-04
    425 | -3.722840e-03 | -2.173997e-03 | -1.548844e-03 |  0.6818 |     4.9383 |  6.18e-04
    450 | -3.739701e-03 | -2.167721e-03 | -1.571980e-03 |  0.6608 |     5.5252 |  5.25e-04
    475 | -3.749928e-03 | -2.155536e-03 | -1.594392e-03 |  0.6432 |     5.9691 |  4.32e-04
    500 | -3.761906e-03 | -2.150236e-03 | -1.611670e-03 |  0.6229 |     6.3660 |  3.43e-04
    525 | -3.770556e-03 | -2.143856e-03 | -1.626700e-03 |  0.6085 |     6.6903 |  2.61e-04
    550 | -3.776450e-03 | -2.138691e-03 | -1.637759e-03 |  0.5978 |     6.9274 |  1.89e-04
    575 | -3.780527e-03 | -2.135084e-03 | -1.645443e-03 |  0.5907 |     7.0937 |  1.30e-04
    600 | -3.783263e-03 | -2.132626e-03 | -1.650636e-03 |  0.5858 |     7.2059 |  8.62e-05
    625 | -3.785096e-03 | -2.130988e-03 | -1.654108e-03 |  0.5825 |     7.2811 |  5.91e-05
    650 | -3.786464e-03 | -2.129774e-03 | -1.656691e-03 |  0.5801 |     7.3371 |  1.00e-03
    675 | -2.042492e-03 | -7.693503e-04 | -1.273142e-03 |  0.9942 |     0.3146 |  9.98e-04
    700 | -2.109225e-03 | -8.547681e-04 | -1.254457e-03 |  0.9711 |     0.1711 |  9.91e-04
    725 | -2.130765e-03 | -8.690958e-04 | -1.261670e-03 |  0.9769 |     0.2127 |  9.80e-04
    750 | -2.174381e-03 | -9.159876e-04 | -1.258393e-03 |  0.9566 |     0.1905 |  9.64e-04
    775 | -2.082448e-03 | -8.207848e-04 | -1.261664e-03 |  0.9939 |     0.2166 |  9.44e-04
    800 | -2.154693e-03 | -8.979378e-04 | -1.256755e-03 |  0.9903 |     0.1825 |  9.20e-04
    825 | -2.377867e-03 | -1.132745e-03 | -1.245122e-03 |  0.9843 |     0.1059 |  8.92e-04
    850 | -2.908293e-03 | -1.654160e-03 | -1.254133e-03 |  0.9983 |     0.1611 |  8.61e-04
    875 | -2.929080e-03 | -1.678972e-03 | -1.250108e-03 |  0.9983 |     0.1251 |  8.26e-04
    900 | -2.942262e-03 | -1.688188e-03 | -1.254074e-03 |  0.9984 |     0.1563 |  7.89e-04
    925 | -2.948594e-03 | -1.694115e-03 | -1.254479e-03 |  0.9977 |     0.1596 |  7.49e-04
    950 | -2.817224e-03 | -1.577984e-03 | -1.239240e-03 |  0.9976 |     0.0302 |  7.07e-04
    975 | -2.933312e-03 | -1.669614e-03 | -1.263698e-03 |  0.9978 |     0.2310 |  6.63e-04
   1000 | -2.959759e-03 | -1.706479e-03 | -1.253279e-03 |  0.9978 |     0.1468 |  6.18e-04
   1025 | -2.971386e-03 | -1.718021e-03 | -1.253365e-03 |  0.9967 |     0.1509 |  5.72e-04
   1050 | -2.986023e-03 | -1.732371e-03 | -1.253652e-03 |  0.9955 |     0.1571 |  5.25e-04
   1075 | -2.961627e-03 | -1.713443e-03 | -1.248185e-03 |  0.9955 |     0.1036 |  4.78e-04
   1100 | -3.003236e-03 | -1.754171e-03 | -1.249065e-03 |  0.9945 |     0.1146 |  4.32e-04
   1125 | -3.024975e-03 | -1.770975e-03 | -1.254000e-03 |  0.9935 |     0.1605 |  3.87e-04
   1150 | -3.051891e-03 | -1.798163e-03 | -1.253728e-03 |  0.9944 |     0.1520 |  3.43e-04
   1175 | -2.940595e-03 | -1.696011e-03 | -1.244584e-03 |  0.9941 |     0.0678 |  3.01e-04
   1200 | -3.117127e-03 | -1.860342e-03 | -1.256784e-03 |  0.9964 |     0.1598 |  2.61e-04
   1225 | -3.169131e-03 | -1.916111e-03 | -1.253020e-03 |  0.9978 |     0.1177 |  2.24e-04
   1250 | -3.218663e-03 | -1.962930e-03 | -1.255732e-03 |  0.9915 |     0.1173 |  1.89e-04
   1275 | -3.243715e-03 | -1.988196e-03 | -1.255519e-03 |  0.9919 |     0.1182 |  1.58e-04
   1300 | -3.256344e-03 | -2.001154e-03 | -1.255190e-03 |  0.9956 |     0.1239 |  1.30e-04
   1325 | -3.263931e-03 | -2.008594e-03 | -1.255337e-03 |  0.9968 |     0.1285 |  1.06e-04
   1350 | -3.269199e-03 | -2.013772e-03 | -1.255427e-03 |  0.9977 |     0.1310 |  8.62e-05
   1375 | -3.273171e-03 | -2.017688e-03 | -1.255484e-03 |  0.9987 |     0.1328 |  7.05e-05
   1400 | -3.276349e-03 | -2.020806e-03 | -1.255543e-03 |  0.9996 |     0.1344 |  5.91e-05
   1425 | -3.279053e-03 | -2.023448e-03 | -1.255605e-03 |  1.0004 |     0.1360 |  5.23e-05
   1450 | -3.281544e-03 | -2.025870e-03 | -1.255674e-03 |  1.0013 |     0.1376 |  1.00e-03
   1475 | -2.282284e-03 | -1.000853e-03 | -1.281431e-03 |  0.9996 |     0.3864 |  9.99e-04
   1500 | -2.136811e-03 | -8.722970e-04 | -1.264514e-03 |  0.9967 |     0.2317 |  9.98e-04
   1525 | -2.148980e-03 | -8.984025e-04 | -1.250577e-03 |  0.9895 |     0.1093 |  9.95e-04
   1550 | -2.343032e-03 | -1.086642e-03 | -1.256391e-03 |  0.9885 |     0.1431 |  9.91e-04
   1575 | -2.902089e-03 | -1.646326e-03 | -1.255762e-03 |  0.9939 |     0.1559 |  9.86e-04
   1600 | -2.926035e-03 | -1.673599e-03 | -1.252437e-03 |  0.9974 |     0.1220 |  9.80e-04
   1625 | -2.931463e-03 | -1.677219e-03 | -1.254244e-03 |  0.9993 |     0.1357 |  9.72e-04
   1650 | -2.934346e-03 | -1.679293e-03 | -1.255053e-03 |  0.9994 |     0.1439 |  9.64e-04
   1675 | -2.936633e-03 | -1.682032e-03 | -1.254601e-03 |  0.9990 |     0.1404 |  9.54e-04
   1700 | -2.939009e-03 | -1.684154e-03 | -1.254854e-03 |  0.9986 |     0.1428 |  9.44e-04
   1725 | -2.941790e-03 | -1.686895e-03 | -1.254895e-03 |  0.9982 |     0.1424 |  9.32e-04
   1750 | -2.945382e-03 | -1.690485e-03 | -1.254898e-03 |  0.9980 |     0.1409 |  9.20e-04
   1775 | -2.950615e-03 | -1.695737e-03 | -1.254878e-03 |  0.9978 |     0.1389 |  9.07e-04
   1800 | -2.959631e-03 | -1.704864e-03 | -1.254768e-03 |  0.9976 |     0.1360 |  8.92e-04
   1825 | -2.979529e-03 | -1.725078e-03 | -1.254451e-03 |  0.9976 |     0.1314 |  8.77e-04
   1850 | -3.043260e-03 | -1.789431e-03 | -1.253829e-03 |  0.9970 |     0.1270 |  8.61e-04
   1875 | -2.098205e-03 | -6.930016e-04 | -1.405204e-03 |  0.9994 |     1.4598 |  8.44e-04
   1900 | -3.083749e-03 | -1.808235e-03 | -1.275514e-03 |  0.9979 |     0.3181 |  8.26e-04
   1925 | -3.209186e-03 | -1.958835e-03 | -1.250351e-03 |  0.9950 |     0.0844 |  8.08e-04
   1950 | -3.216460e-03 | -1.962703e-03 | -1.253757e-03 |  0.9949 |     0.1283 |  7.89e-04
   1975 | -3.219878e-03 | -1.964321e-03 | -1.255557e-03 |  0.9950 |     0.1403 |  7.69e-04
   2000 | -3.222882e-03 | -1.967286e-03 | -1.255596e-03 |  0.9948 |     0.1392 |  7.49e-04
   2025 | -3.226575e-03 | -1.970853e-03 | -1.255722e-03 |  0.9947 |     0.1387 |  7.28e-04
   2050 | -3.231488e-03 | -1.975674e-03 | -1.255814e-03 |  0.9947 |     0.1387 |  7.07e-04
   2075 | -3.238439e-03 | -1.982535e-03 | -1.255904e-03 |  0.9948 |     0.1390 |  6.85e-04
   2100 | -3.248815e-03 | -1.992850e-03 | -1.255965e-03 |  0.9952 |     0.1401 |  6.63e-04
   2125 | -3.017193e-03 | -1.707719e-03 | -1.309473e-03 |  0.9989 |     0.5887 |  6.40e-04
   2150 | -3.136272e-03 | -1.883524e-03 | -1.252748e-03 |  0.9929 |     0.1353 |  6.18e-04
   2175 | -3.253494e-03 | -1.999617e-03 | -1.253878e-03 |  0.9936 |     0.1293 |  5.95e-04
   2200 | -3.273914e-03 | -2.017360e-03 | -1.256554e-03 |  0.9967 |     0.1427 |  5.72e-04
   2225 | -3.288794e-03 | -2.032619e-03 | -1.256175e-03 |  0.9977 |     0.1439 |  5.48e-04
   2250 | -3.297486e-03 | -2.041232e-03 | -1.256254e-03 |  0.9986 |     0.1474 |  5.25e-04
   2275 | -3.291920e-03 | -2.029225e-03 | -1.262695e-03 |  0.9984 |     0.2053 |  5.02e-04
   2300 | -3.300583e-03 | -2.044854e-03 | -1.255729e-03 |  0.9981 |     0.1462 |  4.78e-04
   2325 | -3.303946e-03 | -2.047696e-03 | -1.256251e-03 |  0.9978 |     0.1474 |  4.55e-04
   2350 | -3.306013e-03 | -2.050244e-03 | -1.255768e-03 |  0.9977 |     0.1444 |  4.32e-04
   2375 | -3.307996e-03 | -2.052112e-03 | -1.255883e-03 |  0.9975 |     0.1454 |  4.10e-04
   2400 | -3.310010e-03 | -2.054077e-03 | -1.255932e-03 |  0.9974 |     0.1455 |  3.87e-04
   2425 | -3.312063e-03 | -2.056067e-03 | -1.255996e-03 |  0.9972 |     0.1454 |  3.65e-04
   2450 | -3.314147e-03 | -2.058060e-03 | -1.256087e-03 |  0.9971 |     0.1453 |  3.43e-04
