╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: BRAIN (MGN-baseline) | E=1000 Pa (1.0 kPa) | ν=0.49
  Beam: 3cm x 2cm x 2cm
  Mesh: 25x8x8 | Device: cuda | Epochs: 3000
  Expected tip δ: 30.9898 mm | Scale: 1.00e-02
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 238,915  (~2× SolidGNN edge-MLP params)
  ⚡ F-bar enabled (ν=0.49 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
    675 | -1.269941e-03 | 1.069743e-04 | -1.376915e-03 |  0.8169 |     1.1738 |  9.98e-04
    700 | -1.308084e-03 | 2.341420e-05 | -1.331498e-03 |  0.9100 |     0.8046 |  9.91e-04
    725 | -1.325328e-03 | 8.073985e-05 | -1.406068e-03 |  0.9146 |     1.4322 |  9.80e-04
    750 | -1.327510e-03 | 5.629278e-05 | -1.383803e-03 |  0.9182 |     1.2497 |  9.64e-04
    775 | -1.327816e-03 | 5.328486e-05 | -1.381101e-03 |  0.9210 |     1.2297 |  9.44e-04
    800 | -1.328088e-03 | 5.483444e-05 | -1.382923e-03 |  0.9237 |     1.2473 |  9.20e-04
    825 | -1.328329e-03 | 5.456505e-05 | -1.382894e-03 |  0.9260 |     1.2493 |  8.92e-04
    850 | -1.328501e-03 | 5.442906e-05 | -1.382930e-03 |  0.9278 |     1.2513 |  8.61e-04
    875 | -1.328654e-03 | 5.441470e-05 | -1.383069e-03 |  0.9296 |     1.2540 |  8.26e-04
    900 | -1.328791e-03 | 5.438543e-05 | -1.383177e-03 |  0.9312 |     1.2564 |  7.89e-04
    925 | -1.328913e-03 | 5.435454e-05 | -1.383267e-03 |  0.9326 |     1.2585 |  7.49e-04
    950 | -1.329022e-03 | 5.432979e-05 | -1.383352e-03 |  0.9340 |     1.2604 |  7.07e-04
    975 | -1.329119e-03 | 5.430898e-05 | -1.383428e-03 |  0.9352 |     1.2622 |  6.63e-04
   1000 | -1.329206e-03 | 5.429128e-05 | -1.383497e-03 |  0.9363 |     1.2638 |  6.18e-04
   1025 | -1.329284e-03 | 5.427644e-05 | -1.383560e-03 |  0.9373 |     1.2652 |  5.72e-04
   1050 | -1.329352e-03 | 5.426414e-05 | -1.383617e-03 |  0.9383 |     1.2666 |  5.25e-04
   1075 | -1.329414e-03 | 5.425396e-05 | -1.383668e-03 |  0.9391 |     1.2678 |  4.78e-04
   1100 | -1.329468e-03 | 5.424552e-05 | -1.383713e-03 |  0.9398 |     1.2689 |  4.32e-04
   1125 | -1.329515e-03 | 5.423878e-05 | -1.383754e-03 |  0.9405 |     1.2698 |  3.87e-04
   1150 | -1.329557e-03 | 5.423315e-05 | -1.383790e-03 |  0.9411 |     1.2707 |  3.43e-04
   1175 | -1.329593e-03 | 5.422868e-05 | -1.383821e-03 |  0.9416 |     1.2715 |  3.01e-04
   1200 | -1.329624e-03 | 5.422506e-05 | -1.383849e-03 |  0.9420 |     1.2721 |  2.61e-04
   1225 | -1.329651e-03 | 5.422205e-05 | -1.383873e-03 |  0.9424 |     1.2727 |  2.24e-04
   1250 | -1.329673e-03 | 5.421981e-05 | -1.383893e-03 |  0.9427 |     1.2732 |  1.89e-04
   1275 | -1.329692e-03 | 5.421800e-05 | -1.383910e-03 |  0.9430 |     1.2736 |  1.58e-04
   1300 | -1.329708e-03 | 5.421650e-05 | -1.383925e-03 |  0.9433 |     1.2739 |  1.30e-04
   1325 | -1.329721e-03 | 5.421540e-05 | -1.383936e-03 |  0.9435 |     1.2742 |  1.06e-04
   1350 | -1.329732e-03 | 5.421459e-05 | -1.383946e-03 |  0.9436 |     1.2744 |  8.62e-05
   1375 | -1.329740e-03 | 5.421379e-05 | -1.383954e-03 |  0.9437 |     1.2746 |  7.05e-05
   1400 | -1.329747e-03 | 5.421321e-05 | -1.383961e-03 |  0.9438 |     1.2748 |  5.91e-05
   1425 | -1.329754e-03 | 5.421266e-05 | -1.383967e-03 |  0.9439 |     1.2749 |  5.23e-05
   1450 | -1.329760e-03 | 5.421232e-05 | -1.383972e-03 |  0.9440 |     1.2751 |  1.00e-03
   1475 | -1.329866e-03 | 5.420633e-05 | -1.384073e-03 |  0.9457 |     1.2775 |  9.99e-04
   1500 | -1.329968e-03 | 5.420381e-05 | -1.384172e-03 |  0.9473 |     1.2799 |  9.98e-04
   1525 | -1.330061e-03 | 5.420497e-05 | -1.384266e-03 |  0.9488 |     1.2822 |  9.95e-04
   1550 | -1.330146e-03 | 5.420930e-05 | -1.384356e-03 |  0.9503 |     1.2844 |  9.91e-04
   1575 | -1.330224e-03 | 5.421598e-05 | -1.384440e-03 |  0.9516 |     1.2865 |  9.86e-04
   1600 | -1.330295e-03 | 5.422462e-05 | -1.384520e-03 |  0.9529 |     1.2885 |  9.80e-04
   1625 | -1.330360e-03 | 5.423499e-05 | -1.384595e-03 |  0.9542 |     1.2903 |  9.72e-04
   1650 | -1.330419e-03 | 5.424670e-05 | -1.384666e-03 |  0.9553 |     1.2921 |  9.64e-04
   1675 | -1.330474e-03 | 5.425958e-05 | -1.384734e-03 |  0.9565 |     1.2938 |  9.54e-04
   1700 | -1.330524e-03 | 5.427307e-05 | -1.384797e-03 |  0.9575 |     1.2954 |  9.44e-04
   1725 | -1.330570e-03 | 5.428728e-05 | -1.384857e-03 |  0.9585 |     1.2970 |  9.32e-04
   1750 | -1.330612e-03 | 5.430198e-05 | -1.384914e-03 |  0.9595 |     1.2984 |  9.20e-04
   1775 | -1.330651e-03 | 5.431690e-05 | -1.384968e-03 |  0.9604 |     1.2998 |  9.07e-04
   1800 | -1.330687e-03 | 5.433212e-05 | -1.385019e-03 |  0.9612 |     1.3011 |  8.92e-04
   1825 | -1.330720e-03 | 5.434755e-05 | -1.385067e-03 |  0.9621 |     1.3024 |  8.77e-04
   1850 | -1.330750e-03 | 5.436266e-05 | -1.385113e-03 |  0.9628 |     1.3036 |  8.61e-04
   1875 | -1.330778e-03 | 5.437791e-05 | -1.385156e-03 |  0.9636 |     1.3047 |  8.44e-04
   1900 | -1.330804e-03 | 5.439310e-05 | -1.385197e-03 |  0.9643 |     1.3058 |  8.26e-04
   1925 | -1.330828e-03 | 5.440781e-05 | -1.385235e-03 |  0.9649 |     1.3068 |  8.08e-04
   1950 | -1.330850e-03 | 5.442252e-05 | -1.385272e-03 |  0.9655 |     1.3078 |  7.89e-04
   1975 | -1.330870e-03 | 5.443675e-05 | -1.385307e-03 |  0.9661 |     1.3087 |  7.69e-04
   2000 | -1.330889e-03 | 5.445064e-05 | -1.385340e-03 |  0.9667 |     1.3096 |  7.49e-04
   2025 | -1.330907e-03 | 5.446416e-05 | -1.385371e-03 |  0.9672 |     1.3105 |  7.28e-04
   2050 | -1.330923e-03 | 5.447734e-05 | -1.385400e-03 |  0.9677 |     1.3113 |  7.07e-04
   2075 | -1.330938e-03 | 5.449020e-05 | -1.385428e-03 |  0.9682 |     1.3121 |  6.85e-04
   2100 | -1.330952e-03 | 5.450240e-05 | -1.385455e-03 |  0.9686 |     1.3128 |  6.63e-04
   2125 | -1.330965e-03 | 5.451418e-05 | -1.385479e-03 |  0.9690 |     1.3135 |  6.40e-04
   2150 | -1.330977e-03 | 5.452548e-05 | -1.385503e-03 |  0.9694 |     1.3141 |  6.18e-04
   2175 | -1.330988e-03 | 5.453602e-05 | -1.385525e-03 |  0.9698 |     1.3148 |  5.95e-04
   2200 | -1.330999e-03 | 5.454620e-05 | -1.385545e-03 |  0.9702 |     1.3153 |  5.72e-04
   2225 | -1.331009e-03 | 5.455570e-05 | -1.385564e-03 |  0.9705 |     1.3159 |  5.48e-04
   2250 | -1.331018e-03 | 5.456479e-05 | -1.385582e-03 |  0.9708 |     1.3164 |  5.25e-04
   2275 | -1.331026e-03 | 5.457322e-05 | -1.385599e-03 |  0.9711 |     1.3169 |  5.02e-04
   2300 | -1.331034e-03 | 5.458120e-05 | -1.385615e-03 |  0.9714 |     1.3174 |  4.78e-04
   2325 | -1.331041e-03 | 5.458857e-05 | -1.385630e-03 |  0.9717 |     1.3178 |  4.55e-04
   2350 | -1.331048e-03 | 5.459546e-05 | -1.385643e-03 |  0.9719 |     1.3182 |  4.32e-04
   2375 | -1.331054e-03 | 5.460194e-05 | -1.385656e-03 |  0.9721 |     1.3186 |  4.10e-04
   2400 | -1.331060e-03 | 5.460804e-05 | -1.385668e-03 |  0.9724 |     1.3189 |  3.87e-04
   2425 | -1.331065e-03 | 5.461363e-05 | -1.385679e-03 |  0.9726 |     1.3193 |  3.65e-04
   2450 | -1.331070e-03 | 5.461888e-05 | -1.385689e-03 |  0.9728 |     1.3196 |  3.43e-04
   2475 | -1.331075e-03 | 5.462362e-05 | -1.385698e-03 |  0.9729 |     1.3199 |  3.22e-04
   2500 | -1.331079e-03 | 5.462816e-05 | -1.385707e-03 |  0.9731 |     1.3202 |  3.01e-04
   2525 | -1.331083e-03 | 5.463228e-05 | -1.385715e-03 |  0.9733 |     1.3204 |  2.81e-04
   2550 | -1.331086e-03 | 5.463615e-05 | -1.385723e-03 |  0.9734 |     1.3206 |  2.61e-04
   2575 | -1.331090e-03 | 5.463973e-05 | -1.385730e-03 |  0.9735 |     1.3209 |  2.42e-04
   2600 | -1.331093e-03 | 5.464290e-05 | -1.385736e-03 |  0.9737 |     1.3211 |  2.24e-04
   2625 | -1.331096e-03 | 5.464580e-05 | -1.385742e-03 |  0.9738 |     1.3212 |  2.06e-04
   2650 | -1.331098e-03 | 5.464861e-05 | -1.385747e-03 |  0.9739 |     1.3214 |  1.89e-04
   2675 | -1.331101e-03 | 5.465111e-05 | -1.385752e-03 |  0.9740 |     1.3216 |  1.73e-04
   2700 | -1.331103e-03 | 5.465337e-05 | -1.385756e-03 |  0.9741 |     1.3217 |  1.58e-04
   2725 | -1.331105e-03 | 5.465551e-05 | -1.385760e-03 |  0.9741 |     1.3218 |  1.43e-04
   2750 | -1.331107e-03 | 5.465735e-05 | -1.385764e-03 |  0.9742 |     1.3220 |  1.30e-04
   2775 | -1.331108e-03 | 5.465898e-05 | -1.385767e-03 |  0.9743 |     1.3221 |  1.18e-04
   2800 | -1.331110e-03 | 5.466057e-05 | -1.385770e-03 |  0.9743 |     1.3222 |  1.06e-04
   2825 | -1.331111e-03 | 5.466195e-05 | -1.385773e-03 |  0.9744 |     1.3223 |  9.56e-05
   2850 | -1.331112e-03 | 5.466324e-05 | -1.385776e-03 |  0.9744 |     1.3223 |  8.62e-05
   2875 | -1.331114e-03 | 5.466430e-05 | -1.385778e-03 |  0.9745 |     1.3224 |  7.78e-05
   2900 | -1.331114e-03 | 5.466534e-05 | -1.385780e-03 |  0.9745 |     1.3225 |  7.05e-05
   2925 | -1.331115e-03 | 5.466637e-05 | -1.385782e-03 |  0.9746 |     1.3225 |  6.42e-05
   2950 | -1.331116e-03 | 5.466721e-05 | -1.385783e-03 |  0.9746 |     1.3226 |  5.91e-05
   2975 | -1.331117e-03 | 5.466806e-05 | -1.385785e-03 |  0.9746 |     1.3226 |  5.51e-05
   3000 | -1.331118e-03 | 5.466884e-05 | -1.385787e-03 |  0.9747 |     1.3227 |  5.23e-05

  ======================================================================
  ✅ BRAIN (MGN-baseline) COMPLETE
  Best loss: -2.749872e-03 (epoch 653)
  Tip: 32.0100 mm (expected: 30.9898 mm)  Err: 3.29%
  Training time: 125.4s (2.1min)
  ======================================================================

