╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: MYOCARDIUM (MGN-baseline) | E=30000 Pa (30.0 kPa) | ν=0.4
  Beam: 3cm x 2cm x 2cm
  Mesh: 15x4x4 | Device: cuda | Epochs: 3000
  Expected tip δ: 1.0529 mm | Scale: 1.05e-03
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 238,915  (~2× SolidGNN edge-MLP params)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -1.247822e-03 | 2.107705e-08 | -1.247843e-03 |  0.9992 |    -0.0001 |  2.00e-05
      2 | -1.247864e-03 | 1.609560e-08 | -1.247880e-03 |  0.9993 |     0.0002 |  4.00e-05
      3 | -1.247944e-03 | 1.071641e-08 | -1.247955e-03 |  0.9996 |     0.0008 |  6.00e-05
      4 | -1.248056e-03 | 1.097158e-08 | -1.248067e-03 |  0.9997 |     0.0018 |  8.00e-05
      5 | -1.248196e-03 | 1.990925e-08 | -1.248216e-03 |  0.9998 |     0.0030 |  1.00e-04
     25 | -1.253731e-03 | 3.440154e-06 | -1.257171e-03 |  0.9983 |     0.0920 |  5.00e-04
     50 | -1.270282e-03 | 2.641927e-05 | -1.296702e-03 |  0.9734 |     0.6014 |  1.00e-03
     75 | -1.279693e-03 | 2.695242e-05 | -1.306646e-03 |  0.9706 |     0.8678 |  1.00e-03
    100 | -1.284104e-03 | 3.419418e-05 | -1.318298e-03 |  0.9673 |     1.0903 |  9.99e-04
    125 | -1.284909e-03 | 3.440479e-05 | -1.319314e-03 |  0.9732 |     1.1289 |  9.98e-04
    150 | -1.283981e-03 | 3.928281e-05 | -1.323264e-03 |  0.9635 |     1.1636 |  9.97e-04
    175 | -1.285401e-03 | 3.519790e-05 | -1.320599e-03 |  0.9711 |     1.1553 |  9.96e-04
    200 | -1.285546e-03 | 3.485837e-05 | -1.320404e-03 |  0.9724 |     1.1621 |  9.94e-04
    225 | -1.285119e-03 | 3.805244e-05 | -1.323171e-03 |  0.9656 |     1.1845 |  9.92e-04
    250 | -1.285675e-03 | 3.481291e-05 | -1.320488e-03 |  0.9722 |     1.1670 |  9.89e-04
    275 | -1.285145e-03 | 3.341273e-05 | -1.318557e-03 |  0.9771 |     1.1592 |  9.86e-04
    300 | -1.285711e-03 | 3.619256e-05 | -1.321904e-03 |  0.9683 |     1.1776 |  9.83e-04
    325 | -1.285890e-03 | 3.558872e-05 | -1.321478e-03 |  0.9701 |     1.1811 |  9.80e-04
    350 | -1.285510e-03 | 3.837555e-05 | -1.323886e-03 |  0.9647 |     1.2005 |  9.76e-04
